Dates,CMS
2019-04-12,1546600.0
2019-03-11,1433600.0
2019-02-07,1064600.0
2019-07-17,1010400.0
2019-09-19,1608800.0
2019-10-21,1127200.0
2019-12-18,1823700.0
2020-03-06,2056500.0
2019-10-03,1596000.0
2020-03-09,1254200.0
2020-05-27,1817400.0
2019-12-24,1008900.0
2020-03-12,1788300.0
2018-12-20,2363900.0
2019-08-01,3260500.0
2018-08-14,3088000.0
2018-07-13,2182700.0
2018-10-17,2120500.0
2019-05-29,1303200.0
2019-03-26,1281300.0
2019-02-22,1962600.0
2019-10-04,1186500.0
2019-11-05,2265200.0
2019-12-27,3487900.0
2020-06-02,1651800.0
2019-12-30,2070600.0
2020-03-18,2077600.0
2020-06-05,2369300.0
2019-07-15,2780200.0
2018-12-03,1867500.0
2019-06-13,1683200.0
2019-01-04,1917000.0
2018-08-29,1594300.0
2019-02-05,1272000.0
2018-11-01,1220000.0
2019-08-16,1994300.0
2019-04-10,1441900.0
2019-09-17,1516600.0
2019-10-15,1772300.0
2020-01-02,908000.0
2020-06-08,1470800.0
2019-10-18,1233500.0
2020-03-24,1676600.0
2020-06-11,1326900.0
2020-01-08,1075200.0
2019-04-25,2494000.0
2019-07-30,5176800.0
2019-02-20,2945000.0
2018-07-11,2240500.0
2018-09-13,1920500.0
2018-10-15,1870700.0
2019-06-28,2120100.0
2018-12-18,1923700.0
2018-11-16,1520100.0
2019-10-02,2287600.0
2020-03-27,3018300.0
2020-01-10,1799400.0
2019-10-24,2490200.0
2020-03-30,1745300.0
2020-06-17,1095500.0
2020-01-14,1310100.0
2020-04-02,1130600.0
2019-01-02,1516500.0
2019-08-14,1459200.0
2018-10-30,1756900.0
2019-06-11,1982900.0
2019-05-10,1921600.0
2019-04-08,2847500.0
2018-08-27,1751500.0
2018-07-26,2039000.0
2018-09-28,2417900.0
2019-03-07,1737600.0
2019-10-30,776700.0
2020-01-17,1489600.0
2020-06-23,1344900.0
2020-04-08,1242300.0
2020-06-26,867500.0
2019-03-22,1138700.0
2019-01-17,1365900.0
2019-08-29,1636900.0
2018-11-14,1464500.0
2019-06-26,1407400.0
2018-09-11,1609500.0
2018-07-09,2371700.0
2018-08-10,1959300.0
2019-04-23,2057400.0
2019-09-30,1998600.0
2020-01-23,2709400.0
2019-11-08,1435200.0
2020-04-14,314900.0
2019-11-11,681400.0
2020-01-29,1309800.0
2020-04-17,889800.0
2018-07-24,1041900.0
2018-09-26,2420100.0
2019-05-08,2074800.0
2019-03-05,1478300.0
2019-02-01,1679600.0
2018-12-31,1703700.0
2018-11-29,1152400.0
2019-08-12,1844000.0
2019-07-11,1474500.0
2019-09-13,1789000.0
2019-11-14,1481800.0
2020-04-20,1915200.0
2020-02-04,2605000.0
2020-04-23,2539200.0
2018-12-14,2443300.0
2019-08-27,1832400.0
2018-08-08,1625200.0
2018-10-11,1627900.0
2018-11-12,1857900.0
2019-07-26,1697500.0
2019-06-24,2429700.0
2019-05-23,2939400.0
2019-03-20,1850300.0
2019-01-15,2346400.0
2019-11-20,2119500.0
2020-02-07,1677900.0
2020-02-10,1545500.0
2020-04-29,1380500.0
2019-11-26,1161700.0
2020-02-13,1337300.0
2019-01-30,1624100.0
2018-08-23,1365700.0
2018-09-24,1400000.0
2018-11-27,1629700.0
2018-10-26,1390100.0
2019-07-09,2028300.0
2019-06-07,2121800.0
2019-05-06,2173500.0
2019-04-04,2033000.0
2019-09-11,3188400.0
2019-11-29,5533300.0
2020-05-05,3386700.0
2019-12-02,4155400.0
2020-02-19,2932000.0
2020-05-08,2997100.0
2019-05-21,3584600.0
2019-03-18,5894700.0
2018-09-07,5114900.0
2018-08-06,4299100.0
2018-10-09,5920200.0
2019-02-14,4145400.0
2018-12-12,4328000.0
2019-07-24,5261100.0
2019-09-26,4019100.0
2019-10-28,2977900.0
2019-12-05,4233800.0
2020-05-11,3455300.0
2019-07-03,3438100.0
2020-02-25,3504900.0
2020-05-14,2645000.0
2020-02-28,3011800.0
2019-08-08,3586800.0
2019-06-05,4664400.0
2018-07-20,2527900.0
2018-08-21,3684800.0
2018-10-24,2480000.0
2019-04-02,2366400.0
2019-03-01,2482500.0
2019-01-28,1727800.0
2018-12-27,2400700.0
2019-09-09,1612600.0
2020-03-02,1937700.0
2020-05-20,2063300.0
2019-12-17,2139700.0
2020-03-05,1783900.0
2019-02-12,2123500.0
2019-01-11,2009500.0
2018-12-10,2221400.0
2019-08-23,2049900.0
2018-11-08,1972600.0
2019-07-22,2427300.0
2019-06-20,2908500.0
2018-09-05,2640600.0
2019-04-17,2673800.0
2019-09-24,1956100.0
2019-12-20,1662200.0
2020-05-26,1522800.0
2019-04-30,1535800.0
2019-12-23,1631300.0
2020-03-11,1457900.0
2020-05-29,1947500.0
2019-12-26,4242800.0
2020-06-01,3484000.0
2019-05-02,2359200.0
2019-02-27,3950800.0
2018-11-23,1701400.0
2019-08-06,1551000.0
2018-07-18,1412000.0
2018-09-20,1313700.0
2018-10-22,1497300.0
2019-07-05,1289100.0
2019-06-03,1775000.0
2019-10-09,1380300.0
2019-10-11,2498000.0
2020-03-17,1504300.0
2020-06-04,1649100.0
2019-10-14,1584100.0
2020-03-20,1539200.0
2018-11-06,1988700.0
2019-06-18,1536700.0
2019-05-17,2325300.0
2019-04-15,2222600.0
2019-03-14,2379000.0
2019-01-09,2185400.0
2018-08-02,2157500.0
2018-10-05,1902200.0
2019-08-21,1459700.0
2019-10-17,1362200.0
2020-03-23,3748100.0
2020-06-10,1803400.0
2019-02-25,1470400.0
2020-01-07,2007900.0
2020-03-26,1446400.0
2019-10-23,2430800.0
