Dates,CMS
2018-06-20,45.27000045776367
2018-06-21,45.470001220703125
2018-06-25,45.630001068115234
2018-06-22,46.630001068115234
2018-06-26,47.040000915527344
2018-06-27,47.310001373291016
2018-06-28,47.58000183105469
2018-06-29,47.58000183105469
2018-07-02,47.84000015258789
2018-07-03,48.290000915527344
2018-07-05,48.18000030517578
2018-07-16,48.630001068115234
2018-09-18,48.68000030517578
2019-01-24,47.459999084472656
2019-09-05,47.970001220703125
2018-11-21,48.0099983215332
2020-01-13,48.06999969482422
2020-04-01,47.880001068115234
2020-06-19,47.95000076293945
2019-10-29,47.70000076293945
2020-01-16,48.11000061035156
2020-06-22,47.77000045776367
2018-10-03,47.529998779296875
2018-07-31,47.4900016784668
2019-03-12,48.029998779296875
2019-02-08,48.5
2019-01-07,48.52000045776367
2018-12-06,48.08000183105469
2019-08-19,48.380001068115234
2019-07-18,48.09000015258789
2019-05-15,47.970001220703125
2019-09-20,48.41999816894531
2019-11-01,48.560001373291016
2020-04-07,48.22999954223633
2020-06-25,48.33000183105469
2020-06-16,48.4900016784668
2019-11-04,48.97999954223633
2020-01-22,48.66999816894531
2019-11-07,48.900001525878906
2020-04-13,49.689998626708984
2019-07-01,49.93000030517578
2019-05-30,50.119998931884766
2018-08-15,50.04999923706055
2018-10-18,49.720001220703125
2019-03-27,49.56999969482422
2019-01-22,49.52000045776367
2018-12-21,49.40999984741211
2019-09-03,49.45000076293945
2018-11-19,48.93000030517578
2019-08-02,49.310001373291016
2020-01-28,49.61000061035156
2020-04-16,49.7400016784668
2019-11-13,49.7599983215332
2020-01-31,50.209999084472656
2018-12-04,50.72999954223633
2018-11-02,50.47999954223633
2019-07-16,50.720001220703125
2018-08-30,50.810001373291016
2018-10-01,50.61000061035156
2019-06-14,50.70000076293945
2019-05-13,50.470001220703125
2019-04-11,50.459999084472656
2019-02-06,50.36000061035156
2019-09-18,50.310001373291016
2020-02-03,49.150001525878906
2020-04-22,49.5099983215332
2019-11-19,49.4900016784668
2020-02-06,48.900001525878906
2019-11-22,48.63999938964844
2019-03-25,48.630001068115234
2019-02-21,49.029998779296875
2018-12-19,49.0099983215332
2018-07-12,49.439998626708984
2018-09-14,49.470001220703125
2018-08-13,49.040000915527344
2018-10-16,49.9900016784668
2019-07-31,50.7599983215332
2019-05-28,50.97999954223633
2019-04-26,51.36000061035156
2020-04-28,50.560001373291016
2019-11-25,49.029998779296875
2020-02-12,49.400001525878906
2020-05-01,49.86000061035156
2020-05-04,50.0099983215332
2019-06-12,50.02000045776367
2019-04-09,50.90999984741211
2019-03-08,50.720001220703125
2019-02-04,51.119998931884766
2018-07-27,51.90999984741211
2018-08-28,51.38999938964844
2019-01-03,51.720001220703125
2019-08-15,50.0
2018-10-31,50.2400016784668
2019-09-16,50.04999923706055
2020-02-18,49.209999084472656
2020-05-07,48.900001525878906
2018-08-17,48.849998474121094
2019-12-04,49.18000030517578
2020-02-21,49.650001525878906
2018-12-17,49.790000915527344
2019-08-30,50.279998779296875
2018-11-15,51.099998474121094
2019-07-29,50.84000015258789
2019-06-27,50.90999984741211
2019-04-24,50.79999923706055
2018-07-10,51.34000015258789
2018-09-12,51.65999984741211
2019-02-19,52.25
2019-01-18,51.599998474121094
2020-02-24,50.97999954223633
2020-05-13,51.04999923706055
2019-12-10,51.27000045776367
2020-02-27,51.38999938964844
2019-12-13,51.31999969482422
2020-05-19,52.130001068115234
2019-03-06,52.36000061035156
2018-11-30,53.349998474121094
2019-08-13,52.9900016784668
2019-07-12,53.25
2019-06-10,53.27000045776367
2019-05-09,53.380001068115234
2018-07-25,53.4900016784668
2018-09-27,53.59000015258789
2018-10-29,53.81999969482422
2019-10-16,53.15999984741211
2019-12-16,52.13999938964844
2020-03-04,51.720001220703125
2020-05-22,51.880001068115234
2019-10-01,52.40999984741211
2019-12-19,51.38999938964844
2018-09-10,48.939998626708984
2019-05-24,49.439998626708984
2018-08-09,49.95000076293945
2019-04-22,49.7400016784668
2019-03-21,49.560001373291016
2019-01-16,48.779998779296875
2019-08-28,48.939998626708984
2018-11-13,48.95000076293945
2018-10-12,49.43000030517578
2019-06-25,49.58000183105469
2020-03-10,49.880001068115234
2020-05-28,49.84000015258789
2019-10-07,49.470001220703125
2020-03-13,50.400001525878906
2019-10-10,50.650001525878906
2020-03-16,51.06999969482422
2020-06-03,51.209999084472656
2018-11-28,51.38999938964844
2018-09-25,51.459999084472656
2018-07-23,51.709999084472656
2018-08-24,51.86000061035156
2019-07-10,51.06999969482422
2019-05-07,51.25
2019-04-05,51.54999923706055
2019-03-04,52.36000061035156
2019-01-31,52.16999816894531
2019-09-12,52.02000045776367
2019-12-31,52.25
2020-03-19,52.150001525878906
2020-01-03,52.619998931884766
2020-06-09,52.97999954223633
2019-02-15,53.13999938964844
2019-01-14,53.11000061035156
2018-07-06,52.84000015258789
2018-08-07,52.959999084472656
2018-10-10,52.86000061035156
2018-12-13,52.939998626708984
2019-08-26,52.91999816894531
2019-07-25,53.599998474121094
2019-05-22,54.209999084472656
2019-03-19,54.22999954223633
2020-01-06,54.02000045776367
2020-03-25,53.959999084472656
2020-06-12,54.47999954223633
2019-10-22,54.560001373291016
2020-01-09,54.34000015258789
2020-06-15,54.20000076293945
2019-10-25,54.2400016784668
2020-03-31,54.70000076293945
2020-06-18,54.650001525878906
2019-04-03,54.95000076293945
2018-08-22,55.349998474121094
2018-10-25,55.369998931884766
2019-01-29,55.4900016784668
2018-12-28,55.68000030517578
2018-11-26,55.58000183105469
2019-08-09,55.22999954223633
2019-07-08,55.0099983215332
2019-06-06,55.36000061035156
2019-09-10,55.93000030517578
2020-01-15,56.040000915527344
2020-04-03,56.29999923706055
2019-10-31,56.290000915527344
2020-04-06,56.040000915527344
2020-06-24,55.58000183105469
2018-11-09,55.599998474121094
2019-07-23,55.209999084472656
2019-06-21,55.099998474121094
2019-05-20,55.099998474121094
2019-04-18,55.11000061035156
2018-09-06,55.06999969482422
2018-10-08,54.65999984741211
2019-02-13,55.29999923706055
2018-12-11,54.97999954223633
2019-09-25,55.029998779296875
2020-01-21,55.189998626708984
2020-04-09,55.0099983215332
2019-11-06,54.400001525878906
2020-01-24,54.459999084472656
2020-01-27,54.08000183105469
2020-04-15,54.209999084472656
2018-12-26,54.560001373291016
2019-08-07,55.119998931884766
2019-06-04,55.540000915527344
2018-09-21,54.88999938964844
2018-07-19,55.56999969482422
2018-08-20,55.5099983215332
2018-10-23,54.84000015258789
2019-05-03,55.380001068115234
2019-04-01,55.5
2019-02-28,55.290000915527344
2019-11-12,54.959999084472656
2020-01-30,54.689998626708984
2019-11-15,55.630001068115234
2020-04-21,56.540000915527344
2019-04-16,56.40999984741211
2019-03-15,56.18000030517578
2019-02-11,56.41999816894531
2019-01-10,56.810001373291016
2019-08-22,57.09000015258789
2018-11-07,56.970001220703125
2018-08-03,56.72999954223633
2018-09-04,57.36000061035156
2019-06-19,57.709999084472656
2019-09-23,57.41999816894531
2019-11-18,56.439998626708984
2020-02-05,55.869998931884766
2020-04-24,56.400001525878906
2019-03-29,57.040000915527344
2019-11-21,56.9900016784668
2020-04-27,58.290000915527344
2020-02-11,58.439998626708984
2020-04-30,59.040000915527344
2019-05-01,57.75
2019-02-26,57.689998626708984
2019-01-25,58.0
2018-12-24,58.209999084472656
2019-09-06,58.939998626708984
2018-07-17,58.959999084472656
2018-09-19,58.869998931884766
2019-08-05,59.040000915527344
2019-10-08,59.220001220703125
2019-12-11,59.220001220703125
2019-11-27,59.33000183105469
2020-02-14,59.34000015258789
2020-05-06,58.900001525878906
2019-01-08,57.95000076293945
2018-12-07,58.18000030517578
2019-08-20,57.91999816894531
2018-11-05,58.439998626708984
2019-07-19,59.209999084472656
2018-10-04,58.779998779296875
2019-06-17,59.060001373291016
2019-05-16,58.970001220703125
2018-08-01,59.22999954223633
2019-03-13,59.209999084472656
2019-12-03,59.099998474121094
2020-02-20,58.83000183105469
2019-12-06,58.720001220703125
2020-05-12,59.060001373291016
2019-12-09,59.150001525878906
2020-02-26,59.16999816894531
2020-05-15,58.58000183105469
2019-03-28,58.540000915527344
2018-09-17,58.54999923706055
2018-08-16,58.41999816894531
2018-10-19,58.88999938964844
2019-04-29,59.25
2019-01-23,59.540000915527344
2019-09-04,58.93000030517578
2018-11-20,59.290000915527344
2019-07-02,59.47999954223633
2019-05-31,59.2599983215332
2019-12-12,59.09000015258789
2020-05-18,59.47999954223633
2019-09-27,60.20000076293945
2020-03-03,60.7599983215332
2020-05-21,60.59000015258789
2019-05-14,60.31999969482422
2018-08-31,60.5
2018-07-30,61.459999084472656
2018-10-02,61.470001220703125
2019-04-12,61.95000076293945
2019-03-11,61.75
2019-02-07,62.099998474121094
2019-07-17,62.279998779296875
2019-09-19,62.61000061035156
2019-10-21,62.459999084472656
2019-12-18,63.130001068115234
2020-03-06,63.02000045776367
2019-10-03,63.060001373291016
2020-03-09,63.310001373291016
2020-05-27,64.38999938964844
2019-12-24,64.66999816894531
2020-03-12,64.16999816894531
2018-12-20,63.689998626708984
2019-08-01,62.66999816894531
2018-08-14,61.4900016784668
2018-07-13,61.529998779296875
2018-10-17,62.13999938964844
2019-05-29,61.68000030517578
2019-03-26,61.7400016784668
2019-02-22,62.599998474121094
2019-10-04,62.81999969482422
2019-11-05,62.97999954223633
2019-12-27,63.54999923706055
2020-06-02,63.40999984741211
2019-12-30,64.83000183105469
2020-03-18,64.41999816894531
2020-06-05,65.30999755859375
2019-07-15,65.12999725341797
2018-12-03,64.61000061035156
2019-06-13,64.23999786376953
2019-01-04,64.26000213623047
2018-08-29,64.01000213623047
2019-02-05,65.0199966430664
2018-11-01,64.79000091552734
2019-08-16,64.6500015258789
2019-04-10,64.86000061035156
2019-09-17,64.58000183105469
2019-10-15,64.33999633789062
2020-01-02,64.16000366210938
2020-06-08,63.81999969482422
2019-10-18,63.54999923706055
2020-03-24,63.88999938964844
2020-06-11,64.11000061035156
2020-01-08,64.06999969482422
2019-04-25,64.36000061035156
2019-07-30,64.29000091552734
2019-02-20,65.01000213623047
2018-07-11,64.91000366210938
2018-09-13,63.70000076293945
2018-10-15,63.08000183105469
2019-06-28,64.0199966430664
2018-12-18,64.05999755859375
2018-11-16,64.13999938964844
2019-10-02,63.45000076293945
2020-03-27,61.52000045776367
2020-01-10,61.5
2019-10-24,61.060001373291016
2020-03-30,60.43000030517578
2020-06-17,59.900001525878906
2020-01-14,59.7400016784668
2020-04-02,60.66999816894531
2019-01-02,61.0
2019-08-14,60.900001525878906
2018-10-30,61.70000076293945
2019-06-11,61.880001068115234
2019-05-10,62.16999816894531
2019-04-08,62.09000015258789
2018-08-27,62.13999938964844
2018-07-26,61.84000015258789
2018-09-28,61.709999084472656
2019-03-07,61.7599983215332
2019-10-30,62.0
2020-01-17,61.43000030517578
2020-06-23,61.33000183105469
2020-04-08,61.81999969482422
2020-06-26,61.849998474121094
2019-03-22,61.779998779296875
2019-01-17,61.709999084472656
