Dates,FRT
2019-04-24,325300.0
2018-07-10,329200.0
2018-09-12,465500.0
2019-02-19,621600.0
2019-01-18,281700.0
2020-02-24,112500.0
2020-05-13,584200.0
2019-12-10,245000.0
2020-02-27,525600.0
2019-12-13,221500.0
2020-05-19,535500.0
2019-03-06,649700.0
2018-11-30,472500.0
2019-08-13,524900.0
2019-07-12,420200.0
2019-06-10,390600.0
2019-05-09,261900.0
2018-07-25,547600.0
2018-09-27,415100.0
2018-10-29,335900.0
2019-10-16,1277100.0
2019-12-16,556200.0
2020-03-04,545900.0
2020-05-22,472600.0
2019-10-01,949400.0
2019-12-19,400500.0
2018-09-10,609300.0
2019-05-24,579200.0
2018-08-09,440600.0
2019-04-22,488100.0
2019-03-21,475700.0
2019-01-16,621000.0
2019-08-28,419900.0
2018-11-13,481000.0
2018-10-12,460000.0
2019-06-25,230000.0
2020-03-10,356000.0
2020-05-28,544000.0
2019-10-07,425300.0
2020-03-13,296700.0
2019-10-10,258400.0
2020-03-16,337900.0
2020-06-03,474600.0
2018-11-28,316500.0
2018-09-25,213500.0
2018-07-23,239600.0
2018-08-24,315300.0
2019-07-10,410100.0
2019-05-07,401800.0
2019-04-05,504400.0
2019-03-04,745300.0
2019-01-31,386100.0
2019-09-12,470700.0
2019-12-31,333800.0
2020-03-19,239400.0
2020-01-03,309100.0
2020-06-09,399500.0
2019-02-15,371000.0
2019-01-14,370200.0
2018-07-06,520400.0
2018-08-07,622200.0
2018-10-10,524900.0
2018-12-13,311800.0
2019-08-26,409300.0
2019-07-25,360800.0
2019-05-22,296600.0
2019-03-19,273200.0
2020-01-06,269400.0
2020-03-25,224400.0
2020-06-12,501700.0
2019-10-22,353700.0
2020-01-09,275800.0
2020-06-15,286500.0
2019-10-25,296800.0
2020-03-31,393600.0
2020-06-18,386800.0
2019-04-03,568300.0
2018-08-22,366900.0
2018-10-25,258700.0
2019-01-29,389500.0
2018-12-28,660600.0
2018-11-26,664300.0
2019-08-09,334600.0
2019-07-08,332000.0
2019-06-06,327500.0
2019-09-10,374600.0
2020-01-15,267400.0
2020-04-03,418900.0
2019-10-31,445700.0
2020-04-06,319200.0
2020-06-24,490700.0
2018-11-09,331400.0
2019-07-23,317000.0
2019-06-21,429900.0
2019-05-20,145300.0
2019-04-18,172000.0
2018-09-06,170500.0
2018-10-08,246000.0
2019-02-13,361900.0
2018-12-11,285700.0
2019-09-25,382700.0
2020-01-21,278400.0
2020-04-09,315500.0
2019-11-06,525000.0
2020-01-24,322200.0
2020-01-27,389900.0
2020-04-15,352400.0
2018-12-26,339800.0
2019-08-07,273600.0
2019-06-04,278800.0
2018-09-21,282800.0
2018-07-19,534200.0
2018-08-20,317200.0
2018-10-23,493700.0
2019-05-03,444800.0
2019-04-01,328500.0
2019-02-28,450800.0
2019-11-12,419900.0
2020-01-30,402600.0
2019-11-15,623700.0
2020-04-21,1015300.0
2019-04-16,582200.0
2019-03-15,765000.0
2019-02-11,461200.0
2019-01-10,871200.0
2019-08-22,545700.0
2018-11-07,511000.0
2018-08-03,619100.0
2018-09-04,680400.0
2019-06-19,371400.0
2019-09-23,1666900.0
2019-11-18,588700.0
2020-02-05,298600.0
2020-04-24,614000.0
2019-03-29,489000.0
2019-11-21,552400.0
2020-04-27,471400.0
2020-02-11,280900.0
2020-04-30,240300.0
2019-05-01,341900.0
2019-02-26,308100.0
2019-01-25,479200.0
2018-12-24,254300.0
2019-09-06,357000.0
2018-07-17,317200.0
2018-09-19,339900.0
2019-08-05,399600.0
2019-10-08,356300.0
2019-12-11,1003400.0
2019-11-27,398700.0
2020-02-14,329400.0
2020-05-06,761600.0
2019-01-08,393300.0
2018-12-07,748700.0
2019-08-20,354800.0
2018-11-05,275400.0
2019-07-19,191100.0
2018-10-04,226700.0
2019-06-17,265600.0
2019-05-16,343600.0
2018-08-01,321900.0
2019-03-13,359400.0
2019-12-03,206700.0
2020-02-20,255400.0
2019-12-06,419600.0
2020-05-12,265800.0
2019-12-09,220500.0
2020-02-26,282300.0
2020-05-15,298900.0
2019-03-28,266100.0
2018-09-17,440800.0
2018-08-16,238700.0
2018-10-19,212400.0
2019-04-29,220800.0
2019-01-23,255300.0
2019-09-04,721600.0
2018-11-20,356700.0
2019-07-02,569900.0
2019-05-31,598600.0
2019-12-12,605900.0
2020-05-18,502200.0
2019-09-27,369600.0
2020-03-03,415600.0
2020-05-21,379400.0
2019-05-14,350700.0
2018-08-31,418600.0
2018-07-30,426700.0
2018-10-02,649700.0
2019-04-12,376300.0
2019-03-11,278500.0
2019-02-07,325400.0
2019-07-17,243800.0
2019-09-19,360400.0
2019-10-21,317800.0
2019-12-18,293500.0
2020-03-06,281200.0
2019-10-03,325100.0
2020-03-09,315200.0
2020-05-27,591400.0
2019-12-24,498400.0
2020-03-12,310500.0
2018-12-20,690800.0
2019-08-01,580800.0
2018-08-14,482000.0
2018-07-13,410200.0
2018-10-17,393200.0
2019-05-29,756800.0
2019-03-26,330700.0
2019-02-22,336600.0
2019-10-04,408500.0
2019-11-05,356700.0
2019-12-27,1755400.0
2020-06-02,398700.0
2019-12-30,548700.0
2020-03-18,469100.0
2020-06-05,306500.0
2019-07-15,459800.0
2018-12-03,367800.0
2019-06-13,409800.0
2019-01-04,600400.0
2018-08-29,345300.0
2019-02-05,288700.0
2018-11-01,227300.0
2019-08-16,505800.0
2019-04-10,434800.0
2019-09-17,380800.0
2019-10-15,410300.0
2020-01-02,235000.0
2020-06-08,509200.0
2019-10-18,327500.0
2020-03-24,406900.0
2020-06-11,372900.0
2020-01-08,335800.0
2019-04-25,377800.0
2019-07-30,323400.0
2019-02-20,291300.0
2018-07-11,266100.0
2018-09-13,328100.0
2018-10-15,272000.0
2019-06-28,377300.0
2018-12-18,992100.0
2018-11-16,620800.0
2019-10-02,394200.0
2020-03-27,425300.0
2020-01-10,321700.0
2019-10-24,219800.0
2020-03-30,191900.0
2020-06-17,214000.0
2020-01-14,284800.0
2020-04-02,332000.0
2019-01-02,312900.0
2019-08-14,362100.0
2018-10-30,293400.0
2019-06-11,222400.0
2019-05-10,299200.0
2019-04-08,307500.0
2018-08-27,288600.0
2018-07-26,308700.0
2018-09-28,373600.0
2019-03-07,242900.0
2019-10-30,205000.0
2020-01-17,368900.0
2020-06-23,463000.0
2020-04-08,261200.0
2020-06-26,349600.0
2019-03-22,249800.0
2019-01-17,358300.0
2019-08-29,332500.0
2018-11-14,433600.0
2019-06-26,504500.0
2018-09-11,329400.0
2018-07-09,436200.0
2018-08-10,438100.0
2019-04-23,451200.0
2019-09-30,484700.0
2020-01-23,902100.0
2019-11-08,333600.0
2020-04-14,99400.0
2019-11-11,250400.0
2020-01-29,196000.0
2020-04-17,296300.0
2018-07-24,481500.0
2018-09-26,417000.0
2019-05-08,475200.0
2019-03-05,390800.0
2019-02-01,353900.0
2018-12-31,521000.0
2018-11-29,351300.0
2019-08-12,377000.0
2019-07-11,556500.0
2019-09-13,349400.0
2019-11-14,381000.0
2020-04-20,336500.0
2020-02-04,371200.0
2020-04-23,363500.0
2018-12-14,250100.0
2019-08-27,334000.0
2018-08-08,226600.0
2018-10-11,290700.0
2018-11-12,253100.0
2019-07-26,310400.0
2019-06-24,434300.0
2019-05-23,1026400.0
2019-03-20,400300.0
2019-01-15,427800.0
2019-11-20,411900.0
2020-02-07,280500.0
2020-02-10,239700.0
2020-04-29,532500.0
2019-11-26,983800.0
2020-02-13,1013800.0
2019-01-30,452500.0
2018-08-23,416300.0
2018-09-24,486100.0
2018-11-27,848700.0
2018-10-26,348200.0
2019-07-09,627300.0
2019-06-07,488200.0
2019-05-06,651600.0
2019-04-04,695000.0
2019-09-11,826100.0
2019-11-29,1635700.0
2020-05-05,629800.0
2019-12-02,786700.0
2020-02-19,480400.0
2020-05-08,405900.0
2019-05-21,954300.0
2019-03-18,954400.0
2018-09-07,856100.0
2018-08-06,847700.0
2018-10-09,1205200.0
2019-02-14,1433600.0
2018-12-12,1455700.0
2019-07-24,1379100.0
2019-09-26,901700.0
2019-10-28,892000.0
2019-12-05,1151100.0
2020-05-11,1323900.0
2019-07-03,966300.0
2020-02-25,941300.0
2020-05-14,1083500.0
2020-02-28,1132800.0
2019-08-08,1161400.0
2019-06-05,995800.0
2018-07-20,918200.0
2018-08-21,1052000.0
2018-10-24,553700.0
2019-04-02,886200.0
2019-03-01,642700.0
2019-01-28,589400.0
2018-12-27,894200.0
2019-09-09,579600.0
2020-03-02,529600.0
2020-05-20,898400.0
2019-12-17,1200400.0
2020-03-05,740600.0
2019-02-12,861900.0
2019-01-11,882700.0
2018-12-10,1111900.0
2019-08-23,1307400.0
2018-11-08,1127800.0
2019-07-22,966800.0
2019-06-20,970300.0
2018-09-05,1084800.0
2019-04-17,3115000.0
2019-09-24,817400.0
2019-12-20,819500.0
2020-05-26,569300.0
2019-04-30,1110500.0
2019-12-23,1088200.0
2020-03-11,728900.0
2020-05-29,669900.0
2019-12-26,1080400.0
2020-06-01,951000.0
2019-05-02,1214200.0
2019-02-27,2690500.0
2018-11-23,1110900.0
2019-08-06,803600.0
2018-07-18,941100.0
2018-09-20,845100.0
2018-10-22,542400.0
2019-07-05,1036500.0
2019-06-03,829100.0
2019-10-09,1121200.0
2019-10-11,2344100.0
2020-03-17,730900.0
2020-06-04,1267300.0
2019-10-14,798700.0
2020-03-20,596100.0
2018-11-06,760400.0
2019-06-18,993100.0
2019-05-17,763800.0
2019-04-15,844600.0
2019-03-14,1403500.0
2019-01-09,673800.0
2018-08-02,582000.0
2018-10-05,783100.0
2019-08-21,611100.0
2019-10-17,738200.0
2020-03-23,2026800.0
2020-06-10,774400.0
2019-02-25,620400.0
2020-01-07,681800.0
2020-03-26,573600.0
2019-10-23,933900.0
