Dates,FRT
2019-03-08,119.9800033569336
2019-02-04,118.48999786376953
2018-07-27,119.83000183105469
2018-08-28,120.75
2019-01-03,120.7699966430664
2019-08-15,123.2699966430664
2018-10-31,125.12000274658203
2019-09-16,123.91999816894531
2020-02-18,122.4000015258789
2020-05-07,121.23999786376953
2018-08-17,122.80999755859375
2019-12-04,124.19000244140625
2020-02-21,125.30000305175781
2018-12-17,126.52999877929688
2019-08-30,127.62000274658203
2018-11-15,128.3300018310547
2019-07-29,127.61000061035156
2019-06-27,127.97000122070312
2019-04-24,126.19000244140625
2018-07-10,126.75
2018-09-12,128.38999938964844
2019-02-19,128.35000610351562
2019-01-18,128.05999755859375
2020-02-24,127.7300033569336
2020-05-13,128.14999389648438
2019-12-10,128.32000732421875
2020-02-27,128.75999450683594
2019-12-13,129.5399932861328
2020-05-19,130.75999450683594
2019-03-06,131.8699951171875
2018-11-30,131.05999755859375
2019-08-13,129.8000030517578
2019-07-12,133.4600067138672
2019-06-10,131.38999938964844
2019-05-09,133.08999633789062
2018-07-25,130.36000061035156
2018-09-27,130.3800048828125
2018-10-29,130.22999572753906
2019-10-16,125.80999755859375
2019-12-16,124.75
2020-03-04,122.4800033569336
2020-05-22,120.83000183105469
2019-10-01,119.55999755859375
2019-12-19,115.33000183105469
2018-09-10,115.22000122070312
2019-05-24,116.51000213623047
2018-08-09,118.68000030517578
2019-04-22,116.37000274658203
2019-03-21,115.08999633789062
2019-01-16,115.80999755859375
2019-08-28,116.87999725341797
2018-11-13,117.43000030517578
2018-10-12,119.7699966430664
2019-06-25,120.5199966430664
2020-03-10,120.8499984741211
2020-05-28,122.23999786376953
2019-10-07,122.45999908447266
2020-03-13,121.80000305175781
2019-10-10,123.37999725341797
2020-03-16,124.5199966430664
2020-06-03,124.75
2018-11-28,125.04000091552734
2018-09-25,125.37000274658203
2018-07-23,125.25
2018-08-24,127.0
2019-07-10,127.9000015258789
2019-05-07,129.11000061035156
2019-04-05,129.82000732421875
2019-03-04,130.05999755859375
2019-01-31,129.8699951171875
2019-09-12,131.44000244140625
2019-12-31,132.52999877929688
2020-03-19,132.75
2020-01-03,132.35000610351562
2020-06-09,135.1699981689453
2019-02-15,133.50999450683594
2019-01-14,134.44000244140625
2018-07-06,134.63999938964844
2018-08-07,133.4499969482422
2018-10-10,133.97999572753906
2018-12-13,135.08999633789062
2019-08-26,132.8699951171875
2019-07-25,132.69000244140625
2019-05-22,133.94000244140625
2019-03-19,133.8800048828125
2020-01-06,133.6300048828125
2020-03-25,131.89999389648438
2020-06-12,132.5399932861328
2019-10-22,131.02000427246094
2020-01-09,131.5500030517578
2020-06-15,132.86000061035156
2019-10-25,132.75
2020-03-31,131.94000244140625
2020-06-18,131.38999938964844
2019-04-03,130.9199981689453
2018-08-22,133.0
2018-10-25,133.0
2019-01-29,132.80999755859375
2018-12-28,131.94000244140625
2018-11-26,131.50999450683594
2019-08-09,130.80999755859375
2019-07-08,130.38999938964844
2019-06-06,131.3300018310547
2019-09-10,134.0500030517578
2020-01-15,134.19000244140625
2020-04-03,135.72000122070312
2019-10-31,136.6300048828125
2020-04-06,136.99000549316406
2020-06-24,137.61000061035156
2018-11-09,135.9199981689453
2019-07-23,134.83999633789062
2019-06-21,136.49000549316406
2019-05-20,136.9499969482422
2019-04-18,137.4199981689453
2018-09-06,137.72999572753906
2018-10-08,136.67999267578125
2019-02-13,137.35000610351562
2018-12-11,136.66000366210938
2019-09-25,135.77999877929688
2020-01-21,136.25999450683594
2020-04-09,131.82000732421875
2019-11-06,130.7100067138672
2020-01-24,130.9199981689453
2020-01-27,128.25999450683594
2020-04-15,129.66000366210938
2018-12-26,131.36000061035156
2019-08-07,131.97000122070312
2019-06-04,133.63999938964844
2018-09-21,132.5399932861328
2018-07-19,131.3800048828125
2018-08-20,133.6699981689453
2018-10-23,133.49000549316406
2019-05-03,132.1699981689453
2019-04-01,132.5500030517578
2019-02-28,128.99000549316406
2019-11-12,129.4499969482422
2020-01-30,128.2100067138672
2019-11-15,128.19000244140625
2020-04-21,128.50999450683594
2019-04-16,128.4499969482422
2019-03-15,128.22000122070312
2019-02-11,129.5
2019-01-10,129.63999938964844
2019-08-22,129.6300048828125
2018-11-07,130.5
2018-08-03,131.08999633789062
2018-09-04,130.7899932861328
2019-06-19,132.1199951171875
2019-09-23,132.39999389648438
2019-11-18,129.6199951171875
2020-02-05,129.97999572753906
2020-04-24,129.77999877929688
2019-03-29,129.5500030517578
2019-11-21,129.0399932861328
2020-04-27,129.92999267578125
2020-02-11,131.3300018310547
2020-04-30,131.89999389648438
2019-05-01,130.3699951171875
2019-02-26,130.02999877929688
2019-01-25,130.13999938964844
2018-12-24,131.4499969482422
2019-09-06,132.77999877929688
2018-07-17,134.19000244140625
2018-09-19,133.8000030517578
2019-08-05,133.47000122070312
2019-10-08,133.66000366210938
2019-12-11,131.36000061035156
2019-11-27,131.9499969482422
2020-02-14,131.22999572753906
2020-05-06,126.29000091552734
2019-01-08,126.75
2018-12-07,128.0399932861328
2019-08-20,126.11000061035156
2018-11-05,128.0
2019-07-19,130.2100067138672
2018-10-04,128.9499969482422
2019-06-17,130.88999938964844
2019-05-16,130.8800048828125
2018-08-01,131.97000122070312
2019-03-13,130.8699951171875
2019-12-03,131.17999267578125
2020-02-20,130.9199981689453
2019-12-06,130.22000122070312
2020-05-12,129.5399932861328
2019-12-09,128.89999389648438
2020-02-26,127.77999877929688
2020-05-15,126.70999908447266
2019-03-28,127.26000213623047
2018-09-17,129.33999633789062
2018-08-16,129.55999755859375
2018-10-19,129.4199981689453
2019-04-29,131.16000366210938
2019-01-23,130.9199981689453
2019-09-04,131.14999389648438
2018-11-20,130.22999572753906
2019-07-02,131.25
2019-05-31,126.29000091552734
2019-12-12,127.41000366210938
2020-05-18,126.98999786376953
2019-09-27,128.36000061035156
2020-03-03,130.94000244140625
2020-05-21,131.6300048828125
2019-05-14,132.30999755859375
2018-08-31,129.52000427246094
2018-07-30,129.60000610351562
2018-10-02,129.75
2019-04-12,130.5800018310547
2019-03-11,130.30999755859375
2019-02-07,130.05999755859375
2019-07-17,129.80999755859375
2019-09-19,128.27999877929688
2019-10-21,127.5199966430664
2019-12-18,126.95999908447266
2020-03-06,126.83999633789062
2019-10-03,128.50999450683594
2020-03-09,128.97999572753906
2020-05-27,128.86000061035156
2019-12-24,131.92999267578125
2020-03-12,132.27999877929688
2018-12-20,133.3699951171875
2019-08-01,131.6199951171875
2018-08-14,134.07000732421875
2018-07-13,134.55999755859375
2018-10-17,135.02000427246094
2019-05-29,134.14999389648438
2019-03-26,133.74000549316406
2019-02-22,134.2899932861328
2019-10-04,134.25999450683594
2019-11-05,135.02000427246094
2019-12-27,133.74000549316406
2020-06-02,132.97999572753906
2019-12-30,133.9600067138672
2020-03-18,134.07000732421875
2020-06-05,134.6300048828125
2019-07-15,135.41000366210938
2018-12-03,135.8699951171875
2019-06-13,133.94000244140625
2019-01-04,134.6699981689453
2018-08-29,134.3000030517578
2019-02-05,134.97000122070312
2018-11-01,135.13999938964844
2019-08-16,134.22999572753906
2019-04-10,134.64999389648438
2019-09-17,134.33999633789062
2019-10-15,134.4199981689453
2020-01-02,134.74000549316406
2020-06-08,135.02000427246094
2019-10-18,135.5800018310547
2020-03-24,137.1699981689453
2020-06-11,137.2100067138672
2020-01-08,137.85000610351562
2019-04-25,139.2899932861328
2019-07-30,138.85000610351562
2019-02-20,138.67999267578125
2018-07-11,138.25
2018-09-13,138.1300048828125
2018-10-15,138.42999267578125
2019-06-28,138.50999450683594
2018-12-18,134.66000366210938
2018-11-16,133.2899932861328
2019-10-02,133.22000122070312
2020-03-27,132.82000732421875
2020-01-10,133.97000122070312
2019-10-24,131.89999389648438
2020-03-30,131.13999938964844
2020-06-17,130.61000061035156
2020-01-14,129.85000610351562
2020-04-02,130.07000732421875
2019-01-02,130.17999267578125
2019-08-14,130.6199951171875
2018-10-30,131.47999572753906
2019-06-11,130.47999572753906
2019-05-10,130.07000732421875
2019-04-08,129.6699981689453
2018-08-27,128.8699951171875
2018-07-26,130.2100067138672
2018-09-28,130.2899932861328
2019-03-07,130.6300048828125
2019-10-30,132.00999450683594
2020-01-17,129.7100067138672
2020-06-23,129.1300048828125
2020-04-08,129.82000732421875
2020-06-26,130.22999572753906
2019-03-22,131.4199981689453
2019-01-17,131.1300048828125
2019-08-29,131.0
2018-11-14,129.0500030517578
2019-06-26,127.51000213623047
2018-09-11,126.8499984741211
2018-07-09,126.72000122070312
2018-08-10,126.91000366210938
2019-04-23,127.19999694824219
2019-09-30,127.6500015258789
2020-01-23,127.08000183105469
2019-11-08,126.69000244140625
2020-04-14,126.76000213623047
2019-11-11,126.80000305175781
2020-01-29,127.58000183105469
2020-04-17,127.7699966430664
2018-07-24,127.22000122070312
2018-09-26,124.73999786376953
2019-05-08,124.36000061035156
2019-03-05,125.56999969482422
2019-02-01,124.43000030517578
2018-12-31,124.91999816894531
2018-11-29,124.55000305175781
2019-08-12,124.61000061035156
2019-07-11,125.61000061035156
2019-09-13,126.02999877929688
2019-11-14,127.91000366210938
2020-04-20,128.08999633789062
2020-02-04,129.0800018310547
2020-04-23,129.32000732421875
2018-12-14,130.10000610351562
2019-08-27,130.1300048828125
2018-08-08,129.57000732421875
2018-10-11,127.08000183105469
2018-11-12,127.19000244140625
2019-07-26,125.94000244140625
2019-06-24,124.4000015258789
2019-05-23,124.4000015258789
2019-03-20,124.76000213623047
2019-01-15,125.19000244140625
2019-11-20,127.30999755859375
2020-02-07,127.58000183105469
2020-02-10,127.52999877929688
2020-04-29,127.0
2019-11-26,123.33999633789062
2020-02-13,122.5
2019-01-30,123.76000213623047
2018-08-23,124.97000122070312
2018-09-24,125.8499984741211
2018-11-27,125.29000091552734
2018-10-26,125.55999755859375
2019-07-09,127.5
2019-06-07,127.4000015258789
2019-05-06,124.05999755859375
2019-04-04,122.7699966430664
2019-09-11,116.5199966430664
2019-11-29,112.01000213623047
2020-05-05,115.4800033569336
2019-12-02,116.37999725341797
2020-02-19,118.69000244140625
2020-05-08,118.13999938964844
2019-05-21,117.11000061035156
2019-03-18,112.61000061035156
2018-09-07,111.51000213623047
2018-08-06,111.88999938964844
2018-10-09,104.29000091552734
2019-02-14,100.13999938964844
2018-12-12,84.95999908447266
2019-07-24,79.37000274658203
2019-09-26,69.43000030517578
2019-10-28,69.41000366210938
2019-12-05,70.91999816894531
2020-05-11,65.55000305175781
2019-07-03,69.08000183105469
2020-02-25,75.33000183105469
2020-05-14,73.55000305175781
2020-02-28,74.55000305175781
2019-08-08,72.66000366210938
2019-06-05,73.0
2018-07-20,66.5
2018-08-21,64.80999755859375
2018-10-24,64.68000030517578
2019-04-02,71.06999969482422
2019-03-01,75.08999633789062
2019-01-28,74.93000030517578
2018-12-27,82.87999725341797
2019-09-09,82.05999755859375
2020-03-02,84.08000183105469
2020-05-20,76.16000366210938
2019-12-17,70.80999755859375
2020-03-05,74.76000213623047
2019-02-12,71.01000213623047
2019-01-11,69.27999877929688
2018-12-10,67.80000305175781
2019-08-23,67.30999755859375
2018-11-08,68.06999969482422
2019-07-22,70.04000091552734
2019-06-20,76.0
2018-09-05,80.08000183105469
2019-04-17,80.3499984741211
2019-09-24,77.06999969482422
2019-12-20,74.47000122070312
2020-05-26,76.97000122070312
2019-04-30,73.30000305175781
2019-12-23,73.5
2020-03-11,76.26000213623047
2020-05-29,74.01000213623047
2019-12-26,72.01000213623047
2020-06-01,67.66999816894531
2019-05-02,64.11000061035156
2019-02-27,67.63999938964844
2018-11-23,75.01000213623047
2019-08-06,76.12999725341797
2018-07-18,77.38999938964844
2018-09-20,78.69999694824219
2018-10-22,77.13999938964844
2019-07-05,82.0199966430664
2019-06-03,81.94000244140625
2019-10-09,79.87999725341797
2019-10-11,78.91999816894531
2020-03-17,80.3499984741211
2020-06-04,85.56999969482422
2019-10-14,89.97000122070312
2020-03-20,90.80999755859375
2018-11-06,99.3499984741211
2019-06-18,101.41000366210938
2019-05-17,97.22000122070312
2019-04-15,91.87000274658203
2019-03-14,85.8499984741211
2019-01-09,87.41000366210938
2018-08-02,85.62999725341797
2018-10-05,91.44999694824219
2019-08-21,88.94000244140625
2019-10-17,87.1500015258789
2020-03-23,84.5
2020-06-10,82.75
2019-02-25,83.41999816894531
2020-01-07,79.01000213623047
2020-03-26,81.55000305175781
2019-10-23,82.0
