Dates,FRT
2018-06-20,120.52999877929688
2018-06-21,123.8499984741211
2018-06-25,125.73999786376953
2018-06-22,128.0
2018-06-26,125.81999969482422
2018-06-27,126.08999633789062
2018-06-28,126.33999633789062
2018-06-29,127.18000030517578
2018-07-02,127.20999908447266
2018-07-03,126.1500015258789
2018-07-05,126.30999755859375
2018-07-16,127.41999816894531
2018-09-18,127.29000091552734
2019-01-24,127.11000061035156
2019-09-05,126.33999633789062
2018-11-21,126.05000305175781
2020-01-13,126.66000366210938
2020-04-01,125.11000061035156
2020-06-19,125.70999908447266
2019-10-29,124.48999786376953
2020-01-16,125.61000061035156
2020-06-22,124.5
2018-10-03,124.55999755859375
2018-07-31,124.55000305175781
2019-03-12,125.76000213623047
2019-02-08,125.55000305175781
2019-01-07,123.31999969482422
2018-12-06,122.56999969482422
2019-08-19,126.77999877929688
2019-07-18,125.61000061035156
2019-05-15,127.0
2019-09-20,128.42999267578125
2019-11-01,128.61000061035156
2020-04-07,126.0199966430664
2020-06-25,125.83000183105469
2020-06-16,126.30999755859375
2019-11-04,126.43000030517578
2020-01-22,125.73999786376953
2019-11-07,125.9000015258789
2020-04-13,126.61000061035156
2019-07-01,127.27999877929688
2019-05-30,129.49000549316406
2018-08-15,131.3699951171875
2018-10-18,130.3800048828125
2019-03-27,129.72000122070312
2019-01-22,130.5399932861328
2018-12-21,130.22999572753906
2019-09-03,129.8800048828125
2018-11-19,130.82000732421875
2019-08-02,131.2899932861328
2020-01-28,131.2899932861328
2020-04-16,130.86000061035156
2019-11-13,130.97000122070312
2020-01-31,130.86000061035156
2018-12-04,131.50999450683594
2018-11-02,131.02999877929688
2019-07-16,131.1699981689453
2018-08-30,130.9499969482422
2018-10-01,131.10000610351562
2019-06-14,131.72000122070312
2019-05-13,131.02000427246094
2019-04-11,130.89999389648438
2019-02-06,130.8000030517578
2019-09-18,130.47000122070312
2020-02-03,127.91000366210938
2020-04-22,128.77000427246094
2019-11-19,127.6500015258789
2020-02-06,126.52999877929688
2019-11-22,126.33999633789062
2019-03-25,125.69000244140625
2019-02-21,126.48999786376953
2018-12-19,127.06999969482422
2018-07-12,125.73999786376953
2018-09-14,125.33999633789062
2018-08-13,123.16000366210938
2018-10-16,123.44000244140625
2019-07-31,125.4800033569336
2019-05-28,125.19999694824219
2019-04-26,124.5
2020-04-28,122.7300033569336
2019-11-25,120.97000122070312
2020-02-12,120.48999786376953
2020-05-01,122.30000305175781
2020-05-04,122.51000213623047
2019-06-12,122.94000244140625
2019-04-09,123.27999877929688
2019-03-08,123.79000091552734
2019-02-04,120.77999877929688
2018-07-27,121.75
2018-08-28,123.77999877929688
2019-01-03,123.36000061035156
2019-08-15,125.83000183105469
2018-10-31,128.32000732421875
2019-09-16,126.91000366210938
2020-02-18,126.12000274658203
2020-05-07,124.76000213623047
2018-08-17,126.02999877929688
2019-12-04,125.5
2020-02-21,126.94999694824219
2018-12-17,128.16000366210938
2019-08-30,129.2899932861328
2018-11-15,129.88999938964844
2019-07-29,129.1699981689453
2019-06-27,129.72999572753906
2019-04-24,128.88999938964844
2018-07-10,129.0500030517578
2018-09-12,130.2100067138672
2019-02-19,129.75
2019-01-18,130.41000366210938
2020-02-24,129.2100067138672
2020-05-13,129.42999267578125
2019-12-10,129.4600067138672
2020-02-27,131.10000610351562
2019-12-13,131.38999938964844
2020-05-19,132.1999969482422
2019-03-06,133.83999633789062
2018-11-30,134.11000061035156
2019-08-13,135.67999267578125
2019-07-12,135.66000366210938
2019-06-10,134.27000427246094
2019-05-09,134.4199981689453
2018-07-25,134.30999755859375
2018-09-27,133.10000610351562
2018-10-29,131.64999389648438
2019-10-16,131.35000610351562
2019-12-16,127.68000030517578
2020-03-04,125.69000244140625
2020-05-22,123.45999908447266
2019-10-01,124.0999984741211
2019-12-19,119.9000015258789
2018-09-10,119.83999633789062
2019-05-24,120.2300033569336
2018-08-09,121.68000030517578
2019-04-22,119.5199966430664
2019-03-21,119.06999969482422
2019-01-16,118.70999908447266
2019-08-28,118.81999969482422
2018-11-13,120.5999984741211
2018-10-12,122.20999908447266
2019-06-25,122.43000030517578
2020-03-10,124.05000305175781
2020-05-28,125.23999786376953
2019-10-07,123.44000244140625
2020-03-13,124.4000015258789
2019-10-10,125.2699966430664
2020-03-16,125.91999816894531
2020-06-03,126.33000183105469
2018-11-28,126.41000366210938
2018-09-25,126.33000183105469
2018-07-23,127.0999984741211
2018-08-24,128.49000549316406
2019-07-10,129.75
2019-05-07,130.41000366210938
2019-04-05,131.97000122070312
2019-03-04,132.67999267578125
2019-01-31,133.9600067138672
2019-09-12,134.32000732421875
2019-12-31,134.39999389648438
2020-03-19,133.99000549316406
2020-01-03,135.82000732421875
2020-06-09,136.6999969482422
2019-02-15,136.91000366210938
2019-01-14,136.77000427246094
2018-07-06,135.9499969482422
2018-08-07,136.82000732421875
2018-10-10,135.5500030517578
2018-12-13,136.3800048828125
2019-08-26,135.1699981689453
2019-07-25,134.69000244140625
2019-05-22,136.0800018310547
2019-03-19,135.72000122070312
2020-01-06,134.52999877929688
2020-03-25,133.50999450683594
2020-06-12,134.97000122070312
2019-10-22,133.72999572753906
2020-01-09,133.27999877929688
2020-06-15,134.75
2019-10-25,134.66000366210938
2020-03-31,133.6999969482422
2020-06-18,133.0800018310547
2019-04-03,132.92999267578125
2018-08-22,134.3000030517578
2018-10-25,134.5500030517578
2019-01-29,135.2100067138672
2018-12-28,133.69000244140625
2018-11-26,133.27999877929688
2019-08-09,132.5
2019-07-08,132.52000427246094
2019-06-06,134.35000610351562
2019-09-10,136.13999938964844
2020-01-15,135.74000549316406
2020-04-03,137.36000061035156
2019-10-31,138.10000610351562
2020-04-06,138.86000061035156
2020-06-24,139.2899932861328
2018-11-09,138.07000732421875
2019-07-23,138.00999450683594
2019-06-21,138.5
2019-05-20,137.83999633789062
2019-04-18,139.02999877929688
2018-09-06,139.0
2018-10-08,138.1699981689453
2019-02-13,138.9600067138672
2018-12-11,138.77999877929688
2019-09-25,138.14999389648438
2020-01-21,138.3000030517578
2020-04-09,136.77000427246094
2019-11-06,132.6699981689453
2020-01-24,132.9600067138672
2020-01-27,131.97000122070312
2020-04-15,131.55999755859375
2018-12-26,133.82000732421875
2019-08-07,134.17999267578125
2019-06-04,134.6300048828125
2018-09-21,134.22999572753906
2018-07-19,134.05999755859375
2018-08-20,135.32000732421875
2018-10-23,135.3699951171875
2019-05-03,135.0
2019-04-01,134.4199981689453
2019-02-28,132.9499969482422
2019-11-12,132.1300048828125
2020-01-30,129.97999572753906
2019-11-15,129.94000244140625
2020-04-21,129.82000732421875
2019-04-16,129.85000610351562
2019-03-15,130.17999267578125
2019-02-11,131.0
2019-01-10,131.14999389648438
2019-08-22,131.50999450683594
2018-11-07,131.8300018310547
2018-08-03,132.22999572753906
2018-09-04,132.52999877929688
2019-06-19,133.24000549316406
2019-09-23,133.5399932861328
