Dates,FRT
2018-06-20,118.0
2018-06-21,119.68000030517578
2018-06-25,123.88999938964844
2018-06-22,127.37999725341797
2018-06-26,125.66000366210938
2018-06-27,125.56999969482422
2018-06-28,124.94999694824219
2018-06-29,125.7300033569336
2018-07-02,126.43000030517578
2018-07-03,124.87999725341797
2018-07-05,125.16000366210938
2018-07-16,126.6500015258789
2018-09-18,126.87999725341797
2019-01-24,126.56999969482422
2019-09-05,126.02999877929688
2018-11-21,125.05999755859375
2020-01-13,126.0
2020-04-01,124.83999633789062
2020-06-19,124.75
2019-10-29,123.72000122070312
2020-01-16,123.12999725341797
2020-06-22,124.33000183105469
2018-10-03,124.2699966430664
2018-07-31,124.54000091552734
2019-03-12,124.0
2019-02-08,125.41000366210938
2019-01-07,123.22000122070312
2018-12-06,120.69999694824219
2019-08-19,122.94999694824219
2019-07-18,124.25
2019-05-15,125.12999725341797
2019-09-20,126.51000213623047
2019-11-01,128.0500030517578
2020-04-07,125.81999969482422
2020-06-25,125.31999969482422
2020-06-16,125.76000213623047
2019-11-04,125.66999816894531
2020-01-22,125.25
2019-11-07,125.0
2020-04-13,125.62999725341797
2019-07-01,126.41000366210938
2019-05-30,127.1500015258789
2018-08-15,129.5800018310547
2018-10-18,130.3699951171875
2019-03-27,128.88999938964844
2019-01-22,129.38999938964844
2018-12-21,129.75999450683594
2019-09-03,129.75
2018-11-19,129.13999938964844
2019-08-02,131.13999938964844
2020-01-28,131.0800018310547
2020-04-16,130.08999633789062
2019-11-13,130.32000732421875
2020-01-31,128.72999572753906
2018-12-04,130.55999755859375
2018-11-02,130.55999755859375
2019-07-16,130.42999267578125
2018-08-30,129.64999389648438
2018-10-01,130.55999755859375
2019-06-14,131.5
2019-05-13,131.02000427246094
2019-04-11,129.74000549316406
2019-02-06,130.57000732421875
2019-09-18,130.1199951171875
2020-02-03,126.83999633789062
2020-04-22,127.73999786376953
2019-11-19,127.5999984741211
2020-02-06,125.44999694824219
2019-11-22,126.04000091552734
2019-03-25,124.66999816894531
2019-02-21,124.23999786376953
2018-12-19,126.69000244140625
2018-07-12,125.29000091552734
2018-09-14,124.81999969482422
2018-08-13,122.37000274658203
2018-10-16,122.83000183105469
2019-07-31,122.97000122070312
2019-05-28,124.88999938964844
2019-04-26,123.7300033569336
2020-04-28,122.48999786376953
2019-11-25,120.06999969482422
2020-02-12,118.18000030517578
2020-05-01,120.22000122070312
2020-05-04,121.81999969482422
2019-06-12,121.94000244140625
2019-04-09,122.0199966430664
2019-03-08,122.91000366210938
