Dates,VRSK
2019-06-27,770800.0
2019-04-24,1060400.0
2018-07-10,1069800.0
2018-09-12,1507400.0
2019-02-19,879300.0
2019-01-18,920200.0
2020-02-24,293200.0
2020-05-13,792100.0
2019-12-10,711100.0
2020-02-27,872000.0
2019-12-13,719400.0
2020-05-19,1194900.0
2019-03-06,1573400.0
2018-11-30,1190600.0
2019-08-13,1458600.0
2019-07-12,832300.0
2019-06-10,1195100.0
2019-05-09,1026400.0
2018-07-25,1162400.0
2018-09-27,741900.0
2018-10-29,1166800.0
2019-10-16,1007500.0
2019-12-16,905100.0
2020-03-04,1181200.0
2020-05-22,861700.0
2019-10-01,1739200.0
2019-12-19,540200.0
2018-09-10,780200.0
2019-05-24,776800.0
2018-08-09,735000.0
2019-04-22,654800.0
2019-03-21,770500.0
2019-01-16,1102000.0
2019-08-28,811300.0
2018-11-13,801700.0
2018-10-12,668500.0
2019-06-25,497200.0
2020-03-10,724200.0
2020-05-28,670400.0
2019-10-07,638700.0
2020-03-13,498300.0
2019-10-10,564500.0
2020-03-16,613700.0
2020-06-03,578100.0
2018-11-28,1329800.0
2018-09-25,582100.0
2018-07-23,497800.0
2018-08-24,524000.0
2019-07-10,449300.0
2019-05-07,372500.0
2019-04-05,658300.0
2019-03-04,1023100.0
2019-01-31,1031700.0
2019-09-12,494500.0
2019-12-31,688200.0
2020-03-19,536900.0
2020-01-03,598300.0
2020-06-09,653000.0
2019-02-15,550300.0
2019-01-14,794500.0
2018-07-06,790900.0
2018-08-07,536600.0
2018-10-10,661700.0
2018-12-13,1090000.0
2019-08-26,1422400.0
2019-07-25,907400.0
2019-05-22,752200.0
2019-03-19,543700.0
2020-01-06,702100.0
2020-03-25,500000.0
2020-06-12,588600.0
2019-10-22,740900.0
2020-01-09,962700.0
2020-06-15,768600.0
2019-10-25,420900.0
2020-03-31,524900.0
2020-06-18,471700.0
2019-04-03,552400.0
2018-08-22,606900.0
2018-10-25,849500.0
2019-01-29,841300.0
2018-12-28,1272500.0
2018-11-26,620300.0
2019-08-09,856500.0
2019-07-08,604900.0
2019-06-06,561900.0
2019-09-10,629300.0
2020-01-15,618300.0
2020-04-03,576000.0
2019-10-31,1270900.0
2020-04-06,1477700.0
2020-06-24,979900.0
2018-11-09,775700.0
2019-07-23,636900.0
2019-06-21,1238700.0
2019-05-20,492800.0
2019-04-18,862500.0
2018-09-06,659600.0
2018-10-08,368900.0
2019-02-13,867600.0
2018-12-11,554200.0
2019-09-25,485200.0
2020-01-21,446500.0
2020-04-09,702100.0
2019-11-06,665800.0
2020-01-24,373900.0
2020-01-27,550600.0
2020-04-15,518800.0
2018-12-26,502900.0
2019-08-07,626000.0
2019-06-04,440300.0
2018-09-21,494300.0
2018-07-19,966100.0
2018-08-20,732400.0
2018-10-23,690100.0
2019-05-03,514000.0
2019-04-01,509600.0
2019-02-28,881700.0
2019-11-12,676300.0
2020-01-30,899600.0
2019-11-15,991200.0
2020-04-21,1130900.0
2019-04-16,1144700.0
2019-03-15,707300.0
2019-02-11,838200.0
2019-01-10,656300.0
2019-08-22,532500.0
2018-11-07,606800.0
2018-08-03,408000.0
2018-09-04,497300.0
2019-06-19,407000.0
2019-09-23,1023300.0
2019-11-18,978800.0
2020-02-05,1982100.0
2020-04-24,1185400.0
2019-03-29,1394000.0
2019-11-21,1751200.0
2020-04-27,1633300.0
2020-02-11,1020600.0
2020-04-30,912300.0
2019-05-01,714300.0
2019-02-26,506700.0
2019-01-25,691900.0
2018-12-24,361500.0
2019-09-06,896100.0
2018-07-17,413200.0
2018-09-19,937100.0
2019-08-05,643300.0
2019-10-08,871300.0
2019-12-11,1768200.0
2019-11-27,737900.0
2020-02-14,692300.0
2020-05-06,680700.0
2019-01-08,888500.0
2018-12-07,1183600.0
2019-08-20,710300.0
2018-11-05,717400.0
2019-07-19,444600.0
2018-10-04,1473200.0
2019-06-17,494200.0
2019-05-16,643900.0
2018-08-01,643600.0
2019-03-13,532800.0
2019-12-03,492200.0
2020-02-20,646200.0
2019-12-06,467800.0
2020-05-12,494200.0
2019-12-09,691700.0
2020-02-26,680300.0
2020-05-15,558900.0
2019-03-28,827900.0
2018-09-17,645200.0
2018-08-16,633800.0
2018-10-19,671100.0
2019-04-29,518700.0
2019-01-23,690100.0
2019-09-04,1234700.0
2018-11-20,830600.0
2019-07-02,874600.0
2019-05-31,958000.0
2019-12-12,805900.0
2020-05-18,662600.0
2019-09-27,969000.0
2020-03-03,654700.0
2020-05-21,505000.0
2019-05-14,838800.0
2018-08-31,973000.0
2018-07-30,470600.0
2018-10-02,511200.0
2019-04-12,532900.0
2019-03-11,634300.0
2019-02-07,537300.0
2019-07-17,537500.0
2019-09-19,688500.0
2019-10-21,583400.0
2019-12-18,590300.0
2020-03-06,471400.0
2019-10-03,460100.0
2020-03-09,659400.0
2020-05-27,627000.0
2019-12-24,654600.0
2020-03-12,698700.0
2018-12-20,572200.0
2019-08-01,853700.0
2018-08-14,1127100.0
2018-07-13,1175200.0
2018-10-17,686400.0
2019-05-29,1002400.0
2019-03-26,642800.0
2019-02-22,746700.0
2019-10-04,627200.0
2019-11-05,426200.0
2019-12-27,975600.0
2020-06-02,557000.0
2019-12-30,638700.0
2020-03-18,645300.0
2020-06-05,617800.0
2019-07-15,853600.0
2018-12-03,911100.0
2019-06-13,600200.0
2019-01-04,824300.0
2018-08-29,824300.0
2019-02-05,647100.0
2018-11-01,359600.0
2019-08-16,426300.0
2019-04-10,480600.0
2019-09-17,485200.0
2019-10-15,690400.0
2020-01-02,503100.0
2020-06-08,700100.0
2019-10-18,988800.0
2020-03-24,878900.0
2020-06-11,953700.0
2020-01-08,654400.0
2019-04-25,786400.0
2019-07-30,1537600.0
2019-02-20,731800.0
2018-07-11,536600.0
2018-09-13,716700.0
2018-10-15,1962800.0
2019-06-28,1340500.0
2018-12-18,1004200.0
2018-11-16,1002100.0
2019-10-02,983600.0
2020-03-27,1184000.0
2020-01-10,1024400.0
2019-10-24,1050300.0
2020-03-30,1177000.0
2020-06-17,925700.0
2020-01-14,1046900.0
2020-04-02,930500.0
2019-01-02,784500.0
2019-08-14,1000600.0
2018-10-30,1104200.0
2019-06-11,1041500.0
2019-05-10,1270500.0
2019-04-08,1449100.0
2018-08-27,1318200.0
2018-07-26,794300.0
2018-09-28,1317200.0
2019-03-07,555100.0
2019-10-30,480800.0
2020-01-17,791800.0
2020-06-23,720700.0
2020-04-08,705100.0
2020-06-26,561000.0
2019-03-22,572800.0
2019-01-17,789300.0
2019-08-29,635100.0
2018-11-14,477600.0
2019-06-26,652100.0
2018-09-11,684900.0
2018-07-09,1406400.0
2018-08-10,998400.0
2019-04-23,1008700.0
2019-09-30,776600.0
2020-01-23,1791000.0
2019-11-08,555400.0
2020-04-14,159500.0
2019-11-11,303600.0
2020-01-29,686700.0
2020-04-17,590400.0
2018-07-24,549000.0
2018-09-26,845100.0
2019-05-08,876900.0
2019-03-05,656200.0
2019-02-01,1514700.0
2018-12-31,773100.0
2018-11-29,758800.0
2019-08-12,844700.0
2019-07-11,549500.0
2019-09-13,617600.0
2019-11-14,824100.0
2020-04-20,628000.0
2020-02-04,549300.0
2020-04-23,648400.0
2018-12-14,790700.0
2019-08-27,708100.0
2018-08-08,486000.0
2018-10-11,640200.0
2018-11-12,758900.0
2019-07-26,529300.0
2019-06-24,476000.0
2019-05-23,621000.0
2019-03-20,649600.0
2019-01-15,931700.0
2019-11-20,1132400.0
2020-02-07,446700.0
2020-02-10,476300.0
2020-04-29,479100.0
2019-11-26,539500.0
2020-02-13,515800.0
2019-01-30,513700.0
2018-08-23,533600.0
2018-09-24,1120200.0
2018-11-27,1196600.0
2018-10-26,761300.0
2019-07-09,912000.0
2019-06-07,1096600.0
2019-05-06,983700.0
2019-04-04,903300.0
2019-09-11,1053500.0
2019-11-29,2169900.0
2020-05-05,1516200.0
2019-12-02,1231900.0
2020-02-19,987800.0
2020-05-08,1062900.0
2019-05-21,1214500.0
2019-03-18,2051200.0
2018-09-07,1486800.0
2018-08-06,1392000.0
2018-10-09,1788400.0
2019-02-14,1761700.0
2018-12-12,1402700.0
2019-07-24,1620800.0
2019-09-26,1720800.0
2019-10-28,1124600.0
2019-12-05,1509200.0
2020-05-11,1398700.0
2019-07-03,1300500.0
2020-02-25,1662900.0
2020-05-14,1248100.0
2020-02-28,1234300.0
2019-08-08,793900.0
2019-06-05,1422200.0
2018-07-20,1343500.0
2018-08-21,1044400.0
2018-10-24,815700.0
2019-04-02,1244000.0
2019-03-01,967200.0
2019-01-28,883800.0
2018-12-27,1076800.0
2019-09-09,704600.0
2020-03-02,1070200.0
2020-05-20,722300.0
2019-12-17,912400.0
2020-03-05,957800.0
2019-02-12,722100.0
2019-01-11,810300.0
2018-12-10,710200.0
2019-08-23,1082800.0
2018-11-08,975900.0
2019-07-22,797700.0
2019-06-20,672600.0
2018-09-05,856600.0
2019-04-17,1483100.0
2019-09-24,1036100.0
2019-12-20,779400.0
2020-05-26,965000.0
2019-04-30,880500.0
2019-12-23,956700.0
2020-03-11,636800.0
2020-05-29,673300.0
2019-12-26,808100.0
2020-06-01,847600.0
2019-05-02,757200.0
2019-02-27,824400.0
2018-11-23,1145700.0
2019-08-06,668500.0
2018-07-18,636100.0
2018-09-20,553100.0
2018-10-22,625700.0
2019-07-05,1149400.0
2019-06-03,2028500.0
2019-10-09,1303500.0
2019-10-11,2021900.0
2020-03-17,940700.0
2020-06-04,1605200.0
2019-10-14,1034800.0
2020-03-20,1267000.0
2018-11-06,1773500.0
2019-06-18,861800.0
2019-05-17,794300.0
2019-04-15,896300.0
2019-03-14,936500.0
2019-01-09,824600.0
2018-08-02,1026000.0
2018-10-05,674700.0
2019-08-21,520900.0
2019-10-17,617700.0
2020-03-23,1599200.0
2020-06-10,615000.0
2019-02-25,627700.0
2020-01-07,683500.0
2020-03-26,724400.0
2019-10-23,1715500.0
