Dates,VRSK
2018-06-20,108.55999755859375
2018-06-21,107.33000183105469
2018-06-25,107.47000122070312
2018-06-22,106.16999816894531
2018-06-26,106.05999755859375
2018-06-27,106.05999755859375
2018-06-28,105.43000030517578
2018-06-29,106.1500015258789
2018-07-02,106.55000305175781
2018-07-03,107.62999725341797
2018-07-05,107.80999755859375
2018-07-16,109.5
2018-09-18,110.7699966430664
2019-01-24,110.55000305175781
2019-09-05,110.6500015258789
2018-11-21,111.87000274658203
2020-01-13,112.37999725341797
2020-04-01,111.83999633789062
2020-06-19,111.37000274658203
2019-10-29,111.45999908447266
2020-01-16,111.73999786376953
2020-06-22,110.4800033569336
2018-10-03,111.12999725341797
2018-07-31,112.25
2019-03-12,112.13999938964844
2019-02-08,113.43000030517578
2019-01-07,111.22000122070312
2018-12-06,109.25
2019-08-19,109.33999633789062
2019-07-18,111.16000366210938
2019-05-15,113.05000305175781
2019-09-20,112.73999786376953
2019-11-01,113.4800033569336
2020-04-07,114.29000091552734
2020-06-25,115.9000015258789
2020-06-16,116.25
2019-11-04,116.0
2020-01-22,116.19999694824219
2019-11-07,116.63999938964844
2020-04-13,116.16000366210938
2019-07-01,116.81999969482422
2019-05-30,116.88999938964844
2018-08-15,117.16000366210938
2018-10-18,117.19999694824219
2019-03-27,117.06999969482422
2019-01-22,117.05999755859375
2018-12-21,117.41000366210938
2019-09-03,117.66000366210938
2018-11-19,117.47000122070312
2019-08-02,117.70999908447266
2020-01-28,118.55999755859375
2020-04-16,118.33000183105469
2019-11-13,118.51000213623047
2020-01-31,118.69999694824219
2018-12-04,119.70999908447266
2018-11-02,119.58000183105469
2019-07-16,120.19000244140625
2018-08-30,120.58999633789062
2018-10-01,120.72000122070312
2019-06-14,121.9000015258789
2019-05-13,121.23999786376953
2019-04-11,120.2699966430664
2019-02-06,120.47000122070312
2019-09-18,119.58000183105469
2020-02-03,119.9000015258789
2020-04-22,119.79000091552734
2019-11-19,118.80999755859375
2020-02-06,119.93000030517578
2019-11-22,120.1500015258789
2019-03-25,119.91000366210938
2019-02-21,120.08000183105469
2018-12-19,120.02999877929688
2018-07-12,120.1500015258789
2018-09-14,120.37000274658203
2018-08-13,117.62000274658203
2018-10-16,118.30000305175781
2019-07-31,118.26000213623047
2019-05-28,119.31999969482422
2019-04-26,115.0
2020-04-28,112.6500015258789
2019-11-25,113.52999877929688
2020-02-12,113.2300033569336
2020-05-01,113.68000030517578
2020-05-04,115.37000274658203
2019-06-12,114.9800033569336
2019-04-09,115.66999816894531
2019-03-08,115.87000274658203
2019-02-04,113.44000244140625
2018-07-27,113.22000122070312
2018-08-28,113.2699966430664
2019-01-03,111.5199966430664
2019-08-15,112.7300033569336
2018-10-31,114.80000305175781
2019-09-16,113.83000183105469
2020-02-18,115.62000274658203
2020-05-07,114.81999969482422
2018-08-17,114.19000244140625
2019-12-04,116.93000030517578
2020-02-21,119.6500015258789
2018-12-17,120.41000366210938
2019-08-30,121.87000274658203
2018-11-15,122.16999816894531
2019-07-29,120.8499984741211
2019-06-27,120.01000213623047
2019-04-24,120.47000122070312
2018-07-10,122.61000061035156
2018-09-12,122.27999877929688
2019-02-19,120.12999725341797
2019-01-18,119.95999908447266
2020-02-24,119.05999755859375
2020-05-13,120.19000244140625
2019-12-10,120.45999908447266
2020-02-27,121.83000183105469
2019-12-13,123.0
2020-05-19,122.9000015258789
2019-03-06,121.94999694824219
2018-11-30,120.0
2019-08-13,114.5999984741211
2019-07-12,113.9800033569336
2019-06-10,112.80000305175781
2019-05-09,114.26000213623047
2018-07-25,115.76000213623047
2018-09-27,114.73999786376953
2018-10-29,112.94999694824219
2019-10-16,110.37999725341797
2019-12-16,110.12999725341797
2020-03-04,109.91000366210938
2020-05-22,107.58000183105469
2019-10-01,105.94000244140625
2019-12-19,103.04000091552734
2018-09-10,102.73999786376953
2019-05-24,104.95999908447266
2018-08-09,107.06999969482422
2019-04-22,107.8499984741211
2019-03-21,106.8499984741211
2019-01-16,104.91999816894531
2019-08-28,106.45999908447266
2018-11-13,109.51000213623047
2018-10-12,109.12000274658203
2019-06-25,110.5
2020-03-10,110.81999969482422
2020-05-28,111.1500015258789
2019-10-07,111.05000305175781
2020-03-13,111.1500015258789
2019-10-10,112.05999755859375
2020-03-16,112.31999969482422
2020-06-03,113.62999725341797
2018-11-28,114.8499984741211
2018-09-25,115.72000122070312
2018-07-23,115.61000061035156
2018-08-24,116.91000366210938
2019-07-10,115.30999755859375
2019-05-07,115.23999786376953
2019-04-05,116.06999969482422
2019-03-04,116.2300033569336
2019-01-31,117.51000213623047
2019-09-12,117.62999725341797
2019-12-31,118.2300033569336
2020-03-19,118.45999908447266
2020-01-03,118.7300033569336
2020-06-09,119.48999786376953
2019-02-15,121.77999877929688
2019-01-14,122.25
2018-07-06,123.69000244140625
2018-08-07,123.20999908447266
2018-10-10,123.23999786376953
2018-12-13,124.05000305175781
2019-08-26,121.05999755859375
2019-07-25,122.58000183105469
2019-05-22,124.44999694824219
2019-03-19,125.12999725341797
2020-01-06,125.04000091552734
2020-03-25,122.44000244140625
2020-06-12,125.5199966430664
2019-10-22,126.02999877929688
2020-01-09,125.25
2020-06-15,125.8499984741211
2019-10-25,126.16000366210938
2020-03-31,125.80000305175781
2020-06-18,125.0999984741211
2019-04-03,125.5199966430664
2018-08-22,126.66999816894531
2018-10-25,128.00999450683594
2019-01-29,127.83000183105469
2018-12-28,128.05999755859375
2018-11-26,128.10000610351562
2019-08-09,128.3699951171875
2019-07-08,128.22000122070312
2019-06-06,128.14999389648438
2019-09-10,128.6300048828125
2020-01-15,128.36000061035156
2020-04-03,130.27999877929688
2019-10-31,130.85000610351562
2020-04-06,130.9499969482422
2020-06-24,132.36000061035156
2018-11-09,132.72000122070312
2019-07-23,133.57000732421875
2019-06-21,135.0399932861328
2019-05-20,135.3699951171875
2019-04-18,135.1699981689453
2018-09-06,134.25
2018-10-08,134.49000549316406
2019-02-13,134.4600067138672
2018-12-11,134.30999755859375
2019-09-25,135.50999450683594
2020-01-21,136.17999267578125
2020-04-09,136.3800048828125
2019-11-06,136.1699981689453
2020-01-24,136.33999633789062
2020-01-27,137.0
2020-04-15,136.69000244140625
2018-12-26,139.08999633789062
2019-08-07,138.0500030517578
2019-06-04,138.75999450683594
2018-09-21,139.60000610351562
2018-07-19,140.05999755859375
2018-08-20,137.91000366210938
2018-10-23,139.17999267578125
2019-05-03,140.8300018310547
2019-04-01,141.1300048828125
2019-02-28,139.69000244140625
2019-11-12,139.72999572753906
2020-01-30,138.94000244140625
2019-11-15,137.83999633789062
2020-04-21,137.74000549316406
2019-04-16,138.61000061035156
2019-03-15,138.5
2019-02-11,140.72999572753906
2019-01-10,141.24000549316406
2019-08-22,140.6300048828125
2018-11-07,141.77999877929688
2018-08-03,142.99000549316406
2018-09-04,141.7100067138672
2019-06-19,141.9600067138672
2019-09-23,141.7100067138672
2019-11-18,139.19000244140625
2020-02-05,139.5399932861328
2020-04-24,139.25999450683594
2019-03-29,139.41000366210938
2019-11-21,139.67999267578125
2020-04-27,142.22999572753906
2020-02-11,143.4199981689453
2020-04-30,144.99000549316406
2019-05-01,146.30999755859375
2019-02-26,144.97000122070312
2019-01-25,145.64999389648438
2018-12-24,144.89999389648438
2019-09-06,144.8800048828125
2018-07-17,144.89999389648438
2018-09-19,144.39999389648438
2019-08-05,144.0800018310547
2019-10-08,145.05999755859375
2019-12-11,141.72000122070312
2019-11-27,144.60000610351562
2020-02-14,143.94000244140625
2020-05-06,142.61000061035156
2019-01-08,142.77000427246094
2018-12-07,143.91000366210938
2019-08-20,146.5399932861328
2018-11-05,147.32000732421875
2019-07-19,148.7100067138672
2018-10-04,147.0500030517578
2019-06-17,148.36000061035156
2019-05-16,148.10000610351562
2018-08-01,149.86000061035156
2019-03-13,149.47000122070312
2019-12-03,150.5500030517578
2020-02-20,151.22000122070312
2019-12-06,151.52000427246094
2020-05-12,151.4499969482422
2019-12-09,151.0
2020-02-26,151.2899932861328
2020-05-15,150.50999450683594
2019-03-28,149.8699951171875
2018-09-17,149.66000366210938
2018-08-16,149.82000732421875
2018-10-19,150.2899932861328
2019-04-29,152.13999938964844
2019-01-23,151.5500030517578
2019-09-04,150.02000427246094
2018-11-20,150.50999450683594
2019-07-02,151.11000061035156
2019-05-31,148.42999267578125
2019-12-12,149.77000427246094
2020-05-18,149.0800018310547
2019-09-27,153.9499969482422
2020-03-03,154.7899932861328
2020-05-21,155.27000427246094
2019-05-14,154.85000610351562
2018-08-31,152.6999969482422
2018-07-30,153.49000549316406
2018-10-02,155.25
2019-04-12,157.4600067138672
2019-03-11,156.6999969482422
2019-02-07,158.38999938964844
2019-07-17,157.3800048828125
2019-09-19,153.91000366210938
2019-10-21,155.6999969482422
2019-12-18,157.8699951171875
2020-03-06,157.44000244140625
2019-10-03,159.35000610351562
2020-03-09,160.47000122070312
2020-05-27,160.4199981689453
2019-12-24,162.17999267578125
2020-03-12,163.10000610351562
2018-12-20,163.5500030517578
2019-08-01,159.92999267578125
2018-08-14,153.69000244140625
2018-07-13,153.02999877929688
2018-10-17,156.36000061035156
2019-05-29,155.3000030517578
2019-03-26,153.52000427246094
2019-02-22,156.52000427246094
2019-10-04,157.0500030517578
2019-11-05,158.4499969482422
2019-12-27,157.52999877929688
2020-06-02,157.0
2019-12-30,156.77000427246094
2020-03-18,156.25999450683594
2020-06-05,157.4199981689453
2019-07-15,154.39999389648438
2018-12-03,155.17999267578125
2019-06-13,156.3000030517578
2019-01-04,152.72000122070312
2018-08-29,151.8800048828125
2019-02-05,154.6300048828125
2018-11-01,156.3000030517578
2019-08-16,154.7899932861328
2019-04-10,155.47000122070312
2019-09-17,156.1300048828125
2019-10-15,156.99000549316406
2020-01-02,155.25999450683594
2020-06-08,155.3800048828125
2019-10-18,152.9499969482422
2020-03-24,154.88999938964844
2020-06-11,153.6300048828125
2020-01-08,152.36000061035156
2019-04-25,150.99000549316406
2019-07-30,147.7100067138672
2019-02-20,148.27000427246094
2018-07-11,148.6199951171875
2018-09-13,148.4499969482422
