Dates,VRSK
2018-06-20,109.48999786376953
2018-06-21,108.87999725341797
2018-06-25,108.51000213623047
2018-06-22,107.5199966430664
2018-06-26,107.16999816894531
2018-06-27,107.93000030517578
2018-06-28,106.80000305175781
2018-06-29,108.13999938964844
2018-07-02,108.13999938964844
2018-07-03,108.80999755859375
2018-07-05,109.36000061035156
2018-07-16,110.83999633789062
2018-09-18,111.62000274658203
2019-01-24,112.0
2019-09-05,112.0199966430664
2018-11-21,113.05000305175781
2020-01-13,113.29000091552734
2020-04-01,113.05999755859375
2020-06-19,112.5999984741211
2019-10-29,112.55999755859375
2020-01-16,112.66999816894531
2020-06-22,112.6500015258789
2018-10-03,113.04000091552734
2018-07-31,113.30999755859375
2019-03-12,114.61000061035156
2019-02-08,115.0999984741211
2019-01-07,113.9000015258789
2018-12-06,111.47000122070312
2019-08-19,110.69999694824219
2019-07-18,115.05000305175781
2019-05-15,114.79000091552734
2019-09-20,114.93000030517578
2019-11-01,115.4000015258789
2020-04-07,116.26000213623047
2020-06-25,116.76000213623047
2020-06-16,118.12999725341797
2019-11-04,117.45999908447266
2020-01-22,117.69999694824219
2019-11-07,118.11000061035156
2020-04-13,117.13999938964844
2019-07-01,117.72000122070312
2019-05-30,117.61000061035156
2018-08-15,118.12000274658203
2018-10-18,118.20999908447266
2019-03-27,117.86000061035156
2019-01-22,117.83000183105469
2018-12-21,118.29000091552734
2019-09-03,118.75
2018-11-19,118.97000122070312
2019-08-02,119.33999633789062
2020-01-28,119.55999755859375
2020-04-16,119.36000061035156
2019-11-13,120.69000244140625
2020-01-31,120.38999938964844
2018-12-04,120.79000091552734
2018-11-02,121.81999969482422
2019-07-16,121.9000015258789
2018-08-30,121.66999816894531
2018-10-01,121.75
2019-06-14,122.80000305175781
2019-05-13,122.69999694824219
2019-04-11,121.80999755859375
2019-02-06,122.56999969482422
2019-09-18,122.23999786376953
2020-02-03,121.43000030517578
2020-04-22,121.47000122070312
2019-11-19,120.2699966430664
2020-02-06,121.43000030517578
2019-11-22,121.6500015258789
