Dates,VRSK
2018-06-20,107.51409149169922
2018-06-21,106.45518493652344
2018-06-25,106.77186584472656
2018-06-22,105.51502227783203
2018-06-26,105.15876007080078
2018-06-27,104.96082305908203
2018-06-28,105.3368911743164
2018-06-29,106.52445220947266
2018-07-02,107.0093765258789
2018-07-03,106.613525390625
2018-07-05,108.12767028808594
2018-07-16,109.4339828491211
2018-09-18,110.41372680664062
2019-01-24,110.39393615722656
2019-09-05,110.64134216308594
2018-11-21,111.81900787353516
2020-01-13,111.86848449707031
2020-04-01,110.84917449951172
2020-06-19,111.3241958618164
2019-10-29,111.28460693359375
2020-01-16,111.08667755126953
2020-06-22,111.42315673828125
2018-10-03,111.55181884765625
2018-07-31,111.6507797241211
2019-03-12,113.29356384277344
2019-02-08,112.47216796875
2019-01-07,110.30487060546875
2018-12-06,108.28600311279297
2019-08-19,109.47357940673828
2019-07-18,113.62014770507812
2019-05-15,113.4815902709961
2019-09-20,113.2044906616211
2019-11-01,113.39253234863281
2020-04-07,114.96604919433594
2020-06-25,115.17387390136719
2020-06-16,115.49056243896484
2019-11-04,115.73796844482422
2020-01-22,115.11449432373047
2019-11-07,116.53958129882812
2020-04-13,115.66869354248047
2019-07-01,115.84683227539062
2019-05-30,116.2031021118164
2018-08-15,116.39112854003906
2018-10-18,116.22289276123047
2019-03-27,116.32185363769531
2019-01-22,116.17341613769531
2018-12-21,116.71772003173828
2019-09-03,116.85626983642578
2018-11-19,116.99481201171875
2019-08-02,117.72714233398438
2020-01-28,117.65786743164062
2020-04-16,117.85578918457031
2019-11-13,119.21159362792969
2020-01-31,118.81574249267578
2018-12-04,119.07304382324219
2018-11-02,119.1819076538086
2019-07-16,119.63713836669922
2018-08-30,119.43921661376953
2018-10-01,120.2408218383789
2019-06-14,121.32942199707031
2019-05-13,120.36945343017578
2019-04-11,119.30066680908203
2019-02-06,120.93354797363281
2019-09-18,118.59801483154297
2020-02-03,119.53817749023438
2020-04-22,118.78605651855469
2019-11-19,118.81574249267578
2020-02-06,119.5480728149414
2019-11-22,119.4293212890625
2019-03-25,119.5480728149414
2019-02-21,119.30066680908203
2018-12-19,119.14232635498047
2018-07-12,119.22148895263672
2018-09-14,119.71630859375
2018-08-13,117.13335418701172
2018-10-16,118.22195434570312
2019-07-31,117.93496704101562
2019-05-28,119.3204574584961
2019-04-26,113.91704559326172
2020-04-28,112.1554946899414
2019-11-25,113.5904541015625
2020-02-12,112.05652618408203
2020-05-01,115.02543640136719
2020-05-04,115.86663055419922
2019-06-12,114.44155883789062
2019-04-09,114.93636322021484
2019-03-08,115.48066711425781
2019-02-04,114.2535171508789
2018-07-27,112.2148666381836
2018-08-28,113.71910858154297
2019-01-03,112.66020202636719
2019-08-15,113.30345916748047
2018-10-31,115.69840240478516
2019-09-16,118.59801483154297
2020-02-18,114.44155883789062
2020-05-07,114.35249328613281
2018-08-17,115.70828247070312
2019-12-04,117.64796447753906
2020-02-21,119.69651794433594
2018-12-17,121.44817352294922
2019-08-30,122.10133361816406
2018-11-15,120.98304748535156
2019-07-29,119.67672729492188
2019-06-27,119.8350601196289
2019-04-24,122.59615325927734
2018-07-10,122.54666900634766
2018-09-12,121.2304458618164
2019-02-19,119.02356719970703
2019-01-18,118.8949203491211
2020-02-24,118.81574249267578
2020-05-13,119.69651794433594
2019-12-10,120.4288558959961
2020-02-27,122.5169906616211
2019-12-13,122.54666900634766
2020-05-19,122.04196166992188
2019-03-06,123.39775085449219
2018-11-30,119.14232635498047
2019-08-13,116.77709197998047
2019-07-12,113.26387023925781
2019-06-10,113.19461059570312
2019-05-09,113.49150085449219
2018-07-25,114.9759521484375
2018-09-27,114.26342010498047
2018-10-29,112.65030670166016
2019-10-16,109.89912414550781
2019-12-16,109.99808502197266
2020-03-04,109.0876235961914
2020-05-22,107.34585571289062
2019-10-01,104.9113540649414
2019-12-19,101.97213745117188
2018-09-10,106.3759994506836
2019-05-24,108.0385971069336
2018-08-09,106.94010162353516
2019-04-22,107.90995788574219
2019-03-21,107.52399444580078
2019-01-16,104.23839569091797
2019-08-28,108.84020233154297
2018-11-13,108.94906616210938
2018-10-12,109.91890716552734
2019-06-25,110.33454895019531
2020-03-10,111.47264099121094
2020-05-28,110.84917449951172
2019-10-07,110.02777862548828
2020-03-13,111.45285034179688
2019-10-10,111.80912017822266
2020-03-16,111.98725128173828
2020-06-03,114.50092315673828
2018-11-28,115.09471893310547
2018-09-25,115.59942626953125
2018-07-23,114.9462661743164
2018-08-24,116.02496337890625
2019-07-10,115.02543640136719
2019-05-07,115.02543640136719
2019-04-05,116.28227233886719
2019-03-04,116.19320678710938
2019-01-31,117.53910827636719
2019-09-12,118.11309814453125
2019-12-31,118.68708038330078
2020-03-19,118.40010070800781
2020-01-03,119.00377655029297
2020-06-09,120.71585083007812
2019-02-15,120.82469940185547
2019-01-14,122.41801452636719
2018-07-06,122.63573455810547
2018-08-07,122.55656433105469
2018-10-10,124.08060455322266
2018-12-13,123.14045715332031
2019-08-26,121.55703735351562
2019-07-25,123.23942565917969
2019-05-22,123.7342300415039
2019-03-19,123.93217468261719
2020-01-06,124.05091094970703
2020-03-25,124.46656036376953
2020-06-12,125.11972045898438
2019-10-22,125.39682006835938
2020-01-09,124.60511016845703
2020-06-15,125.15930938720703
2019-10-25,125.33744812011719
2020-03-31,125.2681655883789
2020-06-18,124.7040786743164
2019-04-03,125.99060821533203
2018-08-22,126.93074798583984
2018-10-25,127.42558288574219
2019-01-29,127.04879760742188
2018-12-28,127.34623718261719
2018-11-26,127.60407257080078
2019-08-09,127.78253173828125
2019-07-08,127.20742797851562
2019-06-06,128.66502380371094
2019-09-10,127.80237579345703
2020-01-15,128.69479370117188
2020-04-03,130.5985870361328
2019-10-31,130.69773864746094
2020-04-06,131.68927001953125
2020-06-24,131.877685546875
2018-11-09,133.1072540283203
2019-07-23,133.77157592773438
2019-06-21,135.1597442626953
2019-05-20,134.56483459472656
2019-04-18,134.37644958496094
2018-09-06,134.23760986328125
2018-10-08,134.00955200195312
2019-02-13,133.6228485107422
2018-12-11,134.64413452148438
2019-09-25,135.82411193847656
2020-01-21,136.686767578125
2020-04-09,135.3878173828125
2019-11-06,135.78445434570312
2020-01-24,136.82559204101562
2020-01-27,136.47854614257812
2020-04-15,138.2930908203125
2018-12-26,138.32284545898438
2019-08-07,137.6188201904297
2019-06-04,138.68972778320312
2018-09-21,139.18548583984375
2018-07-19,139.94900512695312
2018-08-20,138.69964599609375
2018-10-23,139.16566467285156
2019-05-03,142.0015411376953
2019-04-01,142.18002319335938
2019-02-28,139.3144073486328
2019-11-12,139.37388610839844
2020-01-30,139.3144073486328
2019-11-15,139.4928741455078
2020-04-21,137.31146240234375
2019-04-16,138.14437866210938
2019-03-15,139.592041015625
2019-02-11,140.93064880371094
2019-01-10,140.77200317382812
2019-08-22,140.10765075683594
2018-11-07,141.98170471191406
2018-08-03,142.6460418701172
2018-09-04,140.96041870117188
2019-06-19,141.00997924804688
2019-09-23,140.8215789794922
2019-11-18,138.4914093017578
2020-02-05,139.33424377441406
2020-04-24,138.81861877441406
2019-03-29,139.04669189453125
2019-11-21,140.64309692382812
2020-04-27,143.13192749023438
2020-02-11,143.5186309814453
2020-04-30,145.23403930664062
2019-05-01,145.63064575195312
2019-02-26,144.32179260253906
2019-01-25,144.73825073242188
2018-12-24,144.36080932617188
2019-09-06,144.84750366210938
2018-07-17,144.0529022216797
2018-09-19,143.53639221191406
2019-08-05,144.4104766845703
2019-10-08,145.0262908935547
2019-12-11,144.09263610839844
2019-11-27,144.4303436279297
2020-02-14,143.3576202392578
2020-05-06,141.6889190673828
2019-01-08,143.64566040039062
2018-12-07,145.4732666015625
2019-08-20,146.6353759765625
2018-11-05,147.5889129638672
2019-07-19,149.65489196777344
2018-10-04,147.86703491210938
2019-06-17,147.86703491210938
2019-05-16,148.61195373535156
2018-08-01,148.9993438720703
2019-03-13,150.17138671875
2019-12-03,150.8070831298828
2020-02-20,151.2242431640625
2019-12-06,150.7474822998047
2020-05-12,150.46939086914062
2019-12-09,151.9294891357422
2020-02-26,150.40975952148438
2020-05-15,149.4959716796875
2019-03-28,149.79393005371094
2018-09-17,149.75424194335938
2018-08-16,149.2079315185547
2018-10-19,151.48248291015625
2019-04-29,151.54209899902344
2019-01-23,151.0156707763672
2019-09-04,150.6978302001953
2018-11-20,151.88973999023438
2019-07-02,152.19764709472656
2019-05-31,148.4033966064453
2019-12-12,151.31362915039062
