Dates,VRSK
2018-06-20,109.13999938964844
2018-06-21,108.87999725341797
2018-06-25,108.08999633789062
2018-06-22,107.16000366210938
2018-06-26,106.76000213623047
2018-06-27,106.70999908447266
2018-06-28,105.9800033569336
2018-06-29,106.73999786376953
2018-07-02,106.98999786376953
2018-07-03,108.73999786376953
2018-07-05,108.06999969482422
2018-07-16,109.5
2018-09-18,110.88999938964844
2019-01-24,111.5
2019-09-05,111.1500015258789
2018-11-21,112.0
2020-01-13,113.19999694824219
2020-04-01,112.97000122070312
2020-06-19,111.97000122070312
2019-10-29,112.19999694824219
2020-01-16,112.19000244140625
2020-06-22,111.83999633789062
2018-10-03,112.51000213623047
2018-07-31,113.23999786376953
2019-03-12,112.87000274658203
2019-02-08,114.88999938964844
2019-01-07,113.9000015258789
2018-12-06,111.20999908447266
2019-08-19,109.86000061035156
2019-07-18,112.62999725341797
2019-05-15,113.70999908447266
2019-09-20,114.4000015258789
2019-11-01,114.29000091552734
2020-04-07,114.29000091552734
2020-06-25,115.91999816894531
2020-06-16,116.91999816894531
2019-11-04,116.25
2020-01-22,116.91000366210938
2019-11-07,116.80000305175781
2020-04-13,116.75
2019-07-01,117.45999908447266
2019-05-30,117.05999755859375
2018-08-15,117.43000030517578
2018-10-18,117.7300033569336
2019-03-27,117.2699966430664
2019-01-22,117.5
2018-12-21,117.45999908447266
2019-09-03,118.2300033569336
2018-11-19,117.47000122070312
2019-08-02,118.08999633789062
2020-01-28,119.08000183105469
2020-04-16,118.5999984741211
2019-11-13,118.94000244140625
2020-01-31,120.05999755859375
2018-12-04,119.86000061035156
2018-11-02,120.05999755859375
2019-07-16,121.0
2018-08-30,120.72000122070312
2018-10-01,120.75
2019-06-14,122.13999938964844
2019-05-13,122.69999694824219
2019-04-11,121.56999969482422
2019-02-06,120.47000122070312
2019-09-18,121.97000122070312
2020-02-03,120.61000061035156
2020-04-22,121.19000244140625
2019-11-19,119.66000366210938
2020-02-06,120.37000274658203
2019-11-22,120.94999694824219
2019-03-25,120.68000030517578
2019-02-21,120.87999725341797
2018-12-19,121.5199966430664
2018-07-12,120.51000213623047
2018-09-14,120.86000061035156
2018-08-13,120.77999877929688
2018-10-16,118.58000183105469
2019-07-31,119.41999816894531
2019-05-28,119.31999969482422
2019-04-26,119.9800033569336
2020-04-28,115.51000213623047
2019-11-25,114.20999908447266
2020-02-12,114.58000183105469
2020-05-01,114.02999877929688
2020-05-04,116.16999816894531
2019-06-12,116.68000030517578
2019-04-09,116.41000366210938
2019-03-08,116.52999877929688
2019-02-04,115.16000366210938
2018-07-27,115.55999755859375
2018-08-28,114.25
2019-01-03,112.80999755859375
2019-08-15,115.26000213623047
2018-10-31,115.05000305175781
2019-09-16,116.91000366210938
2020-02-18,119.4800033569336
2020-05-07,116.26000213623047
2018-08-17,116.05000305175781
2019-12-04,117.12000274658203
2020-02-21,119.94999694824219
2018-12-17,120.41000366210938
2019-08-30,122.79000091552734
2018-11-15,123.41000366210938
2019-07-29,123.0
2019-06-27,121.7300033569336
2019-04-24,120.47000122070312
2018-07-10,123.27999877929688
2018-09-12,123.4800033569336
2019-02-19,122.06999969482422
2019-01-18,121.62000274658203
2020-02-24,119.58999633789062
2020-05-13,121.18000030517578
2019-12-10,121.05000305175781
2020-02-27,121.83000183105469
2019-12-13,123.13999938964844
2020-05-19,123.94000244140625
2019-03-06,123.48999786376953
2018-11-30,124.86000061035156
2019-08-13,119.02999877929688
2019-07-12,117.25
2019-06-10,114.72000122070312
2019-05-09,115.80999755859375
2018-07-25,116.0999984741211
2018-09-27,115.91000366210938
2018-10-29,114.73999786376953
2019-10-16,113.83999633789062
2019-12-16,111.70999908447266
2020-03-04,110.97000122070312
2020-05-22,110.11000061035156
2019-10-01,108.41000366210938
2019-12-19,105.69999694824219
2018-09-10,103.79000091552734
2019-05-24,106.19999694824219
2018-08-09,109.58000183105469
2019-04-22,108.55999755859375
2019-03-21,107.05000305175781
2019-01-16,107.4000015258789
2019-08-28,106.9800033569336
2018-11-13,109.97000122070312
2018-10-12,110.22000122070312
2019-06-25,111.12000274658203
2020-03-10,111.16999816894531
2020-05-28,111.81999969482422
2019-10-07,111.37999725341797
2020-03-13,111.1500015258789
2019-10-10,112.47000122070312
2020-03-16,112.66000366210938
2020-06-03,114.08999633789062
2018-11-28,114.8499984741211
2018-09-25,116.38999938964844
2018-07-23,116.8499984741211
2018-08-24,117.05000305175781
2019-07-10,116.66000366210938
2019-05-07,116.41000366210938
2019-04-05,116.58000183105469
2019-03-04,117.4800033569336
2019-01-31,117.51000213623047
2019-09-12,118.61000061035156
2019-12-31,119.01000213623047
2020-03-19,119.75
2020-01-03,119.05000305175781
2020-06-09,119.5199966430664
2019-02-15,122.44000244140625
2019-01-14,123.05000305175781
2018-07-06,124.16000366210938
2018-08-07,123.47000122070312
2018-10-10,124.55999755859375
2018-12-13,124.91999816894531
2019-08-26,121.9000015258789
2019-07-25,122.95999908447266
2019-05-22,124.95999908447266
2019-03-19,125.68000030517578
2020-01-06,125.1500015258789
2020-03-25,124.94999694824219
2020-06-12,125.5199966430664
2019-10-22,126.76000213623047
2020-01-09,127.30000305175781
2020-06-15,126.01000213623047
2019-10-25,126.36000061035156
2020-03-31,126.61000061035156
2020-06-18,125.94999694824219
2019-04-03,125.9000015258789
2018-08-22,127.48999786376953
2018-10-25,128.77000427246094
2019-01-29,128.2100067138672
2018-12-28,128.13999938964844
2018-11-26,128.14999389648438
2019-08-09,128.82000732421875
2019-07-08,128.8800048828125
2019-06-06,128.14999389648438
2019-09-10,129.3000030517578
2020-01-15,129.1699981689453
2020-04-03,130.36000061035156
2019-10-31,131.72000122070312
2020-04-06,132.02000427246094
2020-06-24,133.0
2018-11-09,133.6699981689453
2019-07-23,134.22000122070312
2019-06-21,135.42999267578125
2019-05-20,136.32000732421875
2019-04-18,135.85000610351562
2018-09-06,134.8800048828125
2018-10-08,134.9499969482422
2019-02-13,135.2100067138672
2018-12-11,134.9600067138672
2019-09-25,136.2899932861328
2020-01-21,136.89999389648438
2020-04-09,138.63999938964844
2019-11-06,137.1999969482422
2020-01-24,137.33999633789062
2020-01-27,137.60000610351562
2020-04-15,137.97000122070312
2018-12-26,139.47000122070312
2019-08-07,139.08999633789062
2019-06-04,139.13999938964844
2018-09-21,140.13999938964844
2018-07-19,140.61000061035156
2018-08-20,140.55999755859375
2018-10-23,139.5500030517578
2019-05-03,140.83999633789062
2019-04-01,141.2100067138672
2019-02-28,142.1999969482422
2019-11-12,140.5
2020-01-30,139.44000244140625
2019-11-15,140.0
2020-04-21,138.6699981689453
2019-04-16,138.61000061035156
2019-03-15,138.52999877929688
2019-02-11,140.9600067138672
2019-01-10,141.2899932861328
2019-08-22,140.6300048828125
2018-11-07,142.1300048828125
2018-08-03,143.16000366210938
2018-09-04,142.57000732421875
2019-06-19,143.05999755859375
2019-09-23,142.69000244140625
2019-11-18,140.89999389648438
2020-02-05,140.39999389648438
2020-04-24,139.25999450683594
2019-03-29,140.4499969482422
2019-11-21,141.2899932861328
2020-04-27,142.22999572753906
2020-02-11,144.5
2020-04-30,145.0
2019-05-01,147.19000244140625
2019-02-26,147.57000732421875
2019-01-25,145.75
2018-12-24,145.97000122070312
2019-09-06,145.47000122070312
2018-07-17,146.08999633789062
2018-09-19,146.10000610351562
2019-08-05,144.44000244140625
2019-10-08,146.86000061035156
2019-12-11,146.1300048828125
2019-11-27,145.1699981689453
2020-02-14,145.9600067138672
2020-05-06,144.33999633789062
2019-01-08,143.16000366210938
2018-12-07,144.85000610351562
2019-08-20,147.52000427246094
2018-11-05,148.17999267578125
2019-07-19,148.7100067138672
2018-10-04,149.8300018310547
2019-06-17,148.82000732421875
2019-05-16,148.52000427246094
2018-08-01,149.8699951171875
2019-03-13,150.25999450683594
2019-12-03,151.64999389648438
2020-02-20,152.3000030517578
2019-12-06,152.25
2020-05-12,152.22000122070312
2019-12-09,151.22000122070312
2020-02-26,153.82000732421875
2020-05-15,151.75
2019-03-28,151.25999450683594
2018-09-17,150.83999633789062
2018-08-16,151.72999572753906
2018-10-19,150.60000610351562
2019-04-29,152.69000244140625
2019-01-23,151.94000244140625
2019-09-04,152.0399932861328
2018-11-20,150.50999450683594
2019-07-02,152.30999755859375
2019-05-31,151.92999267578125
2019-12-12,150.16000366210938
2020-05-18,150.72999572753906
2019-09-27,154.49000549316406
2020-03-03,156.05999755859375
2020-05-21,156.27999877929688
2019-05-14,155.5
2018-08-31,154.8699951171875
2018-07-30,153.72000122070312
2018-10-02,156.11000061035156
2019-04-12,158.0
2019-03-11,158.1699981689453
2019-02-07,159.13999938964844
2019-07-17,159.36000061035156
2019-09-19,157.5800018310547
2019-10-21,155.75
2019-12-18,158.36000061035156
2020-03-06,158.32000732421875
2019-10-03,160.4499969482422
2020-03-09,161.85000610351562
2020-05-27,161.86000061035156
2019-12-24,162.41000366210938
2020-03-12,164.05999755859375
2018-12-20,163.97000122070312
2019-08-01,164.3300018310547
2018-08-14,159.1699981689453
2018-07-13,155.02000427246094
2018-10-17,157.1199951171875
2019-05-29,157.1300048828125
2019-03-26,154.8800048828125
2019-02-22,157.55999755859375
2019-10-04,158.1300048828125
2019-11-05,158.92999267578125
2019-12-27,158.24000549316406
2020-06-02,158.77999877929688
2019-12-30,158.0399932861328
2020-03-18,157.9600067138672
2020-06-05,158.05999755859375
2019-07-15,159.88999938964844
2018-12-03,155.58999633789062
2019-06-13,158.3300018310547
2019-01-04,155.25
2018-08-29,153.63999938964844
2019-02-05,154.72999572753906
2018-11-01,157.5500030517578
2019-08-16,156.42999267578125
2019-04-10,155.9499969482422
2019-09-17,156.80999755859375
2019-10-15,158.8800048828125
2020-01-02,157.44000244140625
2020-06-08,156.11000061035156
2019-10-18,155.19000244140625
2020-03-24,155.80999755859375
2020-06-11,155.49000549316406
2020-01-08,154.88999938964844
2019-04-25,157.8000030517578
2019-07-30,150.47000122070312
2019-02-20,149.36000061035156
2018-07-11,150.14999389648438
2018-09-13,148.94000244140625
2018-10-15,147.77000427246094
2019-06-28,146.1699981689453
2018-12-18,147.36000061035156
2018-11-16,144.7899932861328
2019-10-02,145.5
2020-03-27,140.27000427246094
2020-01-10,139.30999755859375
2019-10-24,140.66000366210938
2020-03-30,139.07000732421875
2020-06-17,135.7100067138672
2020-01-14,137.3800048828125
2020-04-02,138.08999633789062
2019-01-02,139.60000610351562
2019-08-14,141.82000732421875
2018-10-30,141.5399932861328
2019-06-11,142.77999877929688
2019-05-10,143.44000244140625
2019-04-08,144.72000122070312
2018-08-27,145.16000366210938
2018-07-26,146.0800018310547
2018-09-28,145.5800018310547
2019-03-07,147.97999572753906
2019-10-30,148.39999389648438
2020-01-17,147.55999755859375
2020-06-23,145.27999877929688
2020-04-08,145.47999572753906
2020-06-26,145.33999633789062
2019-03-22,146.5399932861328
2019-01-17,147.0800018310547
2019-08-29,148.19000244140625
2018-11-14,147.19000244140625
2019-06-26,146.55999755859375
2018-09-11,147.0800018310547
2018-07-09,149.77999877929688
2018-08-10,150.4600067138672
2019-04-23,151.1699981689453
2019-09-30,148.52000427246094
2020-01-23,150.0500030517578
2019-11-08,149.7100067138672
2020-04-14,149.58999633789062
2019-11-11,149.33999633789062
2020-01-29,148.91000366210938
2020-04-17,148.47999572753906
2018-07-24,147.8699951171875
2018-09-26,149.27999877929688
2019-05-08,150.0
2019-03-05,151.83999633789062
2019-02-01,153.24000549316406
2018-12-31,154.47999572753906
2018-11-29,156.6699981689453
2019-08-12,157.11000061035156
2019-07-11,157.33999633789062
2019-09-13,157.64999389648438
2019-11-14,157.33999633789062
2020-04-20,159.3000030517578
2020-02-04,160.86000061035156
2020-04-23,159.66000366210938
2018-12-14,162.42999267578125
2019-08-27,163.1300048828125
2018-08-08,165.39999389648438
2018-10-11,163.30999755859375
2018-11-12,164.14999389648438
2019-07-26,165.0
2019-06-24,163.25
2019-05-23,164.4199981689453
2019-03-20,163.02999877929688
2019-01-15,166.8000030517578
2019-11-20,169.5
2020-02-07,169.5500030517578
2020-02-10,168.80999755859375
2020-04-29,168.7899932861328
2019-11-26,170.1699981689453
2020-02-13,167.9199981689453
2019-01-30,169.0500030517578
2018-08-23,170.4199981689453
2018-09-24,170.8000030517578
2018-11-27,165.47999572753906
2018-10-26,168.8699951171875
2019-07-09,168.69000244140625
2019-06-07,166.25999450683594
2019-05-06,168.08999633789062
2019-04-04,164.2899932861328
2019-09-11,161.97000122070312
2019-11-29,152.47000122070312
2020-05-05,154.9199981689453
2019-12-02,163.2899932861328
2020-02-19,162.22000122070312
2020-05-08,163.8800048828125
2019-05-21,159.1699981689453
2019-03-18,150.6300048828125
2018-09-07,151.07000732421875
2018-08-06,152.1699981689453
2018-10-09,142.25
2019-02-14,145.2899932861328
2018-12-12,132.5399932861328
2019-07-24,131.9499969482422
2019-09-26,133.0
2019-10-28,135.3000030517578
