Dates,COP
2018-06-20,64.34634399414062
2018-06-21,62.09560775756836
2018-06-25,64.64199829101562
2018-06-22,63.077919006347656
2018-06-26,64.22235870361328
2018-06-27,65.55754852294922
2018-06-28,65.24282836914062
2018-06-29,66.39680480957031
2018-07-02,65.41448211669922
2018-07-03,66.33958435058594
2018-07-05,65.7387466430664
2018-07-16,66.4254150390625
2018-09-18,67.7129135131836
2019-01-24,68.41864776611328
2019-09-05,66.80691528320312
2018-11-21,68.1420669555664
2020-01-13,68.6666259765625
2020-04-01,67.31237030029297
2020-06-19,67.02625274658203
2019-10-29,67.09300994873047
2020-01-16,66.46355438232422
2020-06-22,67.04292297363281
2018-10-03,67.01420593261719
2018-07-31,67.84732818603516
2019-03-12,68.47936248779297
2019-02-08,68.75706481933594
2019-01-07,68.42189025878906
2018-12-06,69.2071304321289
2019-08-19,69.11138916015625
2019-07-18,68.76663208007812
2019-05-15,68.52723693847656
2019-09-20,68.2686767578125
2019-11-01,68.69002532958984
2020-04-07,69.81044006347656
2020-06-25,68.36443328857422
2020-06-16,68.70918273925781
2019-11-04,68.89112854003906
2020-01-22,68.0580062866211
2019-11-07,69.09222412109375
2020-04-13,64.94573211669922
2019-07-01,66.4683609008789
2019-05-30,66.81309509277344
2018-08-15,67.53131103515625
2018-10-18,67.88562774658203
2019-03-27,68.94859313964844
2019-01-22,68.9964599609375
2018-12-21,69.53273010253906
2019-09-03,69.75297546386719
2018-11-19,68.9964599609375
2019-08-02,70.4233169555664
2020-01-28,70.44246673583984
2020-04-16,70.31797790527344
2019-11-13,70.01154327392578
2020-01-31,69.90621185302734
2018-12-04,67.55045318603516
2018-11-02,67.24403381347656
2019-07-16,68.13460540771484
2018-08-30,68.44104766845703
2018-10-01,68.91985321044922
2019-06-14,69.47528076171875
2019-05-13,70.38501739501953
2019-04-11,71.09366607666016
2019-02-06,71.85974884033203
2019-09-18,72.32896423339844
2020-02-03,72.16619873046875
2020-04-22,73.04719543457031
2019-11-19,73.79414367675781
2020-02-06,74.79964447021484
2019-11-22,74.00481414794922
2019-03-25,74.23464965820312
2019-02-21,74.1197280883789
2018-12-19,76.50419616699219
2018-07-12,74.96243286132812
2018-09-14,75.24014282226562
2018-08-13,74.96243286132812
2018-10-16,75.0677719116211
2019-07-31,74.96243286132812
2019-05-28,76.03497314453125
2019-04-26,71.9076156616211
2020-04-28,69.7051010131836
2019-11-25,70.99851989746094
2020-02-12,70.45999145507812
2020-05-01,70.96968841552734
2020-05-04,69.7002944946289
2019-06-12,69.80607604980469
2019-04-09,69.70991516113281
2019-03-08,69.28678894042969
2019-02-04,66.5653305053711
2018-07-27,63.17070007324219
2018-08-28,65.41133880615234
2019-01-03,65.85372161865234
2019-08-15,64.76703643798828
2018-10-31,66.85381317138672
2019-09-16,67.21925354003906
2020-02-18,66.91151428222656
2020-05-07,65.23824310302734
2018-08-17,66.38260650634766
2019-12-04,66.83457946777344
2020-02-21,67.3442611694336
2018-12-17,64.34391784667969
2019-08-30,64.17082214355469
2018-11-15,62.64179611206055
2019-07-29,61.27626037597656
2019-06-27,61.66091537475586
2019-04-24,62.709110260009766
2018-07-10,63.58421325683594
2018-09-12,63.89194107055664
2019-02-19,61.53590774536133
2019-01-18,62.96876525878906
2020-02-24,61.353187561035156
2020-05-13,62.21866989135742
2019-12-10,62.776432037353516
2020-02-27,63.805389404296875
2019-12-13,64.30545043945312
2020-05-19,63.641910552978516
2019-03-06,66.45954132080078
2018-11-30,64.35352325439453
2019-08-13,64.05542755126953
2019-07-12,63.38227462768555
2019-06-10,62.69948959350586
2019-05-09,62.930294036865234
2018-07-25,62.76680374145508
2018-09-27,63.59382247924805
2018-10-29,62.07442855834961
2019-10-16,60.69926452636719
2019-12-16,59.53567123413086
2020-03-04,58.92983627319336
2020-05-22,57.698917388916016
2019-10-01,57.506595611572266
2019-12-19,54.82359313964844
2018-09-10,59.14140319824219
2019-05-24,59.8433952331543
2018-08-09,59.30487823486328
2019-04-22,59.958797454833984
2019-03-21,60.94929504394531
2019-01-16,59.795318603515625
2019-08-28,61.30510711669922
2018-11-13,61.03584289550781
2018-10-12,61.85324478149414
2019-06-25,63.90155029296875
2020-03-10,65.33441925048828
2020-05-28,63.84384536743164
2019-10-07,63.09377670288086
2020-03-13,63.49766159057617
2019-10-10,63.14185333251953
2020-03-16,64.4881591796875
2020-06-03,65.29595184326172
2018-11-28,63.2284049987793
2018-09-25,63.33418273925781
2018-07-23,63.58421325683594
2018-08-24,64.42083740234375
2019-07-10,62.843746185302734
2019-05-07,62.79566192626953
2019-04-05,63.17070007324219
2019-03-04,65.09400177001953
2019-01-31,66.04603576660156
2019-09-12,67.24809265136719
2019-12-31,66.60379028320312
2020-03-19,66.45954132080078
2020-01-03,64.89205169677734
2020-06-09,64.0081558227539
2019-02-15,64.47183990478516
2019-01-14,65.15769958496094
2018-07-06,65.47650146484375
2018-08-07,66.75164031982422
2018-10-10,67.79492950439453
2018-12-13,67.12837982177734
2019-08-26,68.24896240234375
2019-07-25,67.85289001464844
2019-05-22,67.59207153320312
2019-03-19,66.89653015136719
2020-01-06,66.57775115966797
2020-03-25,66.86756134033203
2020-06-12,65.54411315917969
2019-10-22,66.58741760253906
2020-01-09,67.52445220947266
2020-06-15,66.6646957397461
2019-10-25,65.96916198730469
2020-03-31,65.64071655273438
2020-06-18,63.20635986328125
2019-04-03,63.63140106201172
2018-08-22,63.399559020996094
2018-10-25,65.06111145019531
2019-01-29,64.74232482910156
2018-12-28,65.29295349121094
2018-11-26,65.31227111816406
2019-08-09,65.06111145019531
2019-07-08,65.2446517944336
