Dates,COP
2018-06-20,66.79000091552734
2018-06-21,64.79000091552734
2018-06-25,67.25
2018-06-22,65.37000274658203
2018-06-26,66.16999816894531
2018-06-27,68.08999633789062
2018-06-28,67.94000244140625
2018-06-29,68.70999908447266
2018-07-02,68.19999694824219
2018-07-03,69.36000061035156
2018-07-05,68.63999938964844
2018-07-16,68.47000122070312
2018-09-18,69.87999725341797
2019-01-24,71.36000061035156
2019-09-05,69.43000030517578
2018-11-21,70.41000366210938
2020-01-13,71.3499984741211
2020-04-01,69.54000091552734
2020-06-19,69.0999984741211
2019-10-29,68.80999755859375
2020-01-16,69.48999786376953
2020-06-22,69.69000244140625
2018-10-03,69.88999938964844
2018-07-31,70.37000274658203
2019-03-12,70.48999786376953
2019-02-08,70.61000061035156
2019-01-07,71.19000244140625
2018-12-06,72.13999938964844
2019-08-19,71.87999725341797
2019-07-18,70.91000366210938
2019-05-15,70.9800033569336
2019-09-20,70.61000061035156
2019-11-01,71.06999969482422
2020-04-07,72.38999938964844
2020-06-25,70.7300033569336
2020-06-16,71.5199966430664
2019-11-04,71.23999786376953
2020-01-22,71.01000213623047
2019-11-07,71.70999908447266
2020-04-13,67.70999908447266
2019-07-01,68.22000122070312
2019-05-30,69.31999969482422
2018-08-15,69.68000030517578
2018-10-18,70.79000091552734
2019-03-27,71.37999725341797
2019-01-22,71.22000122070312
2018-12-21,72.33999633789062
2019-09-03,72.61000061035156
2018-11-19,71.91999816894531
2019-08-02,72.4800033569336
2020-01-28,73.26000213623047
2020-04-16,72.97000122070312
2019-11-13,72.83000183105469
2020-01-31,72.04000091552734
2018-12-04,70.51000213623047
2018-11-02,69.41999816894531
2019-07-16,70.5199966430664
2018-08-30,70.5999984741211
2018-10-01,71.69000244140625
2019-06-14,71.12000274658203
2019-05-13,72.41000366210938
2019-04-11,73.62000274658203
2019-02-06,74.62999725341797
2019-09-18,74.6500015258789
2020-02-03,74.80999755859375
2020-04-22,75.36000061035156
2019-11-19,76.79000091552734
2020-02-06,77.63999938964844
2019-11-22,77.19999694824219
2019-03-25,77.30999755859375
2019-02-21,77.31999969482422
2018-12-19,77.73999786376953
2018-07-12,78.22000122070312
2018-09-14,77.88999938964844
2018-08-13,77.58999633789062
2018-10-16,77.58999633789062
2019-07-31,77.2699966430664
2019-05-28,78.13999938964844
2019-04-26,75.01000213623047
2020-04-28,71.93000030517578
2019-11-25,72.58999633789062
2020-02-12,73.01000213623047
2020-05-01,73.2300033569336
2020-05-04,72.22000122070312
2019-06-12,71.51000213623047
2019-04-09,72.26000213623047
2019-03-08,71.26000213623047
2019-02-04,68.20999908447266
2018-07-27,65.0
2018-08-28,66.54000091552734
2019-01-03,66.66999816894531
2019-08-15,66.22000122070312
2018-10-31,66.86000061035156
2019-09-16,69.75
2020-02-18,68.48999786376953
2020-05-07,67.37999725341797
2018-08-17,68.25
2019-12-04,68.25
2020-02-21,69.25
2018-12-17,66.66999816894531
2019-08-30,64.79000091552734
2018-11-15,65.13999938964844
2019-07-29,62.599998474121094
2019-06-27,63.52000045776367
2019-04-24,63.25
2018-07-10,65.37999725341797
2018-09-12,65.02999877929688
2019-02-19,63.220001220703125
2019-01-18,64.22000122070312
2020-02-24,62.40999984741211
2020-05-13,64.52999877929688
