Dates,COP
2018-06-20,67.47000122070312
2018-06-21,65.11000061035156
2018-06-25,67.77999877929688
2018-06-22,66.13999938964844
2018-06-26,67.33999633789062
2018-06-27,68.73999786376953
2018-06-28,68.41000366210938
2018-06-29,69.62000274658203
2018-07-02,68.58999633789062
2018-07-03,69.55999755859375
2018-07-05,68.93000030517578
2018-07-16,69.6500015258789
2018-09-18,71.0
2019-01-24,71.73999786376953
2019-09-05,70.05000305175781
2018-11-21,71.44999694824219
2020-01-13,72.0
2020-04-01,70.58000183105469
2020-06-19,70.27999877929688
2019-10-29,70.3499984741211
2020-01-16,69.69000244140625
2020-06-22,70.01000213623047
2018-10-03,69.9800033569336
2018-07-31,70.8499984741211
2019-03-12,71.51000213623047
2019-02-08,71.80000305175781
2019-01-07,71.44999694824219
2018-12-06,72.2699966430664
2019-08-19,72.16999816894531
2019-07-18,71.80999755859375
2019-05-15,71.55999755859375
2019-09-20,71.29000091552734
2019-11-01,71.7300033569336
2020-04-07,72.9000015258789
2020-06-25,71.38999938964844
2020-06-16,71.75
2019-11-04,71.94000244140625
2020-01-22,71.06999969482422
2019-11-07,72.1500015258789
2020-04-13,67.81999969482422
2019-07-01,69.41000366210938
2019-05-30,69.7699966430664
2018-08-15,70.5199966430664
2018-10-18,70.88999938964844
2019-03-27,72.0
2019-01-22,72.05000305175781
2018-12-21,72.61000061035156
2019-09-03,72.83999633789062
2018-11-19,72.05000305175781
2019-08-02,73.54000091552734
2020-01-28,73.55999755859375
2020-04-16,73.43000030517578
2019-11-13,73.11000061035156
2020-01-31,73.0
2018-12-04,70.54000091552734
2018-11-02,70.22000122070312
2019-07-16,71.1500015258789
2018-08-30,71.47000122070312
2018-10-01,71.97000122070312
2019-06-14,72.55000305175781
2019-05-13,73.5
2019-04-11,74.23999786376953
2019-02-06,75.04000091552734
2019-09-18,75.52999877929688
2020-02-03,75.36000061035156
2020-04-22,76.27999877929688
2019-11-19,77.05999755859375
2020-02-06,78.11000061035156
2019-11-22,77.27999877929688
2019-03-25,77.5199966430664
2019-02-21,77.4000015258789
2018-12-19,79.88999938964844
2018-07-12,78.27999877929688
2018-09-14,78.56999969482422
2018-08-13,78.27999877929688
2018-10-16,78.38999938964844
2019-07-31,78.27999877929688
2019-05-28,79.4000015258789
2019-04-26,75.08999633789062
2020-04-28,72.79000091552734
2019-11-25,73.83000183105469
2020-02-12,73.2699966430664
2020-05-01,73.80000305175781
2020-05-04,72.4800033569336
2019-06-12,72.58999633789062
2019-04-09,72.48999786376953
2019-03-08,72.05000305175781
2019-02-04,69.22000122070312
2018-07-27,65.69000244140625
2018-08-28,68.0199966430664
2019-01-03,68.4800033569336
2019-08-15,67.3499984741211
2018-10-31,69.5199966430664
2019-09-16,69.9000015258789
2020-02-18,69.58000183105469
2020-05-07,67.83999633789062
2018-08-17,69.02999877929688
2019-12-04,69.5
2020-02-21,70.02999877929688
2018-12-17,66.91000366210938
2019-08-30,66.7300033569336
2018-11-15,65.13999938964844
2019-07-29,63.720001220703125
2019-06-27,64.12000274658203
2019-04-24,65.20999908447266
2018-07-10,66.12000274658203
2018-09-12,66.44000244140625
2019-02-19,63.9900016784668
2019-01-18,65.4800033569336
2020-02-24,63.79999923706055
2020-05-13,64.69999694824219
2019-12-10,65.27999877929688
2020-02-27,66.3499984741211
2019-12-13,66.87000274658203
2020-05-19,66.18000030517578
2019-03-06,69.11000061035156
2018-11-30,66.91999816894531
2019-08-13,66.61000061035156
2019-07-12,65.91000366210938
2019-06-10,65.19999694824219
2019-05-09,65.44000244140625
2018-07-25,65.2699966430664
2018-09-27,66.12999725341797
2018-10-29,64.55000305175781
2019-10-16,63.119998931884766
2019-12-16,61.90999984741211
2020-03-04,61.279998779296875
2020-05-22,60.0
2019-10-01,59.79999923706055
2019-12-19,57.0099983215332
2018-09-10,61.5
2019-05-24,62.22999954223633
2018-08-09,61.66999816894531
2019-04-22,62.349998474121094
2019-03-21,63.380001068115234
2019-01-16,62.18000030517578
2019-08-28,63.75
2018-11-13,63.470001220703125
2018-10-12,64.31999969482422
2019-06-25,66.44999694824219
2020-03-10,67.94000244140625
2020-05-28,66.38999938964844
2019-10-07,65.61000061035156
2020-03-13,66.02999877929688
2019-10-10,65.66000366210938
2020-03-16,67.05999755859375
2020-06-03,67.9000015258789
2018-11-28,65.75
2018-09-25,65.86000061035156
2018-07-23,66.12000274658203
2018-08-24,66.98999786376953
2019-07-10,65.3499984741211
2019-05-07,65.30000305175781
2019-04-05,65.69000244140625
2019-03-04,67.69000244140625
2019-01-31,68.68000030517578
2019-09-12,69.93000030517578
2019-12-31,69.26000213623047
2020-03-19,69.11000061035156
2020-01-03,67.4800033569336
2020-06-09,66.26000213623047
2019-02-15,66.73999786376953
2019-01-14,67.44999694824219
2018-07-06,67.77999877929688
2018-08-07,69.0999984741211
2018-10-10,70.18000030517578
2018-12-13,69.48999786376953
2019-08-26,70.6500015258789
2019-07-25,70.23999786376953
2019-05-22,69.97000122070312
2019-03-19,69.25
2020-01-06,68.91999816894531
2020-03-25,69.22000122070312
2020-06-12,67.8499984741211
2019-10-22,68.93000030517578
2020-01-09,69.9000015258789
2020-06-15,69.01000213623047
2019-10-25,68.29000091552734
2020-03-31,67.94999694824219
2020-06-18,65.43000030517578
2019-04-03,65.87000274658203
2018-08-22,65.62999725341797
2018-10-25,67.3499984741211
2019-01-29,67.0199966430664
2018-12-28,67.58999633789062
2018-11-26,67.61000061035156
2019-08-09,67.3499984741211
2019-07-08,67.54000091552734
2019-06-06,68.13999938964844
2019-09-10,66.06999969482422
2020-01-15,67.06999969482422
2020-04-03,68.55999755859375
2019-10-31,67.91000366210938
2020-04-06,67.37999725341797
2020-06-24,66.73999786376953
2018-11-09,67.69000244140625
2019-07-23,66.3499984741211
2019-06-21,65.51000213623047
2019-05-20,65.16000366210938
2019-04-18,66.12000274658203
2018-09-06,66.55000305175781
2018-10-08,65.69999694824219
2019-02-13,66.97000122070312
2018-12-11,66.37000274658203
2019-09-25,67.37000274658203
2020-01-21,66.33999633789062
2020-04-09,65.83999633789062
2019-11-06,65.77999877929688
2020-01-24,65.9000015258789
2020-01-27,66.95999908447266
2020-04-15,66.44999694824219
2018-12-26,64.69999694824219
2019-08-07,63.970001220703125
2019-06-04,62.779998779296875
2018-09-21,62.650001525878906
2018-07-19,63.119998931884766
2018-08-20,62.66999816894531
2018-10-23,61.290000915527344
2019-05-03,62.0099983215332
2019-04-01,61.880001068115234
2019-02-28,61.0
2019-11-12,61.43000030517578
2020-01-30,61.540000915527344
2019-11-15,61.91999816894531
2020-04-21,61.189998626708984
2019-04-16,62.31999969482422
2019-03-15,62.040000915527344
2019-02-11,62.56999969482422
2019-01-10,62.099998474121094
2019-08-22,62.45000076293945
2018-11-07,63.619998931884766
2018-08-03,63.04999923706055
2018-09-04,59.5
2019-06-19,59.880001068115234
2019-09-23,60.04999923706055
2019-11-18,60.13999938964844
2020-02-05,58.95000076293945
2020-04-24,58.959999084472656
2019-03-29,59.41999816894531
2019-11-21,59.099998474121094
2020-04-27,57.08000183105469
2020-02-11,58.20000076293945
2020-04-30,58.959999084472656
2019-05-01,59.2599983215332
2019-02-26,58.72999954223633
2019-01-25,58.54999923706055
2018-12-24,59.060001373291016
2019-09-06,58.81999969482422
2018-07-17,59.0099983215332
2018-09-19,59.83000183105469
2019-08-05,59.650001525878906
2019-10-08,60.70000076293945
2019-12-11,60.33000183105469
2019-11-27,60.52000045776367
2020-02-14,59.77000045776367
2020-05-06,62.75
2019-01-08,61.27000045776367
2018-12-07,61.0
2019-08-20,62.25
2018-11-05,60.099998474121094
2019-07-19,60.5
2018-10-04,59.900001525878906
2019-06-17,59.88999938964844
2019-05-16,59.88999938964844
2018-08-01,61.209999084472656
2019-03-13,61.459999084472656
2019-12-03,61.7599983215332
2020-02-20,60.650001525878906
2019-12-06,59.75
2020-05-12,59.779998779296875
2019-12-09,60.31999969482422
2020-02-26,60.33000183105469
2020-05-15,60.439998626708984
2019-03-28,60.279998779296875
2018-09-17,60.08000183105469
2018-08-16,59.040000915527344
2018-10-19,58.75
2019-04-29,58.189998626708984
2019-01-23,59.5099983215332
2019-09-04,59.08000183105469
2018-11-20,58.79999923706055
2019-07-02,56.470001220703125
2019-05-31,54.68000030517578
2019-12-12,54.22999954223633
2020-05-18,53.31999969482422
2019-09-27,55.06999969482422
2020-03-03,54.0099983215332
2020-05-21,53.119998931884766
2019-05-14,53.869998931884766
2018-08-31,51.779998779296875
2018-07-30,50.90999984741211
2018-10-02,51.470001220703125
2019-04-12,53.939998626708984
2019-03-11,52.709999084472656
2019-02-07,52.630001068115234
2019-07-17,52.2599983215332
2019-09-19,50.41999816894531
2019-10-21,51.369998931884766
2019-12-18,50.97999954223633
2020-03-06,51.95000076293945
2019-10-03,52.290000915527344
2020-03-09,52.18000030517578
2020-05-27,52.040000915527344
2019-12-24,53.29999923706055
2020-03-12,53.439998626708984
2018-12-20,53.630001068115234
2019-08-01,54.970001220703125
2018-08-14,56.31999969482422
2018-07-13,57.20000076293945
2018-10-17,56.349998474121094
2019-05-29,57.34000015258789
2019-03-26,62.529998779296875
2019-02-22,61.220001220703125
2019-10-04,60.0099983215332
2019-11-05,59.970001220703125
2019-12-27,60.81999969482422
2020-06-02,60.18000030517578
2019-12-30,59.29999923706055
2020-03-18,59.47999954223633
2020-06-05,57.68000030517578
2019-07-15,57.900001525878906
2018-12-03,56.97999954223633
2019-06-13,55.150001525878906
2019-01-04,53.06999969482422
2018-08-29,53.65999984741211
2019-02-05,53.5
2018-11-01,54.599998474121094
2019-08-16,53.900001525878906
2019-04-10,54.939998626708984
2019-09-17,55.880001068115234
2019-10-15,56.43000030517578
2020-01-02,56.130001068115234
2020-06-08,55.95000076293945
2019-10-18,54.61000061035156
2020-03-24,54.529998779296875
2020-06-11,53.95000076293945
2020-01-08,55.959999084472656
2019-04-25,56.540000915527344
2019-07-30,56.25
2019-02-20,56.15999984741211
2018-07-11,56.349998474121094
2018-09-13,55.68000030517578
2018-10-15,57.09000015258789
2019-06-28,55.040000915527344
2018-12-18,55.20000076293945
2018-11-16,57.150001525878906
2019-10-02,58.0
2020-03-27,58.5099983215332
2020-01-10,57.630001068115234
2019-10-24,59.540000915527344
2020-03-30,59.15999984741211
2020-06-17,58.90999984741211
2020-01-14,58.22999954223633
2020-04-02,57.560001373291016
2019-01-02,57.25
2019-08-14,58.25
2018-10-30,56.70000076293945
2019-06-11,57.16999816894531
2019-05-10,59.36000061035156
2019-04-08,60.209999084472656
2018-08-27,59.900001525878906
2018-07-26,61.04999923706055
2018-09-28,60.11000061035156
2019-03-07,60.34000015258789
2019-10-30,59.939998626708984
2020-01-17,60.369998931884766
2020-06-23,58.88999938964844
2020-04-08,60.630001068115234
2020-06-26,59.84000015258789
2019-03-22,61.970001220703125
2019-01-17,61.83000183105469
2019-08-29,61.7599983215332
2018-11-14,61.68000030517578
2019-06-26,62.59000015258789
2018-09-11,62.70000076293945
2018-07-09,62.81999969482422
2018-08-10,63.52000045776367
2019-04-23,63.20000076293945
2019-09-30,63.189998626708984
2020-01-23,63.720001220703125
2019-11-08,64.5999984741211
2020-04-14,64.66999816894531
2019-11-11,65.0
2020-01-29,64.9800033569336
2020-04-17,64.61000061035156
2018-07-24,65.02999877929688
2018-09-26,65.45999908447266
2019-05-08,65.69999694824219
2019-03-05,66.4800033569336
2019-02-01,66.4800033569336
2018-12-31,64.94000244140625
2018-11-29,66.06999969482422
2019-08-12,65.41999816894531
2019-07-11,65.12999725341797
2019-09-13,65.13999938964844
2019-11-14,65.0
2020-04-20,65.06999969482422
2020-02-04,65.06999969482422
2020-04-23,64.02999877929688
2018-12-14,63.0099983215332
2019-08-27,63.13999938964844
2018-08-08,62.619998931884766
2018-10-11,61.040000915527344
2018-11-12,61.18000030517578
2019-07-26,60.4900016784668
2019-06-24,60.88999938964844
2019-05-23,59.43000030517578
2019-03-20,59.18000030517578
2019-01-15,56.4900016784668
2019-11-20,58.779998779296875
2020-02-07,58.40999984741211
2020-02-10,57.9900016784668
2020-04-29,57.869998931884766
2019-11-26,58.709999084472656
2020-02-13,59.7599983215332
2019-01-30,58.81999969482422
2018-08-23,58.619998931884766
2018-09-24,58.29999923706055
2018-11-27,59.2599983215332
2018-10-26,58.880001068115234
2019-07-09,58.439998626708984
2019-06-07,56.380001068115234
2019-05-06,53.83000183105469
2019-04-04,51.16999816894531
2019-09-11,47.130001068115234
2019-11-29,48.41999816894531
2020-05-05,49.22999954223633
2019-12-02,48.119998931884766
2020-02-19,49.43000030517578
2020-05-08,47.70000076293945
2019-05-21,45.33000183105469
2019-03-18,34.06999969482422
2018-09-07,34.880001068115234
2018-08-06,32.560001373291016
2018-10-09,28.200000762939453
2019-02-14,31.3799991607666
2018-12-12,26.079999923706055
2019-07-24,26.25
2019-09-26,22.670000076293945
2019-10-28,25.59000015258789
2019-12-05,26.84000015258789
2020-05-11,24.549999237060547
2019-07-03,30.739999771118164
2020-02-25,30.940000534057617
2020-05-14,32.09000015258789
2020-02-28,29.25
2019-08-08,29.290000915527344
2019-06-05,30.799999237060547
2018-07-20,29.6200008392334
2018-08-21,33.86000061035156
2018-10-24,32.90999984741211
2019-04-02,32.79999923706055
2019-03-01,33.27000045776367
2019-01-28,35.68000030517578
2018-12-27,34.72999954223633
2019-09-09,34.29999923706055
2020-03-02,34.08000183105469
2020-05-20,32.20000076293945
2019-12-17,31.06999969482422
2020-03-05,35.2599983215332
2019-02-12,34.56999969482422
2019-01-11,33.189998626708984
2018-12-10,34.97999954223633
2019-08-23,36.18000030517578
2018-11-08,36.09000015258789
2019-07-22,37.150001525878906
2019-06-20,38.47999954223633
