Dates,COP
2018-06-20,67.62999725341797
2018-06-21,66.95999908447266
2018-06-25,68.41000366210938
2018-06-22,68.12999725341797
2018-06-26,67.63999938964844
2018-06-27,69.5199966430664
2018-06-28,69.5
2018-06-29,70.62999725341797
2018-07-02,69.33000183105469
2018-07-03,71.44000244140625
2018-07-05,70.56999969482422
2018-07-16,69.80999755859375
2018-09-18,71.0
2019-01-24,72.0
2019-09-05,71.76000213623047
2018-11-21,71.69999694824219
2020-01-13,72.56999969482422
2020-04-01,71.58999633789062
2020-06-19,70.69000244140625
2019-10-29,70.5
2020-01-16,70.44000244140625
2020-06-22,70.13999938964844
2018-10-03,70.62000274658203
2018-07-31,71.55000305175781
2019-03-12,71.5999984741211
2019-02-08,71.94000244140625
2019-01-07,72.2699966430664
2018-12-06,72.94000244140625
2019-08-19,72.77999877929688
2019-07-18,72.05000305175781
2019-05-15,71.68000030517578
2019-09-20,71.4800033569336
2019-11-01,72.1500015258789
2020-04-07,73.76000213623047
2020-06-25,72.54000091552734
2020-06-16,72.63999938964844
2019-11-04,72.02999877929688
2020-01-22,72.5199966430664
2019-11-07,72.69000244140625
2020-04-13,71.37000274658203
2019-07-01,69.66000366210938
2019-05-30,70.11000061035156
2018-08-15,71.06999969482422
2018-10-18,71.55999755859375
2019-03-27,72.51000213623047
2019-01-22,72.11000061035156
2018-12-21,73.55999755859375
2019-09-03,73.18000030517578
2018-11-19,73.08999633789062
2019-08-02,73.73999786376953
2020-01-28,74.43000030517578
2020-04-16,73.54000091552734
2019-11-13,74.13999938964844
2020-01-31,73.11000061035156
2018-12-04,72.47000122070312
2018-11-02,70.62000274658203
2019-07-16,71.6500015258789
2018-08-30,72.08000183105469
2018-10-01,72.52999877929688
2019-06-14,72.58000183105469
2019-05-13,73.93000030517578
2019-04-11,74.9000015258789
2019-02-06,75.7300033569336
2019-09-18,75.86000061035156
2020-02-03,76.1500015258789
2020-04-22,76.66000366210938
2019-11-19,77.9000015258789
2020-02-06,78.61000061035156
2019-11-22,78.38999938964844
