Dates,COP
2018-06-20,67.16000366210938
2018-06-21,66.86000061035156
2018-06-25,67.47000122070312
2018-06-22,67.79000091552734
2018-06-26,66.41000366210938
2018-06-27,68.2300033569336
2018-06-28,69.30000305175781
2018-06-29,68.94000244140625
2018-07-02,68.91000366210938
2018-07-03,69.36000061035156
2018-07-05,70.05000305175781
2018-07-16,68.69000244140625
2018-09-18,70.1500015258789
2019-01-24,71.48999786376953
2019-09-05,70.91999816894531
2018-11-21,70.86000061035156
2020-01-13,71.37000274658203
2020-04-01,70.87999725341797
2020-06-19,70.22000122070312
2019-10-29,69.4800033569336
2020-01-16,70.12999725341797
2020-06-22,69.75
2018-10-03,70.5
2018-07-31,70.69999694824219
2019-03-12,70.91999816894531
2019-02-08,71.22000122070312
2019-01-07,71.4800033569336
2018-12-06,72.30000305175781
2019-08-19,72.54000091552734
2019-07-18,71.5199966430664
2019-05-15,71.36000061035156
2019-09-20,71.25
2019-11-01,71.44000244140625
2020-04-07,72.55000305175781
2020-06-25,72.2300033569336
2020-06-16,72.19999694824219
2019-11-04,71.5999984741211
2020-01-22,71.91000366210938
2019-11-07,71.93000030517578
2020-04-13,71.27999877929688
2019-07-01,68.2699966430664
2019-05-30,69.87000274658203
2018-08-15,69.68000030517578
2018-10-18,71.04000091552734
2019-03-27,71.45999908447266
2019-01-22,71.55000305175781
2018-12-21,72.73999786376953
2019-09-03,72.61000061035156
2018-11-19,72.83999633789062
2019-08-02,72.7699966430664
2020-01-28,73.68000030517578
2020-04-16,73.08000183105469
2019-11-13,73.93000030517578
2020-01-31,72.83999633789062
2018-12-04,72.16999816894531
2018-11-02,69.93000030517578
2019-07-16,70.55999755859375
2018-08-30,70.98999786376953
2018-10-01,72.1500015258789
2019-06-14,71.98999786376953
2019-05-13,72.41000366210938
2019-04-11,73.70999908447266
2019-02-06,74.75
2019-09-18,75.0
2020-02-03,75.0999984741211
2020-04-22,75.7699966430664
2019-11-19,77.0
2020-02-06,77.94999694824219
2019-11-22,77.73999786376953
2019-03-25,77.72000122070312
2019-02-21,77.31999969482422
2018-12-19,77.7699966430664
2018-07-12,79.29000091552734
2018-09-14,78.62999725341797
2018-08-13,78.41000366210938
2018-10-16,78.0
2019-07-31,77.7300033569336
2019-05-28,78.58999633789062
2019-04-26,79.56999969482422
2020-04-28,74.16000366210938
2019-11-25,73.72000122070312
2020-02-12,73.83000183105469
2020-05-01,73.76000213623047
2020-05-04,74.06999969482422
2019-06-12,71.62000274658203
2019-04-09,72.66999816894531
2019-03-08,72.61000061035156
2019-02-04,70.54000091552734
2018-07-27,69.69999694824219
2018-08-28,67.87999725341797
2019-01-03,66.95999908447266
2019-08-15,69.18000030517578
2018-10-31,67.18000030517578
2019-09-16,70.38999938964844
2020-02-18,70.19999694824219
2020-05-07,69.69000244140625
2018-08-17,68.69000244140625
2019-12-04,69.3499984741211
2020-02-21,70.73999786376953
2018-12-17,69.76000213623047
2019-08-30,65.7300033569336
2018-11-15,67.58999633789062
2019-07-29,64.77999877929688
2019-06-27,64.81999969482422
2019-04-24,63.58000183105469
2018-07-10,65.58999633789062
2018-09-12,65.37000274658203
2019-02-19,65.55999755859375
2019-01-18,64.41000366210938
2020-02-24,62.880001068115234
2020-05-13,64.69999694824219
2019-12-10,64.7300033569336
2020-02-27,65.11000061035156
2019-12-13,66.45999908447266
2020-05-19,66.02999877929688
2019-03-06,68.0999984741211
2018-11-30,69.43000030517578
2019-08-13,64.91999816894531
2019-07-12,68.23999786376953
2019-06-10,65.08999633789062
2019-05-09,66.13999938964844
2018-07-25,66.05000305175781
2018-09-27,65.12000274658203
2018-10-29,66.12000274658203
2019-10-16,64.56999969482422
2019-12-16,63.029998779296875
2020-03-04,62.560001373291016
2020-05-22,60.27000045776367
2019-10-01,59.209999084472656
2019-12-19,58.83000183105469
2018-09-10,57.68000030517578
2019-05-24,60.630001068115234
2018-08-09,62.75
2019-04-22,62.130001068115234
2019-03-21,60.689998626708984
2019-01-16,63.540000915527344
2019-08-28,63.08000183105469
2018-11-13,63.90999984741211
2018-10-12,64.20999908447266
2019-06-25,65.06999969482422
2020-03-10,65.87000274658203
2020-05-28,67.27999877929688
2019-10-07,65.62000274658203
2020-03-13,66.04000091552734
2019-10-10,65.73999786376953
2020-03-16,65.05999755859375
2020-06-03,67.63999938964844
2018-11-28,67.0
2018-09-25,66.22000122070312
