Dates,DE
2018-06-20,142.64999389648438
2018-06-21,143.47000122070312
2018-06-25,143.67999267578125
2018-06-22,141.72999572753906
2018-06-26,140.02999877929688
2018-06-27,140.92999267578125
2018-06-28,138.58999633789062
2018-06-29,140.11000061035156
2018-07-02,138.05999755859375
2018-07-03,141.8000030517578
2018-07-05,140.55999755859375
2018-07-16,139.92999267578125
2018-09-18,140.8699951171875
2019-01-24,145.33999633789062
2019-09-05,142.1699981689453
2018-11-21,141.80999755859375
2020-01-13,140.6999969482422
2020-04-01,137.6300048828125
2020-06-19,134.72999572753906
2019-10-29,137.8000030517578
2020-01-16,138.3699951171875
2020-06-22,138.16000366210938
2018-10-03,136.5
2018-07-31,136.8699951171875
2019-03-12,139.5800018310547
2019-02-08,141.9499969482422
2019-01-07,143.85000610351562
2018-12-06,141.69000244140625
2019-08-19,140.13999938964844
2019-07-18,143.60000610351562
2019-05-15,140.89999389648438
2019-09-20,142.14999389648438
2019-11-01,142.94000244140625
2020-04-07,144.50999450683594
2020-06-25,145.92999267578125
2020-06-16,143.5500030517578
2019-11-04,139.0
2020-01-22,137.0
2019-11-07,137.58999633789062
2020-04-13,137.25999450683594
2019-07-01,137.44000244140625
2019-05-30,134.17999267578125
2018-08-15,141.61000061035156
2018-10-18,140.72999572753906
2019-03-27,143.75
2019-01-22,142.2100067138672
2018-12-21,141.82000732421875
2019-09-03,145.25999450683594
2018-11-19,147.13999938964844
2019-08-02,146.86000061035156
2020-01-28,145.6300048828125
2020-04-16,142.6300048828125
2019-11-13,143.3699951171875
2020-01-31,141.02999877929688
2018-12-04,144.99000549316406
2018-11-02,145.10000610351562
2019-07-16,148.5
2018-08-30,147.5
2018-10-01,148.4600067138672
2019-06-14,148.83999633789062
2019-05-13,148.89999389648438
2019-04-11,148.27999877929688
2019-02-06,149.49000549316406
2019-09-18,149.33999633789062
2020-02-03,154.24000549316406
2020-04-22,154.3699951171875
2019-11-19,152.08999633789062
2020-02-06,151.6999969482422
2019-11-22,151.02999877929688
2019-03-25,152.39999389648438
2019-02-21,150.5500030517578
2018-12-19,151.72000122070312
2018-07-12,151.1300048828125
2018-09-14,155.64999389648438
2018-08-13,157.9499969482422
2018-10-16,158.5
2019-07-31,153.80999755859375
2019-05-28,152.9600067138672
2019-04-26,150.0
2020-04-28,146.77999877929688
2019-11-25,149.08999633789062
2020-02-12,148.0500030517578
2020-05-01,149.97999572753906
2020-05-04,151.1199951171875
2019-06-12,150.47999572753906
2019-04-09,147.52000427246094
2019-03-08,146.85000610351562
2019-02-04,139.6199951171875
2018-07-27,139.64999389648438
2018-08-28,135.6300048828125
2019-01-03,134.5
2019-08-15,135.39999389648438
2018-10-31,130.5
2019-09-16,134.6199951171875
2020-02-18,136.2100067138672
2020-05-07,142.52999877929688
2018-08-17,142.1199951171875
2019-12-04,142.42999267578125
2020-02-21,146.55999755859375
2018-12-17,147.77999877929688
2019-08-30,145.5399932861328
2018-11-15,145.0
2019-07-29,145.1999969482422
2019-06-27,148.38999938964844
2019-04-24,142.61000061035156
2018-07-10,145.72000122070312
2018-09-12,147.27999877929688
2019-02-19,140.47000122070312
2019-01-18,136.55999755859375
2020-02-24,139.75999450683594
2020-05-13,144.97999572753906
2019-12-10,147.97999572753906
2020-02-27,148.27000427246094
2019-12-13,151.85000610351562
2020-05-19,149.88999938964844
2019-03-06,161.99000549316406
2018-11-30,160.94000244140625
2019-08-13,147.6999969482422
2019-07-12,153.60000610351562
2019-06-10,145.77999877929688
2019-05-09,150.2899932861328
2018-07-25,150.13999938964844
2018-09-27,149.35000610351562
2018-10-29,146.30999755859375
2019-10-16,148.3000030517578
2019-12-16,148.33999633789062
2020-03-04,149.27000427246094
2020-05-22,145.1199951171875
2019-10-01,144.5399932861328
2019-12-19,141.75
2018-09-10,138.4199981689453
2019-05-24,141.1999969482422
2018-08-09,146.38999938964844
2019-04-22,146.22000122070312
2019-03-21,146.22999572753906
2019-01-16,147.4199981689453
2019-08-28,147.00999450683594
2018-11-13,151.9199981689453
2018-10-12,155.02999877929688
2019-06-25,157.86000061035156
2020-03-10,153.64999389648438
2020-05-28,157.77000427246094
2019-10-07,156.2100067138672
2020-03-13,157.25999450683594
2019-10-10,157.25
2020-03-16,156.74000549316406
2020-06-03,162.0
2018-11-28,162.88999938964844
2018-09-25,159.5399932861328
2018-07-23,157.75
2018-08-24,160.6300048828125
2019-07-10,157.08999633789062
2019-05-07,157.47999572753906
2019-04-05,161.91000366210938
2019-03-04,162.42999267578125
2019-01-31,164.0800018310547
2019-09-12,164.05999755859375
2019-12-31,164.6300048828125
2020-03-19,164.1199951171875
2020-01-03,162.69000244140625
2020-06-09,160.25
2019-02-15,163.6300048828125
2019-01-14,163.44000244140625
2018-07-06,163.88999938964844
2018-08-07,161.36000061035156
2018-10-10,159.47000122070312
2018-12-13,156.8800048828125
2019-08-26,157.88999938964844
2019-07-25,159.97000122070312
2019-05-22,163.0
2019-03-19,166.97999572753906
2020-01-06,163.4600067138672
2020-03-25,163.50999450683594
2020-06-12,163.22999572753906
2019-10-22,164.85000610351562
2020-01-09,164.60000610351562
2020-06-15,165.3800048828125
2019-10-25,161.25
2020-03-31,157.8800048828125
2020-06-18,155.8800048828125
2019-04-03,159.1199951171875
2018-08-22,160.55999755859375
2018-10-25,159.75999450683594
2019-01-29,159.05999755859375
2018-12-28,157.6199951171875
2018-11-26,157.97999572753906
2019-08-09,161.42999267578125
2019-07-08,160.52000427246094
2019-06-06,158.52000427246094
2019-09-10,158.32000732421875
2020-01-15,156.36000061035156
2020-04-03,158.44000244140625
2019-10-31,158.1300048828125
2020-04-06,158.0
2020-06-24,158.91000366210938
2018-11-09,161.63999938964844
2019-07-23,161.89999389648438
2019-06-21,163.0399932861328
2019-05-20,163.47000122070312
2019-04-18,164.83999633789062
2018-09-06,163.97999572753906
2018-10-08,162.17999267578125
2019-02-13,159.0
2018-12-11,158.63999938964844
2019-09-25,161.69000244140625
2020-01-21,161.8300018310547
2020-04-09,162.49000549316406
2019-11-06,164.86000061035156
2020-01-24,165.99000549316406
2020-01-27,168.24000549316406
2020-04-15,168.72999572753906
2018-12-26,167.3000030517578
2019-08-07,164.0
2019-06-04,162.8300018310547
2018-09-21,165.41000366210938
