Dates,DE
2018-06-20,138.16970825195312
2018-06-21,135.9298553466797
2018-06-25,137.0402069091797
2018-06-22,133.67088317871094
2018-06-26,133.67088317871094
2018-06-27,133.41246032714844
2018-06-28,134.1147003173828
2018-06-29,134.48020935058594
2018-07-02,135.78846740722656
2018-07-03,134.90350341796875
2018-07-05,134.384033203125
2018-07-16,134.6533660888672
2018-09-18,138.92440795898438
2019-01-24,139.04945373535156
2019-09-05,136.03857421875
2018-11-21,135.4422149658203
2020-01-13,132.3447265625
2020-04-01,131.0845489501953
2020-06-19,132.74871826171875
2019-10-29,133.91270446777344
2020-01-16,134.96121215820312
2020-06-22,131.95030212402344
2018-10-03,130.37269592285156
2018-07-31,134.51870727539062
2019-03-12,135.94239807128906
2019-02-08,137.29872131347656
2019-01-07,135.4422149658203
2018-12-06,132.94113159179688
2019-08-19,139.2803497314453
2019-07-18,136.50994873046875
2019-05-15,136.68309020996094
2019-09-20,137.90476989746094
2019-11-01,138.45306396484375
2020-04-07,140.5597381591797
2020-06-25,139.299560546875
2020-06-16,134.5090789794922
2019-11-04,131.8348846435547
2020-01-22,131.7001953125
2019-11-07,133.37396240234375
2020-04-13,130.53623962402344
2019-07-01,132.1234588623047
2019-05-30,135.24017333984375
2018-08-15,135.18246459960938
2018-10-18,138.3568878173828
2019-03-27,137.1833038330078
2019-01-22,135.80770874023438
2018-12-21,139.25148010253906
2019-09-03,140.63670349121094
2018-11-19,140.92527770996094
2019-08-02,140.43470764160156
2020-01-28,137.86630249023438
2020-04-16,138.32803344726562
2019-11-13,136.30792236328125
2020-01-31,139.36692810058594
2018-12-04,139.5785369873047
2018-11-02,142.0122833251953
2019-07-16,142.9549560546875
2018-08-30,142.9453582763672
2018-10-01,142.15655517578125
2019-06-14,143.2051239013672
2019-05-13,142.1373291015625
2019-04-11,143.36862182617188
2019-02-06,143.36862182617188
2019-09-18,146.59112548828125
2020-02-03,148.20721435546875
2020-04-22,146.9951629638672
2019-11-19,145.78311157226562
2020-02-06,145.5330047607422
2019-11-22,146.5238037109375
2019-03-25,146.12759399414062
2019-02-21,145.26760864257812
2018-12-19,145.7797393798828
2018-07-12,149.6063995361328
2018-09-14,152.88221740722656
2018-08-13,152.97886657714844
2018-10-16,151.1331787109375
2019-07-31,148.64007568359375
2019-05-28,145.383544921875
2019-04-26,142.49424743652344
2020-04-28,141.53758239746094
2019-11-25,143.42190551757812
2020-02-12,143.4508819580078
2020-05-01,146.84271240234375
2020-05-04,146.53346252441406
2019-06-12,142.24298095703125
2019-04-09,140.99642944335938
2019-03-08,140.5422821044922
2019-02-04,134.92791748046875
2018-07-27,129.38121032714844
2018-08-28,132.1738739013672
2019-01-03,128.5211639404297
2019-08-15,126.16334533691406
2018-10-31,128.28924560546875
2019-09-16,130.8790283203125
2020-02-18,135.91357421875
2020-05-07,136.9475555419922
2018-08-17,137.84619140625
2019-12-04,140.5712432861328
2020-02-21,143.4315643310547
2018-12-17,141.7308349609375
2019-08-30,139.93345642089844
2018-11-15,139.70156860351562
2019-07-29,142.27200317382812
2019-06-27,142.26231384277344
2019-04-24,141.7598114013672
2018-07-10,142.8904266357422
2018-09-12,137.7689208984375
2019-02-19,133.8553009033203
2019-01-18,137.10215759277344
2020-02-24,138.02981567382812
2020-05-13,143.9050750732422
2019-12-10,142.83245849609375
2020-02-27,146.89100646972656
2019-12-13,144.9197235107422
2020-05-19,149.6643829345703
2019-03-06,156.74754333496094
2018-11-30,146.4851531982422
2019-08-13,149.1908416748047
2019-07-12,142.30096435546875
2019-06-10,142.07870483398438
2019-05-09,142.0497283935547
2018-07-25,143.15133666992188
2018-09-27,143.3156280517578
2018-10-29,143.99205017089844
2019-10-16,141.1607208251953
2019-12-16,144.2046356201172
2020-03-04,141.1607208251953
2020-05-22,139.76919555664062
2019-10-01,138.1747589111328
2019-12-19,132.75369262695312
2018-09-10,138.44532775878906
2019-05-24,141.77915954589844
2018-08-09,141.11862182617188
2019-04-22,144.897216796875
2019-03-21,143.8578643798828
2019-01-16,139.92385864257812
2019-08-28,147.33529663085938
2018-11-13,149.74427795410156
2018-10-12,152.42523193359375
2019-06-25,149.90940856933594
2020-03-10,154.56219482421875
2020-05-28,153.74627685546875
2019-10-07,152.90118408203125
2020-03-13,152.551513671875
2019-10-10,152.90118408203125
2020-03-16,155.48501586914062
2020-06-03,159.8949432373047
2018-11-28,154.29022216796875
2018-09-25,153.09547424316406
2018-07-23,153.8919677734375
2018-08-24,156.8740234375
2019-07-10,152.00755310058594
2019-05-07,155.88323974609375
2019-04-05,158.24363708496094
2019-03-04,159.30242919921875
2019-01-31,159.18588256835938
2019-09-12,159.7978057861328
2019-12-31,159.5064239501953
2020-03-19,158.99159240722656
2020-01-03,157.1654510498047
2020-06-09,158.08822631835938
2019-02-15,157.30145263671875
2019-01-14,160.45834350585938
2018-07-06,158.03965759277344
2018-08-07,157.76766967773438
2018-10-10,154.43592834472656
2018-12-13,152.75547790527344
2019-08-26,155.3004150390625
2019-07-25,158.18536376953125
2019-05-22,161.2159881591797
2019-03-19,160.13778686523438
2020-01-06,159.108154296875
2020-03-25,158.90415954589844
2020-06-12,159.3412628173828
2019-10-22,158.6322021484375
2020-01-09,161.07029724121094
2020-06-15,156.82545471191406
2019-10-25,153.70742797851562
2020-03-31,153.49371337890625
2020-06-18,154.4553680419922
2019-04-03,155.82498168945312
2018-08-22,154.58163452148438
2018-10-25,155.10617065429688
2019-01-29,153.24114990234375
2018-12-28,153.61997985839844
2018-11-26,155.70840454101562
2019-08-09,156.35922241210938
2019-07-08,155.08673095703125
2019-06-06,155.15472412109375
2019-09-10,151.47328186035156
2020-01-15,152.82347106933594
2020-04-03,153.0857696533203
2019-10-31,153.736572265625
2020-04-06,154.29290771484375
2020-06-24,156.01072692871094
2018-11-09,158.03115844726562
2019-07-23,158.23611450195312
2019-06-21,159.4757080078125
2019-05-20,160.30532836914062
2019-04-18,161.07640075683594
2018-09-06,161.047119140625
2018-10-08,155.02493286132812
2019-02-13,154.8297119140625
2018-12-11,156.3230743408203
2019-09-25,157.59193420410156
2020-01-21,158.5972442626953
2020-04-09,160.61766052246094
2019-11-06,161.486328125
2020-01-24,165.0001220703125
2020-01-27,165.0977020263672
2020-04-15,163.74099731445312
2018-12-26,161.3496856689453
2019-08-07,157.93353271484375
2019-06-04,161.05686950683594
2018-09-21,162.30621337890625
2018-07-19,161.66201782226562
2018-08-20,160.59811401367188
2018-10-23,160.1881866455078
2019-05-03,162.91136169433594
2019-04-01,156.3425750732422
2019-02-28,153.98056030273438
2019-11-12,151.862548828125
2020-01-30,151.75518798828125
2019-11-15,152.3115692138672
2020-04-21,142.7755889892578
2019-04-16,143.585693359375
2019-03-15,141.37008666992188
2019-02-11,142.4925537109375
2019-01-10,131.5901641845703
2019-08-22,132.12696838378906
2018-11-07,135.56263732910156
2018-08-03,135.45526123046875
2018-09-04,133.2006072998047
2019-06-19,135.62118530273438
2019-09-23,134.27427673339844
2019-11-18,137.74896240234375
2020-02-05,138.28578186035156
2020-04-24,136.8119659423828
2019-03-29,139.8572235107422
2019-11-21,142.13137817382812
2020-04-27,142.717041015625
2020-02-11,142.98056030273438
2020-04-30,145.14736938476562
2019-05-01,146.22100830078125
2019-02-26,146.40646362304688
2019-01-25,145.22544860839844
2018-12-24,147.89981079101562
2019-09-06,147.88027954101562
2018-07-17,150.67176818847656
2018-09-19,155.56178283691406
2019-08-05,156.10833740234375
2019-10-08,158.8607940673828
2019-12-11,160.3443603515625
2019-11-27,162.882080078125
2020-02-14,162.3257293701172
2020-05-06,162.14028930664062
2019-01-08,161.61082458496094
2018-12-07,162.48348999023438
2019-08-20,161.92457580566406
2018-11-05,161.91477966308594
2019-07-19,162.07164001464844
2018-10-04,160.23805236816406
2019-06-17,160.69891357421875
2019-05-16,160.16943359375
2018-08-01,157.67889404296875
2019-03-13,158.12010192871094
2019-12-03,162.15008544921875
2020-02-20,162.767822265625
2019-12-06,162.91490173339844
2020-05-12,159.90469360351562
2019-12-09,160.0615692138672
2020-02-26,162.3854217529297
2020-05-15,161.92457580566406
2019-03-28,165.0720672607422
2018-09-17,163.92483520507812
2018-08-16,163.6601104736328
2018-10-19,167.0723419189453
2019-04-29,166.9448699951172
2019-01-23,166.7193603515625
2019-09-04,162.4246368408203
2018-11-20,158.0710906982422
2019-07-02,155.60997009277344
2019-05-31,148.11871337890625
2019-12-12,149.80523681640625
2020-05-18,148.29522705078125
2019-09-27,152.0408477783203
2020-03-03,151.82513427734375
2020-05-21,144.18679809570312
