Dates,DE
2018-06-20,144.85000610351562
2018-06-21,143.80999755859375
2018-06-25,145.36000061035156
2018-06-22,141.9199981689453
2018-06-26,141.1300048828125
2018-06-27,143.33999633789062
2018-06-28,140.47999572753906
2018-06-29,142.72000122070312
2018-07-02,141.3300018310547
2018-07-03,142.0
2018-07-05,140.99000549316406
2018-07-16,140.3000030517578
2018-09-18,145.77000427246094
2019-01-24,146.2899932861328
2019-09-05,142.55999755859375
2018-11-21,142.7899932861328
2020-01-13,140.8300018310547
2020-04-01,137.94000244140625
2020-06-19,138.11000061035156
2019-10-29,139.49000549316406
2020-01-16,141.3000030517578
2020-06-22,139.19000244140625
2018-10-03,136.82000732421875
2018-07-31,141.99000549316406
2019-03-12,142.47000122070312
2019-02-08,144.2100067138672
2019-01-07,143.85000610351562
2018-12-06,142.6199951171875
2019-08-19,145.75
2019-07-18,144.9600067138672
2019-05-15,143.97999572753906
2019-09-20,144.0
2019-11-01,144.86000061035156
2020-04-07,147.3800048828125
2020-06-25,146.32000732421875
2020-06-16,143.9600067138672
2019-11-04,139.32000732421875
2020-01-22,137.3300018310547
2019-11-07,139.6300048828125
2020-04-13,137.4199981689453
2019-07-01,138.1199951171875
2019-05-30,142.38999938964844
2018-08-15,142.1699981689453
2018-10-18,144.38999938964844
2019-03-27,144.2100067138672
2019-01-22,142.30999755859375
2018-12-21,144.85000610351562
2019-09-03,147.27999877929688
2018-11-19,148.5
2019-08-02,146.99000549316406
2020-01-28,146.16000366210938
2020-04-16,144.16000366210938
2019-11-13,143.67999267578125
2020-01-31,145.08999633789062
2018-12-04,146.14999389648438
2018-11-02,148.35000610351562
2019-07-16,150.64999389648438
2018-08-30,149.6699981689453
2018-10-01,149.89999389648438
2019-06-14,150.16000366210938
2019-05-13,150.0500030517578
2019-04-11,150.44000244140625
2019-02-06,150.8699951171875
2019-09-18,153.75
2020-02-03,156.77000427246094
2020-04-22,155.07000732421875
2019-11-19,152.35000610351562
2020-02-06,152.36000061035156
2019-11-22,153.44000244140625
2019-03-25,154.0
2019-02-21,152.16000366210938
2018-12-19,152.47000122070312
2018-07-12,154.9600067138672
2018-09-14,158.89999389648438
2018-08-13,159.3000030517578
2018-10-16,158.6999969482422
2019-07-31,155.41000366210938
2019-05-28,153.72999572753906
2019-04-26,150.7100067138672
2020-04-28,151.0
2019-11-25,150.0
2020-02-12,150.11000061035156
2020-05-01,152.32000732421875
2020-05-04,152.47999572753906
2019-06-12,151.05999755859375
2019-04-09,149.0
2019-03-08,146.9499969482422
2019-02-04,141.30999755859375
2018-07-27,140.36000061035156
2018-08-28,138.30999755859375
2019-01-03,135.30999755859375
2019-08-15,135.7899932861328
2018-10-31,132.9600067138672
2019-09-16,137.0399932861328
2020-02-18,141.13999938964844
2020-05-07,143.97000122070312
2018-08-17,143.52000427246094
2019-12-04,145.50999450683594
2020-02-21,149.77999877929688
2018-12-17,148.17999267578125
2019-08-30,145.67999267578125
2018-11-15,145.94000244140625
2019-07-29,150.07000732421875
2019-06-27,150.24000549316406
2019-04-24,147.75
2018-07-10,148.22999572753906
2018-09-12,148.1699981689453
2019-02-19,140.47000122070312
2019-01-18,146.47999572753906
2020-02-24,143.44000244140625
2020-05-13,149.14999389648438
2019-12-10,148.94000244140625
2020-02-27,152.02000427246094
2019-12-13,152.49000549316406
2020-05-19,155.32000732421875
2019-03-06,164.3699951171875
2018-11-30,161.0
2019-08-13,154.49000549316406
2019-07-12,154.72000122070312
2019-06-10,148.14999389648438
2019-05-09,151.8699951171875
2018-07-25,151.58999633789062
2018-09-27,150.47000122070312
2018-10-29,149.50999450683594
2019-10-16,150.0500030517578
2019-12-16,150.85000610351562
2020-03-04,152.0
2020-05-22,148.35000610351562
2019-10-01,147.0800018310547
2019-12-19,142.33999633789062
2018-09-10,143.32000732421875
2019-05-24,146.72000122070312
