Dates,DE
2018-06-20,140.8800048828125
2018-06-21,140.6999969482422
2018-06-25,142.8699951171875
2018-06-22,138.64999389648438
2018-06-26,138.72000122070312
2018-06-27,139.1300048828125
2018-06-28,137.32000732421875
2018-06-29,139.5800018310547
2018-07-02,137.8800048828125
2018-07-03,139.86000061035156
2018-07-05,138.0800018310547
2018-07-16,137.89999389648438
2018-09-18,140.3699951171875
2019-01-24,143.7899932861328
2019-09-05,140.67999267578125
2018-11-21,140.5800018310547
2020-01-13,137.47999572753906
2020-04-01,135.4199981689453
2020-06-19,134.3699951171875
2019-10-29,137.3800048828125
2020-01-16,138.14999389648438
2020-06-22,136.60000610351562
2018-10-03,135.2899932861328
2018-07-31,135.3300018310547
2019-03-12,136.14999389648438
2019-02-08,141.32000732421875
2019-01-07,139.63999938964844
2018-12-06,137.85000610351562
2019-08-19,140.0
2019-07-18,141.22000122070312
2019-05-15,140.35000610351562
2019-09-20,142.00999450683594
2019-11-01,142.77999877929688
2020-04-07,144.50999450683594
2020-06-25,144.1699981689453
2020-06-16,138.64999389648438
2019-11-04,135.8699951171875
2020-01-22,135.61000061035156
2019-11-07,137.47999572753906
2020-04-13,132.8300018310547
2019-07-01,136.36000061035156
2019-05-30,132.32000732421875
2018-08-15,139.74000549316406
2018-10-18,140.6999969482422
2019-03-27,142.57000732421875
2019-01-22,139.89999389648438
2018-12-21,141.27999877929688
2019-09-03,145.25999450683594
2018-11-19,145.77000427246094
2019-08-02,145.6699981689453
2020-01-28,142.9199981689453
2020-04-16,142.19000244140625
2019-11-13,140.99000549316406
2020-01-31,141.02999877929688
2018-12-04,144.16000366210938
2018-11-02,144.02000427246094
2019-07-16,148.0
2018-08-30,146.8800048828125
2018-10-01,146.57000732421875
2019-06-14,148.35000610351562
2019-05-13,146.85000610351562
2019-04-11,148.0500030517578
2019-02-06,147.88999938964844
2019-09-18,149.3000030517578
2020-02-03,153.22000122070312
2020-04-22,152.66000366210938
2019-11-19,149.6999969482422
2020-02-06,150.16000366210938
2019-11-22,150.74000549316406
2019-03-25,151.0
2019-02-21,150.0399932861328
2018-12-19,150.17999267578125
2018-07-12,150.39999389648438
2018-09-14,155.1199951171875
2018-08-13,155.69000244140625
2018-10-16,154.72999572753906
2019-07-31,152.07000732421875
2019-05-28,150.11000061035156
2019-04-26,146.55999755859375
2020-04-28,145.5
2019-11-25,145.85000610351562
2020-02-12,147.55999755859375
2020-05-01,148.2100067138672
2020-05-04,149.42999267578125
2019-06-12,145.7100067138672
2019-04-09,145.3699951171875
2019-03-08,144.3300018310547
2019-02-04,136.6699981689453
2018-07-27,133.55999755859375
2018-08-28,134.3300018310547
2019-01-03,131.60000610351562
