Dates,AVB
2019-09-16,906300.0
2020-02-18,537300.0
2020-05-07,644000.0
2018-08-17,787100.0
2019-12-04,727100.0
2020-02-21,570800.0
2018-12-17,313400.0
2019-08-30,359100.0
2018-11-15,565200.0
2019-07-29,675600.0
2019-06-27,446300.0
2019-04-24,666100.0
2018-07-10,681700.0
2018-09-12,534700.0
2019-02-19,576200.0
2019-01-18,489100.0
2020-02-24,177000.0
2020-05-13,445400.0
2019-12-10,453100.0
2020-02-27,581900.0
2019-12-13,492700.0
2020-05-19,945900.0
2019-03-06,678800.0
2018-11-30,738300.0
2019-08-13,1463900.0
2019-07-12,789100.0
2019-06-10,705800.0
2019-05-09,478900.0
2018-07-25,670600.0
2018-09-27,670800.0
2018-10-29,675500.0
2019-10-16,856800.0
2019-12-16,729600.0
2020-03-04,646200.0
2020-05-22,668300.0
2019-10-01,1454200.0
2019-12-19,628800.0
2018-09-10,678300.0
2019-05-24,950200.0
2018-08-09,740700.0
2019-04-22,589800.0
2019-03-21,657800.0
2019-01-16,636500.0
2019-08-28,574900.0
2018-11-13,544700.0
2018-10-12,746100.0
2019-06-25,746700.0
2020-03-10,569300.0
2020-05-28,499400.0
2019-10-07,344800.0
2020-03-13,422000.0
2019-10-10,633700.0
2020-03-16,430100.0
2020-06-03,481700.0
2018-11-28,453900.0
2018-09-25,512400.0
2018-07-23,429100.0
2018-08-24,572500.0
2019-07-10,693100.0
2019-05-07,553100.0
2019-04-05,593300.0
2019-03-04,890400.0
2019-01-31,796600.0
2019-09-12,754400.0
2019-12-31,692000.0
2020-03-19,487200.0
2020-01-03,599200.0
2020-06-09,561500.0
2019-02-15,495200.0
2019-01-14,591900.0
2018-07-06,630500.0
2018-08-07,553600.0
2018-10-10,598800.0
2018-12-13,686400.0
2019-08-26,512400.0
2019-07-25,414600.0
2019-05-22,538800.0
2019-03-19,456700.0
2020-01-06,405400.0
2020-03-25,588600.0
2020-06-12,1148200.0
2019-10-22,574800.0
2020-01-09,600200.0
2020-06-15,438100.0
2019-10-25,427400.0
2020-03-31,769500.0
2020-06-18,633700.0
2019-04-03,363700.0
2018-08-22,795800.0
2018-10-25,543900.0
2019-01-29,462400.0
2018-12-28,970500.0
2018-11-26,492100.0
2019-08-09,610000.0
2019-07-08,551200.0
2019-06-06,562400.0
2019-09-10,639000.0
2020-01-15,318900.0
2020-04-03,444300.0
2019-10-31,513300.0
2020-04-06,572900.0
2020-06-24,737800.0
2018-11-09,666300.0
2019-07-23,673200.0
2019-06-21,529400.0
2019-05-20,358200.0
2019-04-18,405000.0
2018-09-06,383300.0
2018-10-08,464200.0
2019-02-13,621000.0
2018-12-11,358600.0
2019-09-25,375700.0
2020-01-21,392500.0
2020-04-09,621400.0
2019-11-06,730500.0
2020-01-24,593400.0
2020-01-27,462000.0
2020-04-15,517800.0
2018-12-26,482000.0
2019-08-07,580700.0
2019-06-04,340100.0
2018-09-21,343400.0
2018-07-19,621100.0
2018-08-20,389500.0
2018-10-23,448000.0
2019-05-03,317200.0
2019-04-01,428000.0
2019-02-28,400500.0
2019-11-12,473400.0
2020-01-30,572000.0
2019-11-15,403600.0
2020-04-21,406700.0
2019-04-16,572600.0
2019-03-15,383000.0
2019-02-11,488400.0
2019-01-10,470900.0
2019-08-22,508800.0
2018-11-07,616400.0
2018-08-03,466600.0
2018-09-04,517200.0
2019-06-19,545000.0
2019-09-23,1347200.0
2019-11-18,811200.0
2020-02-05,500300.0
2020-04-24,657600.0
2019-03-29,632500.0
2019-11-21,550400.0
2020-04-27,461400.0
2020-02-11,326500.0
2020-04-30,352700.0
2019-05-01,460300.0
2019-02-26,528000.0
2019-01-25,815300.0
2018-12-24,616200.0
2019-09-06,518700.0
2018-07-17,672500.0
2018-09-19,639500.0
2019-08-05,621000.0
2019-10-08,772400.0
2019-12-11,1434400.0
2019-11-27,488000.0
2020-02-14,623400.0
2020-05-06,680500.0
2019-01-08,482500.0
2018-12-07,818300.0
2019-08-20,513000.0
2018-11-05,672900.0
2019-07-19,405400.0
2018-10-04,294700.0
2019-06-17,509300.0
2019-05-16,582400.0
2018-08-01,624700.0
2019-03-13,577300.0
2019-12-03,410900.0
2020-02-20,409300.0
2019-12-06,446100.0
2020-05-12,465900.0
2019-12-09,355600.0
2020-02-26,562100.0
2020-05-15,411600.0
2019-03-28,488900.0
2018-09-17,333200.0
2018-08-16,372400.0
2018-10-19,527900.0
2019-04-29,456900.0
2019-01-23,767100.0
2019-09-04,912600.0
2018-11-20,1511400.0
2019-07-02,857300.0
2019-05-31,716000.0
2019-12-12,689900.0
2020-05-18,604300.0
2019-09-27,548400.0
2020-03-03,847000.0
2020-05-21,452400.0
2019-05-14,911700.0
2018-08-31,552000.0
2018-07-30,607600.0
2018-10-02,544600.0
2019-04-12,374100.0
2019-03-11,634600.0
2019-02-07,422000.0
2019-07-17,347700.0
2019-09-19,602700.0
2019-10-21,381900.0
2019-12-18,670500.0
2020-03-06,382400.0
2019-10-03,560900.0
2020-03-09,502100.0
2020-05-27,505200.0
2019-12-24,720100.0
2020-03-12,594900.0
2018-12-20,694500.0
2019-08-01,601200.0
2018-08-14,698200.0
2018-07-13,679800.0
2018-10-17,776800.0
2019-05-29,733300.0
2019-03-26,561000.0
2019-02-22,470200.0
2019-10-04,359700.0
2019-11-05,347000.0
2019-12-27,993300.0
2020-06-02,465600.0
2019-12-30,554200.0
2020-03-18,1531900.0
2020-06-05,963300.0
2019-07-15,689600.0
2018-12-03,907700.0
2019-06-13,724400.0
2019-01-04,887500.0
2018-08-29,876900.0
2019-02-05,656900.0
2018-11-01,514300.0
2019-08-16,831300.0
2019-04-10,599700.0
2019-09-17,466300.0
2019-10-15,410900.0
2020-01-02,371200.0
2020-06-08,658600.0
2019-10-18,585600.0
2020-03-24,516700.0
2020-06-11,573300.0
2020-01-08,762200.0
2019-04-25,765000.0
2019-07-30,554200.0
2019-02-20,406500.0
2018-07-11,522200.0
2018-09-13,1122400.0
2018-10-15,1830500.0
2019-06-28,985000.0
2018-12-18,838400.0
2018-11-16,916700.0
2019-10-02,766600.0
2020-03-27,1132600.0
2020-01-10,597200.0
2019-10-24,667500.0
2020-03-30,449800.0
2020-06-17,358900.0
2020-01-14,559600.0
2020-04-02,474500.0
2019-01-02,471500.0
2019-08-14,530900.0
2018-10-30,335400.0
2019-06-11,421600.0
2019-05-10,432200.0
2019-04-08,349500.0
2018-08-27,397100.0
2018-07-26,583600.0
2018-09-28,1026300.0
2019-03-07,556300.0
2019-10-30,292500.0
2020-01-17,578300.0
2020-06-23,766900.0
2020-04-08,618200.0
2020-06-26,699600.0
2019-03-22,468700.0
2019-01-17,370400.0
2019-08-29,388900.0
2018-11-14,406700.0
2019-06-26,763300.0
2018-09-11,599100.0
2018-07-09,723200.0
2018-08-10,561900.0
2019-04-23,669100.0
2019-09-30,798200.0
2020-01-23,1481400.0
2019-11-08,413000.0
2020-04-14,112700.0
2019-11-11,275600.0
2020-01-29,356700.0
2020-04-17,492200.0
2018-07-24,576000.0
2018-09-26,817400.0
2019-05-08,672100.0
2019-03-05,602000.0
2019-02-01,850500.0
2018-12-31,872300.0
2018-11-29,738800.0
2019-08-12,736100.0
2019-07-11,490200.0
2019-09-13,550600.0
2019-11-14,796600.0
2020-04-20,545200.0
2020-02-04,1213300.0
2020-04-23,730100.0
2018-12-14,718900.0
2019-08-27,554300.0
2018-08-08,566900.0
2018-10-11,786500.0
2018-11-12,516200.0
2019-07-26,734400.0
2019-06-24,536500.0
2019-05-23,609600.0
2019-03-20,499900.0
2019-01-15,655700.0
2019-11-20,464500.0
2020-02-07,569000.0
2020-02-10,471500.0
2020-04-29,884700.0
2019-11-26,814700.0
2020-02-13,851500.0
2019-01-30,730500.0
2018-08-23,456900.0
2018-09-24,443500.0
2018-11-27,692400.0
2018-10-26,779200.0
2019-07-09,811800.0
2019-06-07,726700.0
2019-05-06,855900.0
2019-04-04,907500.0
2019-09-11,1120900.0
2019-11-29,1702900.0
2020-05-05,1275700.0
2019-12-02,1099200.0
2020-02-19,990200.0
2020-05-08,801400.0
2019-05-21,919000.0
2019-03-18,1306000.0
2018-09-07,1354400.0
2018-08-06,1101600.0
2018-10-09,1766900.0
2019-02-14,1343500.0
2018-12-12,1463000.0
2019-07-24,1992200.0
2019-09-26,1562900.0
2019-10-28,1292700.0
2019-12-05,1569000.0
2020-05-11,2070100.0
2019-07-03,2236300.0
2020-02-25,1937900.0
2020-05-14,1761900.0
2020-02-28,1374300.0
2019-08-08,2100300.0
2019-06-05,2165100.0
2018-07-20,2248000.0
2018-08-21,1555300.0
2018-10-24,1147600.0
2019-04-02,1175800.0
2019-03-01,998700.0
2019-01-28,1195500.0
2018-12-27,1751300.0
2019-09-09,758400.0
2020-03-02,1021400.0
2020-05-20,907500.0
2019-12-17,865900.0
2020-03-05,1232800.0
2019-02-12,1299800.0
2019-01-11,2160700.0
2018-12-10,1551800.0
2019-08-23,1567200.0
2018-11-08,1001600.0
2019-07-22,1495200.0
2019-06-20,578500.0
2018-09-05,821100.0
2019-04-17,1075100.0
2019-09-24,979500.0
2019-12-20,1210300.0
2020-05-26,774300.0
2019-04-30,1067300.0
2019-12-23,1158100.0
2020-03-11,1371700.0
2020-05-29,1024100.0
2019-12-26,1859900.0
2020-06-01,1790300.0
2019-05-02,1666500.0
2019-02-27,1980900.0
2018-11-23,1040300.0
2019-08-06,1174500.0
2018-07-18,1448000.0
2018-09-20,820300.0
2018-10-22,1015700.0
2019-07-05,983600.0
2019-06-03,1015300.0
2019-10-09,1226500.0
2019-10-11,3918100.0
2020-03-17,1047500.0
2020-06-04,1483800.0
2019-10-14,1294400.0
2020-03-20,1431600.0
2018-11-06,2109900.0
2019-06-18,1378800.0
2019-05-17,917200.0
2019-04-15,802900.0
2019-03-14,1187400.0
2019-01-09,1562800.0
2018-08-02,1600500.0
2018-10-05,1116600.0
2019-08-21,1214400.0
2019-10-17,1376400.0
2020-03-23,3239600.0
2020-06-10,1447700.0
2019-02-25,1127200.0
2020-01-07,998800.0
2020-03-26,869000.0
2019-10-23,1183100.0
