Dates,AVB
2018-06-20,167.3699951171875
2018-06-21,169.07000732421875
2018-06-25,167.47000122070312
2018-06-22,170.1300048828125
2018-06-26,171.1999969482422
2018-06-27,169.61000061035156
2018-06-28,168.24000549316406
2018-06-29,169.77000427246094
2018-07-02,169.00999450683594
2018-07-03,169.8300018310547
2018-07-05,170.89999389648438
2018-07-16,172.22000122070312
2018-09-18,171.07000732421875
2019-01-24,171.61000061035156
2019-09-05,173.38999938964844
2018-11-21,173.60000610351562
2020-01-13,173.13999938964844
2020-04-01,171.08999633789062
2020-06-19,171.02000427246094
2019-10-29,170.52999877929688
2020-01-16,170.75999450683594
2020-06-22,169.74000549316406
2018-10-03,169.35000610351562
2018-07-31,168.9499969482422
2019-03-12,170.9199981689453
2019-02-08,172.39999389648438
2019-01-07,171.42999267578125
2018-12-06,170.97999572753906
2019-08-19,169.7100067138672
2019-07-18,172.86000061035156
2019-05-15,174.6300048828125
2019-09-20,177.39999389648438
2019-11-01,178.97999572753906
2020-04-07,177.2899932861328
2020-06-25,177.75
2020-06-16,177.88999938964844
2019-11-04,177.16000366210938
2020-01-22,176.57000732421875
2019-11-07,177.22999572753906
2020-04-13,178.0
2019-07-01,179.75
2019-05-30,180.8300018310547
2018-08-15,182.67999267578125
2018-10-18,180.5
2019-03-27,180.27000427246094
2019-01-22,180.85000610351562
2018-12-21,180.85000610351562
2019-09-03,180.72999572753906
2018-11-19,181.9499969482422
2019-08-02,183.77000427246094
2020-01-28,182.69000244140625
2020-04-16,182.22000122070312
2019-11-13,181.89999389648438
2020-01-31,181.3300018310547
2018-12-04,183.80999755859375
2018-11-02,182.13999938964844
2019-07-16,183.74000549316406
2018-08-30,183.0800018310547
2018-10-01,182.8800048828125
2019-06-14,183.83999633789062
2019-05-13,182.1199951171875
2019-04-11,182.99000549316406
2019-02-06,183.19000244140625
2019-09-18,181.4499969482422
2020-02-03,181.32000732421875
2020-04-22,183.5
2019-11-19,180.07000732421875
2020-02-06,179.4499969482422
2019-11-22,178.0500030517578
2019-03-25,176.91000366210938
2019-02-21,177.52000427246094
2018-12-19,179.8699951171875
2018-07-12,179.8000030517578
2018-09-14,176.92999267578125
2018-08-13,175.5800018310547
2018-10-16,177.05999755859375
2019-07-31,177.39999389648438
2019-05-28,178.13999938964844
2019-04-26,178.1199951171875
2020-04-28,172.8000030517578
2019-11-25,172.05999755859375
2020-02-12,172.22000122070312
2020-05-01,172.44000244140625
2020-05-04,174.8000030517578
2019-06-12,175.6300048828125
2019-04-09,176.2899932861328
2019-03-08,172.55999755859375
2019-02-04,170.77000427246094
2018-07-27,173.60000610351562
2018-08-28,175.39999389648438
2019-01-03,173.1999969482422
2019-08-15,175.8300018310547
2018-10-31,177.2100067138672
2019-09-16,174.39999389648438
2020-02-18,174.38999938964844
2020-05-07,172.00999450683594
2018-08-17,173.58999633789062
2019-12-04,177.38999938964844
2020-02-21,180.27999877929688
2018-12-17,180.41000366210938
2019-08-30,181.25999450683594
2018-11-15,182.57000732421875
2019-07-29,183.61000061035156
2019-06-27,184.42999267578125
2019-04-24,181.5500030517578
2018-07-10,181.97000122070312
2018-09-12,184.57000732421875
2019-02-19,185.61000061035156
2019-01-18,185.1199951171875
2020-02-24,184.22999572753906
2020-05-13,184.6199951171875
2019-12-10,185.4600067138672
2020-02-27,187.1999969482422
2019-12-13,187.00999450683594
2020-05-19,188.02000427246094
2019-03-06,188.8800048828125
2018-11-30,186.80999755859375
2019-08-13,184.1999969482422
2019-07-12,187.7100067138672
2019-06-10,182.80999755859375
2019-05-09,187.9199981689453
2018-07-25,183.6999969482422
2018-09-27,183.97999572753906
2018-10-29,185.97000122070312
2019-10-16,179.2100067138672
2019-12-16,180.61000061035156
2020-03-04,180.0
2020-05-22,179.08999633789062
2019-10-01,177.0399932861328
2019-12-19,168.22999572753906
2018-09-10,167.00999450683594
2019-05-24,168.6699981689453
2018-08-09,170.32000732421875
2019-04-22,170.77999877929688
2019-03-21,168.33999633789062
2019-01-16,169.14999389648438
2019-08-28,170.14999389648438
2018-11-13,170.33999633789062
2018-10-12,170.80999755859375
2019-06-25,172.42999267578125
2020-03-10,174.69000244140625
2020-05-28,176.88999938964844
2019-10-07,177.35000610351562
2020-03-13,178.41000366210938
2019-10-10,178.27999877929688
2020-03-16,181.94000244140625
2020-06-03,182.00999450683594
2018-11-28,182.17999267578125
2018-09-25,183.5399932861328
2018-07-23,183.0
2018-08-24,185.36000061035156
2019-07-10,185.50999450683594
2019-05-07,187.9499969482422
2019-04-05,189.42999267578125
2019-03-04,189.02999877929688
2019-01-31,188.5
2019-09-12,188.02999877929688
2019-12-31,190.25999450683594
2020-03-19,193.32000732421875
2020-01-03,192.69000244140625
2020-06-09,193.47000122070312
2019-02-15,193.8800048828125
