Dates,AVB
2018-06-20,156.9839630126953
2018-06-21,157.540283203125
2018-06-25,158.39332580566406
2018-06-22,159.69139099121094
2018-06-26,158.83839416503906
2018-06-27,157.2621307373047
2018-06-28,160.320556640625
2018-06-29,160.76951599121094
2018-07-02,159.56300354003906
2018-07-03,159.9183807373047
2018-07-05,161.23719787597656
2018-07-16,161.704833984375
2018-09-18,160.7788848876953
2019-01-24,162.29408264160156
2019-09-05,162.67755126953125
2018-11-21,162.98619079589844
2020-01-13,162.1350860595703
2020-04-01,161.48036193847656
2020-06-19,160.28318786621094
2019-10-29,160.19898986816406
2020-01-16,161.2465362548828
2020-06-22,159.50686645507812
2018-10-03,159.32916259765625
2018-07-31,159.54428100585938
2019-03-12,161.34007263183594
2019-02-08,161.69549560546875
2019-01-07,161.08753967285156
2018-12-06,161.0314178466797
2019-08-19,165.4086456298828
2019-07-18,166.68067932128906
2019-05-15,166.951904296875
2019-09-20,168.4296875
2019-11-01,168.55128479003906
2020-04-07,167.50372314453125
2020-06-25,166.7274169921875
2020-06-16,167.31668090820312
2019-11-04,165.73599243164062
2020-01-22,166.17559814453125
2019-11-07,167.073486328125
2020-04-13,168.63546752929688
2019-07-01,169.58946228027344
2019-05-30,171.34783935546875
2018-08-15,171.22625732421875
2018-10-18,169.3181915283203
2019-03-27,169.57078552246094
2019-01-22,169.43045043945312
2018-12-21,170.97372436523438
2019-09-03,170.6650390625
2018-11-19,172.5543670654297
2019-08-02,172.3392333984375
2020-01-28,171.0017547607422
2020-04-16,171.43202209472656
2019-11-13,171.0298309326172
2020-01-31,172.00253295898438
2018-12-04,172.320556640625
2018-11-02,171.3291015625
2019-07-16,172.36729431152344
2018-08-30,172.021240234375
2018-10-01,171.83419799804688
2019-06-14,173.7047882080078
2019-05-13,171.43202209472656
2019-04-11,172.7788543701172
2019-02-06,172.17091369628906
2019-09-18,170.31900024414062
2020-02-03,172.21766662597656
2020-04-22,173.20909118652344
2019-11-19,169.02828979492188
2020-02-06,169.4210968017578
2019-11-22,166.68067932128906
2019-03-25,167.6143035888672
2019-02-21,170.83966064453125
2018-12-19,169.71739196777344
2018-07-12,169.74566650390625
2018-09-14,168.4442138671875
2018-08-13,167.13333129882812
2018-10-16,167.21820068359375
2019-07-31,169.1232452392578
2019-05-28,170.82080078125
2019-04-26,168.2084503173828
2020-04-28,163.33270263671875
2019-11-25,162.95545959472656
2020-02-12,163.05921936035156
2020-05-01,166.11480712890625
2020-05-04,165.98275756835938
2019-06-12,166.2657012939453
2019-04-09,167.8406524658203
2019-03-08,163.0026092529297
2019-02-04,163.8231201171875
2018-07-27,166.61463928222656
2018-08-28,167.56715393066406
2019-01-03,164.93594360351562
2019-08-15,168.0009765625
2018-10-31,168.4442138671875
2019-09-16,165.39805603027344
2020-02-18,165.35089111328125
2020-05-07,163.32327270507812
2018-08-17,166.99188232421875
2019-12-04,169.85885620117188
2020-02-21,171.97137451171875
2018-12-17,171.83934020996094
2019-08-30,172.14111328125
2018-11-15,173.76321411132812
2019-07-29,175.36643981933594
2019-06-27,174.96092224121094
2019-04-24,172.20712280273438
2018-07-10,174.9798126220703
2018-09-12,177.0640106201172
2019-02-19,175.9134521484375
2019-01-18,175.83798217773438
2020-02-24,175.21556091308594
2020-05-13,175.7814178466797
2019-12-10,177.29977416992188
2020-02-27,178.06365966796875
2019-12-13,177.36578369140625
2020-05-19,179.72352600097656
2019-03-06,179.85556030273438
2018-11-30,176.6584930419922
2019-08-13,180.76087951660156
2019-07-12,177.8750762939453
2019-06-10,176.7810821533203
2019-05-09,177.22434997558594
2018-07-25,173.36712646484375
2018-09-27,175.97946166992188
2018-10-29,176.26239013671875
2019-10-16,169.6325225830078
2019-12-16,171.556396484375
2020-03-04,170.49072265625
2020-05-22,170.12290954589844
2019-10-01,166.9635772705078
2019-12-19,159.2303009033203
2018-09-10,163.42701721191406
2019-05-24,163.54019165039062
2018-08-09,164.2345428466797
2019-04-22,165.547119140625
2019-03-21,160.93405151367188
2019-01-16,161.69496154785156
2019-08-28,162.83633422851562
2018-11-13,162.37977600097656
2018-10-12,165.74684143066406
2019-06-25,167.173583984375
2020-03-10,169.2946319580078
2020-05-28,169.8653106689453
2019-10-07,169.475341796875
2020-03-13,171.00668334960938
2019-10-10,173.2609100341797
2020-03-16,174.3832550048828
2020-06-03,175.09661865234375
2018-11-28,175.03953552246094
2018-09-25,175.90509033203125
2018-07-23,175.91461181640625
2018-08-24,177.53155517578125
2019-07-10,179.61456298828125
2019-05-07,181.41221618652344
2019-04-05,181.88780212402344
2019-03-04,183.49525451660156
2019-01-31,180.90811157226562
2019-09-12,182.94358825683594
2019-12-31,184.998046875
2020-03-19,184.48443603515625
2020-01-03,185.7399444580078
2020-06-09,184.998046875
2019-02-15,185.52120971679688
2019-01-14,184.00888061523438
2018-07-06,186.49139404296875
2018-08-07,186.15846252441406
2018-10-10,186.49139404296875
2018-12-13,186.85279846191406
2019-08-26,184.6175994873047
2019-07-25,186.33917236328125
2019-05-22,186.4628143310547
2019-03-19,185.11219787597656
2020-01-06,185.4070281982422
2020-03-25,184.77931213378906
2020-06-12,185.12171936035156
2019-10-22,184.76025390625
2020-01-09,186.1109161376953
2020-06-15,186.84327697753906
2019-10-25,185.9207000732422
2020-03-31,185.94920349121094
2020-06-18,186.84327697753906
2019-04-03,187.79443359375
2018-08-22,189.1450653076172
2018-10-25,189.63015747070312
2019-01-29,190.29595947265625
2018-12-28,189.24969482421875
2018-11-26,187.566162109375
2019-08-09,186.82427978515625
2019-07-08,187.0525360107422
2019-06-06,188.9738311767578
2019-09-10,189.83938598632812
2020-01-15,189.43991088867188
2020-04-03,191.05685424804688
2019-10-31,191.03785705566406
2020-04-06,192.5616912841797
2020-06-24,192.3795928955078
2018-11-09,192.3316650390625
2019-07-23,193.79803466796875
2019-06-21,193.94178771972656
2019-05-20,193.33799743652344
2019-04-18,193.769287109375
2018-09-06,193.1271514892578
2018-10-08,192.2550048828125
2019-02-13,193.7884521484375
2018-12-11,194.6989288330078
2019-09-25,195.59024047851562
2020-01-21,195.63816833496094
2020-04-09,189.70565795898438
2019-11-06,185.76666259765625
2020-01-24,187.99012756347656
2020-01-27,185.5941162109375
2020-04-15,188.0955352783203
2018-12-26,189.91651916503906
2019-08-07,191.6320343017578
2019-06-04,192.17835998535156
2018-09-21,189.77273559570312
2018-07-19,192.57127380371094
2018-08-20,192.79173278808594
2018-10-23,193.06007385253906
2019-05-03,193.75013732910156
2019-04-01,192.22625732421875
2019-02-28,188.60350036621094
2019-11-12,188.2776336669922
2020-01-30,190.27113342285156
2019-11-15,192.36044311523438
2020-04-21,192.29335021972656
2019-04-16,191.44036865234375
2019-03-15,192.35086059570312
2019-02-11,194.32516479492188
2019-01-10,194.68936157226562
2019-08-22,192.20709228515625
2018-11-07,193.79803466796875
2018-08-03,194.85227966308594
2018-09-04,195.26438903808594
2019-06-19,196.7403106689453
2019-09-23,194.27723693847656
2019-11-18,192.9354705810547
2020-02-05,193.01214599609375
2020-04-24,194.56475830078125
2019-03-29,195.36021423339844
2019-11-21,193.59677124023438
2020-04-27,199.11715698242188
2020-02-11,200.05636596679688
2020-04-30,200.36306762695312
2019-05-01,200.65060424804688
2019-02-26,200.63140869140625
2019-01-25,198.57086181640625
2018-12-24,198.4750213623047
2019-09-06,199.43344116210938
2018-07-17,200.9093780517578
2018-09-19,199.94137573242188
2019-08-05,200.4876708984375
2019-10-08,201.7144012451172
2019-12-11,199.1554718017578
2019-11-27,199.48133850097656
2020-02-14,195.90652465820312
2020-05-06,192.90670776367188
2019-01-08,194.52908325195312
2018-12-07,196.20938110351562
2019-08-20,195.36923217773438
2018-11-05,198.5077362060547
2019-07-19,202.1483917236328
2018-10-04,200.73846435546875
2019-06-17,202.90164184570312
2019-05-16,204.25360107421875
2018-08-01,206.43606567382812
2019-03-13,204.14736938476562
2019-12-03,203.2589569091797
2020-02-20,204.04115295410156
2019-12-06,203.770751953125
2020-05-12,203.7321319580078
2019-12-09,202.97889709472656
2020-02-26,199.73416137695312
2020-05-15,198.11178588867188
2019-03-28,199.7438201904297
2018-09-17,199.75347900390625
2018-08-16,199.75347900390625
2018-10-19,201.23098754882812
2019-04-29,203.22032165527344
2019-01-23,203.62591552734375
2019-09-04,201.6269073486328
2018-11-20,196.17076110839844
2019-07-02,198.7008819580078
2019-05-31,193.73721313476562
2019-12-12,196.12246704101562
2020-05-18,197.26199340820312
2019-09-27,199.43479919433594
2020-03-03,198.9423065185547
2020-05-21,198.5077362060547
2019-05-14,197.1943817138672
2018-08-31,194.67393493652344
2018-07-30,197.4068603515625
2018-10-02,198.77813720703125
2019-04-12,200.58396911621094
2019-03-11,199.45411682128906
2019-02-07,200.8157501220703
2019-07-17,201.71383666992188
2019-09-19,199.08714294433594
2019-10-21,201.5496826171875
2019-12-18,200.9412841796875
2020-03-06,202.2642822265625
2019-10-03,204.69781494140625
2020-03-09,205.26759338378906
2020-05-27,206.74510192871094
2019-12-24,208.74407958984375
2020-03-12,207.34384155273438
2018-12-20,208.34814453125
2019-08-01,206.5423126220703
2018-08-14,203.03683471679688
2018-07-13,202.5250244140625
2018-10-17,202.34153747558594
2019-05-29,200.0045623779297
2019-03-26,202.69883728027344
2019-02-22,204.25360107421875
2019-10-04,204.0604705810547
2019-11-05,203.5293426513672
2019-12-27,201.88766479492188
2020-06-02,203.22032165527344
2019-12-30,204.118408203125
2020-03-18,205.44142150878906
2020-06-05,208.18399047851562
2019-07-15,208.3882293701172
2018-12-03,209.4191131591797
2019-06-13,208.12562561035156
2019-01-04,209.09817504882812
2018-08-29,211.9866485595703
2019-02-05,212.98837280273438
2018-11-01,213.18287658691406
2019-08-16,211.75323486328125
2019-04-10,212.7452392578125
2019-09-17,212.67715454101562
2019-10-15,212.0936279296875
2020-01-02,212.0936279296875
2020-06-08,211.40310668945312
2019-10-18,213.19261169433594
2020-03-24,213.06617736816406
2020-06-11,214.12625122070312
2020-01-08,215.94491577148438
2019-04-25,215.74069213867188
2019-07-30,215.44891357421875
2019-02-20,214.1943359375
2018-07-11,213.3871307373047
2018-09-13,211.03355407714844
2018-10-15,209.39967346191406
2019-06-28,212.96893310546875
2018-12-18,211.68516540527344
2018-11-16,211.2766876220703
2019-10-02,208.35903930664062
2020-03-27,204.8773193359375
2020-01-10,206.4625701904297
2019-10-24,203.39903259277344
2020-03-30,204.08953857421875
2020-06-17,204.70225524902344
2020-01-14,203.25315856933594
2020-04-02,205.7817840576172
2019-01-02,206.78350830078125
2019-08-14,208.6410675048828
2018-10-30,209.36074829101562
2019-06-11,211.10162353515625
2019-05-10,210.42083740234375
2019-04-08,206.85157775878906
2018-08-27,205.48028564453125
2018-07-26,206.32640075683594
2018-09-28,209.69143676757812
2019-03-07,209.65252685546875
2019-10-30,208.5243682861328
2020-01-17,205.40248107910156
2020-06-23,207.6393585205078
2020-04-08,209.40939331054688
2020-06-26,209.9832000732422
2019-03-22,210.01235961914062
2019-01-17,209.9832000732422
2019-08-29,209.37049865722656
2018-11-14,206.2486114501953
2019-06-26,203.41848754882812
2018-09-11,202.9127655029297
2018-07-09,203.62271118164062
2018-08-10,200.9676513671875
2019-04-23,201.77487182617188
2019-09-30,202.0374755859375
2020-01-23,202.300048828125
2019-11-08,201.40530395507812
2020-04-14,202.2319793701172
2019-11-11,202.60154724121094
2020-01-29,203.1072540283203
2020-04-17,203.4011688232422
2018-07-24,205.43890380859375
2018-09-26,203.02890014648438
2019-05-08,204.97845458984375
2019-03-05,205.32135009765625
2019-02-01,200.85401916503906
2018-12-31,201.68673706054688
2018-11-29,202.156982421875
2019-08-12,204.2143096923828
2019-07-11,206.7321014404297
2019-09-13,205.2527618408203
2019-11-14,207.5941925048828
2020-04-20,210.52345275878906
2020-02-04,211.6794891357422
2020-04-23,214.84384155273438
2018-12-14,212.23788452148438
2019-08-27,214.05030822753906
2018-08-08,214.87322998046875
2018-10-11,214.41278076171875
2018-11-12,214.814453125
2019-07-26,212.21829223632812
2019-06-24,213.58004760742188
2019-05-23,212.28688049316406
2019-03-20,212.28688049316406
2019-01-15,214.32461547851562
2019-11-20,213.1881866455078
2020-02-07,214.6772918701172
2020-02-10,214.7164764404297
2020-04-29,217.2440643310547
2019-11-26,218.35110473632812
2020-02-13,219.83041381835938
2019-01-30,221.0060272216797
2018-08-23,222.90660095214844
2018-09-24,223.43565368652344
2018-11-27,221.21176147460938
2018-10-26,222.53433227539062
2019-07-09,223.38665771484375
2019-06-07,221.2019500732422
2019-05-06,216.9109649658203
2019-04-04,216.72483825683594
2019-09-11,203.45016479492188
2019-11-29,196.51402282714844
2020-05-05,205.40951538085938
2019-12-02,204.48861694335938
2020-02-19,213.2959442138672
2020-05-08,208.97555541992188
2019-05-21,204.81192016601562
2019-03-18,193.16351318359375
2018-09-07,204.59637451171875
2018-08-06,191.87034606933594
2018-10-09,178.28216552734375
2019-02-14,189.23501586914062
2018-12-12,160.14830017089844
2019-07-24,177.9001007080078
2019-09-26,150.753173828125
2019-10-28,143.5917205810547
2019-12-05,128.94549560546875
2020-05-11,118.61966705322266
2019-07-03,124.8700180053711
2020-02-25,137.9193572998047
2020-05-14,147.99046325683594
2020-02-28,157.01333618164062
2019-08-08,150.50244140625
2019-06-05,145.6242218017578
2018-07-20,136.57032775878906
2018-08-21,133.91847229003906
2018-10-24,130.8312530517578
2019-04-02,143.54627990722656
2019-03-01,145.80233764648438
2019-01-28,159.0417938232422
2018-12-27,165.60215759277344
2019-09-09,159.71466064453125
2020-03-02,165.27561950683594
2020-05-20,159.38812255859375
2019-12-17,159.55633544921875
2020-03-05,168.58053588867188
2019-02-12,158.8240966796875
2019-01-11,156.5878448486328
2018-12-10,158.16114807128906
2019-08-23,155.79624938964844
2018-11-08,156.7164764404297
2019-07-22,159.06158447265625
2019-06-20,160.76351928710938
2018-09-05,164.0684356689453
2019-04-17,161.2384796142578
