Dates,AVB
2018-06-20,169.58999633789062
2018-06-21,170.52999877929688
2018-06-25,171.4199981689453
2018-06-22,172.83999633789062
2018-06-26,173.17999267578125
2018-06-27,172.4600067138672
2018-06-28,171.8300018310547
2018-06-29,173.4600067138672
2018-07-02,172.58999633789062
2018-07-03,172.77999877929688
2018-07-05,172.47999572753906
2018-07-16,173.6300048828125
2018-09-18,173.63999938964844
2019-01-24,174.02999877929688
2019-09-05,174.82000732421875
2018-11-21,175.0
2020-01-13,175.16000366210938
2020-04-01,173.55999755859375
2020-06-19,173.1300048828125
2019-10-29,172.9199981689453
2020-01-16,173.85000610351562
2020-06-22,172.0
2018-10-03,170.69000244140625
2018-07-31,170.80999755859375
2019-03-12,174.3300018310547
2019-02-08,174.32000732421875
2019-01-07,173.3800048828125
2018-12-06,173.1300048828125
2019-08-19,179.17999267578125
2019-07-18,178.4600067138672
2019-05-15,179.3699951171875
2019-09-20,180.3699951171875
2019-11-01,182.0399932861328
2020-04-07,180.88999938964844
2020-06-25,179.5399932861328
2020-06-16,179.24000549316406
2019-11-04,179.52999877929688
2020-01-22,178.02999877929688
2019-11-07,179.24000549316406
2020-04-13,180.85000610351562
2019-07-01,181.5
2019-05-30,183.35000610351562
2018-08-15,184.32000732421875
2018-10-18,182.74000549316406
2019-03-27,181.47000122070312
2019-01-22,181.77999877929688
2018-12-21,183.1300048828125
2019-09-03,183.25999450683594
2018-11-19,184.5399932861328
2019-08-02,185.33999633789062
2020-01-28,184.86000061035156
2020-04-16,184.24000549316406
2019-11-13,183.9499969482422
2020-01-31,184.7899932861328
2018-12-04,185.13999938964844
2018-11-02,183.82000732421875
2019-07-16,185.13999938964844
2018-08-30,184.66000366210938
2018-10-01,184.8000030517578
2019-06-14,185.77000427246094
2019-05-13,185.3800048828125
2019-04-11,184.86000061035156
2019-02-06,185.05999755859375
2019-09-18,184.44000244140625
2020-02-03,184.25999450683594
2020-04-22,185.99000549316406
2019-11-19,185.2100067138672
2020-02-06,181.64999389648438
2019-11-22,181.3300018310547
2019-03-25,178.91000366210938
2019-02-21,181.22999572753906
2018-12-19,181.63999938964844
2018-07-12,181.66000366210938
2018-09-14,181.22999572753906
2018-08-13,178.22000122070312
2018-10-16,179.02000427246094
2019-07-31,180.6300048828125
2019-05-28,181.27999877929688
2019-04-26,181.6300048828125
2020-04-28,178.8800048828125
2019-11-25,175.42999267578125
2020-02-12,175.17999267578125
2020-05-01,176.83999633789062
2020-05-04,176.86000061035156
2019-06-12,177.5
2019-04-09,178.38999938964844
2019-03-08,178.08999633789062
2019-02-04,174.8000030517578
2018-07-27,178.88999938964844
2018-08-28,178.9499969482422
2019-01-03,177.80999755859375
2019-08-15,178.74000549316406
2018-10-31,182.6199951171875
2019-09-16,178.72000122070312
2020-02-18,176.75
2020-05-07,176.32000732421875
2018-08-17,178.19000244140625
2019-12-04,180.72999572753906
2020-02-21,182.69000244140625
2018-12-17,182.72999572753906
2019-08-30,183.17999267578125
2018-11-15,184.94000244140625
2019-07-29,186.25
2019-06-27,186.72999572753906
2019-04-24,184.75999450683594
2018-07-10,186.49000549316406
2018-09-12,187.8000030517578
2019-02-19,188.58999633789062
2019-01-18,188.60000610351562
2020-02-24,186.83999633789062
2020-05-13,187.05999755859375
2019-12-10,188.1999969482422
2020-02-27,188.8300018310547
2019-12-13,188.8800048828125
2020-05-19,190.64999389648438
2019-03-06,191.32000732421875
2018-11-30,190.7100067138672
2019-08-13,191.77999877929688
2019-07-12,191.91000366210938
2019-06-10,188.72000122070312
2019-05-09,189.36000061035156
2018-07-25,189.05999755859375
2018-09-27,187.8699951171875
2018-10-29,187.72999572753906
2019-10-16,188.00999450683594
2019-12-16,183.0399932861328
2020-03-04,183.30999755859375
2020-05-22,183.10000610351562
2019-10-01,186.25999450683594
2019-12-19,177.57000732421875
2018-09-10,173.2899932861328
2019-05-24,173.4600067138672
2018-08-09,174.47999572753906
2019-04-22,174.05999755859375
2019-03-21,174.0399932861328
2019-01-16,172.75999450683594
2019-08-28,172.22999572753906
2018-11-13,173.3800048828125
2018-10-12,174.3300018310547
2019-06-25,175.89999389648438
2020-03-10,178.16000366210938
2020-05-28,178.72000122070312
2019-10-07,179.24000549316406
2020-03-13,180.6699981689453
2019-10-10,182.3800048828125
2020-03-16,183.75
2020-06-03,184.27000427246094
2018-11-28,184.58999633789062
2018-09-25,185.0500030517578
2018-07-23,185.35000610351562
2018-08-24,186.94000244140625
2019-07-10,188.9600067138672
2019-05-07,190.77000427246094
2019-04-05,191.9199981689453
2019-03-04,193.36000061035156
2019-01-31,193.82000732421875
2019-09-12,192.36000061035156
2019-12-31,195.0
2020-03-19,194.74000549316406
2020-01-03,195.6300048828125
2020-06-09,196.16000366210938
2019-02-15,196.1199951171875
2019-01-14,195.16000366210938
2018-07-06,196.2100067138672
2018-08-07,196.9499969482422
2018-10-10,196.94000244140625
2018-12-13,197.27999877929688
2019-08-26,196.3699951171875
2019-07-25,196.08999633789062
2019-05-22,197.35000610351562
2019-03-19,196.3300018310547
2020-01-06,195.3300018310547
2020-03-25,194.58999633789062
2020-06-12,197.6699981689453
2019-10-22,194.85000610351562
2020-01-09,196.17999267578125
2020-06-15,197.47999572753906
2019-10-25,196.89999389648438
2020-03-31,197.57000732421875
2020-06-18,197.0
2019-04-03,197.75999450683594
2018-08-22,199.24000549316406
2018-10-25,200.39999389648438
2019-01-29,200.25999450683594
2018-12-28,200.19000244140625
2018-11-26,199.75
2019-08-09,197.47999572753906
2019-07-08,198.0399932861328
2019-06-06,199.47999572753906
2019-09-10,201.80999755859375
2020-01-15,200.27999877929688
2020-04-03,200.9499969482422
2019-10-31,201.44000244140625
2020-04-06,200.99000549316406
2020-06-24,201.50999450683594
2018-11-09,200.86000061035156
2019-07-23,202.77999877929688
2019-06-21,202.89999389648438
2019-05-20,202.82000732421875
2019-04-18,202.5399932861328
2018-09-06,202.35000610351562
2018-10-08,201.8300018310547
2019-02-13,202.3699951171875
2018-12-11,203.57000732421875
2019-09-25,204.13999938964844
2020-01-21,204.52999877929688
2020-04-09,204.35000610351562
2019-11-06,198.55999755859375
2020-01-24,196.52000427246094
