Dates,AME
2018-06-20,73.87999725341797
2018-06-21,72.91999816894531
2018-06-25,73.3499984741211
2018-06-22,72.88999938964844
2018-06-26,73.06999969482422
2018-06-27,73.69000244140625
2018-06-28,72.05000305175781
2018-06-29,73.0
2018-07-02,71.94999694824219
2018-07-03,72.79000091552734
2018-07-05,72.12999725341797
2018-07-16,72.2300033569336
2018-09-18,73.0999984741211
2019-01-24,73.72000122070312
2019-09-05,72.93000030517578
2018-11-21,73.30999755859375
2020-01-13,73.91000366210938
2020-04-01,73.9000015258789
2020-06-19,73.37000274658203
2019-10-29,73.86000061035156
2020-01-16,73.77999877929688
2020-06-22,74.02999877929688
2018-10-03,73.44999694824219
2018-07-31,73.88999938964844
2019-03-12,75.43000030517578
2019-02-08,77.13999938964844
2019-01-07,77.44000244140625
2018-12-06,77.73999786376953
2019-08-19,78.01000213623047
2019-07-18,77.88999938964844
2019-05-15,77.16999816894531
2019-09-20,77.11000061035156
2019-11-01,76.80000305175781
2020-04-07,77.5999984741211
2020-06-25,77.55999755859375
2020-06-16,77.55000305175781
2019-11-04,76.31999969482422
2020-01-22,76.45999908447266
2019-11-07,76.13999938964844
2020-04-13,75.48999786376953
2019-07-01,76.19999694824219
2019-05-30,76.47000122070312
2018-08-15,76.83000183105469
2018-10-18,77.1500015258789
2019-03-27,76.86000061035156
2019-01-22,76.30999755859375
2018-12-21,76.26000213623047
2019-09-03,77.37999725341797
2018-11-19,77.83000183105469
2019-08-02,77.5999984741211
2020-01-28,77.37000274658203
2020-04-16,77.02999877929688
2019-11-13,76.91000366210938
2020-01-31,78.13999938964844
2018-12-04,78.88999938964844
2018-11-02,78.72000122070312
2019-07-16,79.73999786376953
2018-08-30,80.20999908447266
2018-10-01,79.9000015258789
2019-06-14,80.86000061035156
2019-05-13,81.18000030517578
2019-04-11,81.16000366210938
2019-02-06,81.54000091552734
2019-09-18,81.6500015258789
2020-02-03,81.51000213623047
2020-04-22,81.91999816894531
2019-11-19,81.36000061035156
2020-02-06,80.4000015258789
2019-11-22,80.26000213623047
2019-03-25,79.81999969482422
2019-02-21,79.62000274658203
2018-12-19,79.95999908447266
2018-07-12,80.18000030517578
2018-09-14,80.05000305175781
2018-08-13,80.31999969482422
2018-10-16,79.43000030517578
2019-07-31,78.47000122070312
2019-05-28,77.91999816894531
2019-04-26,76.69999694824219
2020-04-28,74.11000061035156
2019-11-25,73.37000274658203
2020-02-12,73.13999938964844
2020-05-01,73.61000061035156
2020-05-04,73.68000030517578
2019-06-12,73.13999938964844
2019-04-09,71.5
2019-03-08,70.9800033569336
2019-02-04,69.19999694824219
2018-07-27,68.19000244140625
2018-08-28,67.04000091552734
2019-01-03,67.68000030517578
2019-08-15,67.9800033569336
2018-10-31,66.61000061035156
2019-09-16,68.08000183105469
2020-02-18,71.94999694824219
2020-05-07,73.20999908447266
2018-08-17,73.81999969482422
2019-12-04,74.91999816894531
2020-02-21,75.55000305175781
2018-12-17,75.43000030517578
2019-08-30,74.94000244140625
2018-11-15,74.58000183105469
2019-07-29,73.75
2019-06-27,74.62999725341797
2019-04-24,74.69000244140625
2018-07-10,74.94999694824219
2018-09-12,74.4000015258789
2019-02-19,72.3499984741211
2019-01-18,72.87999725341797
2020-02-24,72.26000213623047
2020-05-13,72.68000030517578
2019-12-10,72.23999786376953
2020-02-27,73.94000244140625
2019-12-13,73.7300033569336
2020-05-19,73.8499984741211
2019-03-06,76.31999969482422
2018-11-30,76.0
2019-08-13,71.66000366210938
2019-07-12,72.7699966430664
2019-06-10,71.05999755859375
2019-05-09,72.48999786376953
2018-07-25,73.87000274658203
2018-09-27,73.16999816894531
2018-10-29,71.8499984741211
2019-10-16,70.77999877929688
2019-12-16,70.4800033569336
2020-03-04,70.25
2020-05-22,67.83999633789062
2019-10-01,67.54000091552734
2019-12-19,65.0
2018-09-10,66.3499984741211
2019-05-24,67.31999969482422
2018-08-09,67.83999633789062
2019-04-22,67.73999786376953
2019-03-21,67.55999755859375
2019-01-16,67.25
2019-08-28,68.0999984741211
2018-11-13,68.69999694824219
2018-10-12,69.04000091552734
2019-06-25,69.88999938964844
2020-03-10,70.62000274658203
2020-05-28,70.66000366210938
2019-10-07,70.45999908447266
2020-03-13,70.43000030517578
2019-10-10,70.4000015258789
2020-03-16,71.47000122070312
2020-06-03,72.66000366210938
2018-11-28,71.7300033569336
2018-09-25,71.41000366210938
2018-07-23,71.23999786376953
2018-08-24,72.62000274658203
2019-07-10,70.69999694824219
2019-05-07,71.79000091552734
2019-04-05,72.91000366210938
2019-03-04,72.94999694824219
2019-01-31,73.77999877929688
2019-09-12,73.69999694824219
2019-12-31,76.33000183105469
2020-03-19,76.1500015258789
2020-01-03,75.11000061035156
2020-06-09,75.80999755859375
2019-02-15,76.12000274658203
2019-01-14,77.88999938964844
