Dates,AME
2018-06-20,73.30999755859375
2018-06-21,72.48999786376953
2018-06-25,73.0
2018-06-22,72.5
2018-06-26,72.29000091552734
2018-06-27,71.51000213623047
2018-06-28,71.70999908447266
2018-06-29,72.16000366210938
2018-07-02,71.91000366210938
2018-07-03,71.56999969482422
2018-07-05,71.9800033569336
2018-07-16,71.88999938964844
2018-09-18,73.02999877929688
2019-01-24,73.37000274658203
2019-09-05,72.05999755859375
2018-11-21,73.20999908447266
2020-01-13,73.69999694824219
2020-04-01,72.97000122070312
2020-06-19,73.18000030517578
2019-10-29,73.76000213623047
2020-01-16,73.63999938964844
2020-06-22,73.56999969482422
2018-10-03,72.70999908447266
2018-07-31,73.44000244140625
2019-03-12,75.31999969482422
2019-02-08,77.0999984741211
2019-01-07,76.8499984741211
2018-12-06,76.06999969482422
2019-08-19,77.80000305175781
2019-07-18,76.81999969482422
2019-05-15,76.76000213623047
2019-09-20,76.56999969482422
2019-11-01,76.31999969482422
2020-04-07,77.48999786376953
2020-06-25,77.16999816894531
2020-06-16,76.66000366210938
2019-11-04,75.87999725341797
2020-01-22,75.66000366210938
2019-11-07,75.81999969482422
2020-04-13,75.0999984741211
2019-07-01,75.7300033569336
2019-05-30,76.30999755859375
2018-08-15,76.58000183105469
2018-10-18,77.0
2019-03-27,76.12000274658203
2019-01-22,75.83000183105469
2018-12-21,76.20999908447266
2019-09-03,77.05999755859375
2018-11-19,77.33000183105469
2019-08-02,77.31999969482422
2020-01-28,76.44999694824219
2020-04-16,76.95999908447266
2019-11-13,76.72000122070312
2020-01-31,78.0
2018-12-04,78.29000091552734
2018-11-02,78.08999633789062
2019-07-16,79.37999725341797
2018-08-30,79.48999786376953
2018-10-01,79.73999786376953
2019-06-14,80.69000244140625
2019-05-13,80.83000183105469
2019-04-11,80.79000091552734
2019-02-06,81.5
2019-09-18,80.95999908447266
2020-02-03,81.37999725341797
2020-04-22,81.52999877929688
2019-11-19,80.54000091552734
2020-02-06,80.04000091552734
2019-11-22,79.38999938964844
2019-03-25,78.93000030517578
2019-02-21,79.12000274658203
2018-12-19,79.70999908447266
2018-07-12,79.68000030517578
2018-09-14,79.81999969482422
2018-08-13,79.25
2018-10-16,78.6500015258789
2019-07-31,77.91999816894531
2019-05-28,76.80000305175781
2019-04-26,74.18000030517578
2020-04-28,71.8499984741211
2019-11-25,72.80000305175781
2020-02-12,72.26000213623047
2020-05-01,73.45999908447266
2020-05-04,73.30999755859375
2019-06-12,71.2699966430664
2019-04-09,70.61000061035156
2019-03-08,70.5
2019-02-04,68.01000213623047
2018-07-27,65.37999725341797
2018-08-28,66.43000030517578
2019-01-03,66.7300033569336
2019-08-15,65.69999694824219
2018-10-31,66.37999725341797
2019-09-16,67.08000183105469
2020-02-18,71.62999725341797
2020-05-07,72.62999725341797
2018-08-17,73.51000213623047
2019-12-04,74.63999938964844
2020-02-21,75.23999786376953
2018-12-17,74.97000122070312
2019-08-30,74.44999694824219
