Dates,AME
2019-08-09,1311600.0
2019-07-08,1110700.0
2019-06-06,809300.0
2019-09-10,1596000.0
2020-01-15,1131800.0
2020-04-03,889800.0
2019-10-31,924500.0
2020-04-06,903100.0
2020-06-24,1286500.0
2018-11-09,1188800.0
2019-07-23,1286900.0
2019-06-21,1498700.0
2019-05-20,979000.0
2019-04-18,644500.0
2018-09-06,755700.0
2018-10-08,642000.0
2019-02-13,560600.0
2018-12-11,487900.0
2019-09-25,1260000.0
2020-01-21,661800.0
2020-04-09,690400.0
2019-11-06,601700.0
2020-01-24,954000.0
2020-01-27,456200.0
2020-04-15,753400.0
2018-12-26,700600.0
2019-08-07,1107100.0
2019-06-04,1048200.0
2018-09-21,1050000.0
2018-07-19,1689100.0
2018-08-20,1709100.0
2018-10-23,973900.0
2019-05-03,1048800.0
2019-04-01,953300.0
2019-02-28,1461200.0
2019-11-12,947000.0
2020-01-30,608000.0
2019-11-15,749400.0
2020-04-21,1241600.0
2019-04-16,923400.0
2019-03-15,943100.0
2019-02-11,693800.0
2019-01-10,757900.0
2019-08-22,786400.0
2018-11-07,1090400.0
2018-08-03,1040500.0
2018-09-04,1224100.0
2019-06-19,1031600.0
2019-09-23,1544500.0
2019-11-18,2141100.0
2020-02-05,521600.0
2020-04-24,1078900.0
2019-03-29,1372700.0
2019-11-21,1379000.0
2020-04-27,1159900.0
2020-02-11,1153700.0
2020-04-30,973800.0
2019-05-01,1308800.0
2019-02-26,890900.0
2019-01-25,1048300.0
2018-12-24,729600.0
2019-09-06,737800.0
2018-07-17,1118300.0
2018-09-19,1325800.0
2019-08-05,882600.0
2019-10-08,1159100.0
2019-12-11,1715800.0
2019-11-27,650200.0
2020-02-14,573900.0
2020-05-06,706100.0
2019-01-08,671700.0
2018-12-07,4909400.0
2019-08-20,1684400.0
2018-11-05,1288300.0
2019-07-19,452100.0
2018-10-04,652200.0
2019-06-17,1025700.0
2019-05-16,1992600.0
2018-08-01,1500800.0
2019-03-13,1707800.0
2019-12-03,1154300.0
2020-02-20,1005500.0
2019-12-06,978200.0
2020-05-12,1028100.0
2019-12-09,1630800.0
2020-02-26,1169600.0
2020-05-15,833100.0
2019-03-28,2048100.0
2018-09-17,764100.0
2018-08-16,970200.0
2018-10-19,1580400.0
2019-04-29,1606700.0
2019-01-23,1561900.0
2019-09-04,1271200.0
2018-11-20,1379200.0
2019-07-02,1662800.0
2019-05-31,1536500.0
2019-12-12,1072300.0
2020-05-18,1699600.0
2019-09-27,1113500.0
2020-03-03,1281300.0
2020-05-21,703900.0
2019-05-14,907200.0
2018-08-31,1178700.0
2018-07-30,1460300.0
2018-10-02,1261500.0
2019-04-12,982000.0
2019-03-11,1013200.0
2019-02-07,814400.0
2019-07-17,718700.0
2019-09-19,1262200.0
2019-10-21,846600.0
2019-12-18,1106700.0
2020-03-06,840000.0
2019-10-03,640700.0
2020-03-09,1052000.0
2020-05-27,905400.0
2019-12-24,1284000.0
2020-03-12,1922200.0
2018-12-20,1685400.0
2019-08-01,775500.0
2018-08-14,1278400.0
2018-07-13,1274700.0
2018-10-17,2001000.0
2019-05-29,773900.0
2019-03-26,1480700.0
2019-02-22,1043100.0
2019-10-04,793700.0
2019-11-05,1040100.0
2019-12-27,2180300.0
2020-06-02,1041600.0
2019-12-30,1795500.0
2020-03-18,778200.0
2020-06-05,763100.0
2019-07-15,1380400.0
2018-12-03,1128400.0
2019-06-13,2164300.0
2019-01-04,1492100.0
2018-08-29,791500.0
2019-02-05,724700.0
2018-11-01,837600.0
2019-08-16,1029900.0
2019-04-10,861000.0
2019-09-17,675900.0
2019-10-15,1214600.0
2020-01-02,688800.0
2020-06-08,714700.0
2019-10-18,666600.0
2020-03-24,779200.0
2020-06-11,1299700.0
2020-01-08,2047900.0
2019-04-25,1883200.0
2019-07-30,928500.0
2019-02-20,406700.0
2018-07-11,898900.0
2018-09-13,1155200.0
2018-10-15,1444000.0
2019-06-28,1080400.0
2018-12-18,1998500.0
2018-11-16,1109500.0
2019-10-02,1758600.0
2020-03-27,1624400.0
2020-01-10,1198700.0
2019-10-24,1032200.0
2020-03-30,606100.0
2020-06-17,431000.0
2020-01-14,1456200.0
2020-04-02,954300.0
2019-01-02,1113800.0
2019-08-14,1325400.0
2018-10-30,897200.0
2019-06-11,1706700.0
2019-05-10,1367600.0
2019-04-08,1342900.0
2018-08-27,583900.0
2018-07-26,1150100.0
2018-09-28,1498100.0
2019-03-07,532900.0
2019-10-30,526200.0
2020-01-17,1153500.0
2020-06-23,1231700.0
2020-04-08,976000.0
2020-06-26,1088900.0
2019-03-22,1074800.0
2019-01-17,556400.0
2019-08-29,742100.0
2018-11-14,822900.0
2019-06-26,761000.0
2018-09-11,851500.0
2018-07-09,870100.0
2018-08-10,1142500.0
2019-04-23,874900.0
2019-09-30,906300.0
2020-01-23,1536900.0
2019-11-08,466300.0
2020-04-14,180500.0
2019-11-11,621000.0
2020-01-29,339400.0
2020-04-17,460900.0
2018-07-24,641100.0
2018-09-26,1108200.0
2019-05-08,785500.0
2019-03-05,1157800.0
2019-02-01,1265600.0
2018-12-31,874000.0
2018-11-29,764200.0
2019-08-12,840700.0
2019-07-11,1181900.0
2019-09-13,1007400.0
2019-11-14,756600.0
2020-04-20,1642600.0
2020-02-04,1532600.0
2020-04-23,1176100.0
2018-12-14,1143500.0
2019-08-27,1012000.0
2018-08-08,826700.0
2018-10-11,1301500.0
2018-11-12,1120200.0
2019-07-26,939200.0
2019-06-24,1232700.0
2019-05-23,1285800.0
2019-03-20,1316900.0
2019-01-15,1633600.0
2019-11-20,2023400.0
2020-02-07,1755200.0
2020-02-10,1711000.0
2020-04-29,1407900.0
2019-11-26,1179800.0
2020-02-13,1049300.0
2019-01-30,1025900.0
2018-08-23,776800.0
2018-09-24,1757200.0
2018-11-27,901500.0
2018-10-26,1437200.0
2019-07-09,3049900.0
2019-06-07,2305600.0
2019-05-06,1668500.0
2019-04-04,1677800.0
2019-09-11,1974500.0
2019-11-29,2982200.0
2020-05-05,3211400.0
2019-12-02,2258400.0
2020-02-19,1634700.0
2020-05-08,1935800.0
2019-05-21,2763900.0
2019-03-18,3613200.0
2018-09-07,3053900.0
2018-08-06,2216300.0
2018-10-09,3500000.0
2019-02-14,2459700.0
2018-12-12,2898600.0
2019-07-24,3188200.0
2019-09-26,3772000.0
2019-10-28,3338000.0
2019-12-05,3217800.0
2020-05-11,2527100.0
2019-07-03,3162900.0
2020-02-25,3310200.0
2020-05-14,2367500.0
2020-02-28,2148100.0
2019-08-08,1410500.0
2019-06-05,2453600.0
2018-07-20,2119800.0
2018-08-21,1765500.0
2018-10-24,1802700.0
2019-04-02,1788700.0
2019-03-01,1623500.0
2019-01-28,1350200.0
2018-12-27,1537700.0
2019-09-09,968500.0
2020-03-02,1214000.0
2020-05-20,1224500.0
2019-12-17,1860300.0
2020-03-05,1829500.0
2019-02-12,2028200.0
2019-01-11,2503400.0
2018-12-10,1181400.0
2019-08-23,1370800.0
2018-11-08,1015400.0
2019-07-22,1134600.0
2019-06-20,1366200.0
2018-09-05,1427500.0
2019-04-17,1466500.0
2019-09-24,1210300.0
2019-12-20,2081600.0
2020-05-26,2052800.0
2019-04-30,1303800.0
2019-12-23,1386500.0
2020-03-11,1128600.0
2020-05-29,921100.0
2019-12-26,1409900.0
2020-06-01,1604700.0
2019-05-02,1916900.0
2019-02-27,2751800.0
2018-11-23,1289400.0
2019-08-06,1556400.0
2018-07-18,1027000.0
2018-09-20,1004000.0
2018-10-22,1266400.0
2019-07-05,1963400.0
2019-06-03,1133300.0
2019-10-09,1545200.0
2019-10-11,1650200.0
2020-03-17,1075400.0
2020-06-04,1091800.0
2019-10-14,1409200.0
2020-03-20,786400.0
2018-11-06,1287100.0
2019-06-18,1351900.0
2019-05-17,1054600.0
2019-04-15,924300.0
2019-03-14,1499900.0
2019-01-09,1757300.0
2018-08-02,1274400.0
2018-10-05,1159700.0
2019-08-21,740400.0
2019-10-17,788700.0
2020-03-23,1856800.0
2020-06-10,740000.0
2019-02-25,949100.0
2020-01-07,1875000.0
2020-03-26,1468700.0
2019-10-23,5586200.0
