Dates,AME
2018-06-20,73.08999633789062
2018-06-21,71.86000061035156
2018-06-25,72.69000244140625
2018-06-22,71.69999694824219
2018-06-26,72.23999786376953
2018-06-27,71.4800033569336
2018-06-28,71.04000091552734
2018-06-29,72.0
2018-07-02,70.79000091552734
2018-07-03,71.41999816894531
2018-07-05,71.30000305175781
2018-07-16,71.5999984741211
2018-09-18,71.94000244140625
2019-01-24,73.12999725341797
2019-09-05,71.80000305175781
2018-11-21,72.16000366210938
2020-01-13,73.0999984741211
2020-04-01,72.7699966430664
2020-06-19,72.6500015258789
2019-10-29,73.08000183105469
2020-01-16,73.2699966430664
2020-06-22,73.19000244140625
2018-10-03,72.63999938964844
2018-07-31,73.12000274658203
2019-03-12,73.27999877929688
2019-02-08,75.16999816894531
2019-01-07,76.41000366210938
2018-12-06,75.87000274658203
2019-08-19,75.22000122070312
2019-07-18,76.48999786376953
2019-05-15,76.05999755859375
2019-09-20,75.94000244140625
2019-11-01,76.11000061035156
2020-04-07,76.56999969482422
2020-06-25,77.0199966430664
2020-06-16,76.4800033569336
2019-11-04,75.56999969482422
2020-01-22,75.2699966430664
2019-11-07,75.58999633789062
2020-04-13,74.5
2019-07-01,75.27999877929688
2019-05-30,75.51000213623047
2018-08-15,76.30000305175781
2018-10-18,76.61000061035156
2019-03-27,75.93000030517578
2019-01-22,75.62999725341797
2018-12-21,75.62000274658203
2019-09-03,76.4800033569336
2018-11-19,77.2300033569336
2019-08-02,77.02999877929688
2020-01-28,76.29000091552734
2020-04-16,76.12000274658203
2019-11-13,75.93000030517578
2020-01-31,76.41999816894531
2018-12-04,78.06999969482422
2018-11-02,77.61000061035156
2019-07-16,78.37999725341797
2018-08-30,78.9000015258789
2018-10-01,79.0
2019-06-14,79.83000183105469
2019-05-13,80.38999938964844
2019-04-11,80.44000244140625
2019-02-06,80.38999938964844
2019-09-18,80.93000030517578
2020-02-03,80.4800033569336
2020-04-22,81.26000213623047
2019-11-19,80.44000244140625
2020-02-06,79.73999786376953
2019-11-22,79.29000091552734
2019-03-25,78.91000366210938
2019-02-21,78.72000122070312
2018-12-19,79.30999755859375
2018-07-12,79.55999755859375
2018-09-14,79.5199966430664
2018-08-13,78.93000030517578
2018-10-16,78.08999633789062
2019-07-31,77.19000244140625
2019-05-28,76.76000213623047
2019-04-26,74.12999725341797
2020-04-28,71.6500015258789
2019-11-25,71.73999786376953
2020-02-12,72.08999633789062
2020-05-01,71.73999786376953
2020-05-04,72.70999908447266
2019-06-12,71.12000274658203
2019-04-09,70.0999984741211
2019-03-08,70.2699966430664
2019-02-04,67.33000183105469
2018-07-27,65.22000122070312
2018-08-28,65.7699966430664
2019-01-03,65.29000091552734
2019-08-15,64.91000366210938
2018-10-31,65.19000244140625
2019-09-16,66.94999694824219
2020-02-18,69.81999969482422
2020-05-07,71.6500015258789
2018-08-17,72.37000274658203
2019-12-04,73.0199966430664
2020-02-21,74.13999938964844
2018-12-17,74.70999908447266
2019-08-30,73.2300033569336
2018-11-15,72.62999725341797
2019-07-29,72.55999755859375
2019-06-27,72.80999755859375
2019-04-24,72.25
2018-07-10,73.86000061035156
2018-09-12,72.36000061035156
2019-02-19,70.80000305175781
2019-01-18,71.7699966430664
2020-02-24,71.36000061035156
2020-05-13,71.70999908447266
2019-12-10,70.48999786376953
2020-02-27,71.44999694824219
2019-12-13,72.83000183105469
2020-05-19,72.80000305175781
2019-03-06,74.66000366210938
2018-11-30,72.0
2019-08-13,68.73999786376953
2019-07-12,70.68000030517578
2019-06-10,69.23999786376953
2019-05-09,70.1500015258789
2018-07-25,71.72000122070312
2018-09-27,71.44999694824219
2018-10-29,70.08000183105469
2019-10-16,68.7699966430664
2019-12-16,68.61000061035156
2020-03-04,67.16999816894531
2020-05-22,65.25
2019-10-01,65.19999694824219
2019-12-19,63.31999969482422
2018-09-10,63.13999938964844
2019-05-24,64.69999694824219
2018-08-09,66.55999755859375
2019-04-22,66.9000015258789
2019-03-21,66.18000030517578
2019-01-16,65.41999816894531
2019-08-28,66.29000091552734
2018-11-13,67.55999755859375
2018-10-12,67.52999877929688
2019-06-25,69.12999725341797
2020-03-10,68.8499984741211
2020-05-28,69.98999786376953
2019-10-07,69.7699966430664
2020-03-13,69.52999877929688
2019-10-10,69.58000183105469
2020-03-16,69.94000244140625
2020-06-03,71.58999633789062
2018-11-28,69.87000274658203
2018-09-25,69.97000122070312
2018-07-23,70.44999694824219
2018-08-24,70.98999786376953
2019-07-10,69.51000213623047
2019-05-07,70.72000122070312
2019-04-05,71.25
2019-03-04,72.0999984741211
2019-01-31,72.66000366210938
2019-09-12,72.7699966430664
2019-12-31,74.04000091552734
2020-03-19,74.55999755859375
2020-01-03,74.05000305175781
2020-06-09,74.41000366210938
2019-02-15,75.70999908447266
2019-01-14,76.44000244140625
2018-07-06,76.7699966430664
2018-08-07,77.87999725341797
2018-10-10,78.43000030517578
2018-12-13,78.4800033569336
2019-08-26,78.83000183105469
2019-07-25,79.08999633789062
2019-05-22,79.08000183105469
2019-03-19,79.58000183105469
2020-01-06,79.04000091552734
2020-03-25,78.69999694824219
2020-06-12,79.01000213623047
2019-10-22,79.04000091552734
2020-01-09,78.93000030517578
2020-06-15,79.11000061035156
2019-10-25,79.20999908447266
2020-03-31,78.05000305175781
2020-06-18,77.91000366210938
2019-04-03,78.33999633789062
2018-08-22,80.06999969482422
2018-10-25,80.31999969482422
2019-01-29,80.16999816894531
2018-12-28,80.5199966430664
2018-11-26,80.80000305175781
2019-08-09,80.83000183105469
2019-07-08,80.18000030517578
2019-06-06,80.55000305175781
2019-09-10,79.36000061035156
2020-01-15,79.12000274658203
2020-04-03,79.9000015258789
2019-10-31,80.11000061035156
2020-04-06,81.05000305175781
2020-06-24,82.5999984741211
2018-11-09,83.41000366210938
2019-07-23,83.41000366210938
2019-06-21,83.86000061035156
2019-05-20,83.61000061035156
2019-04-18,83.87999725341797
2018-09-06,83.5999984741211
2018-10-08,83.41999816894531
2019-02-13,83.44000244140625
2018-12-11,83.95999908447266
2019-09-25,85.0
2020-01-21,85.3499984741211
2020-04-09,85.41999816894531
2019-11-06,85.69999694824219
2020-01-24,85.7699966430664
2020-01-27,85.70999908447266
2020-04-15,86.41999816894531
2018-12-26,87.08000183105469
2019-08-07,85.47000122070312
2019-06-04,85.72000122070312
2018-09-21,87.08999633789062
2018-07-19,87.38999938964844
2018-08-20,86.31999969482422
2018-10-23,86.12000274658203
2019-05-03,87.0999984741211
2019-04-01,85.25
2019-02-28,84.83999633789062
2019-11-12,84.88999938964844
2020-01-30,83.95999908447266
2019-11-15,83.5
2020-04-21,83.16000366210938
2019-04-16,84.44999694824219
