Dates,XEL
2018-06-20,43.880001068115234
2018-06-21,43.849998474121094
2018-06-25,43.849998474121094
2018-06-22,45.150001525878906
2018-06-26,45.33000183105469
2018-06-27,45.689998626708984
2018-06-28,45.65999984741211
2018-06-29,45.68000030517578
2018-07-02,46.22999954223633
2018-07-03,46.25
2018-07-05,46.59000015258789
2018-07-16,46.959999084472656
2018-09-18,45.15999984741211
2019-01-24,45.689998626708984
2019-09-05,46.38999938964844
2018-11-21,46.34000015258789
2020-01-13,46.27000045776367
2020-04-01,46.06999969482422
2020-06-19,45.86000061035156
2019-10-29,45.619998931884766
2020-01-16,45.90999984741211
2020-06-22,45.630001068115234
2018-10-03,45.279998779296875
2018-07-31,45.540000915527344
2019-03-12,45.689998626708984
2019-02-08,46.880001068115234
2019-01-07,46.59000015258789
2018-12-06,46.290000915527344
2019-08-19,46.86000061035156
2019-07-18,46.38999938964844
2019-05-15,46.599998474121094
2019-09-20,47.18000030517578
2019-11-01,47.279998779296875
2020-04-07,47.20000076293945
2020-06-25,47.31999969482422
2020-06-16,47.63999938964844
2019-11-04,47.529998779296875
2020-01-22,47.529998779296875
2019-11-07,47.459999084472656
2020-04-13,47.900001525878906
2019-07-01,48.16999816894531
2019-05-30,48.290000915527344
2018-08-15,48.22999954223633
2018-10-18,47.91999816894531
2019-03-27,47.43000030517578
2019-01-22,47.689998626708984
2018-12-21,47.95000076293945
2019-09-03,47.5099983215332
2018-11-19,47.56999969482422
2019-08-02,48.040000915527344
2020-01-28,48.34000015258789
2020-04-16,48.04999923706055
2019-11-13,48.5
2020-01-31,49.279998779296875
2018-12-04,49.290000915527344
2018-11-02,48.66999816894531
2019-07-16,49.0099983215332
2018-08-30,48.720001220703125
2018-10-01,48.59000015258789
2019-06-14,48.45000076293945
2019-05-13,48.400001525878906
2019-04-11,48.38999938964844
2019-02-06,48.119998931884766
2019-09-18,47.189998626708984
2020-02-03,47.349998474121094
2020-04-22,47.4900016784668
2019-11-19,47.040000915527344
2020-02-06,46.61000061035156
2019-11-22,46.06999969482422
2019-03-25,46.58000183105469
2019-02-21,47.209999084472656
2018-12-19,47.119998931884766
2018-07-12,47.75
2018-09-14,47.13999938964844
2018-08-13,47.45000076293945
2018-10-16,48.369998931884766
2019-07-31,48.779998779296875
2019-05-28,49.0099983215332
2019-04-26,48.84000015258789
2020-04-28,47.619998931884766
2019-11-25,47.650001525878906
2020-02-12,47.63999938964844
2020-05-01,48.27000045776367
2020-05-04,48.2400016784668
2019-06-12,48.34000015258789
2019-04-09,49.130001068115234
2019-03-08,48.869998931884766
2019-02-04,48.88999938964844
2018-07-27,50.2599983215332
2018-08-28,49.43000030517578
2019-01-03,48.5099983215332
2019-08-15,49.40999984741211
2018-10-31,49.689998626708984
2019-09-16,49.0099983215332
2020-02-18,48.470001220703125
2020-05-07,47.720001220703125
2018-08-17,48.400001525878906
2019-12-04,49.13999938964844
2020-02-21,49.5
2018-12-17,49.33000183105469
2019-08-30,50.34000015258789
2018-11-15,51.11000061035156
2019-07-29,51.380001068115234
2019-06-27,51.15999984741211
2019-04-24,51.369998931884766
2018-07-10,51.060001373291016
2018-09-12,51.619998931884766
2019-02-19,51.810001373291016
2019-01-18,50.75
2020-02-24,50.86000061035156
2020-05-13,51.099998474121094
2019-12-10,51.7400016784668
2020-02-27,51.560001373291016
2019-12-13,51.529998779296875
2020-05-19,52.45000076293945
2019-03-06,52.939998626708984
2018-11-30,52.83000183105469
2019-08-13,53.209999084472656
2019-07-12,53.189998626708984
2019-06-10,53.459999084472656
2019-05-09,53.52000045776367
2018-07-25,52.939998626708984
2018-09-27,53.68000030517578
2018-10-29,53.13999938964844
2019-10-16,51.72999954223633
2019-12-16,51.4900016784668
2020-03-04,50.91999816894531
2020-05-22,51.369998931884766
2019-10-01,50.900001525878906
2019-12-19,48.599998474121094
2018-09-10,49.560001373291016
2019-05-24,49.599998474121094
2018-08-09,49.25
2019-04-22,49.27000045776367
2019-03-21,48.220001220703125
2019-01-16,48.029998779296875
2019-08-28,48.5
2018-11-13,48.290000915527344
2018-10-12,48.849998474121094
2019-06-25,48.459999084472656
2020-03-10,49.27000045776367
2020-05-28,49.290000915527344
2019-10-07,48.93000030517578
2020-03-13,49.88999938964844
2019-10-10,50.25
2020-03-16,50.689998626708984
2020-06-03,50.70000076293945
2018-11-28,50.650001525878906
2018-09-25,51.130001068115234
2018-07-23,51.38999938964844
2018-08-24,50.540000915527344
2019-07-10,50.45000076293945
2019-05-07,50.63999938964844
2019-04-05,50.91999816894531
2019-03-04,52.36000061035156
2019-01-31,52.13999938964844
2019-09-12,52.380001068115234
2019-12-31,52.400001525878906
2020-03-19,52.43000030517578
2020-01-03,53.130001068115234
2020-06-09,53.47999954223633
2019-02-15,53.56999969482422
2019-01-14,53.47999954223633
2018-07-06,53.27000045776367
2018-08-07,53.27000045776367
2018-10-10,53.459999084472656
2018-12-13,53.790000915527344
2019-08-26,54.099998474121094
2019-07-25,54.779998779296875
2019-05-22,55.27000045776367
2019-03-19,54.709999084472656
2020-01-06,54.470001220703125
2020-03-25,54.38999938964844
2020-06-12,54.86000061035156
2019-10-22,54.91999816894531
2020-01-09,55.08000183105469
2020-06-15,54.900001525878906
2019-10-25,55.09000015258789
2020-03-31,55.52000045776367
2020-06-18,55.66999816894531
2019-04-03,56.04999923706055
2018-08-22,56.459999084472656
2018-10-25,56.650001525878906
2019-01-29,56.15999984741211
2018-12-28,56.5
2018-11-26,56.119998931884766
2019-08-09,55.65999984741211
2019-07-08,55.83000183105469
2019-06-06,56.47999954223633
2019-09-10,57.06999969482422
2020-01-15,57.06999969482422
2020-04-03,57.36000061035156
2019-10-31,56.90999984741211
2020-04-06,56.15999984741211
2020-06-24,56.209999084472656
2018-11-09,55.56999969482422
2019-07-23,55.58000183105469
2019-06-21,55.369998931884766
2019-05-20,55.279998779296875
2019-04-18,55.709999084472656
2018-09-06,55.310001373291016
2018-10-08,55.7599983215332
2019-02-13,55.349998474121094
2018-12-11,55.66999816894531
2019-09-25,55.869998931884766
2020-01-21,55.779998779296875
2020-04-09,54.86000061035156
2019-11-06,54.77000045776367
2020-01-24,54.68000030517578
2020-01-27,54.779998779296875
2020-04-15,55.18000030517578
2018-12-26,55.40999984741211
2019-08-07,55.9900016784668
2019-06-04,55.91999816894531
2018-09-21,55.45000076293945
2018-07-19,56.5
2018-08-20,55.900001525878906
2018-10-23,55.91999816894531
2019-05-03,56.58000183105469
2019-04-01,56.5099983215332
2019-02-28,56.58000183105469
2019-11-12,55.880001068115234
2020-01-30,56.060001373291016
2019-11-15,57.209999084472656
2020-04-21,57.779998779296875
2019-04-16,57.310001373291016
2019-03-15,57.220001220703125
2019-02-11,57.72999954223633
2019-01-10,58.209999084472656
2019-08-22,58.38999938964844
2018-11-07,58.08000183105469
2018-08-03,58.5099983215332
2018-09-04,59.09000015258789
2019-06-19,58.9900016784668
2019-09-23,58.029998779296875
2019-11-18,57.20000076293945
2020-02-05,57.36000061035156
2020-04-24,57.34000015258789
2019-03-29,57.95000076293945
2019-11-21,57.779998779296875
2020-04-27,59.31999969482422
2020-02-11,59.79999923706055
2020-04-30,59.43000030517578
2019-05-01,59.2599983215332
2019-02-26,58.689998626708984
2019-01-25,59.52000045776367
2018-12-24,59.45000076293945
2019-09-06,60.029998779296875
2018-07-17,59.880001068115234
2018-09-19,60.08000183105469
2019-08-05,60.810001373291016
2019-10-08,61.310001373291016
2019-12-11,61.540000915527344
2019-11-27,61.27000045776367
2020-02-14,60.9900016784668
2020-05-06,59.45000076293945
2019-01-08,59.279998779296875
2018-12-07,59.4900016784668
2019-08-20,59.43000030517578
2018-11-05,60.150001525878906
2019-07-19,60.709999084472656
2018-10-04,60.689998626708984
2019-06-17,60.849998474121094
2019-05-16,60.88999938964844
2018-08-01,61.16999816894531
2019-03-13,61.189998626708984
2019-12-03,60.79999923706055
2020-02-20,61.18000030517578
2019-12-06,61.0
2020-05-12,61.279998779296875
2019-12-09,61.93000030517578
2020-02-26,60.77000045776367
2020-05-15,60.709999084472656
2019-03-28,60.40999984741211
2018-09-17,60.459999084472656
2018-08-16,60.189998626708984
2018-10-19,60.5099983215332
2019-04-29,60.97999954223633
2019-01-23,60.59000015258789
2019-09-04,59.61000061035156
2018-11-20,60.7599983215332
2019-07-02,59.81999969482422
2019-05-31,59.630001068115234
2019-12-12,60.43000030517578
2020-05-18,60.790000915527344
2019-09-27,61.63999938964844
2020-03-03,61.77000045776367
2020-05-21,61.529998779296875
2019-05-14,61.380001068115234
2018-08-31,60.779998779296875
2018-07-30,61.529998779296875
2018-10-02,61.79999923706055
2019-04-12,62.150001525878906
2019-03-11,62.400001525878906
2019-02-07,63.0
2019-07-17,63.279998779296875
2019-09-19,62.45000076293945
2019-10-21,63.540000915527344
2019-12-18,63.9900016784668
2020-03-06,63.97999954223633
2019-10-03,64.5999984741211
2020-03-09,64.22000122070312
2020-05-27,65.52999877929688
2019-12-24,65.81999969482422
2020-03-12,65.1500015258789
2018-12-20,64.80000305175781
2019-08-01,63.38999938964844
2018-08-14,62.9900016784668
2018-07-13,63.25
2018-10-17,63.06999969482422
2019-05-29,62.61000061035156
2019-03-26,62.83000183105469
2019-02-22,63.72999954223633
2019-10-04,64.01000213623047
2019-11-05,64.26000213623047
2019-12-27,64.62000274658203
2020-06-02,64.5999984741211
2019-12-30,65.43000030517578
2020-03-18,65.05000305175781
2020-06-05,65.56999969482422
2019-07-15,65.36000061035156
2018-12-03,64.88999938964844
2019-06-13,64.94999694824219
2019-01-04,63.34000015258789
2018-08-29,63.470001220703125
2019-02-05,64.62999725341797
2018-11-01,64.27999877929688
2019-08-16,63.59000015258789
2019-04-10,63.91999816894531
2019-09-17,63.95000076293945
2019-10-15,63.33000183105469
2020-01-02,63.279998779296875
2020-06-08,63.150001525878906
2019-10-18,63.4900016784668
2020-03-24,63.66999816894531
2020-06-11,64.01000213623047
2020-01-08,64.29000091552734
2019-04-25,64.20999908447266
2019-07-30,64.44000244140625
2019-02-20,64.54000091552734
2018-07-11,63.63999938964844
2018-09-13,62.439998626708984
2018-10-15,62.58000183105469
2019-06-28,63.31999969482422
2018-12-18,63.5099983215332
2018-11-16,63.099998474121094
2019-10-02,61.650001525878906
2020-03-27,60.540000915527344
2020-01-10,61.2599983215332
2019-10-24,60.33000183105469
2020-03-30,60.08000183105469
2020-06-17,60.06999969482422
2020-01-14,60.16999816894531
2020-04-02,61.63999938964844
2019-01-02,61.29999923706055
2019-08-14,60.869998931884766
2018-10-30,60.880001068115234
2019-06-11,61.31999969482422
2019-05-10,61.689998626708984
2019-04-08,61.70000076293945
2018-08-27,61.2599983215332
