Dates,XEL
2018-06-20,41.510711669921875
2018-06-21,41.482337951660156
2018-06-25,41.482337951660156
2018-06-22,42.71214294433594
2018-06-26,42.88242721557617
2018-06-27,43.22298812866211
2018-06-28,43.19460678100586
2018-06-29,43.21352767944336
2018-07-02,43.73383331298828
2018-07-03,43.75274658203125
2018-07-05,44.07439422607422
2018-07-16,44.424415588378906
2018-09-18,42.72160720825195
2019-01-24,43.22298812866211
2019-09-05,43.885189056396484
2018-11-21,43.837890625
2020-01-13,43.77167510986328
2020-04-01,43.58246994018555
2020-06-19,43.383811950683594
2019-10-29,43.15676498413086
2020-01-16,43.43111038208008
2020-06-22,43.16622543334961
2018-10-03,42.83512496948242
2018-07-31,43.08108901977539
2019-03-12,43.22298812866211
2019-02-08,44.348731994628906
2019-01-07,44.07439422607422
2018-12-06,43.790592193603516
2019-08-19,44.32981872558594
2019-07-18,43.885189056396484
2019-05-15,44.08384704589844
2019-09-20,44.63253402709961
2019-11-01,44.727134704589844
2020-04-07,44.651458740234375
2020-06-25,44.76497268676758
2020-06-16,45.06769561767578
2019-11-04,44.9636344909668
2020-01-22,44.9636344909668
2019-11-07,44.89741516113281
2020-04-13,45.31366729736328
2019-07-01,45.5690803527832
2019-05-30,45.6826057434082
2018-08-15,45.62583923339844
2018-10-18,45.33257293701172
2019-03-27,44.86903762817383
2019-01-22,45.11499786376953
2018-12-21,45.360958099365234
2019-09-03,44.9447135925293
2018-11-19,45.00148010253906
2019-08-02,45.446102142333984
2020-01-28,45.72990036010742
2020-04-16,45.4555549621582
2019-11-13,45.88126754760742
2020-01-31,46.61914825439453
2018-12-04,46.62860870361328
2018-11-02,46.04207992553711
2019-07-16,46.36372756958008
2018-08-30,46.08938217163086
2018-10-01,45.966400146484375
2019-06-14,46.19523239135742
2019-05-13,46.147560119628906
2019-04-11,46.13802719116211
2019-02-06,45.880592346191406
2019-09-18,44.993873596191406
2020-02-03,45.146419525146484
2020-04-22,45.279911041259766
2019-11-19,44.850852966308594
2020-02-06,44.44086456298828
2019-11-22,43.925994873046875
2019-03-25,44.412261962890625
2019-02-21,45.012935638427734
2018-12-19,44.927127838134766
2018-07-12,45.52781295776367
2018-09-14,44.946197509765625
2018-08-13,45.24176788330078
2018-10-16,46.118953704833984
2019-07-31,46.5098762512207
2019-05-28,46.72916793823242
2019-04-26,46.56708908081055
2020-04-28,45.40385818481445
2019-11-25,45.43246078491211
2020-02-12,45.42293167114258
2020-05-01,46.02361297607422
2020-05-04,45.99501037597656
2019-06-12,46.090354919433594
2019-04-09,46.84358596801758
2019-03-08,46.59568786621094
2019-02-04,46.6147575378418
2018-07-27,47.92100143432617
2018-08-28,47.1296272277832
2019-01-03,46.252437591552734
2019-08-15,47.110557556152344
2018-10-31,47.37752151489258
2019-09-16,46.72916793823242
2020-02-18,46.21430587768555
2020-05-07,45.499210357666016
2018-08-17,46.147560119628906
2019-12-04,46.85312271118164
2020-02-21,47.19636917114258
2018-12-17,47.03428268432617
2019-08-30,47.99728012084961
2018-11-15,48.731441497802734
2019-07-29,48.9888801574707
2019-06-27,48.77911376953125
2019-04-24,48.97933578491211
2018-07-10,48.68376922607422
2018-09-12,49.21770477294922
2019-02-19,49.39886474609375
2019-01-18,48.38819122314453
2020-02-24,48.493080139160156
2020-05-13,48.72190856933594
2019-12-10,49.33212661743164
2020-02-27,49.160499572753906
2019-12-13,49.131893157958984
2020-05-19,50.00908279418945
2019-03-06,50.47628402709961
2018-11-30,50.371402740478516
2019-08-13,50.73371124267578
2019-07-12,50.71464538574219
2019-06-10,50.97208023071289
2019-05-09,51.0292854309082
2018-07-25,50.47628402709961
2018-09-27,51.18184280395508
2018-10-29,50.66697311401367
2019-10-16,49.32258605957031
2019-12-16,49.0937614440918
2020-03-04,48.5502815246582
2020-05-22,48.97933578491211
2019-10-01,48.531219482421875
2019-12-19,46.338253021240234
2018-09-10,47.25358200073242
2019-05-24,47.65712356567383
2018-08-09,47.320838928222656
2019-04-22,47.34005355834961
2019-03-21,46.331180572509766
2019-01-16,46.148624420166016
2019-08-28,46.60021209716797
2018-11-13,46.39844512939453
2018-10-12,46.936500549316406
2019-06-25,46.5617790222168
2020-03-10,47.34005355834961
2020-05-28,47.35926818847656
2019-10-07,47.01336669921875
2020-03-13,47.93576431274414
2019-10-10,48.28166580200195
2020-03-16,48.70442581176758
2020-06-03,48.71403884887695
2018-11-28,48.66599655151367
2018-09-25,49.127197265625
2018-07-23,49.377010345458984
2018-08-24,48.560306549072266
2019-07-10,48.47383117675781
2019-05-07,48.65639114379883
2019-04-05,48.925418853759766
2019-03-04,50.30901336669922
2019-01-31,50.09762954711914
2019-09-12,50.32822799682617
2019-12-31,50.347450256347656
2020-03-19,50.37627410888672
2020-01-03,51.04885482788086
2020-06-09,51.3851432800293
2019-02-15,51.47161865234375
2019-01-14,51.3851432800293
2018-07-06,51.18336868286133
2018-08-07,51.18336868286133
2018-10-10,51.36592102050781
2018-12-13,51.683006286621094
2019-08-26,51.980857849121094
2019-07-25,52.63421630859375
2019-05-22,53.10503005981445
2019-03-19,52.56696701049805
2020-01-06,52.336368560791016
2020-03-25,52.259498596191406
2020-06-12,52.71108627319336
2019-10-22,52.76873779296875
2020-01-09,52.9224739074707
2020-06-15,52.7495231628418
2019-10-25,52.93208312988281
2020-03-31,53.345237731933594
2020-06-18,53.48935317993164
2019-04-03,53.85447692871094
2018-08-22,54.2484130859375
2018-10-25,54.430973052978516
2019-01-29,54.34871292114258
2018-12-28,54.67774200439453
2018-11-26,54.310001373291016
2019-08-09,53.86484146118164
2019-07-08,54.029354095458984
2019-06-06,54.65839385986328
2019-09-10,55.22936248779297
2020-01-15,55.22936248779297
2020-04-03,55.510005950927734
2019-10-31,55.07452392578125
2020-04-06,54.34871292114258
2020-06-24,54.397098541259766
2018-11-09,53.77774429321289
2019-07-23,53.787418365478516
2019-06-21,53.584190368652344
2019-05-20,53.497093200683594
2019-04-18,53.91322708129883
2018-09-06,53.52613067626953
2018-10-08,53.961612701416016
2019-02-13,53.56483459472656
2018-12-11,53.87451171875
2019-09-25,54.06806182861328
2020-01-21,53.9809684753418
2020-04-09,53.090641021728516
