Dates,XEL
2018-11-16,2855800.0
2019-10-02,3067900.0
2020-03-27,4104300.0
2020-01-10,5031400.0
2019-10-24,4887600.0
2020-03-30,4176900.0
2020-06-17,2642200.0
2020-01-14,1519200.0
2020-04-02,2997100.0
2019-01-02,3425400.0
2019-08-14,4233000.0
2018-10-30,3340900.0
2019-06-11,2583000.0
2019-05-10,2251200.0
2019-04-08,1989600.0
2018-08-27,2401100.0
2018-07-26,2600400.0
2018-09-28,5882100.0
2019-03-07,2685600.0
2019-10-30,1730700.0
2020-01-17,2623000.0
2020-06-23,2799400.0
2020-04-08,2068500.0
2020-06-26,1812000.0
2019-03-22,2375100.0
2019-01-17,2392900.0
2019-08-29,1654500.0
2018-11-14,2212100.0
2019-06-26,4493500.0
2018-09-11,2773000.0
2018-07-09,2845300.0
2018-08-10,2788800.0
2019-04-23,3404000.0
2019-09-30,2544800.0
2020-01-23,7834500.0
2019-11-08,4148100.0
2020-04-14,956900.0
2019-11-11,1324900.0
2020-01-29,1931200.0
2020-04-17,1717700.0
2018-07-24,2136900.0
2018-09-26,2915400.0
2019-05-08,2422500.0
2019-03-05,2217100.0
2019-02-01,1861100.0
2018-12-31,4828900.0
2018-11-29,4494800.0
2019-08-12,5295900.0
2019-07-11,2737500.0
2019-09-13,2444000.0
2019-11-14,1949200.0
2020-04-20,1919400.0
2020-02-04,2384300.0
2020-04-23,4549300.0
2018-12-14,2659200.0
2019-08-27,2486900.0
2018-08-08,1851000.0
2018-10-11,1656100.0
2018-11-12,2040200.0
2019-07-26,2345600.0
2019-06-24,3486400.0
2019-05-23,5165700.0
2019-03-20,3880000.0
2019-01-15,3705700.0
2019-11-20,3021000.0
2020-02-07,4507500.0
2020-02-10,2316900.0
2020-04-29,2306300.0
2019-11-26,2176200.0
2020-02-13,2032500.0
2019-01-30,2430700.0
2018-08-23,1959400.0
2018-09-24,3552200.0
2018-11-27,2284500.0
2018-10-26,2243900.0
2019-07-09,3563600.0
2019-06-07,3531000.0
2019-05-06,3581800.0
2019-04-04,3060200.0
2019-09-11,4225400.0
2019-11-29,7762100.0
2020-05-05,5117800.0
2019-12-02,5425200.0
2020-02-19,3454200.0
2020-05-08,5871800.0
2019-05-21,6689400.0
2019-03-18,9885200.0
2018-09-07,8897400.0
2018-08-06,5815100.0
2018-10-09,7310900.0
2019-02-14,5724700.0
2018-12-12,7884300.0
2019-07-24,8959300.0
2019-09-26,6690300.0
2019-10-28,6840300.0
2019-12-05,9148900.0
2020-05-11,6062700.0
2019-07-03,5499100.0
2020-02-25,5942600.0
2020-05-14,5489900.0
2020-02-28,4399100.0
2019-08-08,7024900.0
2019-06-05,6829500.0
2018-07-20,4086600.0
2018-08-21,3525100.0
2018-10-24,3450300.0
2019-04-02,4525600.0
2019-03-01,3916500.0
2019-01-28,2771200.0
2018-12-27,4319300.0
2019-09-09,2401800.0
2020-03-02,3067400.0
2020-05-20,2524700.0
2019-12-17,3074700.0
2020-03-05,2550600.0
2019-02-12,3454300.0
2019-01-11,4284700.0
2018-12-10,2515600.0
2019-08-23,3083700.0
2018-11-08,2868800.0
2019-07-22,2752000.0
2019-06-20,3176300.0
2018-09-05,3760100.0
2019-04-17,3659300.0
2019-09-24,3324200.0
2019-12-20,2682300.0
2020-05-26,3186000.0
2019-04-30,7734500.0
2019-12-23,3252900.0
2020-03-11,2529000.0
2020-05-29,2426200.0
2019-12-26,2325900.0
2020-06-01,4288000.0
2019-05-02,5046500.0
2019-02-27,5744300.0
2018-11-23,2177400.0
2019-08-06,2547400.0
2018-07-18,2612300.0
2018-09-20,2630500.0
2018-10-22,2018200.0
2019-07-05,2701000.0
2019-06-03,2986000.0
2019-10-09,2640400.0
2019-10-11,3972300.0
2020-03-17,1897800.0
2020-06-04,3477700.0
2019-10-14,2591400.0
2020-03-20,2385700.0
2018-11-06,2893700.0
2019-06-18,2578400.0
2019-05-17,2236600.0
2019-04-15,2763600.0
2019-03-14,3532500.0
2019-01-09,3376700.0
2018-08-02,2770500.0
2018-10-05,2886500.0
2019-08-21,2529000.0
2019-10-17,2941600.0
2020-03-23,6630800.0
2020-06-10,3424500.0
2019-02-25,2084700.0
2020-01-07,2150800.0
2020-03-26,2178900.0
2019-10-23,4446500.0
