Dates,XEL
2018-06-20,43.54999923706055
2018-06-21,43.58000183105469
2018-06-25,43.689998626708984
2018-06-22,43.900001525878906
2018-06-26,44.970001220703125
2018-06-27,45.09000015258789
2018-06-28,45.56999969482422
2018-06-29,45.13999938964844
2018-07-02,45.70000076293945
2018-07-03,46.040000915527344
2018-07-05,46.09000015258789
2018-07-16,46.599998474121094
2018-09-18,45.040000915527344
2019-01-24,44.7599983215332
2019-09-05,45.7599983215332
2018-11-21,46.06999969482422
2020-01-13,46.0
2020-04-01,45.09000015258789
2020-06-19,45.84000015258789
2019-10-29,45.40999984741211
2020-01-16,45.59000015258789
2020-06-22,45.099998474121094
2018-10-03,45.04999923706055
2018-07-31,44.540000915527344
2019-03-12,45.31999969482422
2019-02-08,45.90999984741211
2019-01-07,46.36000061035156
2018-12-06,46.0099983215332
2019-08-19,46.310001373291016
2019-07-18,45.869998931884766
2019-05-15,45.970001220703125
2019-09-20,46.33000183105469
2019-11-01,47.130001068115234
2020-04-07,46.68000030517578
2020-06-25,46.86000061035156
2020-06-16,47.16999816894531
2019-11-04,47.459999084472656
2020-01-22,47.33000183105469
2019-11-07,47.36000061035156
2020-04-13,47.36000061035156
2019-07-01,47.619998931884766
2019-05-30,48.0
2018-08-15,48.11000061035156
2018-10-18,47.619998931884766
2019-03-27,47.189998626708984
2019-01-22,47.36000061035156
2018-12-21,47.43000030517578
2019-09-03,47.20000076293945
2018-11-19,47.310001373291016
2019-08-02,47.63999938964844
2020-01-28,48.040000915527344
2020-04-16,47.970001220703125
2019-11-13,48.04999923706055
2020-01-31,48.310001373291016
2018-12-04,48.939998626708984
2018-11-02,48.5
2019-07-16,48.68000030517578
2018-08-30,48.619998931884766
2018-10-01,48.38999938964844
2019-06-14,47.939998626708984
2019-05-13,47.86000061035156
2019-04-11,48.130001068115234
2019-02-06,47.93000030517578
2019-09-18,46.880001068115234
2020-02-03,46.68000030517578
2020-04-22,46.869998931884766
2019-11-19,46.97999954223633
2020-02-06,46.459999084472656
2019-11-22,46.029998779296875
2019-03-25,46.0099983215332
2019-02-21,46.7400016784668
2018-12-19,46.7599983215332
2018-07-12,47.130001068115234
2018-09-14,46.72999954223633
2018-08-13,46.52000045776367
2018-10-16,47.41999816894531
2019-07-31,48.38999938964844
2019-05-28,48.70000076293945
2019-04-26,48.810001373291016
2020-04-28,47.4900016784668
2019-11-25,47.06999969482422
2020-02-12,47.52000045776367
2020-05-01,47.439998626708984
2020-05-04,47.95000076293945
2019-06-12,48.0
2019-04-09,48.33000183105469
2019-03-08,48.709999084472656
2019-02-04,48.47999954223633
2018-07-27,48.90999984741211
2018-08-28,48.75
2019-01-03,48.11000061035156
2019-08-15,48.459999084472656
2018-10-31,48.9900016784668
2019-09-16,48.630001068115234
2020-02-18,48.13999938964844
