Dates,CINF
2018-06-20,68.43000030517578
2018-06-21,67.58999633789062
2018-06-25,67.93000030517578
2018-06-22,67.81999969482422
2018-06-26,67.05999755859375
2018-06-27,66.33000183105469
2018-06-28,66.33000183105469
2018-06-29,66.58999633789062
2018-07-02,66.55999755859375
2018-07-03,67.1500015258789
2018-07-05,67.0
2018-07-16,67.41000366210938
2018-09-18,68.5999984741211
2019-01-24,69.08999633789062
2019-09-05,68.38999938964844
2018-11-21,69.52999877929688
2020-01-13,69.05000305175781
2020-04-01,69.68000030517578
2020-06-19,70.36000061035156
2019-10-29,70.5199966430664
2020-01-16,70.1500015258789
2020-06-22,69.83000183105469
2018-10-03,70.37000274658203
2018-07-31,70.4000015258789
2019-03-12,70.08000183105469
2019-02-08,70.55000305175781
2019-01-07,73.83999633789062
2018-12-06,74.47000122070312
2019-08-19,74.87000274658203
2019-07-18,74.9000015258789
2019-05-15,74.27999877929688
2019-09-20,74.9000015258789
2019-11-01,75.4000015258789
2020-04-07,74.88999938964844
2020-06-25,74.37999725341797
2020-06-16,74.8499984741211
2019-11-04,73.88999938964844
2020-01-22,73.58999633789062
2019-11-07,73.63999938964844
2020-04-13,73.72000122070312
2019-07-01,74.68000030517578
2019-05-30,75.30999755859375
2018-08-15,75.73999786376953
2018-10-18,76.02999877929688
2019-03-27,75.87000274658203
2019-01-22,75.5
2018-12-21,76.11000061035156
2019-09-03,76.41999816894531
2018-11-19,76.58000183105469
2019-08-02,76.41999816894531
2020-01-28,76.16000366210938
2020-04-16,75.98999786376953
2019-11-13,76.4000015258789
2020-01-31,76.81999969482422
2018-12-04,77.19000244140625
2018-11-02,77.02999877929688
2019-07-16,76.97000122070312
2018-08-30,76.37999725341797
2018-10-01,75.8499984741211
2019-06-14,76.0999984741211
2019-05-13,76.83000183105469
2019-04-11,77.22000122070312
2019-02-06,76.94000244140625
2019-09-18,77.68000030517578
2020-02-03,78.38999938964844
2020-04-22,78.80000305175781
2019-11-19,77.37000274658203
2020-02-06,77.05999755859375
2019-11-22,76.4800033569336
2019-03-25,76.41999816894531
2019-02-21,76.08999633789062
2018-12-19,75.12999725341797
2018-07-12,75.02999877929688
2018-09-14,75.58000183105469
2018-08-13,75.75
2018-10-16,76.30999755859375
2019-07-31,76.56999969482422
2019-05-28,77.18000030517578
2019-04-26,76.23999786376953
2020-04-28,72.93000030517578
2019-11-25,71.30000305175781
2020-02-12,72.02999877929688
2020-05-01,72.29000091552734
2020-05-04,74.04000091552734
2019-06-12,75.33999633789062
2019-04-09,75.30000305175781
2019-03-08,74.86000061035156
2019-02-04,73.38999938964844
2018-07-27,71.26000213623047
2018-08-28,71.01000213623047
2019-01-03,71.77999877929688
2019-08-15,76.12000274658203
2018-10-31,76.4000015258789
2019-09-16,78.23999786376953
2020-02-18,77.58000183105469
2020-05-07,77.41999816894531
2018-08-17,78.08000183105469
2019-12-04,78.9800033569336
2020-02-21,79.58000183105469
2018-12-17,80.41999816894531
2019-08-30,80.98999786376953
2018-11-15,80.0999984741211
2019-07-29,80.37000274658203
2019-06-27,78.6500015258789
2019-04-24,77.8499984741211
2018-07-10,78.31999969482422
2018-09-12,80.08000183105469
2019-02-19,79.43000030517578
2019-01-18,79.30999755859375
2020-02-24,78.72000122070312
2020-05-13,79.3499984741211
2019-12-10,79.2300033569336
2020-02-27,79.79000091552734
2019-12-13,81.0
2020-05-19,81.12000274658203
2019-03-06,81.06999969482422
2018-11-30,81.23999786376953
2019-08-13,78.61000061035156
2019-07-12,79.61000061035156
2019-06-10,77.94000244140625
2019-05-09,78.83999633789062
2018-07-25,79.31999969482422
2018-09-27,78.93000030517578
2018-10-29,78.93000030517578
2019-10-16,76.9800033569336
2019-12-16,75.8499984741211
2020-03-04,76.22000122070312
2020-05-22,75.19999694824219
2019-10-01,75.37000274658203
2019-12-19,72.11000061035156
2018-09-10,71.20999908447266
2019-05-24,73.80000305175781
2018-08-09,76.18000030517578
2019-04-22,76.5
2019-03-21,75.19000244140625
2019-01-16,74.26000213623047
2019-08-28,75.26000213623047
2018-11-13,75.36000061035156
2018-10-12,74.26000213623047
2019-06-25,75.3499984741211
2020-03-10,74.80999755859375
2020-05-28,76.66999816894531
2019-10-07,76.51000213623047
2020-03-13,77.19000244140625
2019-10-10,77.08000183105469
2020-03-16,77.55000305175781
2020-06-03,78.16000366210938
2018-11-28,79.08000183105469
2018-09-25,78.61000061035156
2018-07-23,78.47000122070312
2018-08-24,79.11000061035156
2019-07-10,78.13999938964844
2019-05-07,78.56999969482422
2019-04-05,78.9000015258789
2019-03-04,79.69000244140625
2019-01-31,80.30999755859375
2019-09-12,80.95999908447266
2019-12-31,81.68000030517578
2020-03-19,81.25
2020-01-03,78.75
2020-06-09,83.0999984741211
2019-02-15,83.22000122070312
2019-01-14,84.41999816894531
2018-07-06,84.04000091552734
2018-08-07,83.58000183105469
2018-10-10,84.25
2018-12-13,84.97000122070312
2019-08-26,85.51000213623047
2019-07-25,85.19000244140625
2019-05-22,85.4000015258789
2019-03-19,85.68000030517578
2020-01-06,85.48999786376953
2020-03-25,85.41999816894531
2020-06-12,85.83999633789062
2019-10-22,86.73999786376953
2020-01-09,85.25
2020-06-15,85.33999633789062
2019-10-25,84.6500015258789
2020-03-31,84.06999969482422
2020-06-18,83.0
2019-04-03,84.72000122070312
2018-08-22,85.41999816894531
2018-10-25,85.0
2019-01-29,84.63999938964844
2018-12-28,85.12999725341797
2018-11-26,85.51000213623047
2019-08-09,84.18000030517578
2019-07-08,83.87999725341797
2019-06-06,83.58000183105469
2019-09-10,84.48999786376953
2020-01-15,84.2300033569336
2020-04-03,84.51000213623047
2019-10-31,84.80000305175781
2020-04-06,84.66000366210938
2020-06-24,85.41999816894531
2018-11-09,85.70999908447266
2019-07-23,85.37000274658203
2019-06-21,84.81999969482422
2019-05-20,85.27999877929688
2019-04-18,85.55000305175781
2018-09-06,85.22000122070312
2018-10-08,84.9000015258789
2019-02-13,85.08000183105469
2018-12-11,86.12000274658203
2019-09-25,86.9000015258789
2020-01-21,86.9800033569336
2020-04-09,87.30999755859375
2019-11-06,86.33999633789062
2020-01-24,86.33000183105469
2020-01-27,85.55999755859375
2020-04-15,85.95999908447266
2018-12-26,86.87000274658203
2019-08-07,87.0
2019-06-04,92.80000305175781
2018-09-21,94.13999938964844
2018-07-19,94.7300033569336
2018-08-20,95.11000061035156
2018-10-23,95.0199966430664
2019-05-03,95.33000183105469
2019-04-01,95.06999969482422
2019-02-28,94.45999908447266
2019-11-12,94.4000015258789
2020-01-30,94.47000122070312
2019-11-15,94.3499984741211
2020-04-21,94.70999908447266
2019-04-16,95.05000305175781
2019-03-15,95.1500015258789
2019-02-11,96.41999816894531
2019-01-10,97.1500015258789
2019-08-22,97.55999755859375
2018-11-07,98.37000274658203
2018-08-03,98.94000244140625
2018-09-04,98.26000213623047
2019-06-19,99.12999725341797
2019-09-23,98.81999969482422
2019-11-18,97.77999877929688
2020-02-05,98.20999908447266
