Dates,CINF
2018-06-20,68.98999786376953
2018-06-21,68.62999725341797
2018-06-25,68.5999984741211
2018-06-22,68.8499984741211
2018-06-26,68.51000213623047
2018-06-27,67.6500015258789
2018-06-28,67.4000015258789
2018-06-29,68.01000213623047
2018-07-02,67.94000244140625
2018-07-03,67.87999725341797
2018-07-05,67.61000061035156
2018-07-16,68.68000030517578
2018-09-18,69.8499984741211
2019-01-24,69.9800033569336
2019-09-05,70.0999984741211
2018-11-21,70.30999755859375
2020-01-13,69.83000183105469
2020-04-01,70.55999755859375
2020-06-19,70.83000183105469
2019-10-29,71.47000122070312
2020-01-16,71.31999969482422
2020-06-22,70.81999969482422
2018-10-03,71.06999969482422
2018-07-31,71.25
2019-03-12,71.4800033569336
2019-02-08,72.55000305175781
2019-01-07,77.01000213623047
2018-12-06,76.0999984741211
2019-08-19,76.0
2019-07-18,76.08000183105469
2019-05-15,75.58999633789062
2019-09-20,75.5999984741211
2019-11-01,76.26000213623047
2020-04-07,75.61000061035156
2020-06-25,75.2699966430664
2020-06-16,75.5
2019-11-04,74.70999908447266
2020-01-22,74.63999938964844
2019-11-07,74.58999633789062
2020-04-13,74.66999816894531
2019-07-01,75.7699966430664
2019-05-30,75.91000366210938
2018-08-15,76.47000122070312
2018-10-18,76.52999877929688
2019-03-27,76.48999786376953
2019-01-22,76.18000030517578
2018-12-21,76.56999969482422
2019-09-03,77.20999908447266
2018-11-19,77.18000030517578
2019-08-02,77.2699966430664
2020-01-28,76.81999969482422
2020-04-16,76.87999725341797
2019-11-13,77.30999755859375
2020-01-31,77.83000183105469
2018-12-04,77.98999786376953
2018-11-02,77.88999938964844
2019-07-16,77.58000183105469
2018-08-30,77.19000244140625
2018-10-01,76.94000244140625
2019-06-14,76.94000244140625
2019-05-13,77.81999969482422
2019-04-11,77.9000015258789
2019-02-06,78.05000305175781
2019-09-18,78.97000122070312
2020-02-03,79.23999786376953
2020-04-22,79.66999816894531
2019-11-19,78.86000061035156
2020-02-06,77.81999969482422
2019-11-22,77.43000030517578
2019-03-25,77.01000213623047
2019-02-21,76.9000015258789
2018-12-19,77.22000122070312
2018-07-12,76.12000274658203
2018-09-14,76.47000122070312
2018-08-13,76.58000183105469
2018-10-16,77.08000183105469
2019-07-31,77.95999908447266
2019-05-28,78.26000213623047
2019-04-26,78.37999725341797
2020-04-28,76.30999755859375
2019-11-25,74.08999633789062
2020-02-12,73.22000122070312
2020-05-01,74.4000015258789
2020-05-04,75.9000015258789
2019-06-12,76.3499984741211
2019-04-09,76.72000122070312
2019-03-08,76.8499984741211
2019-02-04,74.68000030517578
2018-07-27,73.98999786376953
2018-08-28,72.37000274658203
2019-01-03,77.04000091552734
2019-08-15,79.16000366210938
2018-10-31,78.47000122070312
2019-09-16,79.69999694824219
2020-02-18,79.01000213623047
2020-05-07,79.69000244140625
2018-08-17,79.62000274658203
2019-12-04,80.2699966430664
2020-02-21,80.81999969482422
2018-12-17,81.44999694824219
2019-08-30,81.91999816894531
2018-11-15,81.95999908447266
2019-07-29,81.68000030517578
2019-06-27,81.38999938964844
2019-04-24,79.76000213623047
2018-07-10,80.3499984741211
2018-09-12,81.05000305175781
2019-02-19,80.5
2019-01-18,80.5
2020-02-24,79.7300033569336
2020-05-13,80.08000183105469
2019-12-10,80.0999984741211
2020-02-27,81.69999694824219
2019-12-13,82.08000183105469
2020-05-19,82.13999938964844
2019-03-06,82.86000061035156
2018-11-30,82.73999786376953
2019-08-13,80.80000305175781
2019-07-12,81.36000061035156
2019-06-10,80.23999786376953
2019-05-09,80.41999816894531
2018-07-25,80.5199966430664
2018-09-27,84.0999984741211
2018-10-29,79.76000213623047
2019-10-16,79.4000015258789
2019-12-16,77.54000091552734
2020-03-04,78.44999694824219
2020-05-22,76.5199966430664
2019-10-01,77.87999725341797
2019-12-19,75.56999969482422
2018-09-10,75.43000030517578
2019-05-24,76.5999984741211
2018-08-09,77.5
2019-04-22,77.44999694824219
2019-03-21,76.6500015258789
2019-01-16,76.0
2019-08-28,76.22000122070312
2018-11-13,76.5199966430664
2018-10-12,76.05000305175781
2019-06-25,76.29000091552734
2020-03-10,77.36000061035156
2020-05-28,77.52999877929688
2019-10-07,77.70999908447266
2020-03-13,78.13999938964844
2019-10-10,78.22000122070312
2020-03-16,78.20999908447266
2020-06-03,80.41000366210938
2018-11-28,81.11000061035156
2018-09-25,79.9000015258789
2018-07-23,79.5999984741211
2018-08-24,80.12999725341797
2019-07-10,79.3499984741211
2019-05-07,79.4800033569336
2019-04-05,80.56999969482422
2019-03-04,81.43000030517578
2019-01-31,81.62000274658203
2019-09-12,82.4800033569336
2019-12-31,82.62000274658203
2020-03-19,82.55999755859375
2020-01-03,85.91000366210938
2020-06-09,84.05000305175781
2019-02-15,84.44999694824219
2019-01-14,85.12000274658203
2018-07-06,85.54000091552734
2018-08-07,84.55000305175781
2018-10-10,85.5199966430664
2018-12-13,85.77999877929688
2019-08-26,85.98999786376953
2019-07-25,86.1500015258789
2019-05-22,86.20999908447266
2019-03-19,86.86000061035156
2020-01-06,86.1500015258789
2020-03-25,86.4800033569336
2020-06-12,87.16000366210938
2019-10-22,87.45999908447266
2020-01-09,87.27999877929688
2020-06-15,86.45999908447266
2019-10-25,85.83000183105469
2020-03-31,84.83999633789062
2020-06-18,84.56999969482422
2019-04-03,85.62000274658203
2018-08-22,85.8499984741211
2018-10-25,86.0199966430664
2019-01-29,85.5199966430664
2018-12-28,86.37999725341797
2018-11-26,86.2300033569336
2019-08-09,85.79000091552734
2019-07-08,85.31999969482422
2019-06-06,85.12000274658203
2019-09-10,85.43000030517578
2020-01-15,85.44999694824219
2020-04-03,85.33000183105469
2019-10-31,85.69000244140625
2020-04-06,85.87999725341797
2020-06-24,86.0
2018-11-09,86.75
2019-07-23,86.5199966430664
2019-06-21,85.88999938964844
2019-05-20,85.91000366210938
2019-04-18,86.38999938964844
2018-09-06,86.2699966430664
2018-10-08,85.61000061035156
2019-02-13,86.0999984741211
2018-12-11,86.94999694824219
2019-09-25,87.5199966430664
2020-01-21,87.6500015258789
2020-04-09,87.7699966430664
2019-11-06,87.69999694824219
2020-01-24,87.01000213623047
2020-01-27,86.44000244140625
2020-04-15,87.02999877929688
2018-12-26,87.97000122070312
2019-08-07,93.7300033569336
2019-06-04,94.44000244140625
2018-09-21,95.30999755859375
2018-07-19,96.30999755859375
2018-08-20,96.4800033569336
2018-10-23,96.12999725341797
2019-05-03,96.37000274658203
2019-04-01,96.2300033569336
2019-02-28,95.9800033569336
2019-11-12,96.25
2020-01-30,95.52999877929688
2019-11-15,96.48999786376953
2020-04-21,95.79000091552734
2019-04-16,95.91999816894531
2019-03-15,96.7699966430664
2019-02-11,97.5
2019-01-10,98.27999877929688
2019-08-22,98.5
2018-11-07,99.30999755859375
2018-08-03,100.0
2018-09-04,99.2699966430664
2019-06-19,99.76000213623047
2019-09-23,100.08000183105469
2019-11-18,99.0999984741211
2020-02-05,99.19000244140625
2020-04-24,98.7699966430664
2019-03-29,99.66999816894531
2019-11-21,100.1500015258789
2020-04-27,101.69999694824219
2020-02-11,102.2699966430664
2020-04-30,103.1500015258789
2019-05-01,102.98999786376953
2019-02-26,103.1500015258789
2019-01-25,103.04000091552734
2018-12-24,103.41000366210938
2019-09-06,103.72000122070312
2018-07-17,104.30000305175781
2018-09-19,104.43000030517578
2019-08-05,105.02999877929688
2019-10-08,106.12999725341797
2019-12-11,106.4000015258789
2019-11-27,105.66999816894531
2020-02-14,105.55000305175781
2020-05-06,104.98999786376953
2019-01-08,102.95999908447266
2018-12-07,103.75
2019-08-20,105.36000061035156
2018-11-05,105.87000274658203
2019-07-19,107.76000213623047
2018-10-04,108.18000030517578
2019-06-17,108.33999633789062
2019-05-16,107.69999694824219
2018-08-01,108.5
2019-03-13,107.12999725341797
2019-12-03,107.76000213623047
2020-02-20,108.36000061035156
2019-12-06,108.88999938964844
2020-05-12,108.66000366210938
2019-12-09,107.63999938964844
2020-02-26,107.91999816894531
2020-05-15,107.08000183105469
2019-03-28,106.72000122070312
2018-09-17,107.33000183105469
2018-08-16,107.8499984741211
2018-10-19,107.86000061035156
2019-04-29,108.11000061035156
2019-01-23,106.5999984741211
2019-09-04,109.18000030517578
2018-11-20,108.19999694824219
2019-07-02,106.95999908447266
2019-05-31,106.11000061035156
2019-12-12,107.05000305175781
2020-05-18,108.2699966430664
2019-09-27,109.88999938964844
2020-03-03,110.45999908447266
2020-05-21,110.69999694824219
2019-05-14,110.87000274658203
2018-08-31,110.33000183105469
2018-07-30,108.9000015258789
2018-10-02,110.12000274658203
2019-04-12,111.04000091552734
2019-03-11,111.0
2019-02-07,110.55000305175781
2019-07-17,111.31999969482422
2019-09-19,111.69999694824219
2019-10-21,110.33999633789062
2019-12-18,111.12000274658203
2020-03-06,111.33000183105469
2019-10-03,112.94000244140625
2020-03-09,113.69000244140625
2020-05-27,113.2699966430664
2019-12-24,113.73999786376953
2020-03-12,115.25
2018-12-20,115.55999755859375
2019-08-01,115.33000183105469
2018-08-14,113.30999755859375
2018-07-13,111.87000274658203
2018-10-17,113.66000366210938
2019-05-29,113.5999984741211
2019-03-26,112.97000122070312
2019-02-22,114.08000183105469
2019-10-04,114.62000274658203
2019-11-05,115.1500015258789
2019-12-27,114.4000015258789
2020-06-02,114.81999969482422
2019-12-30,115.18000030517578
2020-03-18,115.30999755859375
2020-06-05,117.16000366210938
2019-07-15,117.05000305175781
2018-12-03,116.83999633789062
2019-06-13,117.05000305175781
2019-01-04,113.69000244140625
2018-08-29,114.37999725341797
2019-02-05,117.5999984741211
2018-11-01,117.33999633789062
2019-08-16,115.4800033569336
2019-04-10,115.4000015258789
2019-09-17,116.5199966430664
2019-10-15,118.19000244140625
2020-01-02,116.83999633789062
2020-06-08,116.86000061035156
2019-10-18,115.61000061035156
2020-03-24,115.94000244140625
2020-06-11,116.13999938964844
2020-01-08,116.26000213623047
2019-04-25,115.9800033569336
2019-07-30,114.08000183105469
2019-02-20,115.47000122070312
2018-07-11,117.9000015258789
2018-09-13,112.19999694824219
2018-10-15,111.94000244140625
2019-06-28,113.22000122070312
2018-12-18,113.25
2018-11-16,114.0
2019-10-02,113.16999816894531
