Dates,CINF
2018-06-20,68.98999786376953
2018-06-21,68.47000122070312
2018-06-25,68.22000122070312
2018-06-22,68.25
2018-06-26,68.3499984741211
2018-06-27,67.16000366210938
2018-06-28,66.37000274658203
2018-06-29,67.44000244140625
2018-07-02,66.58000183105469
2018-07-03,67.1500015258789
2018-07-05,67.61000061035156
2018-07-16,67.52999877929688
2018-09-18,68.5999984741211
2019-01-24,69.87000274658203
2019-09-05,68.38999938964844
2018-11-21,70.30999755859375
2020-01-13,69.26000213623047
2020-04-01,69.75
2020-06-19,70.70999908447266
2019-10-29,70.58999633789062
2020-01-16,71.18000030517578
2020-06-22,69.97000122070312
2018-10-03,70.8499984741211
2018-07-31,71.13999938964844
2019-03-12,70.73999786376953
2019-02-08,71.44000244140625
2019-01-07,75.0
2018-12-06,74.55999755859375
2019-08-19,75.79000091552734
2019-07-18,75.58999633789062
2019-05-15,75.0
2019-09-20,75.29000091552734
2019-11-01,75.52999877929688
2020-04-07,75.0
2020-06-25,75.0999984741211
2020-06-16,75.20999908447266
2019-11-04,74.43000030517578
2020-01-22,74.43000030517578
2019-11-07,73.81999969482422
2020-04-13,73.9000015258789
2019-07-01,74.68000030517578
2019-05-30,75.37999725341797
2018-08-15,75.94999694824219
2018-10-18,76.1500015258789
2019-03-27,76.41999816894531
2019-01-22,75.5
2018-12-21,76.52999877929688
2019-09-03,76.80000305175781
2018-11-19,76.95999908447266
2019-08-02,76.81999969482422
2020-01-28,76.79000091552734
2020-04-16,76.30999755859375
2019-11-13,76.48999786376953
2020-01-31,76.81999969482422
2018-12-04,77.52999877929688
2018-11-02,77.70999908447266
2019-07-16,77.51000213623047
2018-08-30,76.9800033569336
2018-10-01,76.80000305175781
2019-06-14,76.31999969482422
2019-05-13,76.97000122070312
2019-04-11,77.9000015258789
2019-02-06,77.47000122070312
2019-09-18,78.18000030517578
2020-02-03,78.9000015258789
2020-04-22,79.25
2019-11-19,78.79000091552734
2020-02-06,77.7699966430664
2019-11-22,77.43000030517578
2019-03-25,76.79000091552734
2019-02-21,76.26000213623047
2018-12-19,77.11000061035156
2018-07-12,75.37999725341797
2018-09-14,76.47000122070312
2018-08-13,75.93000030517578
2018-10-16,76.6500015258789
