Dates,CINF
2018-06-20,64.93103790283203
2018-06-21,64.24845886230469
2018-06-25,64.78883361816406
2018-06-22,64.67507934570312
2018-06-26,63.651206970214844
2018-06-27,62.88328552246094
2018-06-28,63.670169830322266
2018-06-29,63.3857421875
2018-07-02,63.4995231628418
2018-07-03,63.85977554321289
2018-07-05,63.992488861083984
2018-07-16,64.78883361816406
2018-09-18,66.16349792480469
2019-01-24,66.24881744384766
2019-09-05,66.16349792480469
2018-11-21,66.02129364013672
2020-01-13,65.99284362792969
2020-04-01,66.87452697753906
2020-06-19,66.8840103149414
2019-10-29,67.59503173828125
2020-01-16,66.60906219482422
2020-06-22,67.02621459960938
2018-10-03,67.20633697509766
2018-07-31,67.06413269042969
2019-03-12,67.59503173828125
2019-02-08,68.5430679321289
2019-01-07,70.57186126708984
2018-12-06,71.48197937011719
2019-08-19,71.70003509521484
2019-07-18,71.33977508544922
2019-05-15,71.33977508544922
2019-09-20,71.61471557617188
2019-11-01,72.01287841796875
2020-04-07,71.1501693725586
2020-06-25,71.1786117553711
2020-06-16,71.1027603149414
2019-11-04,70.52445983886719
2020-01-22,69.86083984375
2019-11-07,70.44861602783203
2020-04-13,70.57186126708984
2019-07-01,71.37770080566406
2019-05-30,71.81378936767578
2018-08-15,72.18354034423828
2018-10-18,72.45845794677734
2019-03-27,72.06976318359375
2019-01-22,72.19300842285156
2018-12-21,72.51533508300781
2019-09-03,72.85662841796875
2018-11-19,72.79975891113281
2019-08-02,72.72390747070312
2020-01-28,72.35417938232422
2020-04-16,72.68599700927734
2019-11-13,73.16948699951172
2020-01-31,73.42544555664062
2018-12-04,73.6055908203125
2018-11-02,73.15052795410156
2019-07-16,73.02728271484375
2018-08-30,72.80923461914062
2018-10-01,72.02235412597656
2019-06-14,72.90403747558594
2019-05-13,73.72882080078125
2019-04-11,73.79518127441406
2019-02-06,74.43472290039062
2019-09-18,75.00745391845703
2020-02-03,75.37972259521484
2020-04-22,75.4369888305664
2019-11-19,73.89065551757812
2020-02-06,73.71882629394531
2019-11-22,73.11746215820312
2019-03-25,73.04109954833984
2019-02-21,73.31792449951172
2018-12-19,71.94339752197266
2018-07-12,72.62110900878906
2018-09-14,72.40157318115234
2018-08-13,73.02201080322266
2018-10-16,73.1938247680664
2019-07-31,74.08155059814453
2019-05-28,74.48246002197266
2019-04-26,72.85975646972656
2020-04-28,69.64295196533203
2019-11-25,69.04159545898438
2020-02-12,68.87933349609375
2020-05-01,70.91249084472656
2020-05-04,72.30611419677734
2019-06-12,72.23929595947266
2019-04-09,72.84064483642578
2019-03-08,71.6761245727539
2019-02-04,70.54976654052734
2018-07-27,68.14433288574219
2018-08-28,68.48797607421875
2019-01-03,73.02201080322266
2019-08-15,73.30838012695312
2018-10-31,74.80699157714844
2019-09-16,75.0647201538086
2020-02-18,74.86427307128906
2020-05-07,74.50154876708984
2018-08-17,75.58016967773438
2019-12-04,76.51563262939453
2020-02-21,77.10742950439453
2018-12-17,77.6992416381836
2019-08-30,77.62287139892578
2018-11-15,76.62061309814453
2019-07-29,77.27924346923828
2019-06-27,75.3988037109375
2019-04-24,75.837890625
2018-07-10,76.60151672363281
2018-09-12,77.04061889648438
2019-02-19,76.16243743896484
2019-01-18,75.9238052368164
2020-02-24,75.22698974609375
2020-05-13,76.32471466064453
2019-12-10,76.33425903320312
2020-02-27,77.8424301147461
2019-12-13,77.7756118774414
2020-05-19,78.01423645019531
2019-03-06,78.88287353515625
2018-11-30,77.80422973632812
2019-08-13,76.88789367675781
2019-07-12,76.49652099609375
2019-06-10,75.78063201904297
2019-05-09,75.5419921875
2018-07-25,76.08607482910156
2018-09-27,76.07653045654297
2018-10-29,75.79971313476562
2019-10-16,73.74747467041016
2019-12-16,73.58406829833984
2020-03-04,73.4206771850586
2020-05-22,72.89205169677734
2019-10-01,72.69021606445312
2019-12-19,69.34548950195312
2018-09-10,72.45954132080078
2019-05-24,73.56484985351562
2018-08-09,73.63212585449219
2019-04-22,74.41063690185547
2019-03-21,72.68060302734375
2019-01-16,71.50802612304688
2019-08-28,72.94011688232422
2018-11-13,72.61334228515625
2018-10-12,72.54605102539062
2019-06-25,73.27650451660156
2020-03-10,74.2953109741211
2020-05-28,74.05502319335938
2019-10-07,74.58365631103516
2020-03-13,74.6220932006836
2019-10-10,74.91043853759766
2020-03-16,75.14109802246094
2020-06-03,77.22675323486328
2018-11-28,76.40979766845703
2018-09-25,76.56356811523438
2018-07-23,76.04457092285156
2018-08-24,76.265625
2019-07-10,75.91961669921875
2019-05-07,76.30406951904297
2019-04-05,77.0729751586914
2019-03-04,77.9668197631836
2019-01-31,78.38972473144531
2019-09-12,79.26434326171875
2019-12-31,79.37007141113281
2020-03-19,78.66844177246094
2020-01-03,81.0232162475586
2020-06-09,80.75408935546875
2019-02-15,80.79254150390625
2019-01-14,81.42688751220703
2018-07-06,81.21544647216797
2018-08-07,80.72525024414062
2018-10-10,82.15734100341797
2018-12-13,82.28228759765625
2019-08-26,82.60907745361328
2019-07-25,82.21501922607422
2019-05-22,82.77246856689453
2019-03-19,82.52256774902344
2020-01-06,82.28228759765625
2020-03-25,82.64751434326172
2020-06-12,83.44525146484375
2019-10-22,83.60865783691406
