Dates,LOW
2018-06-20,98.94000244140625
2018-06-21,99.38999938964844
2018-06-25,99.47000122070312
2018-06-22,98.4800033569336
2018-06-26,97.66999816894531
2018-06-27,98.23999786376953
2018-06-28,96.73999786376953
2018-06-29,97.43000030517578
2018-07-02,95.55000305175781
2018-07-03,96.19999694824219
2018-07-05,95.68000030517578
2018-07-16,96.51000213623047
2018-09-18,97.7300033569336
2019-01-24,99.41000366210938
2019-09-05,98.9000015258789
2018-11-21,99.06999969482422
2020-01-13,100.73999786376953
2020-04-01,99.8499984741211
2020-06-19,100.45999908447266
2019-10-29,101.0999984741211
2020-01-16,101.9800033569336
2020-06-22,101.25
2018-10-03,101.4800033569336
2018-07-31,101.4800033569336
2019-03-12,100.05999755859375
2019-02-08,99.41999816894531
2019-01-07,99.4000015258789
2018-12-06,99.54000091552734
2019-08-19,100.16000366210938
2019-07-18,99.31999969482422
2019-05-15,97.88999938964844
2019-09-20,98.44999694824219
2019-11-01,98.02999877929688
2020-04-07,99.0
2020-06-25,99.30000305175781
2020-06-16,100.58000183105469
2019-11-04,99.62000274658203
2020-01-22,98.61000061035156
2019-11-07,98.56999969482422
2020-04-13,97.94999694824219
2019-07-01,98.2300033569336
2019-05-30,98.2300033569336
2018-08-15,99.13999938964844
2018-10-18,100.29000091552734
2019-03-27,109.80000305175781
2019-01-22,107.63999938964844
2018-12-21,108.01000213623047
2019-09-03,107.98999786376953
2018-11-19,108.38999938964844
2019-08-02,108.86000061035156
2020-01-28,108.48999786376953
2020-04-16,108.83000183105469
2019-11-13,110.2300033569336
2020-01-31,110.77999877929688
2018-12-04,109.68000030517578
2018-11-02,110.48999786376953
2019-07-16,112.88999938964844
2018-08-30,114.52999877929688
2018-10-01,114.54000091552734
2019-06-14,113.69999694824219
2019-05-13,114.2300033569336
2019-04-11,114.1500015258789
2019-02-06,115.72000122070312
2019-09-18,116.5
2020-02-03,116.86000061035156
2020-04-22,117.3499984741211
2019-11-19,116.58000183105469
2020-02-06,116.0
2019-11-22,116.19000244140625
2019-03-25,115.18000030517578
2019-02-21,117.69999694824219
2018-12-19,115.62999725341797
2018-07-12,114.7699966430664
2018-09-14,113.51000213623047
2018-08-13,111.83000183105469
2018-10-16,111.11000061035156
2019-07-31,110.08999633789062
2019-05-28,110.9800033569336
2019-04-26,111.11000061035156
2020-04-28,108.73999786376953
2019-11-25,107.02999877929688
2020-02-12,105.91000366210938
2020-05-01,106.55999755859375
2020-05-04,103.31999969482422
2019-06-12,102.37000274658203
2019-04-09,100.55999755859375
2019-03-08,100.26000213623047
2019-02-04,98.87999725341797
2018-07-27,100.70999908447266
2018-08-28,98.77999877929688
2019-01-03,96.62999725341797
2019-08-15,95.55000305175781
2018-10-31,95.0199966430664
2019-09-16,97.55000305175781
2020-02-18,97.80999755859375
2020-05-07,99.11000061035156
2018-08-17,97.63999938964844
2019-12-04,97.58999633789062
2020-02-21,100.66000366210938
2018-12-17,100.69000244140625
2019-08-30,99.05000305175781
2018-11-15,97.66000366210938
2019-07-29,96.19999694824219
2019-06-27,97.4000015258789
2019-04-24,94.44000244140625
2018-07-10,93.47000122070312
2018-09-12,93.9000015258789
2019-02-19,89.62000274658203
2019-01-18,89.0199966430664
2020-02-24,88.5999984741211
2020-05-13,89.4800033569336
2019-12-10,91.63999938964844
2020-02-27,93.73999786376953
2019-12-13,93.55000305175781
2020-05-19,94.52999877929688
2019-03-06,96.05999755859375
2018-11-30,95.0999984741211
2019-08-13,91.0199966430664
2019-07-12,92.29000091552734
2019-06-10,90.27999877929688
2019-05-09,92.08000183105469
2018-07-25,93.73999786376953
2018-09-27,94.5
2018-10-29,94.94999694824219
2019-10-16,92.88999938964844
2019-12-16,92.95999908447266
2020-03-04,93.95999908447266
2020-05-22,90.94999694824219
2019-10-01,91.45999908447266
2019-12-19,88.37999725341797
2018-09-10,91.05000305175781
2019-05-24,91.91999816894531
2018-08-09,93.20999908447266
2019-04-22,93.63999938964844
2019-03-21,92.83999633789062
2019-01-16,92.5199966430664
2019-08-28,94.43000030517578
2018-11-13,96.80000305175781
2018-10-12,97.86000061035156
2019-06-25,98.22000122070312
2020-03-10,96.52999877929688
2020-05-28,97.61000061035156
2019-10-07,97.19000244140625
2020-03-13,95.7699966430664
2019-10-10,95.38999938964844
2020-03-16,92.72000122070312
2020-06-03,95.02999877929688
2018-11-28,93.41000366210938
2018-09-25,92.23999786376953
2018-07-23,92.16999816894531
2018-08-24,93.86000061035156
2019-07-10,93.36000061035156
2019-05-07,93.52999877929688
2019-04-05,96.4000015258789
2019-03-04,97.48999786376953
2019-01-31,97.16000366210938
2019-09-12,98.01000213623047
2019-12-31,98.58000183105469
2020-03-19,98.2300033569336
2020-01-03,97.13999938964844
2020-06-09,97.3499984741211
2019-02-15,97.44000244140625
2019-01-14,99.88999938964844
2018-07-06,101.76000213623047
2018-08-07,101.95999908447266
2018-10-10,104.5
2018-12-13,105.70999908447266
2019-08-26,105.91000366210938
2019-07-25,106.3499984741211
2019-05-22,106.3499984741211
2019-03-19,107.0
2020-01-06,105.08000183105469
2020-03-25,109.91999816894531
2020-06-12,107.51000213623047
2019-10-22,106.0999984741211
2020-01-09,104.88999938964844
2020-06-15,103.75
2019-10-25,103.54000091552734
2020-03-31,102.05999755859375
2020-06-18,100.55999755859375
2019-04-03,100.69999694824219
2018-08-22,101.23999786376953
2018-10-25,101.91999816894531
2019-01-29,101.26000213623047
2018-12-28,101.1500015258789
2018-11-26,101.9800033569336
2019-08-09,104.3499984741211
2019-07-08,104.37999725341797
2019-06-06,106.69000244140625
2019-09-10,107.02999877929688
2020-01-15,106.80000305175781
2020-04-03,107.22000122070312
2019-10-31,108.04000091552734
2020-04-06,108.88999938964844
2020-06-24,109.94000244140625
2018-11-09,111.20999908447266
2019-07-23,110.02999877929688
