Dates,LOW
2018-06-20,4419700.0
2018-06-21,4388100.0
2018-06-25,5477300.0
2018-06-22,4219200.0
2018-06-26,4443400.0
2018-06-27,3296500.0
2018-06-28,3945100.0
2018-06-29,4212900.0
2018-07-02,6036300.0
2018-07-03,2193100.0
2018-07-05,3182400.0
2018-07-16,3818600.0
2018-09-18,2646000.0
2019-01-24,4547800.0
2019-09-05,3796900.0
2018-11-21,2995100.0
2020-01-13,5197600.0
2020-04-01,2502200.0
2020-06-19,2866300.0
2019-10-29,2922700.0
2020-01-16,2742300.0
2020-06-22,5424700.0
2018-10-03,3626200.0
2018-07-31,3017400.0
2019-03-12,4288700.0
2019-02-08,3063400.0
2019-01-07,3718900.0
2018-12-06,4518400.0
2019-08-19,3239400.0
2019-07-18,2942100.0
2019-05-15,4253500.0
2019-09-20,3546800.0
2019-11-01,3247200.0
2020-04-07,2754800.0
2020-06-25,1816100.0
2020-06-16,4206500.0
2019-11-04,3068300.0
2020-01-22,3399300.0
2019-11-07,3754500.0
2020-04-13,3979200.0
2019-07-01,4325100.0
2019-05-30,2575800.0
2018-08-15,3467000.0
2018-10-18,5599900.0
2019-03-27,24973400.0
2019-01-22,7492700.0
2018-12-21,5107100.0
2019-09-03,3119400.0
2018-11-19,3794600.0
2019-08-02,3297800.0
2020-01-28,2533300.0
2020-04-16,4263300.0
2019-11-13,3883800.0
2020-01-31,4722900.0
2018-12-04,3621600.0
2018-11-02,3826200.0
2019-07-16,6210600.0
2018-08-30,5757700.0
2018-10-01,5515400.0
2019-06-14,4856500.0
2019-05-13,5294700.0
2019-04-11,4780000.0
2019-02-06,4439400.0
2019-09-18,3587400.0
2020-02-03,4663800.0
2020-04-22,9171800.0
2019-11-19,5647500.0
2020-02-06,3999100.0
2019-11-22,4293700.0
2019-03-25,4419900.0
2019-02-21,5745200.0
2018-12-19,4430100.0
2018-07-12,5055600.0
2018-09-14,6153900.0
2018-08-13,5750200.0
2018-10-16,5278500.0
2019-07-31,4187000.0
2019-05-28,3425800.0
2019-04-26,5258200.0
2020-04-28,6025200.0
2019-11-25,4504400.0
2020-02-12,3802200.0
2020-05-01,3637300.0
2020-05-04,5960100.0
2019-06-12,7071800.0
2019-04-09,4686600.0
2019-03-08,3770500.0
2019-02-04,6968500.0
2018-07-27,5724500.0
2018-08-28,4534900.0
2019-01-03,6600000.0
2019-08-15,4245000.0
2018-10-31,4913000.0
2019-09-16,5792000.0
2020-02-18,4626900.0
2020-05-07,4535500.0
2018-08-17,3309700.0
2019-12-04,2432200.0
2020-02-21,6632600.0
2018-12-17,4918600.0
2019-08-30,5187000.0
2018-11-15,6183400.0
2019-07-29,5196700.0
2019-06-27,4380800.0
2019-04-24,6747700.0
2018-07-10,4090600.0
2018-09-12,5898000.0
2019-02-19,10061000.0
2019-01-18,7344500.0
2020-02-24,3008400.0
2020-05-13,5151100.0
2019-12-10,5608100.0
2020-02-27,6964000.0
2019-12-13,5398800.0
2020-05-19,6881000.0
2019-03-06,5645500.0
2018-11-30,6114000.0
2019-08-13,5954300.0
2019-07-12,4968600.0
2019-06-10,3262700.0
2019-05-09,4137000.0
2018-07-25,10837300.0
2018-09-27,7984600.0
2018-10-29,7103900.0
2019-10-16,6047700.0
2019-12-16,4574500.0
2020-03-04,5188700.0
2020-05-22,6819300.0
2019-10-01,8070300.0
2019-12-19,3121700.0
2018-09-10,4335100.0
2019-05-24,4700400.0
2018-08-09,3825300.0
2019-04-22,4034100.0
2019-03-21,4198200.0
2019-01-16,3798900.0
2019-08-28,4107400.0
2018-11-13,4885000.0
2018-10-12,4663500.0
2019-06-25,5692200.0
2020-03-10,4494000.0
2020-05-28,3682100.0
2019-10-07,2931600.0
2020-03-13,4922000.0
2019-10-10,4579200.0
2020-03-16,6947600.0
2020-06-03,7206500.0
2018-11-28,5950000.0
2018-09-25,4842300.0
2018-07-23,4047200.0
2018-08-24,4750900.0
2019-07-10,3631900.0
2019-05-07,3125500.0
2019-04-05,4965900.0
2019-03-04,5400500.0
2019-01-31,5324100.0
2019-09-12,2801400.0
2019-12-31,3667000.0
2020-03-19,2952600.0
2020-01-03,3990200.0
2020-06-09,6217700.0
2019-02-15,3045600.0
2019-01-14,3553200.0
2018-07-06,6576400.0
2018-08-07,3009800.0
2018-10-10,4666100.0
2018-12-13,3342800.0
2019-08-26,3328300.0
2019-07-25,3395400.0
2019-05-22,2734600.0
2019-03-19,4665100.0
2020-01-06,7954700.0
2020-03-25,8874700.0
2020-06-12,8144300.0
2019-10-22,4655200.0
2020-01-09,4015300.0
2020-06-15,3460100.0
2019-10-25,2730700.0
2020-03-31,4704800.0
2020-06-18,6181300.0
2019-04-03,4598900.0
2018-08-22,4928400.0
2018-10-25,6268200.0
2019-01-29,5393400.0
2018-12-28,6677500.0
2018-11-26,4471400.0
2019-08-09,5801500.0
2019-07-08,4636000.0
2019-06-06,4835300.0
2019-09-10,4106600.0
2020-01-15,3994500.0
2020-04-03,4633200.0
2019-10-31,4230100.0
2020-04-06,4099900.0
2020-06-24,5318700.0
2018-11-09,10408000.0
2019-07-23,3722400.0
2019-06-21,4127200.0
2019-05-20,3007800.0
2019-04-18,3776800.0
2018-09-06,4988100.0
2018-10-08,3694400.0
2019-02-13,4434900.0
2018-12-11,2540500.0
2019-09-25,3214100.0
2020-01-21,3110800.0
2020-04-09,2687800.0
2019-11-06,3874700.0
2020-01-24,6321400.0
2020-01-27,4674200.0
2020-04-15,4033900.0
2018-12-26,2940200.0
2019-08-07,4164800.0
2019-06-04,4064500.0
2018-09-21,3186900.0
2018-07-19,3367100.0
2018-08-20,2953100.0
2018-10-23,3206000.0
2019-05-03,2575200.0
2019-04-01,2730500.0
2019-02-28,4885500.0
2019-11-12,3366500.0
