Dates,LOW
2018-06-20,98.0
2018-06-21,98.33999633789062
2018-06-25,99.36000061035156
2018-06-22,97.76000213623047
2018-06-26,97.36000061035156
2018-06-27,97.27999877929688
2018-06-28,96.0199966430664
2018-06-29,96.5999984741211
2018-07-02,95.36000061035156
2018-07-03,95.25
2018-07-05,95.41999816894531
2018-07-16,95.25
2018-09-18,96.55999755859375
2019-01-24,97.98999786376953
2019-09-05,98.5
2018-11-21,99.0199966430664
2020-01-13,99.0
2020-04-01,99.66999816894531
2020-06-19,99.5999984741211
2019-10-29,100.33999633789062
2020-01-16,101.0
2020-06-22,101.11000061035156
2018-10-03,100.16000366210938
2018-07-31,101.2699966430664
2019-03-12,99.88999938964844
2019-02-08,99.0999984741211
2019-01-07,99.0
2018-12-06,98.06999969482422
2019-08-19,99.38999938964844
2019-07-18,98.98999786376953
2019-05-15,97.69999694824219
2019-09-20,97.83000183105469
2019-11-01,97.5199966430664
2020-04-07,97.66000366210938
2020-06-25,98.80999755859375
2020-06-16,99.43000030517578
2019-11-04,99.16999816894531
2020-01-22,98.30999755859375
2019-11-07,97.44999694824219
2020-04-13,97.75
2019-07-01,97.26000213623047
2019-05-30,97.66999816894531
2018-08-15,97.9800033569336
2018-10-18,99.29000091552734
2019-03-27,104.97000122070312
2019-01-22,106.93000030517578
2018-12-21,106.83999633789062
2019-09-03,107.41000366210938
2018-11-19,106.88999938964844
2019-08-02,108.25
2020-01-28,108.29000091552734
2020-04-16,107.77999877929688
2019-11-13,108.38999938964844
2020-01-31,109.66000366210938
2018-12-04,108.44000244140625
2018-11-02,108.98999786376953
2019-07-16,110.72000122070312
2018-08-30,112.94999694824219
2018-10-01,114.30999755859375
2019-06-14,113.48999786376953
2019-05-13,113.26000213623047
2019-04-11,113.68000030517578
2019-02-06,113.30000305175781
2019-09-18,115.69000244140625
2020-02-03,116.0199966430664
2020-04-22,116.94000244140625
2019-11-19,116.20999908447266
2020-02-06,115.31999969482422
2019-11-22,115.77999877929688
2019-03-25,114.58999633789062
2019-02-21,116.62999725341797
2018-12-19,115.58000183105469
2018-07-12,114.37999725341797
2018-09-14,113.0
2018-08-13,111.75
2018-10-16,110.63999938964844
2019-07-31,109.5199966430664
2019-05-28,110.08999633789062
2019-04-26,110.93000030517578
2020-04-28,106.38999938964844
2019-11-25,105.75
2020-02-12,105.36000061035156
2020-05-01,105.05000305175781
2020-05-04,102.37000274658203
2019-06-12,102.16000366210938
2019-04-09,99.77999877929688
2019-03-08,99.88999938964844
2019-02-04,96.83999633789062
2018-07-27,98.31999969482422
2018-08-28,97.05999755859375
2019-01-03,96.36000061035156
2019-08-15,94.86000061035156
2018-10-31,93.11000061035156
2019-09-16,95.81999969482422
2020-02-18,95.29000091552734
2020-05-07,98.41999816894531
2018-08-17,96.6500015258789
2019-12-04,96.77999877929688
2020-02-21,98.0999984741211
2018-12-17,99.38999938964844
2019-08-30,98.94999694824219
2018-11-15,96.5999984741211
2019-07-29,94.94999694824219
2019-06-27,96.66999816894531
2019-04-24,94.11000061035156
2018-07-10,92.83999633789062
2018-09-12,93.30999755859375
2019-02-19,85.86000061035156
2019-01-18,86.55000305175781
2020-02-24,88.0199966430664
2020-05-13,88.66999816894531
2019-12-10,89.11000061035156
2020-02-27,92.04000091552734
2019-12-13,93.3499984741211
