Dates,LOW
2018-06-20,98.44000244140625
2018-06-21,99.05999755859375
2018-06-25,98.22000122070312
2018-06-22,96.8499984741211
2018-06-26,97.12999725341797
2018-06-27,96.30999755859375
2018-06-28,96.0
2018-06-29,95.56999969482422
2018-07-02,94.87000274658203
2018-07-03,95.05999755859375
2018-07-05,95.5199966430664
2018-07-16,96.13999938964844
2018-09-18,96.95999908447266
2019-01-24,99.01000213623047
2019-09-05,98.61000061035156
2018-11-21,98.30000305175781
2020-01-13,99.58000183105469
2020-04-01,99.62999725341797
2020-06-19,100.25
2019-10-29,101.05000305175781
2020-01-16,101.38999938964844
2020-06-22,100.66000366210938
2018-10-03,101.16000366210938
2018-07-31,100.0
2019-03-12,99.0199966430664
2019-02-08,98.5199966430664
2019-01-07,98.0
2018-12-06,99.27999877929688
2019-08-19,99.33999633789062
2019-07-18,97.95999908447266
2019-05-15,97.44000244140625
2019-09-20,97.62999725341797
2019-11-01,97.75
2020-04-07,98.77999877929688
2020-06-25,98.87000274658203
2020-06-16,99.94000244140625
2019-11-04,98.30999755859375
2020-01-22,97.08999633789062
2019-11-07,98.4000015258789
2020-04-13,96.83000183105469
2019-07-01,97.68000030517578
2019-05-30,97.9800033569336
2018-08-15,98.97000122070312
2018-10-18,99.73999786376953
2019-03-27,105.5199966430664
2019-01-22,107.1500015258789
2018-12-21,106.80000305175781
2019-09-03,106.97000122070312
2018-11-19,108.2699966430664
2019-08-02,108.68000030517578
2020-01-28,107.87999725341797
2020-04-16,108.75
2019-11-13,109.93000030517578
2020-01-31,108.41000366210938
2018-12-04,109.37999725341797
2018-11-02,109.58999633789062
2019-07-16,112.38999938964844
2018-08-30,114.18000030517578
2018-10-01,114.33999633789062
2019-06-14,112.75
2019-05-13,113.88999938964844
2019-04-11,113.73999786376953
2019-02-06,115.55000305175781
2019-09-18,116.26000213623047
2020-02-03,116.69999694824219
2020-04-22,116.83999633789062
2019-11-19,115.01000213623047
2020-02-06,115.19999694824219
2019-11-22,114.79000091552734
2019-03-25,114.5
