Dates,WFC
2018-06-20,16545600.0
2018-06-21,21191600.0
2018-06-25,24015000.0
2018-06-22,21069600.0
2018-06-26,14409100.0
2018-06-27,19520900.0
2018-06-28,13837300.0
2018-06-29,43888500.0
2018-07-02,21204900.0
2018-07-03,12830400.0
2018-07-05,16788600.0
2018-07-16,12389100.0
2018-09-18,16684000.0
2019-01-24,15581400.0
2019-09-05,15641400.0
2018-11-21,18236100.0
2020-01-13,34323400.0
2020-04-01,25538700.0
2020-06-19,21649000.0
2019-10-29,19913900.0
2020-01-16,22219400.0
2020-06-22,17250400.0
2018-10-03,24584100.0
2018-07-31,27245000.0
2019-03-12,15531100.0
2019-02-08,14165300.0
2019-01-07,17662900.0
2018-12-06,22699900.0
2019-08-19,21633800.0
2019-07-18,19192700.0
2019-05-15,13489100.0
2019-09-20,13720400.0
2019-11-01,13360500.0
2020-04-07,13810900.0
2020-06-25,13778600.0
2020-06-16,15859500.0
2019-11-04,16170100.0
2020-01-22,19541100.0
2019-11-07,14860400.0
2020-04-13,17378400.0
2019-07-01,19992500.0
2019-05-30,13737600.0
2018-08-15,11403400.0
2018-10-18,17943500.0
2019-03-27,20829600.0
2019-01-22,19655600.0
2018-12-21,14366600.0
2019-09-03,19915200.0
2018-11-19,19330200.0
2019-08-02,14436600.0
2020-01-28,14800900.0
2020-04-16,16720200.0
2019-11-13,19003700.0
2020-01-31,22332300.0
2018-12-04,20756900.0
2018-11-02,21482400.0
2019-07-16,15623000.0
2018-08-30,22160300.0
2018-10-01,23868800.0
2019-06-14,26954800.0
2019-05-13,20997600.0
2019-04-11,21959500.0
2019-02-06,22055200.0
2019-09-18,17046200.0
2020-02-03,20308000.0
2020-04-22,36158500.0
2019-11-19,19604700.0
2020-02-06,15207400.0
2019-11-22,22025100.0
2019-03-25,19991000.0
2019-02-21,18588600.0
2018-12-19,17209000.0
2018-07-12,17509600.0
2018-09-14,18444900.0
2018-08-13,21417500.0
2018-10-16,14793000.0
2019-07-31,12858200.0
2019-05-28,15918300.0
2019-04-26,21875900.0
2020-04-28,33147900.0
2019-11-25,32067300.0
2020-02-12,34118900.0
2020-05-01,28227200.0
2020-05-04,23524200.0
2019-06-12,22533300.0
2019-04-09,19521000.0
2019-03-08,17621500.0
2019-02-04,25529800.0
2018-07-27,31161500.0
2018-08-28,29366100.0
2019-01-03,30053800.0
2019-08-15,30541300.0
2018-10-31,24910900.0
2019-09-16,23667400.0
2020-02-18,17654800.0
2020-05-07,18285600.0
2018-08-17,18990000.0
2019-12-04,20696800.0
2020-02-21,20668500.0
2018-12-17,22429200.0
2019-08-30,18972200.0
2018-11-15,19003300.0
2019-07-29,28102000.0
2019-06-27,24788400.0
2019-04-24,23220100.0
2018-07-10,18872500.0
2018-09-12,20215500.0
2019-02-19,22999200.0
2019-01-18,16946300.0
2020-02-24,11139400.0
2020-05-13,20581700.0
2019-12-10,18044600.0
2020-02-27,23713300.0
2019-12-13,14978400.0
2020-05-19,18939000.0
2019-03-06,21261700.0
2018-11-30,33280500.0
2019-08-13,40310200.0
2019-07-12,28510500.0
2019-06-10,34524600.0
2019-05-09,32388600.0
2018-07-25,42820000.0
2018-09-27,35227100.0
2018-10-29,25913000.0
2019-10-16,29443300.0
2019-12-16,26740000.0
2020-03-04,34287600.0
2020-05-22,43969900.0
2019-10-01,55577900.0
2019-12-19,18049900.0
2018-09-10,27770000.0
2019-05-24,27005300.0
2018-08-09,23635000.0
2019-04-22,16544500.0
2019-03-21,20295200.0
2019-01-16,22262000.0
2019-08-28,23343600.0
2018-11-13,21858000.0
2018-10-12,19702900.0
2019-06-25,18837700.0
2020-03-10,16208400.0
2020-05-28,20006900.0
2019-10-07,23827600.0
2020-03-13,27447600.0
2019-10-10,32026400.0
2020-03-16,25738800.0
2020-06-03,36380300.0
2018-11-28,33975200.0
2018-09-25,16806700.0
2018-07-23,17862100.0
2018-08-24,20183400.0
2019-07-10,19913100.0
2019-05-07,11927600.0
2019-04-05,16885100.0
2019-03-04,24934700.0
2019-01-31,21123500.0
2019-09-12,17547800.0
2019-12-31,14784900.0
2020-03-19,12145700.0
2020-01-03,24189700.0
2020-06-09,20641200.0
2019-02-15,15995900.0
2019-01-14,22033000.0
2018-07-06,13770900.0
2018-08-07,16456500.0
2018-10-10,19346200.0
2018-12-13,15121700.0
2019-08-26,16742600.0
2019-07-25,16938800.0
2019-05-22,15848200.0
2019-03-19,16564100.0
2020-01-06,16997800.0
2020-03-25,17455000.0
2020-06-12,17786600.0
2019-10-22,19051400.0
2020-01-09,16697000.0
2020-06-15,14235400.0
2019-10-25,14211000.0
2020-03-31,19047300.0
2020-06-18,17400000.0
2019-04-03,19471500.0
2018-08-22,18299300.0
2018-10-25,21647300.0
2019-01-29,20160700.0
2018-12-28,46117300.0
2018-11-26,23843300.0
2019-08-09,19911900.0
2019-07-08,20632400.0
2019-06-06,24132800.0
2019-09-10,27975800.0
2020-01-15,17227600.0
2020-04-03,16989600.0
2019-10-31,16912000.0
2020-04-06,15881600.0
2020-06-24,53590800.0
2018-11-09,42015500.0
2019-07-23,35393600.0
2019-06-21,30366300.0
2019-05-20,19260100.0
2019-04-18,23734900.0
2018-09-06,18875200.0
2018-10-08,22903500.0
2019-02-13,30977800.0
2018-12-11,33662700.0
2019-09-25,70271400.0
2020-01-21,34954000.0
2020-04-09,25217100.0
2019-11-06,25144000.0
2020-01-24,22416800.0
2020-01-27,15972600.0
2020-04-15,16434300.0
2018-12-26,17831800.0
2019-08-07,23042800.0
2019-06-04,13035500.0
2018-09-21,16918700.0
2018-07-19,18525100.0
2018-08-20,17542100.0
2018-10-23,16883000.0
2019-05-03,16571300.0
2019-04-01,19279900.0
2019-02-28,23919100.0
2019-11-12,19814400.0
2020-01-30,23246900.0
2019-11-15,19983400.0
2020-04-21,23304700.0
2019-04-16,21267600.0
2019-03-15,20123300.0
2019-02-11,20764100.0
2019-01-10,22273500.0
2019-08-22,18854000.0
2018-11-07,18416300.0
2018-08-03,13155000.0
2018-09-04,17643700.0
2019-06-19,13425500.0
2019-09-23,19984600.0
2019-11-18,16058800.0
2020-02-05,13775900.0
2020-04-24,17540500.0
2019-03-29,20172500.0
2019-11-21,21082000.0
2020-04-27,13705400.0
2020-02-11,16020500.0
2020-04-30,14979900.0
2019-05-01,15242700.0
2019-02-26,15078300.0
2019-01-25,22463300.0
2018-12-24,15629400.0
2019-09-06,16147500.0
2018-07-17,13420400.0
2018-09-19,18611100.0
2019-08-05,17787600.0
2019-10-08,19205200.0
2019-12-11,39186200.0
2019-11-27,21854400.0
2020-02-14,20814000.0
2020-05-06,17106800.0
2019-01-08,13391600.0
2018-12-07,31030900.0
2019-08-20,15122100.0
2018-11-05,12107200.0
2019-07-19,10438400.0
2018-10-04,10801600.0
2019-06-17,13189300.0
2019-05-16,12595000.0
2018-08-01,12784900.0
2019-03-13,19751400.0
2019-12-03,12792600.0
2020-02-20,21338400.0
2019-12-06,37548300.0
2020-05-12,24502100.0
2019-12-09,19412500.0
2020-02-26,21847900.0
2020-05-15,17972100.0
2019-03-28,21150200.0
2018-09-17,29357200.0
