Dates,GLW
2018-06-20,3618200.0
2018-06-21,3925700.0
2018-06-25,11582600.0
2018-06-22,6465800.0
2018-06-26,3567500.0
2018-06-27,3792200.0
2018-06-28,8921900.0
2018-06-29,6459400.0
2018-07-02,6910000.0
2018-07-03,2625900.0
2018-07-05,4493300.0
2018-07-16,3937500.0
2018-09-18,5496600.0
2019-01-24,5116700.0
2019-09-05,4300600.0
2018-11-21,3622400.0
2020-01-13,2668900.0
2020-04-01,3657700.0
2020-06-19,4893400.0
2019-10-29,5626100.0
2020-01-16,3998500.0
2020-06-22,3263000.0
2018-10-03,4289200.0
2018-07-31,10904000.0
2019-03-12,20616900.0
2019-02-08,9467700.0
2019-01-07,7449100.0
2018-12-06,8527800.0
2019-08-19,4571700.0
2019-07-18,4928000.0
2019-05-15,4671700.0
2019-09-20,6315100.0
2019-11-01,4047100.0
2020-04-07,6267600.0
2020-06-25,5898400.0
2020-06-16,3304100.0
2019-11-04,3838700.0
2020-01-22,3927600.0
2019-11-07,3607900.0
2020-04-13,4836300.0
2019-07-01,3833400.0
2019-05-30,3127200.0
2018-08-15,3060200.0
2018-10-18,3156400.0
2019-03-27,3867700.0
2019-01-22,2971300.0
2018-12-21,3210800.0
2019-09-03,4790500.0
2018-11-19,3821900.0
2019-08-02,3880000.0
2020-01-28,3221700.0
2020-04-16,3963400.0
2019-11-13,3894200.0
2020-01-31,3841000.0
2018-12-04,4904300.0
2018-11-02,3396100.0
2019-07-16,4449300.0
2018-08-30,3923500.0
2018-10-01,3945400.0
2019-06-14,10260400.0
2019-05-13,6829200.0
2019-04-11,3640600.0
2019-02-06,5178600.0
2019-09-18,3072700.0
2020-02-03,7402900.0
2020-04-22,11099700.0
2019-11-19,3204100.0
2020-02-06,3852700.0
2019-11-22,5008300.0
2019-03-25,3149400.0
2019-02-21,3564500.0
2018-12-19,3641200.0
2018-07-12,2631400.0
2018-09-14,2974400.0
2018-08-13,5881200.0
2018-10-16,5010300.0
2019-07-31,5342600.0
2019-05-28,3916700.0
2019-04-26,12319400.0
2020-04-28,10362100.0
2019-11-25,8184100.0
2020-02-12,6027200.0
2020-05-01,5988400.0
2020-05-04,5114800.0
2019-06-12,7156300.0
2019-04-09,7246600.0
2019-03-08,7911700.0
2019-02-04,18049000.0
2018-07-27,12767200.0
2018-08-28,7932300.0
2019-01-03,7561000.0
2019-08-15,6147700.0
2018-10-31,6705600.0
2019-09-16,6895500.0
2020-02-18,5978300.0
2020-05-07,5215500.0
2018-08-17,3557900.0
