Dates,GLW
2018-06-20,26.841779708862305
2018-06-21,26.747234344482422
2018-06-25,26.93632698059082
2018-06-22,26.217771530151367
2018-06-26,26.189409255981445
2018-06-27,26.000314712524414
2018-06-28,25.518129348754883
2018-06-29,26.0097713470459
2018-07-02,26.198863983154297
2018-07-03,25.858495712280273
2018-07-05,26.435232162475586
2018-07-16,26.595958709716797
2018-09-18,27.418514251708984
2019-01-24,27.37124252319336
2019-09-05,26.718870162963867
2018-11-21,27.10651206970215
2020-01-13,27.229419708251953
2020-04-01,27.040328979492188
2020-06-19,27.598155975341797
2019-10-29,27.843976974487305
2020-01-16,27.739974975585938
2020-06-22,27.531970977783203
2018-10-03,27.75888442993164
2018-07-31,28.20325469970703
2019-03-12,31.39892578125
2019-02-08,31.796022415161133
2019-01-07,31.7109317779541
2018-12-06,31.143648147583008
2019-08-19,31.370563507080078
2019-07-18,31.105833053588867
2019-05-15,31.001832962036133
2019-09-20,31.049104690551758
2019-11-01,31.143648147583008
2020-04-07,31.257108688354492
2020-06-25,31.474565505981445
2020-06-16,31.285472869873047
2019-11-04,30.954561233520508
2020-01-22,30.73710060119629
2019-11-07,30.926189422607422
2020-04-13,30.604734420776367
2019-07-01,30.935646057128906
2019-05-30,31.219289779663086
2018-08-15,31.1909236907959
2018-10-18,31.08692169189453
2019-03-27,31.096376419067383
2019-01-22,31.030195236206055
2018-12-21,31.20037841796875
2019-09-03,31.786563873291016
2018-11-19,31.833839416503906
2019-08-02,31.96620750427246
2020-01-28,31.814123153686523
2020-04-16,31.852136611938477
2019-11-13,31.766592025756836
2020-01-31,31.67154312133789
2018-12-04,31.87114715576172
2018-11-02,31.91868019104004
2019-07-16,32.28938674926758
2018-08-30,31.890165328979492
2018-10-01,32.32740783691406
2019-06-14,33.32545852661133
2019-05-13,33.52506637573242
2019-04-11,33.43952178955078
2019-02-06,33.52506637573242
2019-09-18,33.50606155395508
2020-02-03,34.342525482177734
2020-04-22,34.14291000366211
2019-11-19,33.924293518066406
2020-02-06,33.753196716308594
