Dates,GLW
2018-06-20,28.309999465942383
2018-06-21,28.239999771118164
2018-06-25,28.299999237060547
2018-06-22,27.5
2018-06-26,27.610000610351562
2018-06-27,27.5
2018-06-28,26.8700008392334
2018-06-29,27.06999969482422
2018-07-02,27.219999313354492
2018-07-03,27.31999969482422
2018-07-05,27.459999084472656
2018-07-16,27.84000015258789
2018-09-18,28.350000381469727
2019-01-24,28.139999389648438
2019-09-05,28.219999313354492
2018-11-21,28.479999542236328
2020-01-13,28.6200008392334
2020-04-01,28.559999465942383
2020-06-19,28.479999542236328
2019-10-29,29.06999969482422
2020-01-16,29.239999771118164
2020-06-22,29.100000381469727
2018-10-03,28.979999542236328
2018-07-31,29.479999542236328
2019-03-12,30.899999618530273
2019-02-08,32.75
2019-01-07,33.279998779296875
2018-12-06,32.88999938964844
2019-08-19,32.880001068115234
2019-07-18,32.56999969482422
2019-05-15,32.560001373291016
2019-09-20,32.63999938964844
2019-11-01,32.630001068115234
2020-04-07,32.970001220703125
2020-06-25,32.939998626708984
2020-06-16,33.02000045776367
2019-11-04,32.689998626708984
2020-01-22,32.5
2019-11-07,32.529998779296875
2020-04-13,32.06999969482422
2019-07-01,32.349998474121094
2019-05-30,32.72999954223633
2018-08-15,32.849998474121094
2018-10-18,32.849998474121094
2019-03-27,32.79999923706055
2019-01-22,32.7400016784668
2018-12-21,32.650001525878906
2019-09-03,33.09000015258789
2018-11-19,33.470001220703125
2019-08-02,33.56999969482422
2020-01-28,33.38999938964844
2020-04-16,33.310001373291016
2019-11-13,33.119998931884766
2020-01-31,33.060001373291016
2018-12-04,33.16999816894531
2018-11-02,33.2599983215332
2019-07-16,33.68000030517578
2018-08-30,33.4900016784668
2018-10-01,33.400001525878906
2019-06-14,34.0099983215332
2019-05-13,35.20000076293945
2019-04-11,35.130001068115234
2019-02-06,35.06999969482422
2019-09-18,35.0
2020-02-03,35.349998474121094
2020-04-22,35.81999969482422
2019-11-19,35.5
2020-02-06,35.43000030517578
2019-11-22,35.369998931884766
2019-03-25,35.36000061035156
2019-02-21,35.16999816894531
2018-12-19,35.20000076293945
2018-07-12,35.189998626708984
2018-09-14,35.560001373291016
2018-08-13,34.959999084472656
2018-10-16,34.61000061035156
2019-07-31,34.25
2019-05-28,34.2400016784668
2019-04-26,32.220001220703125
2020-04-28,31.260000228881836
2019-11-25,31.530000686645508
2020-02-12,31.780000686645508
2020-05-01,32.029998779296875
2020-05-04,32.02000045776367
2019-06-12,31.020000457763672
2019-04-09,30.68000030517578
2019-03-08,30.610000610351562
2019-02-04,28.170000076293945
2018-07-27,30.260000228881836
2018-08-28,30.639999389648438
2019-01-03,30.200000762939453
2019-08-15,30.139999389648438
2018-10-31,30.420000076293945
2019-09-16,31.6299991607666
2020-02-18,32.150001525878906
2020-05-07,32.689998626708984
2018-08-17,32.63999938964844
2019-12-04,33.04999923706055
2020-02-21,33.47999954223633
2018-12-17,33.61000061035156
2019-08-30,33.310001373291016
2018-11-15,31.670000076293945
2019-07-29,31.8799991607666
2019-06-27,31.520000457763672
2019-04-24,31.170000076293945
2018-07-10,31.670000076293945
2018-09-12,31.049999237060547
2019-02-19,30.270000457763672
2019-01-18,30.700000762939453
2020-02-24,30.270000457763672
2020-05-13,31.329999923706055
2019-12-10,30.93000030517578
2020-02-27,31.450000762939453
2019-12-13,31.850000381469727
2020-05-19,31.799999237060547
2019-03-06,32.810001373291016
2018-11-30,32.040000915527344
2019-08-13,30.65999984741211
2019-07-12,31.270000457763672
2019-06-10,30.8700008392334
2019-05-09,31.559999465942383
2018-07-25,31.969999313354492
2018-09-27,31.670000076293945
2018-10-29,31.34000015258789
2019-10-16,30.6200008392334
2019-12-16,30.440000534057617
2020-03-04,29.860000610351562
2020-05-22,29.100000381469727
2019-10-01,28.639999389648438
2019-12-19,27.959999084472656
2018-09-10,27.670000076293945
2019-05-24,28.489999771118164
2018-08-09,29.489999771118164
2019-04-22,29.8700008392334
2019-03-21,29.40999984741211
2019-01-16,28.0
2019-08-28,28.399999618530273
2018-11-13,28.969999313354492
2018-10-12,29.1200008392334
2019-06-25,29.489999771118164
2020-03-10,29.479999542236328
2020-05-28,29.81999969482422
2019-10-07,29.65999984741211
2020-03-13,29.829999923706055
2019-10-10,30.049999237060547
2020-03-16,29.809999465942383
2020-06-03,30.270000457763672
2018-11-28,29.360000610351562
2018-09-25,28.93000030517578
2018-07-23,29.420000076293945
2018-08-24,30.139999389648438
2019-07-10,29.809999465942383
2019-05-07,32.0
2019-04-05,33.15999984741211
2019-03-04,32.91999816894531
2019-01-31,32.869998931884766
2019-09-12,33.0099983215332
2019-12-31,33.349998474121094
2020-03-19,33.439998626708984
2020-01-03,33.04999923706055
2020-06-09,32.86000061035156
2019-02-15,33.22999954223633
2019-01-14,33.52000045776367
2018-07-06,33.77000045776367
2018-08-07,33.63999938964844
2018-10-10,33.9900016784668
2018-12-13,34.13999938964844
2019-08-26,34.09000015258789
2019-07-25,34.36000061035156
2019-05-22,34.59000015258789
2019-03-19,34.900001525878906
2020-01-06,34.900001525878906
2020-03-25,34.25
2020-06-12,34.5099983215332
2019-10-22,34.83000183105469
2020-01-09,34.439998626708984
2020-06-15,34.689998626708984
2019-10-25,34.5
2020-03-31,33.810001373291016
2020-06-18,33.5
2019-04-03,33.900001525878906
2018-08-22,34.119998931884766
2018-10-25,34.22999954223633
2019-01-29,33.900001525878906
2018-12-28,34.16999816894531
2018-11-26,34.220001220703125
2019-08-09,34.45000076293945
2019-07-08,33.91999816894531
2019-06-06,34.099998474121094
2019-09-10,33.7599983215332
2020-01-15,33.439998626708984
2020-04-03,33.31999969482422
2019-10-31,33.099998474121094
2020-04-06,32.88999938964844
2020-06-24,32.95000076293945
2018-11-09,33.31999969482422
2019-07-23,33.90999984741211
2019-06-21,34.27000045776367
2019-05-20,34.290000915527344
2019-04-18,34.63999938964844
2018-09-06,34.279998779296875
2018-10-08,34.22999954223633
2019-02-13,34.2599983215332
2018-12-11,34.36000061035156
2019-09-25,34.7599983215332
2020-01-21,34.72999954223633
2020-04-09,34.810001373291016
2019-11-06,34.75
2020-01-24,34.79999923706055
2020-01-27,34.2599983215332
2020-04-15,34.2599983215332
2018-12-26,34.369998931884766
2019-08-07,33.400001525878906
2019-06-04,33.18000030517578
2018-09-21,33.47999954223633
2018-07-19,30.360000610351562
2018-08-20,31.670000076293945
2018-10-23,31.399999618530273
2019-05-03,31.649999618530273
2019-04-01,31.079999923706055
2019-02-28,30.920000076293945
2019-11-12,30.850000381469727
2020-01-30,30.049999237060547
2019-11-15,29.93000030517578
2020-04-21,29.5
2019-04-16,29.719999313354492
2019-03-15,29.719999313354492
2019-02-11,30.389999389648438
2019-01-10,29.760000228881836
2019-08-22,29.469999313354492
2018-11-07,29.84000015258789
2018-08-03,30.09000015258789
2018-09-04,29.389999389648438
2019-06-19,29.639999389648438
2019-09-23,29.600000381469727
2019-11-18,29.020000457763672
2020-02-05,29.030000686645508
2020-04-24,28.600000381469727
2019-03-29,28.700000762939453
2019-11-21,29.260000228881836
2020-04-27,29.860000610351562
2020-02-11,30.149999618530273
2020-04-30,30.559999465942383
2019-05-01,30.719999313354492
2019-02-26,30.90999984741211
2019-01-25,30.93000030517578
2018-12-24,31.100000381469727
2019-09-06,30.299999237060547
2018-07-17,30.940000534057617
2018-09-19,31.510000228881836
2019-08-05,32.45000076293945
2019-10-08,32.63999938964844
2019-12-11,32.93000030517578
2019-11-27,32.84000015258789
2020-02-14,32.7599983215332
2020-05-06,32.97999954223633
2019-01-08,33.099998474121094
2018-12-07,32.93000030517578
2019-08-20,33.810001373291016
2018-11-05,33.560001373291016
2019-07-19,33.599998474121094
2018-10-04,33.150001525878906
2019-06-17,32.849998474121094
2019-05-16,32.7599983215332
2018-08-01,32.7400016784668
2019-03-13,32.380001068115234
2019-12-03,32.70000076293945
2020-02-20,32.9900016784668
2019-12-06,33.150001525878906
2020-05-12,32.65999984741211
2019-12-09,32.779998779296875
2020-02-26,33.099998474121094
2020-05-15,32.97999954223633
2019-03-28,33.41999816894531
2018-09-17,33.5
2018-08-16,32.91999816894531
2018-10-19,33.029998779296875
2019-04-29,33.849998474121094
2019-01-23,31.209999084472656
2019-09-04,30.350000381469727
2018-11-20,29.610000610351562
2019-07-02,29.06999969482422
2019-05-31,27.959999084472656
2019-12-12,28.100000381469727
2020-05-18,27.920000076293945
2019-09-27,28.719999313354492
2020-03-03,28.06999969482422
2020-05-21,27.600000381469727
2019-05-14,27.540000915527344
2018-08-31,27.299999237060547
2018-07-30,26.979999542236328
2018-10-02,27.219999313354492
2019-04-12,27.8799991607666
2019-03-11,27.469999313354492
2019-02-07,27.709999084472656
2019-07-17,27.780000686645508
2019-09-19,27.290000915527344
2019-10-21,27.1299991607666
2019-12-18,26.989999771118164
2020-03-06,26.780000686645508
2019-10-03,27.549999237060547
2020-03-09,27.690000534057617
2020-05-27,26.790000915527344
2019-12-24,27.139999389648438
2020-03-12,27.760000228881836
2018-12-20,28.270000457763672
2019-08-01,28.3799991607666
2018-08-14,28.559999465942383
2018-07-13,28.950000762939453
2018-10-17,29.700000762939453
2019-05-29,30.1200008392334
2019-03-26,29.899999618530273
2019-02-22,27.420000076293945
2019-10-04,27.600000381469727
2019-11-05,27.59000015258789
2019-12-27,27.68000030517578
2020-06-02,27.5
2019-12-30,27.40999984741211
2020-03-18,27.540000915527344
2020-06-05,27.90999984741211
2019-07-15,28.149999618530273
2018-12-03,28.329999923706055
2019-06-13,27.6200008392334
2019-01-04,27.229999542236328
2018-08-29,26.75
2019-02-05,27.510000228881836
2018-11-01,27.799999237060547
2019-08-16,27.1299991607666
2019-04-10,27.489999771118164
2019-09-17,27.799999237060547
2019-10-15,28.479999542236328
2020-01-02,28.75
2020-06-08,28.93000030517578
2019-10-18,29.3799991607666
2020-03-24,29.270000457763672
2020-06-11,29.200000762939453
2020-01-08,29.549999237060547
2019-04-25,29.639999389648438
2019-07-30,29.700000762939453
2019-02-20,29.709999084472656
2018-07-11,29.729999542236328
2018-09-13,30.3799991607666
2018-10-15,29.360000610351562
2019-06-28,29.010000228881836
2018-12-18,29.56999969482422
2018-11-16,29.520000457763672
2019-10-02,29.719999313354492
2020-03-27,29.8799991607666
2020-01-10,29.790000915527344
2019-10-24,30.09000015258789
2020-03-30,29.8799991607666
2020-06-17,29.790000915527344
2020-01-14,29.56999969482422
2020-04-02,29.219999313354492
2019-01-02,28.75
2019-08-14,29.020000457763672
2018-10-30,28.889999389648438
2019-06-11,28.780000686645508
2019-05-10,28.40999984741211
2019-04-08,28.280000686645508
2018-08-27,28.639999389648438
2018-07-26,29.059999465942383
2018-09-28,28.860000610351562
2019-03-07,29.1299991607666
2019-10-30,29.020000457763672
2020-01-17,28.690000534057617
2020-06-23,27.649999618530273
2020-04-08,28.010000228881836
2020-06-26,27.670000076293945
2019-03-22,27.850000381469727
2019-01-17,27.899999618530273
2019-08-29,27.969999313354492
2018-11-14,28.0
2019-06-26,27.940000534057617
2018-09-11,28.579999923706055
2018-07-09,28.5
2018-08-10,28.3799991607666
2019-04-23,28.09000015258789
2019-09-30,28.149999618530273
2020-01-23,29.010000228881836
2019-11-08,28.719999313354492
2020-04-14,28.700000762939453
2019-11-11,28.899999618530273
2020-01-29,28.729999542236328
2020-04-17,28.709999084472656
2018-07-24,28.809999465942383
2018-09-26,29.299999237060547
2019-05-08,29.309999465942383
2019-03-05,29.25
2019-02-01,29.489999771118164
2018-12-31,29.65999984741211
2018-11-29,30.0
2019-08-12,30.010000228881836
2019-07-11,29.8700008392334
2019-09-13,29.959999084472656
2019-11-14,29.540000915527344
2020-04-20,29.6200008392334
2020-02-04,29.920000076293945
2020-04-23,29.510000228881836
2018-12-14,29.579999923706055
2019-08-27,29.09000015258789
2018-08-08,29.079999923706055
2018-10-11,28.559999465942383
2018-11-12,27.979999542236328
2019-07-26,27.559999465942383
2019-06-24,27.25
2019-05-23,26.549999237060547
2019-03-20,26.809999465942383
2019-01-15,27.290000915527344
2019-11-20,27.84000015258789
2020-02-07,28.040000915527344
2020-02-10,27.649999618530273
2020-04-29,27.399999618530273
2019-11-26,27.700000762939453
2020-02-13,28.260000228881836
2019-01-30,28.329999923706055
2018-08-23,28.450000762939453
2018-09-24,27.84000015258789
2018-11-27,27.889999389648438
2018-10-26,27.709999084472656
2019-07-09,27.75
2019-06-07,26.670000076293945
2019-05-06,25.360000610351562
2019-04-04,25.25
2019-09-11,23.68000030517578
2019-11-29,22.799999237060547
2020-05-05,23.510000228881836
2019-12-02,23.729999542236328
2020-02-19,23.90999984741211
2020-05-08,24.360000610351562
