Dates,MLM
2018-06-20,224.2799072265625
2018-06-21,220.41403198242188
2018-06-25,223.15155029296875
2018-06-22,220.72801208496094
2018-06-26,218.17694091796875
2018-06-27,215.6356658935547
2018-06-28,216.92100524902344
2018-06-29,219.12867736816406
2018-07-02,218.2161865234375
2018-07-03,221.091064453125
2018-07-05,221.74842834472656
2018-07-16,223.22023010253906
2018-09-18,223.1319122314453
2019-01-24,221.74842834472656
2019-09-05,221.97413635253906
2018-11-21,221.4442901611328
2020-01-13,222.5530242919922
2020-04-01,220.68878173828125
2020-06-19,221.11068725585938
2019-10-29,221.54238891601562
2020-01-16,221.62088012695312
2020-06-22,220.00193786621094
2018-10-03,219.4720916748047
2018-07-31,219.98233032226562
2019-03-12,218.7558135986328
2019-02-08,202.95872497558594
2019-01-07,201.830322265625
2018-12-06,197.9055633544922
2019-08-19,195.66847229003906
2019-07-18,197.85653686523438
2019-05-15,200.90802001953125
2019-09-20,203.066650390625
2019-11-01,203.4002227783203
2020-04-07,204.61691284179688
2020-06-25,201.57522583007812
2020-06-16,199.69137573242188
2019-11-04,196.3651123046875
2020-01-22,197.21875
2019-11-07,198.93585205078125
2020-04-13,199.2105712890625
2019-07-01,198.7003631591797
2019-05-30,199.18113708496094
2018-08-15,199.14187622070312
2018-10-18,200.378173828125
2019-03-27,201.9578857421875
2019-01-22,199.544189453125
2018-12-21,201.89903259277344
2019-09-03,204.36181640625
2018-11-19,201.97750854492188
2019-08-02,203.04701232910156
2020-01-28,200.03475952148438
2020-04-16,195.44180297851562
2019-11-13,195.4320068359375
2020-01-31,196.30728149414062
2018-12-04,195.02874755859375
2018-11-02,193.0223846435547
2019-07-16,187.39675903320312
2018-08-30,189.3243865966797
2018-10-01,188.84251403808594
2019-06-14,189.94403076171875
2019-05-13,190.79966735839844
2019-04-11,189.90467834472656
2019-02-06,192.10772705078125
2019-09-18,192.8650360107422
2020-02-03,192.26510620117188
2020-04-22,189.0096893310547
2019-11-19,187.69180297851562
2020-02-06,186.2263946533203
2019-11-22,183.80694580078125
2019-03-25,184.0233154296875
2019-02-21,178.94845581054688
2018-12-19,181.31871032714844
2018-07-12,181.8989715576172
2018-09-14,182.29237365722656
2018-08-13,182.93162536621094
2018-10-16,179.59754943847656
2019-07-31,179.80410766601562
2019-05-28,177.90594482421875
2019-04-26,173.0966033935547
2020-04-28,166.0743865966797
2019-11-25,166.78253173828125
2020-02-12,165.80885314941406
2020-05-01,168.88722229003906
2020-05-04,163.36976623535156
2019-06-12,160.06520080566406
2019-04-09,159.00299072265625
2019-03-08,157.8227996826172
2019-02-04,161.20603942871094
2018-07-27,161.16671752929688
2018-08-28,159.3275604248047
2019-01-03,154.1444854736328
2019-08-15,150.89894104003906
2018-10-31,163.46810913085938
2019-09-16,168.45448303222656
2020-02-18,172.39828491210938
2020-05-07,174.50302124023438
2018-08-17,171.9459228515625
2019-12-04,186.42308044433594
2020-02-21,186.62960815429688
2018-12-17,185.27236938476562
2019-08-30,181.24984741210938
2018-11-15,178.48619079589844
2019-07-29,181.04331970214844
2019-06-27,184.3577117919922
2019-04-24,185.60679626464844
2018-07-10,185.85264587402344
2018-09-12,182.6660919189453
2019-02-19,182.14483642578125
2019-01-18,183.3545379638672
2020-02-24,183.6200714111328
2020-05-13,188.57696533203125
2019-12-10,189.22604370117188
2020-02-27,194.9893798828125
2019-12-13,193.5633087158203
2020-05-19,188.00279235839844
2019-03-06,191.65065002441406
2018-11-30,182.44227600097656
2019-08-13,183.50704956054688
2019-07-12,178.9225616455078
2019-06-10,177.44371032714844
2019-05-09,175.1564178466797
2018-07-25,176.5465545654297
2018-09-27,173.02685546875
2018-10-29,172.29725646972656
2019-10-16,173.14515686035156
2019-12-16,174.48597717285156
2020-03-04,169.240966796875
2020-05-22,165.583251953125
2019-10-01,162.96072387695312
2019-12-19,161.48187255859375
2018-09-10,167.4564666748047
2019-05-24,168.02828979492188
2018-08-09,165.8001708984375
2019-04-22,169.44801330566406
2019-03-21,168.53111267089844
2019-01-16,168.10716247558594
2019-08-28,173.904296875
2018-11-13,176.64512634277344
2018-10-12,175.96485900878906
2019-06-25,176.79302978515625
2020-03-10,177.00006103515625
2020-05-28,175.4817657470703
2019-10-07,176.6845703125
2020-03-13,173.91415405273438
2019-10-10,172.228271484375
2020-03-16,174.73245239257812
2020-06-03,177.92681884765625
2018-11-28,177.70004272460938
2018-09-25,172.40573120117188
2018-07-23,173.55923461914062
2018-08-24,173.22401428222656
2019-07-10,177.0887908935547
2019-05-07,177.73948669433594
2019-04-05,176.01414489746094
2019-03-04,174.19021606445312
2019-01-31,181.21974182128906
2019-09-12,183.33946228027344
2019-12-31,185.261962890625
2020-03-19,179.5338592529297
2020-01-03,179.6916046142578
2020-06-09,181.7422637939453
2019-02-15,183.36903381347656
2019-01-14,181.9591522216797
2018-07-06,177.8775177001953
2018-08-07,184.84791564941406
2018-10-10,187.38165283203125
2018-12-13,186.34645080566406
2019-08-26,189.56053161621094
2019-07-25,187.69717407226562
2019-05-22,187.32252502441406
2019-03-19,185.9521026611328
2020-01-06,188.40701293945312
2020-03-25,187.19435119628906
