Dates,MLM
2018-06-20,228.7899932861328
2018-06-21,227.75
2018-06-25,225.2899932861328
2018-06-22,226.50999450683594
2018-06-26,225.0
2018-06-27,223.3699951171875
2018-06-28,219.5
2018-06-29,222.47999572753906
2018-07-02,221.1999969482422
2018-07-03,223.3800048828125
2018-07-05,225.91000366210938
2018-07-16,225.1300048828125
2018-09-18,228.52000427246094
2019-01-24,226.52000427246094
2019-09-05,224.0500030517578
2018-11-21,228.22000122070312
2020-01-13,226.02999877929688
2020-04-01,227.50999450683594
2020-06-19,224.0
2019-10-29,226.27000427246094
2020-01-16,225.0500030517578
2020-06-22,225.02000427246094
2018-10-03,223.33999633789062
2018-07-31,224.57000732421875
2019-03-12,223.30999755859375
2019-02-08,225.0500030517578
2019-01-07,207.0
2018-12-06,205.0
2019-08-19,202.61000061035156
2019-07-18,199.64999389648438
2019-05-15,201.33999633789062
2019-09-20,201.33999633789062
2019-11-01,206.9600067138672
2020-04-07,208.25
2020-06-25,208.67999267578125
2020-06-16,204.89999389648438
2019-11-04,201.72000122070312
2020-01-22,199.99000549316406
2019-11-07,201.25999450683594
2020-04-13,202.0
2019-07-01,203.97999572753906
2019-05-30,202.99000549316406
2018-08-15,203.0
2018-10-18,203.0500030517578
2019-03-27,204.2100067138672
2019-01-22,205.8699951171875
2018-12-21,203.85000610351562
2019-09-03,207.0
2018-11-19,208.27999877929688
2019-08-02,205.4199981689453
2020-01-28,206.63999938964844
2020-04-16,202.52000427246094
2019-11-13,197.4600067138672
2020-01-31,198.72000122070312
2018-12-04,200.22999572753906
2018-11-02,197.57000732421875
2019-07-16,195.86000061035156
2018-08-30,189.19000244140625
2018-10-01,192.6199951171875
2019-06-14,193.4199981689453
2019-05-13,193.49000549316406
2019-04-11,194.0
2019-02-06,193.42999267578125
2019-09-18,194.83999633789062
2020-02-03,196.72999572753906
2020-04-22,196.0399932861328
2019-11-19,191.39999389648438
2020-02-06,190.89999389648438
2019-11-22,189.02999877929688
2019-03-25,187.7899932861328
2019-02-21,185.8800048828125
2018-12-19,182.55999755859375
2018-07-12,183.9499969482422
2018-09-14,185.6199951171875
2018-08-13,184.35000610351562
2018-10-16,185.72000122070312
2019-07-31,181.77000427246094
2019-05-28,182.57000732421875
2019-04-26,179.97999572753906
2020-04-28,174.75999450683594
2019-11-25,170.94000244140625
2020-02-12,169.07000732421875
2020-05-01,169.1199951171875
2020-05-04,165.38999938964844
2019-06-12,164.61000061035156
2019-04-09,163.17999267578125
2019-03-08,162.02999877929688
2019-02-04,158.11000061035156
2018-07-27,163.8300018310547
2018-08-28,165.1300048828125
2019-01-03,160.05999755859375
2019-08-15,161.11000061035156
2018-10-31,153.80999755859375
2019-09-16,169.9499969482422
2020-02-18,171.7100067138672
2020-05-07,176.02000427246094
2018-08-17,176.74000549316406
2019-12-04,175.72999572753906
2020-02-21,190.41000366210938
2018-12-17,188.25999450683594
2019-08-30,186.9499969482422
2018-11-15,183.47000122070312
2019-07-29,182.22999572753906
2019-06-27,186.2899932861328
2019-04-24,185.41000366210938
2018-07-10,187.58999633789062
2018-09-12,188.27999877929688
2019-02-19,182.9499969482422
2019-01-18,187.35000610351562
2020-02-24,185.2899932861328
2020-05-13,188.9600067138672
2019-12-10,190.39999389648438
2020-02-27,192.5800018310547
2019-12-13,197.02000427246094
2020-05-19,195.50999450683594
2019-03-06,194.8800048828125
2018-11-30,192.9199981689453
2019-08-13,182.36000061035156
2019-07-12,185.75999450683594
2019-06-10,181.6199951171875
2019-05-09,182.2100067138672
2018-07-25,180.39999389648438
2018-09-27,180.50999450683594
2018-10-29,173.55999755859375
2019-10-16,174.49000549316406
2019-12-16,176.5800018310547
2020-03-04,176.4600067138672
2020-05-22,170.42999267578125
2019-10-01,167.02999877929688
2019-12-19,163.8300018310547
2018-09-10,164.61000061035156
2019-05-24,167.6699981689453
2018-08-09,171.0
2019-04-22,168.7899932861328
2019-03-21,169.5500030517578
2019-01-16,171.50999450683594
2019-08-28,172.24000549316406
2018-11-13,176.14999389648438
2018-10-12,180.72000122070312
2019-06-25,178.66000366210938
2020-03-10,178.13999938964844
2020-05-28,177.82000732421875
2019-10-07,177.0
2020-03-13,178.07000732421875
2019-10-10,175.35000610351562
2020-03-16,174.24000549316406
2020-06-03,178.50999450683594
2018-11-28,179.6699981689453
2018-09-25,179.3300018310547
2018-07-23,175.07000732421875
2018-08-24,176.75999450683594
2019-07-10,174.3800048828125
2019-05-07,179.16000366210938
2019-04-05,181.11000061035156
2019-03-04,177.6300048828125
2019-01-31,177.4600067138672
2019-09-12,184.0800018310547
2019-12-31,186.8000030517578
2020-03-19,186.17999267578125
2020-01-03,182.02000427246094
2020-06-09,181.89999389648438
2019-02-15,184.8300018310547
2019-01-14,185.74000549316406
2018-07-06,185.82000732421875
2018-08-07,183.05999755859375
2018-10-10,190.02000427246094
2018-12-13,190.0500030517578
2019-08-26,189.57000732421875
2019-07-25,191.7100067138672
2019-05-22,191.44000244140625
2019-03-19,191.27999877929688
2020-01-06,187.6699981689453
2020-03-25,190.6699981689453
2020-06-12,189.30999755859375
2019-10-22,188.5
2020-01-09,192.5
2020-06-15,194.74000549316406
2019-10-25,195.47000122070312
2020-03-31,194.4199981689453
2020-06-18,196.05999755859375
2019-04-03,196.64999389648438
2018-08-22,198.77000427246094
2018-10-25,196.50999450683594
2019-01-29,190.5800018310547
2018-12-28,191.67999267578125
2018-11-26,194.0
2019-08-09,196.6300048828125
2019-07-08,197.22000122070312
2019-06-06,196.16000366210938
2019-09-10,198.4199981689453
2020-01-15,191.6199951171875
2020-04-03,197.89999389648438
2019-10-31,196.0
2020-04-06,196.7100067138672
2020-06-24,200.02999877929688
2018-11-09,203.89999389648438
2019-07-23,204.64999389648438
2019-06-21,205.5800018310547
2019-05-20,202.75999450683594
2019-04-18,204.64999389648438
2018-09-06,204.8800048828125
2018-10-08,205.69000244140625
2019-02-13,204.6199951171875
2018-12-11,205.6699981689453
2019-09-25,210.99000549316406
2020-01-21,211.89999389648438
2020-04-09,209.60000610351562
2019-11-06,212.60000610351562
2020-01-24,210.42999267578125
2020-01-27,210.5399932861328
2020-04-15,212.16000366210938
2018-12-26,212.66000366210938
2019-08-07,213.22000122070312
2019-06-04,212.75999450683594
2018-09-21,213.9499969482422
2018-07-19,226.30999755859375
2018-08-20,223.5
2018-10-23,220.5500030517578
2019-05-03,223.3699951171875
2019-04-01,218.25999450683594
2019-02-28,218.38999938964844
2019-11-12,219.77000427246094
2020-01-30,214.3699951171875
2019-11-15,216.25
2020-04-21,212.39999389648438
2019-04-16,213.52000427246094
2019-03-15,213.8300018310547
2019-02-11,217.74000549316406
2019-01-10,217.91000366210938
2019-08-22,216.52000427246094
2018-11-07,218.4199981689453
2018-08-03,219.52999877929688
2018-09-04,213.50999450683594
2019-06-19,213.16000366210938
2019-09-23,213.25
2019-11-18,209.02000427246094
2020-02-05,210.44000244140625
2020-04-24,208.63999938964844
2019-03-29,210.47000122070312
2019-11-21,217.5399932861328
2020-04-27,223.52000427246094
2020-02-11,227.22000122070312
2020-04-30,230.0
2019-05-01,231.77999877929688
2019-02-26,230.63999938964844
2019-01-25,221.52000427246094
2018-12-24,220.35000610351562
2019-09-06,222.42999267578125
2018-07-17,224.0
2018-09-19,226.80999755859375
2019-08-05,222.2899932861328
2019-10-08,224.05999755859375
2019-12-11,224.75999450683594
2019-11-27,224.6999969482422
2020-02-14,224.9499969482422
2020-05-06,224.63999938964844
2019-01-08,225.67999267578125
2018-12-07,226.57000732421875
2019-08-20,231.89999389648438
2018-11-05,228.7899932861328
2019-07-19,226.47999572753906
2018-10-04,229.9199981689453
2019-06-17,229.67999267578125
2019-05-16,229.05999755859375
2018-08-01,230.07000732421875
2019-03-13,225.08999633789062
2019-12-03,225.47000122070312
2020-02-20,227.33999633789062
2019-12-06,225.0
2020-05-12,230.1300048828125
2019-12-09,227.82000732421875
2020-02-26,226.0800018310547
2020-05-15,223.47999572753906
2019-03-28,222.89999389648438
2018-09-17,222.72000122070312
2018-08-16,227.1699981689453
2018-10-19,221.52999877929688
2019-04-29,223.69000244140625
2019-01-23,233.22000122070312
2019-09-04,247.64999389648438
2018-11-20,248.11000061035156
2019-07-02,242.8000030517578
2019-05-31,243.4199981689453
2019-12-12,245.8699951171875
2020-05-18,245.88999938964844
2019-09-27,246.88999938964844
2020-03-03,250.74000549316406
2020-05-21,248.67999267578125
2019-05-14,248.55999755859375
2018-08-31,248.80999755859375
2018-07-30,249.47999572753906
2018-10-02,251.64999389648438
2019-04-12,256.0
2019-03-11,255.4199981689453
2019-02-07,255.0
2019-07-17,253.00999450683594
2019-09-19,254.58999633789062
2019-10-21,253.0
2019-12-18,252.85000610351562
2020-03-06,250.6300048828125
2019-10-03,254.0800018310547
2020-03-09,254.41000366210938
2020-05-27,252.8699951171875
2019-12-24,263.0400085449219
2020-03-12,262.4700012207031
2018-12-20,255.13999938964844
2019-08-01,257.4200134277344
2018-08-14,252.1300048828125
2018-07-13,256.5899963378906
2018-10-17,259.55999755859375
2019-05-29,262.0899963378906
2019-03-26,263.1400146484375
2019-02-22,263.1700134277344
2019-10-04,266.4700012207031
2019-11-05,268.739990234375
2019-12-27,269.32000732421875
2020-06-02,266.32000732421875
2019-12-30,267.25
2020-03-18,267.42999267578125
2020-06-05,270.4200134277344
2019-07-15,274.1000061035156
2018-12-03,271.260009765625
2019-06-13,274.4100036621094
2019-01-04,266.1700134277344
2018-08-29,260.510009765625
2019-02-05,261.0899963378906
2018-11-01,261.6000061035156
2019-08-16,260.42999267578125
2019-04-10,265.30999755859375
2019-09-17,266.1199951171875
2019-10-15,269.2300109863281
2020-01-02,265.5
2020-06-08,268.9800109863281
2019-10-18,266.32000732421875
2020-03-24,268.0
2020-06-11,265.95001220703125
2020-01-08,267.0899963378906
2019-04-25,268.20001220703125
2019-07-30,268.6099853515625
2019-02-20,265.55999755859375
2018-07-11,264.45001220703125
2018-09-13,269.6199951171875
2018-10-15,274.010009765625
2019-06-28,266.80999755859375
2018-12-18,267.8999938964844
2018-11-16,263.6300048828125
2019-10-02,264.5799865722656
2020-03-27,261.0
2020-01-10,250.75999450683594
2019-10-24,256.7099914550781
2020-03-30,258.3299865722656
2020-06-17,255.55999755859375
2020-01-14,256.3500061035156
2020-04-02,254.72000122070312
2019-01-02,257.5899963378906
2019-08-14,262.57000732421875
2018-10-30,259.8500061035156
2019-06-11,261.42999267578125
2019-05-10,260.9700012207031
2019-04-08,263.1000061035156
2018-08-27,259.80999755859375
2018-07-26,259.7099914550781
2018-09-28,262.8900146484375
2019-03-07,268.9700012207031
2019-10-30,270.8299865722656
2020-01-17,268.07000732421875
2020-06-23,266.5199890136719
2020-04-08,270.3699951171875
2020-06-26,268.9599914550781
2019-03-22,272.29998779296875
2019-01-17,272.8999938964844
2019-08-29,270.8299865722656
2018-11-14,269.5799865722656
2019-06-26,272.739990234375
2018-09-11,274.9599914550781
2018-07-09,276.8299865722656
2018-08-10,277.25
2019-04-23,274.5199890136719
2019-09-30,274.20001220703125
2020-01-23,273.0400085449219
2019-11-08,273.489990234375
2020-04-14,272.1300048828125
2019-11-11,274.9800109863281
2020-01-29,278.8900146484375
2020-04-17,278.5400085449219
2018-07-24,277.30999755859375
2018-09-26,281.7200012207031
2019-05-08,274.6499938964844
2019-03-05,276.8800048828125
2019-02-01,275.8599853515625
2018-12-31,276.2799987792969
2018-11-29,277.7699890136719
2019-08-12,277.3500061035156
2019-07-11,276.1600036621094
2019-09-13,269.3800048828125
2019-11-14,260.7300109863281
2020-04-20,262.4599914550781
2020-02-04,263.1700134277344
2020-04-23,265.739990234375
2018-12-14,268.0400085449219
2019-08-27,263.8800048828125
2018-08-08,267.4800109863281
2018-10-11,261.5
2018-11-12,260.75
2019-07-26,265.92999267578125
2019-06-24,259.2300109863281
2019-05-23,265.4700012207031
2019-03-20,265.7200012207031
2019-01-15,274.4100036621094
2019-11-20,274.54998779296875
2020-02-07,276.6099853515625
2020-02-10,273.7200012207031
2020-04-29,273.8800048828125
2019-11-26,272.25
2020-02-13,261.6400146484375
2019-01-30,260.0
2018-08-23,262.6700134277344
2018-09-24,262.0
2018-11-27,256.8699951171875
2018-10-26,259.1199951171875
2019-07-09,257.2200012207031
2019-06-07,245.11000061035156
2019-05-06,248.63999938964844
2019-04-04,240.3800048828125
2019-09-11,231.89999389648438
2019-11-29,225.75999450683594
2020-05-05,228.0500030517578
2019-12-02,243.3000030517578
2020-02-19,242.05999755859375
2020-05-08,246.35000610351562
2019-05-21,236.75999450683594
2019-03-18,216.0
2018-09-07,218.0
2018-08-06,212.33999633789062
2018-10-09,190.0
2019-02-14,193.5399932861328
2018-12-12,181.30999755859375
2019-07-24,174.83999633789062
2019-09-26,165.77999877929688
2019-10-28,149.91000366210938
2019-12-05,170.0
2020-05-11,154.0
2019-07-03,151.39999389648438
2020-02-25,159.47000122070312
2020-05-14,184.94000244140625
2020-02-28,188.64999389648438
2019-08-08,183.10000610351562
2019-06-05,176.8000030517578
2018-07-20,182.19000244140625
2018-08-21,186.5
2018-10-24,179.3000030517578
2019-04-02,175.47000122070312
2019-03-01,183.72999572753906
2019-01-28,186.16000366210938
2018-12-27,199.80999755859375
2019-09-09,206.72000122070312
2020-03-02,201.39999389648438
2020-05-20,196.6699981689453
2019-12-17,193.44000244140625
2020-03-05,193.25999450683594
2019-02-12,195.05999755859375
2019-01-11,185.33999633789062
2018-12-10,180.0
2019-08-23,176.7100067138672
2018-11-08,181.75
2019-07-22,179.17999267578125
2019-06-20,187.5800018310547
2018-09-05,194.02999877929688
2019-04-17,195.25
2019-09-24,187.5500030517578
2019-12-20,184.30999755859375
2020-05-26,188.0500030517578
2019-04-30,183.5399932861328
2019-12-23,176.19000244140625
2020-03-11,183.72000122070312
2020-05-29,174.2899932861328
2019-12-26,171.47999572753906
2020-06-01,168.00999450683594
2019-05-02,157.88999938964844
2019-02-27,167.9600067138672
2018-11-23,174.25
2019-08-06,180.64999389648438
2018-07-18,176.39999389648438
2018-09-20,178.25999450683594
2018-10-22,182.1999969482422
2019-07-05,185.89999389648438
2019-06-03,194.33999633789062
2019-10-09,206.80999755859375
2019-10-11,194.9199981689453
2020-03-17,191.22999572753906
2020-06-04,197.74000549316406
2019-10-14,208.42999267578125
2020-03-20,207.8699951171875
2018-11-06,223.22000122070312
2019-06-18,228.13999938964844
2019-05-17,217.72000122070312
2019-04-15,207.24000549316406
2019-03-14,196.39999389648438
2019-01-09,197.0500030517578
2018-08-02,190.3800048828125
2018-10-05,218.72999572753906
2019-08-21,216.3000030517578
2019-10-17,209.08999633789062
2020-03-23,214.7899932861328
2020-06-10,208.89999389648438
2019-02-25,212.74000549316406
2020-01-07,209.52000427246094
2020-03-26,205.10000610351562
2019-10-23,205.13999938964844
