Dates,MLM
2018-08-27,262.3999938964844
2018-07-26,262.42999267578125
2018-09-28,269.1499938964844
2019-03-07,273.92999267578125
2019-10-30,271.1499938964844
2020-01-17,268.7099914550781
2020-06-23,271.5199890136719
2020-04-08,273.8999938964844
2020-06-26,274.1099853515625
2019-03-22,274.4800109863281
2019-01-17,273.5
2019-08-29,271.0
2018-11-14,272.9599914550781
2019-06-26,275.2200012207031
2018-09-11,278.6700134277344
2018-07-09,279.3800048828125
2018-08-10,278.0
2019-04-23,275.95001220703125
2019-09-30,276.2900085449219
2020-01-23,275.739990234375
2019-11-08,273.489990234375
2020-04-14,276.2699890136719
2019-11-11,278.8900146484375
2020-01-29,279.7099914550781
2020-04-17,281.1700134277344
2018-07-24,280.3299865722656
2018-09-26,281.82000732421875
2019-05-08,279.45001220703125
2019-03-05,278.0899963378906
2019-02-01,279.54998779296875
2018-12-31,279.1600036621094
2018-11-29,279.760009765625
2019-08-12,277.3500061035156
2019-07-11,276.4800109863281
2019-09-13,270.0
2019-11-14,262.7799987792969
2020-04-20,264.04998779296875
2020-02-04,266.95001220703125
2020-04-23,269.0299987792969
2018-12-14,268.4800109863281
2019-08-27,267.9599914550781
2018-08-08,267.6099853515625
2018-10-11,265.07000732421875
2018-11-12,266.0199890136719
2019-07-26,268.20001220703125
2019-06-24,266.8800048828125
2019-05-23,265.69000244140625
2019-03-20,274.6099853515625
2019-01-15,274.5
2019-11-20,278.3900146484375
2020-02-07,277.7900085449219
2020-02-10,275.7099914550781
2020-04-29,276.8500061035156
2019-11-26,272.3500061035156
2020-02-13,261.9800109863281
2019-01-30,265.04998779296875
2018-08-23,263.79998779296875
2018-09-24,263.5400085449219
2018-11-27,260.8299865722656
2018-10-26,261.1000061035156
2019-07-09,257.239990234375
2019-06-07,250.49000549316406
2019-05-06,249.5500030517578
2019-04-04,242.3000030517578
2019-09-11,238.42999267578125
2019-11-29,229.47000122070312
2020-05-05,237.14999389648438
2019-12-02,245.69000244140625
2020-02-19,253.16000366210938
2020-05-08,249.27999877929688
2019-05-21,240.3000030517578
2019-03-18,226.52999877929688
2018-09-07,219.99000549316406
2018-08-06,213.6699981689453
2018-10-09,201.3800048828125
2019-02-14,198.41000366210938
2018-12-12,189.27000427246094
2019-07-24,177.3300018310547
2019-09-26,169.80999755859375
2019-10-28,171.55999755859375
2019-12-05,172.80999755859375
2020-05-11,154.0
2019-07-03,164.0399932861328
2020-02-25,191.25
2020-05-14,194.9199981689453
2020-02-28,191.6999969482422
2019-08-08,183.10000610351562
2019-06-05,196.07000732421875
2018-07-20,195.49000549316406
2018-08-21,189.3300018310547
2018-10-24,179.5
2019-04-02,179.19000244140625
2019-03-01,195.75999450683594
2019-01-28,198.00999450683594
2018-12-27,214.5
2019-09-09,206.72000122070312
2020-03-02,204.02999877929688
2020-05-20,197.88999938964844
2019-12-17,193.72000122070312
2020-03-05,199.47000122070312
2019-02-12,195.3699951171875
2019-01-11,186.8800048828125
2018-12-10,182.02999877929688
2019-08-23,180.1300048828125
2018-11-08,182.8699951171875
2019-07-22,187.07000732421875
2019-06-20,194.2100067138672
2018-09-05,199.44000244140625
2019-04-17,195.25
2019-09-24,188.7899932861328
2019-12-20,192.17999267578125
2020-05-26,189.67999267578125
2019-04-30,184.57000732421875
2019-12-23,184.19000244140625
2020-03-11,184.02999877929688
2020-05-29,174.2899932861328
2019-12-26,172.33999633789062
2020-06-01,169.07000732421875
2019-05-02,170.55999755859375
2019-02-27,173.52000427246094
2018-11-23,182.7899932861328
2019-08-06,181.0399932861328
2018-07-18,181.35000610351562
2018-09-20,183.42999267578125
2018-10-22,182.9600067138672
2019-07-05,189.75
2019-06-03,203.25999450683594
2019-10-09,206.86000061035156
2019-10-11,195.83999633789062
2020-03-17,197.4499969482422
2020-06-04,205.1999969482422
2019-10-14,212.60000610351562
2020-03-20,212.25999450683594
2018-11-06,229.02000427246094
2019-06-18,230.4600067138672
2019-05-17,219.4600067138672
2019-04-15,208.74000549316406
2019-03-14,199.8000030517578
2019-01-09,199.60000610351562
2018-08-02,200.38999938964844
2018-10-05,221.75
2019-08-21,216.3000030517578
2019-10-17,215.0500030517578
2020-03-23,217.8000030517578
2020-06-10,211.0
2019-02-25,213.3300018310547
2020-01-07,210.2899932861328
2020-03-26,206.8699951171875
2019-10-23,205.13999938964844
