Dates,TTWO
2018-06-20,118.88999938964844
2018-06-21,118.05000305175781
2018-06-25,117.0
2018-06-22,115.63999938964844
2018-06-26,117.69999694824219
2018-06-27,116.41000366210938
2018-06-28,113.94999694824219
2018-06-29,118.81999969482422
2018-07-02,117.87000274658203
2018-07-03,120.0
2018-07-05,119.38999938964844
2018-07-16,120.91000366210938
2018-09-18,124.43000030517578
2019-01-24,121.98999786376953
2019-09-05,120.37999725341797
2018-11-21,123.2699966430664
2020-01-13,126.5
2020-04-01,126.25
2020-06-19,124.5999984741211
2019-10-29,126.55000305175781
2020-01-16,127.54000091552734
2020-06-22,127.01000213623047
2018-10-03,126.51000213623047
2018-07-31,127.83999633789062
2019-03-12,125.63999938964844
2019-02-08,127.51000213623047
2019-01-07,124.01000213623047
2018-12-06,122.2300033569336
2019-08-19,113.75
2019-07-18,112.33999633789062
2019-05-15,111.79000091552734
2019-09-20,129.47000122070312
2019-11-01,122.80000305175781
2020-04-07,121.30999755859375
2020-06-25,122.06999969482422
2020-06-16,125.38999938964844
2019-11-04,124.4000015258789
2020-01-22,129.07000732421875
2019-11-07,128.92999267578125
2020-04-13,127.88999938964844
2019-07-01,127.33000183105469
2019-05-30,125.26000213623047
2018-08-15,124.6500015258789
2018-10-18,125.33000183105469
2019-03-27,126.04000091552734
2019-01-22,129.39999389648438
2018-12-21,131.66000366210938
2019-09-03,135.25999450683594
2018-11-19,133.85000610351562
2019-08-02,135.22000122070312
2020-01-28,136.0
2020-04-16,133.57000732421875
2019-11-13,133.17999267578125
2020-01-31,134.3000030517578
2018-12-04,129.7899932861328
2018-11-02,129.42999267578125
2019-07-16,131.60000610351562
2018-08-30,130.5
2018-10-01,133.74000549316406
2019-06-14,134.35000610351562
2019-05-13,136.75
2019-04-11,134.39999389648438
2019-02-06,131.0800018310547
2019-09-18,132.5500030517578
2020-02-03,131.1199951171875
2020-04-22,132.0800018310547
2019-11-19,131.27999877929688
2020-02-06,135.3000030517578
2019-11-22,136.22000122070312
2019-03-25,134.8699951171875
2019-02-21,137.07000732421875
2018-12-19,138.1199951171875
2018-07-12,138.0
2018-09-14,135.0
2018-08-13,135.17999267578125
2018-10-16,132.25999450683594
2019-07-31,129.55999755859375
2019-05-28,126.7300033569336
2019-04-26,129.99000549316406
2020-04-28,122.33000183105469
2019-11-25,126.7300033569336
2020-02-12,128.27000427246094
2020-05-01,129.27999877929688
2020-05-04,132.75
2019-06-12,131.17999267578125
2019-04-09,127.81999969482422
2019-03-08,122.69000244140625
2019-02-04,117.7699966430664
2018-07-27,118.75
2018-08-28,116.83000183105469
2019-01-03,116.18000030517578
2019-08-15,122.3499984741211
2018-10-31,121.52999877929688
2019-09-16,125.5
2020-02-18,129.66000366210938
2020-05-07,128.8000030517578
2018-08-17,128.61000061035156
2019-12-04,125.55999755859375
2020-02-21,126.1500015258789
2018-12-17,129.11000061035156
2019-08-30,115.63999938964844
2018-11-15,111.2699966430664
2019-07-29,109.05000305175781
2019-06-27,107.66000366210938
2019-04-24,105.9000015258789
2018-07-10,111.3499984741211
2018-09-12,115.25
2019-02-19,100.80000305175781
2019-01-18,107.05000305175781
2020-02-24,105.18000030517578
2020-05-13,107.31999969482422
2019-12-10,109.75
2020-02-27,109.9000015258789
2019-12-13,109.5
2020-05-19,111.38999938964844
2019-03-06,112.0
2018-11-30,104.37999725341797
2019-08-13,99.0
2019-07-12,105.23999786376953
2019-06-10,102.12000274658203
2019-05-09,107.45999908447266
2018-07-25,107.83000183105469
2018-09-27,105.08000183105469
2018-10-29,103.87000274658203
2019-10-16,102.5
2019-12-16,103.38999938964844
2020-03-04,102.87999725341797
2020-05-22,101.81999969482422
2019-10-01,102.4800033569336
2019-12-19,99.76000213623047
2018-09-10,99.9000015258789
2019-05-24,101.9800033569336
2018-08-09,107.18000030517578
2019-04-22,105.05999755859375
2019-03-21,100.23999786376953
2019-01-16,102.4000015258789
2019-08-28,101.12999725341797
2018-11-13,101.5
2018-10-12,106.20999908447266
2019-06-25,108.69999694824219
2020-03-10,106.62999725341797
2020-05-28,109.52999877929688
2019-10-07,108.29000091552734
2020-03-13,105.19999694824219
2019-10-10,106.80999755859375
2020-03-16,105.13999938964844
2020-06-03,106.6500015258789
2018-11-28,107.69000244140625
2018-09-25,107.86000061035156
2018-07-23,100.43000030517578
2018-08-24,102.5
2019-07-10,100.75
2019-05-07,102.51000213623047
2019-04-05,102.80999755859375
2019-03-04,102.91000366210938
2019-01-31,105.4000015258789
2019-09-12,105.91000366210938
2019-12-31,106.69000244140625
2020-03-19,96.76000213623047
2020-01-03,92.55999755859375
2020-06-09,95.4000015258789
2019-02-15,97.62999725341797
2019-01-14,90.8499984741211
2018-07-06,90.05000305175781
2018-08-07,91.62000274658203
2018-10-10,94.02999877929688
2018-12-13,93.08000183105469
2019-08-26,93.4800033569336
2019-07-25,88.76000213623047
2019-05-22,88.0
2019-03-19,87.5199966430664
2020-01-06,87.30000305175781
2020-03-25,87.12000274658203
2020-06-12,84.70999908447266
2019-10-22,87.70999908447266
2020-01-09,88.80000305175781
2020-06-15,87.72000122070312
2019-10-25,87.33000183105469
2020-03-31,86.94999694824219
2020-06-18,87.36000061035156
2019-04-03,87.55999755859375
2018-08-22,89.87999725341797
2018-10-25,90.16999816894531
2019-01-29,93.5999984741211
2018-12-28,92.31999969482422
2018-11-26,93.83000183105469
2019-08-09,94.63999938964844
2019-07-08,96.44999694824219
2019-06-06,95.6500015258789
2019-09-10,98.88999938964844
2020-01-15,95.87000274658203
2020-04-03,96.8499984741211
2019-10-31,96.41999816894531
2020-04-06,94.66000366210938
2020-06-24,96.94999694824219
2018-11-09,95.38999938964844
2019-07-23,96.08999633789062
2019-06-21,98.05000305175781
2019-05-20,97.56999969482422
2019-04-18,94.3499984741211
2018-09-06,94.4800033569336
2018-10-08,93.80000305175781
2019-02-13,93.37999725341797
2018-12-11,95.6500015258789
2019-09-25,95.77999877929688
2020-01-21,94.56999969482422
2020-04-09,93.0
2019-11-06,90.94000244140625
2020-01-24,90.44000244140625
2020-01-27,90.75
2020-04-15,92.25
2018-12-26,93.44000244140625
2019-08-07,93.44000244140625
2019-06-04,93.41000366210938
2018-09-21,96.94999694824219
2018-07-19,97.12000274658203
2018-08-20,98.94000244140625
2018-10-23,99.11000061035156
2019-05-03,100.0
2019-04-01,99.44999694824219
2019-02-28,100.70999908447266
2019-11-12,102.0999984741211
2020-01-30,100.70999908447266
2019-11-15,101.44000244140625
2020-04-21,101.19000244140625
2019-04-16,101.05000305175781
2019-03-15,102.91000366210938
2019-02-11,107.3499984741211
2019-01-10,106.73999786376953
2019-08-22,105.86000061035156
2018-11-07,103.1500015258789
2018-08-03,103.77999877929688
2018-09-04,103.18000030517578
2019-06-19,104.55000305175781
2019-09-23,105.73999786376953
2019-11-18,105.62999725341797
2020-02-05,107.0999984741211
2020-04-24,106.0
2019-03-29,106.98999786376953
2019-11-21,108.22000122070312
2020-04-27,110.0
2020-02-11,111.7300033569336
2020-04-30,111.66999816894531
2019-05-01,112.18000030517578
2019-02-26,112.20999908447266
2019-01-25,111.0999984741211
2018-12-24,108.86000061035156
2019-09-06,110.5
2018-07-17,109.91999816894531
2018-09-19,111.5
2019-08-05,110.73999786376953
2019-10-08,112.05000305175781
2019-12-11,111.37000274658203
2019-11-27,112.70999908447266
2020-02-14,113.94000244140625
2020-05-06,113.18000030517578
2019-01-08,112.0
2018-12-07,114.02999877929688
2019-08-20,115.0
2018-11-05,116.61000061035156
2019-07-19,116.73999786376953
2018-10-04,117.25
2019-06-17,116.80999755859375
2019-05-16,114.16999816894531
2018-08-01,115.88999938964844
2019-03-13,115.80999755859375
2019-12-03,116.30999755859375
2020-02-20,116.9000015258789
2019-12-06,116.83000183105469
2020-05-12,117.55000305175781
2019-12-09,117.0
2020-02-26,118.45999908447266
2020-05-15,116.66000366210938
2019-03-28,117.37999725341797
2018-09-17,117.51000213623047
2018-08-16,119.0199966430664
2018-10-19,120.2300033569336
2019-04-29,122.73999786376953
2019-01-23,121.9800033569336
2019-09-04,123.77999877929688
2018-11-20,121.62999725341797
2019-07-02,121.44000244140625
2019-05-31,119.01000213623047
2019-12-12,124.88999938964844
2020-05-18,123.02999877929688
2019-09-27,130.52000427246094
2020-03-03,131.1199951171875
2020-05-21,127.58000183105469
2019-05-14,126.88999938964844
2018-08-31,125.91999816894531
2018-07-30,126.5
2018-10-02,126.66999816894531
2019-04-12,129.25
2019-03-11,129.77000427246094
2019-02-07,132.8800048828125
2019-07-17,134.33999633789062
2019-09-19,132.27999877929688
2019-10-21,129.7100067138672
2019-12-18,131.6699981689453
2020-03-06,130.77999877929688
2019-10-03,132.9499969482422
2020-03-09,133.39999389648438
2020-05-27,130.9600067138672
2019-12-24,133.1999969482422
2020-03-12,134.3000030517578
2018-12-20,132.0399932861328
2019-08-01,130.82000732421875
2018-08-14,130.97999572753906
2018-07-13,128.6199951171875
2018-10-17,124.37000274658203
2019-05-29,126.55000305175781
2019-03-26,124.19999694824219
2019-02-22,128.7100067138672
2019-10-04,130.72000122070312
2019-11-05,129.55999755859375
2019-12-27,131.57000732421875
2020-06-02,129.2100067138672
2019-12-30,126.12000274658203
2020-03-18,124.01000213623047
2020-06-05,127.1500015258789
2019-07-15,127.08999633789062
2018-12-03,123.95999908447266
2019-06-13,125.19999694824219
2019-01-04,122.2699966430664
2018-08-29,119.66999816894531
2019-02-05,120.4000015258789
2018-11-01,122.9800033569336
2019-08-16,119.8499984741211
2019-04-10,120.93000030517578
2019-09-17,121.30999755859375
2019-10-15,123.4000015258789
2020-01-02,122.36000061035156
2020-06-08,121.94999694824219
2019-10-18,123.16999816894531
2020-03-24,122.30999755859375
2020-06-11,122.83000183105469
2020-01-08,123.16999816894531
2019-04-25,123.87000274658203
2019-07-30,122.36000061035156
2019-02-20,123.5999984741211
2018-07-11,124.37999725341797
2018-09-13,125.80999755859375
2018-10-15,122.79000091552734
2019-06-28,122.0199966430664
2018-12-18,123.01000213623047
2018-11-16,121.27999877929688
2019-10-02,118.2699966430664
2020-03-27,117.98999786376953
2020-01-10,116.98999786376953
2019-10-24,117.86000061035156
2020-03-30,117.69000244140625
2020-06-17,115.98999786376953
2020-01-14,119.22000122070312
2020-04-02,119.55999755859375
2019-01-02,120.18000030517578
2019-08-14,122.7699966430664
2018-10-30,123.51000213623047
2019-06-11,123.62000274658203
2019-05-10,123.5
2019-04-08,123.06999969482422
2018-08-27,122.19999694824219
2018-07-26,119.87999725341797
2018-09-28,119.94000244140625
2019-03-07,120.97000122070312
2019-10-30,121.62000274658203
2020-01-17,121.58999633789062
2020-06-23,118.93000030517578
2020-04-08,123.94999694824219
2020-06-26,121.7300033569336
2019-03-22,123.75
2019-01-17,122.80000305175781
2019-08-29,120.77999877929688
2018-11-14,122.22000122070312
2019-06-26,122.13999938964844
2018-09-11,125.16999816894531
2018-07-09,122.41000366210938
2018-08-10,122.70999908447266
2019-04-23,122.56999969482422
2019-09-30,122.91999816894531
2020-01-23,122.94999694824219
2019-11-08,123.7300033569336
2020-04-14,122.58999633789062
2019-11-11,123.55000305175781
2020-01-29,124.44000244140625
2020-04-17,124.47000122070312
2018-07-24,122.25
2018-09-26,123.52999877929688
2019-05-08,120.44000244140625
2019-03-05,122.0199966430664
2019-02-01,124.58999633789062
2018-12-31,125.95999908447266
2018-11-29,128.72000122070312
2019-08-12,127.69999694824219
2019-07-11,126.91999816894531
2019-09-13,125.51000213623047
2019-11-14,127.08999633789062
2020-04-20,126.8499984741211
2020-02-04,128.4199981689453
2020-04-23,129.07000732421875
2018-12-14,131.4499969482422
2019-08-27,130.44000244140625
2018-08-08,128.0399932861328
2018-10-11,122.19000244140625
2018-11-12,123.11000061035156
2019-07-26,126.9800033569336
2019-06-24,124.9800033569336
2019-05-23,126.4000015258789
2019-03-20,125.23999786376953
2019-01-15,126.30000305175781
2019-11-20,122.44999694824219
2020-02-07,121.05000305175781
2020-02-10,116.0
2020-04-29,112.5
2019-11-26,111.0
2020-02-13,112.52999877929688
2019-01-30,113.66000366210938
2018-08-23,112.58000183105469
2018-09-24,113.23999786376953
2018-11-27,114.0999984741211
2018-10-26,113.33999633789062
2019-07-09,114.69999694824219
2019-06-07,114.51000213623047
2019-05-06,113.5
2019-04-04,111.2300033569336
2019-09-11,107.55999755859375
2019-11-29,106.55999755859375
2020-05-05,108.58000183105469
2019-12-02,111.75
2020-02-19,113.44000244140625
2020-05-08,115.94999694824219
2019-05-21,113.69999694824219
2019-03-18,109.95999908447266
2018-09-07,118.5999984741211
2018-08-06,116.44000244140625
2018-10-09,112.0
2019-02-14,113.7699966430664
2018-12-12,105.83999633789062
2019-07-24,110.52999877929688
2019-09-26,111.6500015258789
2019-10-28,107.26000213623047
2019-12-05,108.5199966430664
2020-05-11,102.22000122070312
2019-07-03,114.08999633789062
2020-02-25,111.86000061035156
2020-05-14,110.25
2020-02-28,113.20999908447266
2019-08-08,113.87999725341797
2019-06-05,118.33999633789062
2018-07-20,115.5199966430664
2018-08-21,117.08999633789062
2018-10-24,119.33999633789062
2019-04-02,120.6500015258789
2019-03-01,123.43000030517578
2019-01-28,121.11000061035156
2018-12-27,119.5
2019-09-09,118.6500015258789
2020-03-02,124.26000213623047
2020-05-20,122.48999786376953
2019-12-17,124.36000061035156
2020-03-05,125.9800033569336
2019-02-12,124.23999786376953
2019-01-11,126.04000091552734
2018-12-10,126.69000244140625
2019-08-23,127.56999969482422
2018-11-08,125.44000244140625
2019-07-22,128.22000122070312
2019-06-20,125.45999908447266
2018-09-05,120.55000305175781
2019-04-17,120.94000244140625
2019-09-24,119.22000122070312
2019-12-20,123.61000061035156
2020-05-26,126.11000061035156
2019-04-30,126.56999969482422
2019-12-23,128.8800048828125
2020-03-11,129.3699951171875
2020-05-29,130.0
2019-12-26,133.3699951171875
2020-06-01,132.1999969482422
2019-05-02,130.94000244140625
2019-02-27,129.7100067138672
2018-11-23,133.25
2019-08-06,136.33999633789062
2018-07-18,143.83999633789062
2018-09-20,142.13999938964844
2018-10-22,139.64999389648438
2019-07-05,142.44000244140625
2019-06-03,130.44000244140625
2019-10-09,133.9199981689453
2019-10-11,135.02999877929688
2020-03-17,135.6199951171875
2020-06-04,135.0399932861328
2019-10-14,134.0
2020-03-20,129.11000061035156
2018-11-06,125.26000213623047
2019-06-18,127.23999786376953
2019-05-17,134.97000122070312
2019-04-15,135.6999969482422
2019-03-14,137.1199951171875
2019-01-09,137.58999633789062
2018-08-02,134.13999938964844
2018-10-05,137.9199981689453
2019-08-21,136.16000366210938
2019-10-17,139.75999450683594
2020-03-23,142.32000732421875
2020-06-10,141.97999572753906
2019-02-25,141.6999969482422
2020-01-07,142.8699951171875
2020-03-26,140.58999633789062
2019-10-23,140.5
