Dates,TTWO
2018-06-20,119.05000305175781
2018-06-21,118.55999755859375
2018-06-25,118.51000213623047
2018-06-22,117.19000244140625
2018-06-26,119.29000091552734
2018-06-27,117.2300033569336
2018-06-28,118.9800033569336
2018-06-29,120.30000305175781
2018-07-02,120.20999908447266
2018-07-03,120.0
2018-07-05,121.0
2018-07-16,123.62999725341797
2018-09-18,124.43000030517578
2019-01-24,122.37000274658203
2019-09-05,124.33999633789062
2018-11-21,126.56999969482422
2020-01-13,126.75
2020-04-01,126.88999938964844
2020-06-19,127.91999816894531
2019-10-29,127.62000274658203
2020-01-16,128.24000549316406
2020-06-22,128.17999267578125
2018-10-03,127.12000274658203
2018-07-31,127.83999633789062
2019-03-12,128.6999969482422
2019-02-08,127.66999816894531
2019-01-07,125.47000122070312
2018-12-06,122.43000030517578
2019-08-19,115.70999908447266
2019-07-18,115.95999908447266
2019-05-15,113.79000091552734
2019-09-20,130.42999267578125
2019-11-01,123.87999725341797
2020-04-07,122.91000366210938
2020-06-25,125.62000274658203
2020-06-16,125.8499984741211
2019-11-04,130.0
2020-01-22,131.77000427246094
2019-11-07,130.1999969482422
2020-04-13,128.61000061035156
2019-07-01,127.33000183105469
2019-05-30,126.12999725341797
2018-08-15,125.5999984741211
2018-10-18,126.9000015258789
2019-03-27,130.42999267578125
2019-01-22,131.52000427246094
2018-12-21,134.6300048828125
2019-09-03,135.89999389648438
2018-11-19,134.33999633789062
2019-08-02,138.6300048828125
2020-01-28,138.64999389648438
2020-04-16,133.92999267578125
2019-11-13,135.47999572753906
2020-01-31,134.4499969482422
2018-12-04,130.77999877929688
2018-11-02,132.19000244140625
2019-07-16,131.66000366210938
2018-08-30,134.92999267578125
2018-10-01,134.47000122070312
2019-06-14,136.3699951171875
2019-05-13,136.99000549316406
2019-04-11,134.66000366210938
2019-02-06,134.5399932861328
2019-09-18,132.60000610351562
2020-02-03,132.5
2020-04-22,134.17999267578125
2019-11-19,135.6699981689453
2020-02-06,136.33999633789062
2019-11-22,137.22999572753906
2019-03-25,137.61000061035156
2019-02-21,139.60000610351562
2018-12-19,139.91000366210938
2018-07-12,138.0
2018-09-14,136.27000427246094
2018-08-13,135.75999450683594
2018-10-16,133.8000030517578
2019-07-31,129.99000549316406
2019-05-28,130.0
2019-04-26,130.25
2020-04-28,124.91000366210938
2019-11-25,130.89999389648438
2020-02-12,129.42999267578125
2020-05-01,132.36000061035156
2020-05-04,133.66000366210938
2019-06-12,131.17999267578125
2019-04-09,128.89999389648438
2019-03-08,123.05999755859375
2019-02-04,119.43000030517578
2018-07-27,119.62999725341797
2018-08-28,124.9800033569336
2019-01-03,123.45999908447266
2019-08-15,122.83000183105469
2018-10-31,125.48999786376953
2019-09-16,130.00999450683594
2020-02-18,129.9499969482422
2020-05-07,130.16000366210938
2018-08-17,128.99000549316406
2019-12-04,127.29000091552734
2020-02-21,128.13999938964844
2018-12-17,129.97999572753906
2019-08-30,116.38999938964844
2018-11-15,112.22000122070312
2019-07-29,110.94999694824219
2019-06-27,109.75
2019-04-24,114.41000366210938
2018-07-10,114.66000366210938
2018-09-12,115.5
2019-02-19,106.83000183105469
2019-01-18,108.48999786376953
2020-02-24,107.4800033569336
2020-05-13,110.52999877929688
2019-12-10,111.69999694824219
2020-02-27,111.25
2019-12-13,112.94999694824219
2020-05-19,112.19999694824219
2019-03-06,112.01000213623047
2018-11-30,106.51000213623047
2019-08-13,106.55000305175781
2019-07-12,108.18000030517578
2019-06-10,105.9000015258789
2019-05-09,107.91000366210938
2018-07-25,108.12999725341797
2018-09-27,106.58999633789062
2018-10-29,105.9000015258789
2019-10-16,105.87000274658203
2019-12-16,104.76000213623047
2020-03-04,107.18000030517578
2020-05-22,104.86000061035156
2019-10-01,104.72000122070312
2019-12-19,101.9000015258789
2018-09-10,104.70999908447266
2019-05-24,106.16000366210938
2018-08-09,107.3499984741211
2019-04-22,105.75
2019-03-21,104.5199966430664
2019-01-16,103.0
2019-08-28,103.76000213623047
2018-11-13,104.94000244140625
2018-10-12,109.44999694824219
2019-06-25,109.58000183105469
2020-03-10,110.43000030517578
2020-05-28,111.69000244140625
2019-10-07,108.5
2020-03-13,107.0
2019-10-10,107.5
2020-03-16,106.16000366210938
2020-06-03,108.66000366210938
2018-11-28,108.22000122070312
2018-09-25,108.12000274658203
2018-07-23,102.16000366210938
2018-08-24,104.5
2019-07-10,102.94000244140625
2019-05-07,102.63999938964844
2019-04-05,102.9800033569336
2019-03-04,106.37000274658203
2019-01-31,106.0
2019-09-12,107.41000366210938
2019-12-31,109.0
2020-03-19,99.81999969482422
2020-01-03,98.56999969482422
2020-06-09,97.23999786376953
2019-02-15,97.83000183105469
2019-01-14,90.97000122070312
2018-07-06,92.41000366210938
2018-08-07,94.29000091552734
2018-10-10,94.06999969482422
2018-12-13,93.75
2019-08-26,93.4800033569336
2019-07-25,89.01000213623047
2019-05-22,88.27999877929688
2019-03-19,87.7699966430664
2020-01-06,88.91000366210938
2020-03-25,88.5
2020-06-12,87.91999816894531
2019-10-22,88.91000366210938
2020-01-09,89.80000305175781
2020-06-15,87.72000122070312
2019-10-25,88.5199966430664
2020-03-31,88.55999755859375
2020-06-18,87.56999969482422
2019-04-03,90.04000091552734
2018-08-22,90.13999938964844
2018-10-25,96.33999633789062
2019-01-29,93.68000030517578
2018-12-28,94.62000274658203
2018-11-26,94.70999908447266
2019-08-09,96.8499984741211
2019-07-08,97.83999633789062
2019-06-06,99.80000305175781
2019-09-10,100.44000244140625
2020-01-15,96.36000061035156
2020-04-03,98.70999908447266
2019-10-31,96.55999755859375
2020-04-06,96.66999816894531
2020-06-24,97.55000305175781
2018-11-09,96.05999755859375
2019-07-23,97.81999969482422
2019-06-21,99.5199966430664
2019-05-20,97.7300033569336
2019-04-18,95.26000213623047
