Dates,TTWO
2018-06-20,1390600.0
2018-06-21,1165000.0
2018-06-25,3053400.0
2018-06-22,2475600.0
2018-06-26,2101100.0
2018-06-27,1603900.0
2018-06-28,2195000.0
2018-06-29,1633500.0
2018-07-02,1155300.0
2018-07-03,834100.0
2018-07-05,1614000.0
2018-07-16,1378000.0
2018-09-18,1229800.0
2019-01-24,1236900.0
2019-09-05,1671000.0
2018-11-21,1300000.0
2020-01-13,946800.0
2020-04-01,1060100.0
2020-06-19,1433700.0
2019-10-29,1594300.0
2020-01-16,1391500.0
2020-06-22,2202200.0
2018-10-03,1122200.0
2018-07-31,2068200.0
2019-03-12,1682400.0
2019-02-08,1167700.0
2019-01-07,2172800.0
2018-12-06,3623200.0
2019-08-19,2563800.0
2019-07-18,2236700.0
2019-05-15,3536000.0
2019-09-20,7965600.0
2019-11-01,2998000.0
2020-04-07,1753100.0
2020-06-25,2162900.0
2020-06-16,1558400.0
2019-11-04,2666900.0
2020-01-22,1869700.0
2019-11-07,1041500.0
2020-04-13,2267400.0
2019-07-01,1173700.0
2019-05-30,1078200.0
2018-08-15,1829100.0
2018-10-18,1315900.0
2019-03-27,1770800.0
2019-01-22,2036300.0
2018-12-21,1928400.0
2019-09-03,1200000.0
2018-11-19,988400.0
2019-08-02,2015600.0
2020-01-28,1853300.0
2020-04-16,2403900.0
2019-11-13,1172900.0
2020-01-31,1698700.0
2018-12-04,1351700.0
2018-11-02,1378400.0
2019-07-16,1340600.0
2018-08-30,1654700.0
2018-10-01,1079400.0
2019-06-14,1101900.0
2019-05-13,985200.0
2019-04-11,1236800.0
2019-02-06,1172900.0
2019-09-18,1466300.0
2020-02-03,1573800.0
2020-04-22,2887100.0
2019-11-19,1421400.0
2020-02-06,1092400.0
2019-11-22,1395900.0
2019-03-25,1293500.0
2019-02-21,1770800.0
2018-12-19,1790100.0
2018-07-12,1932300.0
2018-09-14,1623600.0
2018-08-13,1972600.0
2018-10-16,1370100.0
2019-07-31,1755000.0
2019-05-28,1602300.0
2019-04-26,2616700.0
2020-04-28,2595100.0
2019-11-25,2571800.0
2020-02-12,1375600.0
2020-05-01,1792300.0
2020-05-04,1225300.0
2019-06-12,2414500.0
2019-04-09,2095200.0
2019-03-08,2229800.0
2019-02-04,2289300.0
2018-07-27,2730000.0
2018-08-28,3890900.0
2019-01-03,2604300.0
2019-08-15,4546200.0
2018-10-31,7151000.0
2019-09-16,3394500.0
2020-02-18,1818000.0
2020-05-07,1565600.0
2018-08-17,1571300.0
2019-12-04,1774800.0
2020-02-21,3921000.0
2018-12-17,7484000.0
2019-08-30,6327800.0
2018-11-15,5024700.0
2019-07-29,3145900.0
2019-06-27,2577400.0
2019-04-24,5046900.0
2018-07-10,3867000.0
2018-09-12,4352900.0
2019-02-19,3263300.0
2019-01-18,2069000.0
2020-02-24,641600.0
2020-05-13,1837700.0
2019-12-10,1480000.0
2020-02-27,2003300.0
2019-12-13,1518100.0
2020-05-19,2562100.0
2019-03-06,8217000.0
2018-11-30,3848800.0
2019-08-13,3470400.0
2019-07-12,2899900.0
2019-06-10,1812500.0
2019-05-09,3398100.0
2018-07-25,3947200.0
2018-09-27,2291300.0
2018-10-29,1762600.0
2019-10-16,1840500.0
2019-12-16,1367400.0
2020-03-04,1906300.0
2020-05-22,2230600.0
2019-10-01,3389700.0
2019-12-19,1305900.0
2018-09-10,2041200.0
2019-05-24,2067800.0
2018-08-09,1897500.0
2019-04-22,2169900.0
2019-03-21,1947400.0
2019-01-16,2301100.0
2019-08-28,3610800.0
2018-11-13,2501900.0
2018-10-12,2402200.0
2019-06-25,1765800.0
2020-03-10,1637200.0
2020-05-28,1840300.0
2019-10-07,4607700.0
2020-03-13,4232000.0
2019-10-10,2150800.0
2020-03-16,1602900.0
2020-06-03,2567200.0
2018-11-28,1534200.0
2018-09-25,3736200.0
2018-07-23,1874900.0
2018-08-24,1815900.0
2019-07-10,1599700.0
2019-05-07,1569700.0
2019-04-05,1369200.0
2019-03-04,1684000.0
2019-01-31,1545300.0
2019-09-12,1675000.0
2019-12-31,3601600.0
2020-03-19,18945000.0
2020-01-03,7948900.0
2020-06-09,4714400.0
2019-02-15,4459000.0
2019-01-14,10361800.0
2018-07-06,5514600.0
2018-08-07,3286400.0
2018-10-10,2401600.0
2018-12-13,1857100.0
2019-08-26,6564200.0
2019-07-25,2758800.0
2019-05-22,2436900.0
2019-03-19,2700700.0
2020-01-06,2040400.0
2020-03-25,3680800.0
2020-06-12,3722000.0
2019-10-22,2028100.0
2020-01-09,2110200.0
2020-06-15,1371600.0
2019-10-25,1342900.0
2020-03-31,1700400.0
2020-06-18,2370300.0
2019-04-03,2267500.0
2018-08-22,2329900.0
2018-10-25,7636700.0
2019-01-29,3808500.0
2018-12-28,2333600.0
2018-11-26,1831900.0
2019-08-09,2112300.0
2019-07-08,2457600.0
2019-06-06,2874400.0
2019-09-10,1850200.0
2020-01-15,1777800.0
2020-04-03,2134900.0
2019-10-31,1496600.0
2020-04-06,1325000.0
2020-06-24,2362700.0
2018-11-09,1779300.0
2019-07-23,2006200.0
2019-06-21,1308600.0
2019-05-20,3120100.0
2019-04-18,1907100.0
2018-09-06,1574700.0
2018-10-08,1393900.0
2019-02-13,1459700.0
2018-12-11,1182100.0
2019-09-25,1390500.0
2020-01-21,2003800.0
2020-04-09,2536100.0
2019-11-06,2313200.0
2020-01-24,1728300.0
2020-01-27,1562700.0
2020-04-15,1548600.0
2018-12-26,848600.0
2019-08-07,903500.0
2019-06-04,1442600.0
2018-09-21,2457800.0
2018-07-19,1344100.0
2018-08-20,2881500.0
2018-10-23,1523200.0
2019-05-03,1913800.0
2019-04-01,1562800.0
2019-02-28,1533100.0
2019-11-12,2577300.0
2020-01-30,1365400.0
2019-11-15,1708000.0
2020-04-21,4018500.0
2019-04-16,7835500.0
2019-03-15,3453400.0
2019-02-11,1663500.0
2019-01-10,1245100.0
2019-08-22,1840000.0
2018-11-07,2087600.0
2018-08-03,1612400.0
2018-09-04,1492000.0
2019-06-19,1196700.0
2019-09-23,1702800.0
2019-11-18,2261100.0
2020-02-05,1338100.0
2020-04-24,2018400.0
2019-03-29,2013300.0
2019-11-21,1972200.0
2020-04-27,1612900.0
2020-02-11,1548600.0
2020-04-30,1126000.0
2019-05-01,1095300.0
2019-02-26,955800.0
2019-01-25,1434300.0
2018-12-24,999000.0
2019-09-06,1074600.0
2018-07-17,1157400.0
2018-09-19,1257700.0
2019-08-05,1085100.0
2019-10-08,1003200.0
2019-12-11,1448000.0
2019-11-27,1205700.0
2020-02-14,1310100.0
2020-05-06,1359100.0
2019-01-08,1279100.0
2018-12-07,1551700.0
