Dates,TTWO
2019-08-20,1596600.0
2018-11-05,1214600.0
2019-07-19,1087300.0
2018-10-04,1108100.0
2019-06-17,1295500.0
2019-05-16,786500.0
2018-08-01,1019300.0
2019-03-13,1610600.0
2019-12-03,953100.0
2020-02-20,788000.0
2019-12-06,778400.0
2020-05-12,969800.0
2019-12-09,1042300.0
2020-02-26,738500.0
2020-05-15,841400.0
2019-03-28,814200.0
2018-09-17,946700.0
2018-08-16,773700.0
2018-10-19,2290600.0
2019-04-29,1606700.0
2019-01-23,1618400.0
2019-09-04,1318000.0
2018-11-20,1825100.0
2019-07-02,1410000.0
2019-05-31,4535900.0
2019-12-12,5323200.0
2020-05-18,2459300.0
2019-09-27,1527200.0
2020-03-03,1336800.0
2020-05-21,1364600.0
2019-05-14,1490200.0
2018-08-31,1731300.0
2018-07-30,1212100.0
2018-10-02,1488500.0
2019-04-12,1047500.0
2019-03-11,1142100.0
2019-02-07,1897600.0
2019-07-17,964000.0
2019-09-19,1406200.0
2019-10-21,1132100.0
2019-12-18,989800.0
2020-03-06,723300.0
2019-10-03,894300.0
2020-03-09,1116800.0
2020-05-27,1548900.0
2019-12-24,1101900.0
2020-03-12,1169800.0
2018-12-20,843300.0
2019-08-01,1396000.0
2018-08-14,1863500.0
2018-07-13,3296400.0
2018-10-17,2774200.0
2019-05-29,1920000.0
2019-03-26,1240600.0
2019-02-22,1351400.0
2019-10-04,1056200.0
2019-11-05,1118500.0
2019-12-27,1138000.0
2020-06-02,1925500.0
2019-12-30,1407400.0
2020-03-18,1134400.0
2020-06-05,695100.0
2019-07-15,916400.0
2018-12-03,811400.0
2019-06-13,1499000.0
2019-01-04,2132400.0
2018-08-29,1257500.0
2019-02-05,2199200.0
2018-11-01,762700.0
2019-08-16,1822700.0
2019-04-10,1328400.0
2019-09-17,1222400.0
2019-10-15,1189800.0
2020-01-02,926800.0
2020-06-08,1009600.0
2019-10-18,1310100.0
2020-03-24,763900.0
2020-06-11,901700.0
2020-01-08,872100.0
2019-04-25,1169000.0
2019-07-30,911400.0
2019-02-20,1142400.0
2018-07-11,647500.0
2018-09-13,1167300.0
2018-10-15,812200.0
2019-06-28,878200.0
2018-12-18,1226300.0
2018-11-16,1984300.0
2019-10-02,1692900.0
2020-03-27,1492300.0
2020-01-10,1491400.0
2019-10-24,2795800.0
2020-03-30,3429500.0
2020-06-17,1814200.0
2020-01-14,1622100.0
2020-04-02,1247400.0
2019-01-02,832900.0
2019-08-14,1105600.0
2018-10-30,1186900.0
2019-06-11,925500.0
2019-05-10,1359200.0
2019-04-08,964700.0
2018-08-27,1419500.0
2018-07-26,913500.0
2018-09-28,1291100.0
2019-03-07,717500.0
2019-10-30,400400.0
2020-01-17,1137400.0
2020-06-23,1688300.0
2020-04-08,907700.0
2020-06-26,985800.0
2019-03-22,1023700.0
2019-01-17,1621600.0
2019-08-29,1095800.0
2018-11-14,728700.0
2019-06-26,1517600.0
2018-09-11,1299600.0
2018-07-09,724500.0
2018-08-10,750900.0
2019-04-23,1449500.0
2019-09-30,1245000.0
2020-01-23,2133100.0
2019-11-08,818200.0
2020-04-14,857500.0
2019-11-11,839600.0
2020-01-29,543800.0
2020-04-17,587800.0
2018-07-24,613700.0
2018-09-26,1114200.0
2019-05-08,729100.0
2019-03-05,1678700.0
2019-02-01,1179300.0
2018-12-31,1665900.0
2018-11-29,804300.0
2019-08-12,864800.0
2019-07-11,1061100.0
2019-09-13,1768800.0
2019-11-14,592600.0
2020-04-20,1041300.0
2020-02-04,1948900.0
2020-04-23,1398100.0
2018-12-14,1023100.0
2019-08-27,980800.0
2018-08-08,1267800.0
2018-10-11,1368600.0
2018-11-12,1502300.0
2019-07-26,934700.0
2019-06-24,1033700.0
2019-05-23,1486200.0
2019-03-20,1119000.0
2019-01-15,1653600.0
2019-11-20,2982300.0
2020-02-07,3333700.0
2020-02-10,8808000.0
2020-04-29,4090400.0
2019-11-26,2411100.0
2020-02-13,3782300.0
2019-01-30,2093300.0
2018-08-23,1117900.0
2018-09-24,1231700.0
2018-11-27,1225800.0
2018-10-26,1612100.0
2019-07-09,2337300.0
2019-06-07,1960100.0
2019-05-06,2362500.0
2019-04-04,2561800.0
2019-09-11,2502800.0
2019-11-29,3385300.0
2020-05-05,2321900.0
2019-12-02,2073500.0
2020-02-19,2573300.0
2020-05-08,2289900.0
2019-05-21,2426100.0
2019-03-18,2388800.0
2018-09-07,2474300.0
2018-08-06,2212100.0
2018-10-09,3587500.0
2019-02-14,2637100.0
2018-12-12,2918800.0
2019-07-24,2956100.0
2019-09-26,4012600.0
2019-10-28,2358000.0
2019-12-05,4210900.0
2020-05-11,2892900.0
2019-07-03,2642000.0
2020-02-25,3034300.0
2020-05-14,2233700.0
2020-02-28,1880700.0
2019-08-08,3389300.0
2019-06-05,3100400.0
2018-07-20,3031100.0
2018-08-21,1725800.0
2018-10-24,1885000.0
2019-04-02,1626900.0
2019-03-01,2387000.0
2019-01-28,1706200.0
2018-12-27,1950000.0
2019-09-09,1641900.0
2020-03-02,3199800.0
2020-05-20,3584900.0
2019-12-17,4626500.0
2020-03-05,3703400.0
2019-02-12,1881800.0
2019-01-11,2502900.0
2018-12-10,1938000.0
2019-08-23,1485300.0
2018-11-08,1138700.0
2019-07-22,1236400.0
2019-06-20,1654600.0
2018-09-05,1492400.0
2019-04-17,1210200.0
2019-09-24,1428300.0
2019-12-20,1527500.0
2020-05-26,1578300.0
2019-04-30,1363300.0
2019-12-23,1442200.0
2020-03-11,1317000.0
2020-05-29,2106600.0
2019-12-26,1448000.0
2020-06-01,1517700.0
2019-05-02,1165200.0
2019-02-27,1749300.0
2018-11-23,2696400.0
2019-08-06,3227000.0
2018-07-18,7065900.0
2018-09-20,7409600.0
2018-10-22,2233800.0
2019-07-05,5916700.0
2019-06-03,5231800.0
2019-10-09,2346900.0
2019-10-11,4594600.0
2020-03-17,1932800.0
2020-06-04,1801200.0
2019-10-14,3076100.0
2020-03-20,2647000.0
2018-11-06,3318000.0
2019-06-18,2954800.0
2019-05-17,1702200.0
2019-04-15,2133100.0
2019-03-14,1922300.0
2019-01-09,2586200.0
2018-08-02,2109400.0
2018-10-05,1408100.0
2019-08-21,2006800.0
2019-10-17,1108100.0
2020-03-23,2896700.0
2020-06-10,1587500.0
2019-02-25,1283000.0
2020-01-07,1479800.0
2020-03-26,1282100.0
2019-10-23,3061300.0
