Dates,AJG
2018-06-20,65.41999816894531
2018-06-21,65.16000366210938
2018-06-25,65.72000122070312
2018-06-22,65.95999908447266
2018-06-26,65.86000061035156
2018-06-27,64.75
2018-06-28,64.54000091552734
2018-06-29,64.91999816894531
2018-07-02,65.0
2018-07-03,65.44000244140625
2018-07-05,65.4000015258789
2018-07-16,66.01000213623047
2018-09-18,66.91000366210938
2019-01-24,67.70999908447266
2019-09-05,67.87000274658203
2018-11-21,68.0999984741211
2020-01-13,68.41000366210938
2020-04-01,68.81999969482422
2020-06-19,69.19000244140625
2019-10-29,69.55000305175781
2020-01-16,70.13999938964844
2020-06-22,69.87999725341797
2018-10-03,70.12999725341797
2018-07-31,70.37999725341797
2019-03-12,70.37000274658203
2019-02-08,71.01000213623047
2019-01-07,70.80000305175781
2018-12-06,70.9800033569336
2019-08-19,71.01000213623047
2019-07-18,70.87000274658203
2019-05-15,70.36000061035156
2019-09-20,70.87999725341797
2019-11-01,71.3499984741211
2020-04-07,71.38999938964844
2020-06-25,71.30000305175781
2020-06-16,71.31999969482422
2019-11-04,70.56999969482422
2020-01-22,70.13999938964844
2019-11-07,70.4000015258789
2020-04-13,70.06999969482422
2019-07-01,71.3499984741211
2019-05-30,71.83999633789062
2018-08-15,71.94000244140625
2018-10-18,71.8499984741211
2019-03-27,71.62999725341797
2019-01-22,71.45999908447266
2018-12-21,71.66000366210938
2019-09-03,72.26000213623047
2018-11-19,71.93000030517578
2019-08-02,71.97000122070312
2020-01-28,71.5
2020-04-16,71.43000030517578
2019-11-13,72.11000061035156
2020-01-31,72.76000213623047
2018-12-04,73.02999877929688
2018-11-02,73.55000305175781
2019-07-16,73.58999633789062
2018-08-30,73.73999786376953
2018-10-01,73.5199966430664
2019-06-14,73.62000274658203
2019-05-13,74.66000366210938
2019-04-11,74.83000183105469
2019-02-06,74.16000366210938
2019-09-18,74.9800033569336
2020-02-03,75.76000213623047
2020-04-22,75.8499984741211
2019-11-19,75.02999877929688
2020-02-06,74.4800033569336
2019-11-22,73.9000015258789
2019-03-25,73.94999694824219
2019-02-21,74.05000305175781
2018-12-19,74.5
2018-07-12,74.73999786376953
2018-09-14,75.08999633789062
2018-08-13,75.05999755859375
2018-10-16,74.79000091552734
2019-07-31,74.55999755859375
2019-05-28,75.11000061035156
2019-04-26,73.25
2020-04-28,71.27999877929688
2019-11-25,70.4000015258789
2020-02-12,70.79000091552734
2020-05-01,70.51000213623047
2020-05-04,71.3499984741211
2019-06-12,71.31999969482422
2019-04-09,71.51000213623047
2019-03-08,72.30000305175781
2019-02-04,71.22000122070312
2018-07-27,71.22000122070312
2018-08-28,71.18000030517578
2019-01-03,72.41000366210938
2019-08-15,73.05999755859375
2018-10-31,73.12999725341797
2019-09-16,73.95999908447266
2020-02-18,73.41999816894531
2020-05-07,73.52999877929688
2018-08-17,74.33000183105469
2019-12-04,75.4000015258789
2020-02-21,75.6500015258789
2018-12-17,76.73999786376953
2019-08-30,77.58000183105469
2018-11-15,77.48999786376953
2019-07-29,77.06999969482422
2019-06-27,75.87999725341797
2019-04-24,75.7699966430664
2018-07-10,76.80000305175781
2018-09-12,78.0199966430664
2019-02-19,77.01000213623047
2019-01-18,76.44999694824219
2020-02-24,75.9800033569336
2020-05-13,76.33999633789062
2019-12-10,76.37000274658203
2020-02-27,76.80000305175781
2019-12-13,77.72000122070312
2020-05-19,77.06999969482422
2019-03-06,76.2300033569336
2018-11-30,76.02999877929688
2019-08-13,73.69000244140625
2019-07-12,74.19999694824219
2019-06-10,73.38999938964844
2019-05-09,74.30000305175781
2018-07-25,75.11000061035156
2018-09-27,74.69999694824219
2018-10-29,73.80999755859375
2019-10-16,72.0999984741211
2019-12-16,72.06999969482422
2020-03-04,72.9000015258789
2020-05-22,72.30999755859375
2019-10-01,71.04000091552734
2019-12-19,68.94000244140625
2018-09-10,68.19000244140625
2019-05-24,69.83000183105469
2018-08-09,72.19000244140625
2019-04-22,72.68000030517578
2019-03-21,71.43000030517578
2019-01-16,70.44000244140625
2019-08-28,71.08999633789062
2018-11-13,71.94999694824219
2018-10-12,71.45999908447266
2019-06-25,72.72000122070312
2020-03-10,72.69999694824219
2020-05-28,72.43000030517578
2019-10-07,72.27999877929688
2020-03-13,72.37000274658203
2019-10-10,72.6500015258789
2020-03-16,73.16999816894531
2020-06-03,74.01000213623047
2018-11-28,72.87999725341797
2018-09-25,72.87000274658203
2018-07-23,73.22000122070312
2018-08-24,73.20999908447266
2019-07-10,72.4000015258789
2019-05-07,71.55000305175781
2019-04-05,71.76000213623047
2019-03-04,73.0
2019-01-31,73.9000015258789
2019-09-12,76.08000183105469
2019-12-31,76.75
2020-03-19,77.4800033569336
2020-01-03,76.94999694824219
2020-06-09,77.61000061035156
2019-02-15,78.58000183105469
2019-01-14,79.55999755859375
2018-07-06,79.4000015258789
2018-08-07,78.56999969482422
2018-10-10,79.41999816894531
2018-12-13,79.38999938964844
2019-08-26,80.18000030517578
2019-07-25,80.27999877929688
2019-05-22,80.30000305175781
2019-03-19,80.23999786376953
2020-01-06,79.87000274658203
2020-03-25,79.43000030517578
2020-06-12,79.91000366210938
2019-10-22,79.8499984741211
2020-01-09,79.16999816894531
2020-06-15,79.41999816894531
2019-10-25,78.83000183105469
2020-03-31,77.76000213623047
2020-06-18,77.22000122070312
2019-04-03,77.87999725341797
2018-08-22,78.94000244140625
2018-10-25,78.94999694824219
2019-01-29,78.8499984741211
2018-12-28,79.31999969482422
2018-11-26,79.36000061035156
2019-08-09,78.9800033569336
2019-07-08,77.79000091552734
2019-06-06,77.5
2019-09-10,78.31999969482422
2020-01-15,78.44000244140625
