Dates,AJG
2018-06-20,66.11000061035156
2018-06-21,65.36000061035156
2018-06-25,66.0
2018-06-22,66.62000274658203
2018-06-26,66.44999694824219
2018-06-27,65.88999938964844
2018-06-28,64.7699966430664
2018-06-29,65.43000030517578
2018-07-02,65.02999877929688
2018-07-03,65.69999694824219
2018-07-05,65.80000305175781
2018-07-16,66.1500015258789
2018-09-18,66.91000366210938
2019-01-24,67.94999694824219
2019-09-05,67.9000015258789
2018-11-21,68.5
2020-01-13,68.5999984741211
2020-04-01,68.87999725341797
2020-06-19,69.76000213623047
2019-10-29,69.69999694824219
2020-01-16,70.13999938964844
2020-06-22,70.05999755859375
2018-10-03,70.38999938964844
2018-07-31,71.0
2019-03-12,70.37999725341797
2019-02-08,71.31999969482422
2019-01-07,71.5
2018-12-06,71.04000091552734
2019-08-19,71.23999786376953
2019-07-18,71.38999938964844
2019-05-15,70.86000061035156
2019-09-20,71.1500015258789
2019-11-01,71.5
2020-04-07,71.5999984741211
2020-06-25,71.62000274658203
2020-06-16,71.77999877929688
2019-11-04,71.0199966430664
2020-01-22,70.9000015258789
2019-11-07,70.45999908447266
2020-04-13,70.33000183105469
2019-07-01,71.4000015258789
2019-05-30,71.8499984741211
2018-08-15,72.4800033569336
2018-10-18,71.91999816894531
2019-03-27,72.25
2019-01-22,71.69999694824219
2018-12-21,72.0
2019-09-03,72.44999694824219
2018-11-19,72.2699966430664
2019-08-02,72.16000366210938
2020-01-28,72.27999877929688
2020-04-16,71.43000030517578
2019-11-13,72.11000061035156
2020-01-31,73.02999877929688
2018-12-04,73.08000183105469
2018-11-02,73.68000030517578
2019-07-16,74.05999755859375
2018-08-30,73.93000030517578
2018-10-01,74.0
2019-06-14,73.66000366210938
2019-05-13,75.0
2019-04-11,75.0
2019-02-06,75.04000091552734
2019-09-18,75.12999725341797
2020-02-03,76.1500015258789
2020-04-22,76.30999755859375
2019-11-19,75.83000183105469
2020-02-06,75.08999633789062
2019-11-22,74.61000061035156
2019-03-25,74.11000061035156
2019-02-21,74.30999755859375
2018-12-19,74.7699966430664
2018-07-12,75.08000183105469
2018-09-14,75.61000061035156
2018-08-13,75.11000061035156
2018-10-16,75.63999938964844
2019-07-31,74.68000030517578
2019-05-28,75.5
2019-04-26,75.12000274658203
2020-04-28,73.20999908447266
2019-11-25,71.94000244140625
2020-02-12,71.2300033569336
2020-05-01,71.0
2020-05-04,71.83000183105469
2019-06-12,72.05000305175781
2019-04-09,71.68000030517578
2019-03-08,72.79000091552734
2019-02-04,71.61000061035156
2018-07-27,72.19000244140625
2018-08-28,71.55999755859375
2019-01-03,72.55999755859375
2019-08-15,74.8499984741211
2018-10-31,74.16999816894531
2019-09-16,74.79000091552734
2020-02-18,74.0999984741211
2020-05-07,75.31999969482422
2018-08-17,74.81999969482422
2019-12-04,75.76000213623047
2020-02-21,76.12999725341797
2018-12-17,76.79000091552734
2019-08-30,77.77999877929688
2018-11-15,78.12000274658203
2019-07-29,77.55000305175781
2019-06-27,77.87999725341797
2019-04-24,76.04000091552734
2018-07-10,76.94999694824219
2018-09-12,78.37999725341797
2019-02-19,77.98999786376953
2019-01-18,77.19000244140625
2020-02-24,76.01000213623047
2020-05-13,77.2699966430664
2019-12-10,76.63999938964844
2020-02-27,76.91000366210938
2019-12-13,77.72000122070312
2020-05-19,77.9000015258789
2019-03-06,77.7699966430664
2018-11-30,77.6500015258789
2019-08-13,75.08000183105469
2019-07-12,75.13999938964844
2019-06-10,74.6500015258789
2019-05-09,75.2699966430664
2018-07-25,75.70999908447266
2018-09-27,75.23999786376953
2018-10-29,74.94000244140625
2019-10-16,74.12999725341797
2019-12-16,72.77999877929688
2020-03-04,72.9000015258789
2020-05-22,73.20999908447266
2019-10-01,72.91000366210938
2019-12-19,70.83000183105469
2018-09-10,69.22000122070312
2019-05-24,70.55999755859375
2018-08-09,72.45999908447266
2019-04-22,72.68000030517578
2019-03-21,72.66000366210938
2019-01-16,71.63999938964844
2019-08-28,71.30000305175781
2018-11-13,71.95999908447266
2018-10-12,72.83999633789062
2019-06-25,72.8499984741211
2020-03-10,72.93000030517578
2020-05-28,73.2699966430664
2019-10-07,72.38999938964844
2020-03-13,72.6500015258789
2019-10-10,73.0
2020-03-16,73.33000183105469
2020-06-03,74.13999938964844
2018-11-28,74.2300033569336
2018-09-25,73.55000305175781
2018-07-23,73.62000274658203
2018-08-24,73.95999908447266
2019-07-10,73.12000274658203
2019-05-07,72.91999816894531
2019-04-05,72.11000061035156
2019-03-04,73.0
2019-01-31,75.0
2019-09-12,76.75
2019-12-31,77.22000122070312
2020-03-19,78.43000030517578
2020-01-03,77.91999816894531
2020-06-09,77.61000061035156
2019-02-15,78.95999908447266
2019-01-14,80.20999908447266
2018-07-06,79.7699966430664
2018-08-07,79.01000213623047
2018-10-10,79.56999969482422
2018-12-13,79.6500015258789
2019-08-26,80.5999984741211
2019-07-25,80.58000183105469
2019-05-22,80.9000015258789
2019-03-19,80.9000015258789
2020-01-06,80.16000366210938
2020-03-25,79.66000366210938
2020-06-12,80.25
2019-10-22,80.62000274658203
2020-01-09,80.41999816894531
2020-06-15,79.80000305175781
2019-10-25,80.08000183105469
2020-03-31,78.80000305175781
2020-06-18,77.79000091552734
2019-04-03,78.19999694824219
2018-08-22,79.33000183105469
