Dates,AJG
2018-06-20,936400.0
2018-06-21,1342200.0
2018-06-25,2609600.0
2018-06-22,960000.0
2018-06-26,632500.0
2018-06-27,685600.0
2018-06-28,712600.0
2018-06-29,1891400.0
2018-07-02,1026200.0
2018-07-03,457000.0
2018-07-05,754200.0
2018-07-16,878700.0
2018-09-18,721400.0
2019-01-24,664500.0
2019-09-05,783800.0
2018-11-21,754800.0
2020-01-13,564300.0
2020-04-01,810800.0
2020-06-19,585800.0
2019-10-29,887300.0
2020-01-16,932400.0
2020-06-22,875600.0
2018-10-03,918300.0
2018-07-31,863200.0
2019-03-12,901200.0
2019-02-08,1401800.0
2019-01-07,1329500.0
2018-12-06,935500.0
2019-08-19,1493100.0
2019-07-18,912200.0
2019-05-15,923300.0
2019-09-20,534300.0
2019-11-01,651500.0
2020-04-07,732700.0
2020-06-25,671300.0
2020-06-16,537300.0
2019-11-04,645600.0
2020-01-22,714100.0
2019-11-07,518600.0
2020-04-13,702200.0
2019-07-01,767800.0
2019-05-30,795300.0
2018-08-15,590500.0
2018-10-18,554000.0
2019-03-27,516600.0
2019-01-22,418200.0
2018-12-21,381600.0
2019-09-03,470600.0
2018-11-19,444100.0
2019-08-02,418300.0
2020-01-28,681700.0
2020-04-16,656300.0
2019-11-13,747200.0
2020-01-31,862400.0
2018-12-04,570900.0
2018-11-02,623400.0
2019-07-16,722600.0
2018-08-30,634100.0
2018-10-01,472900.0
2019-06-14,832600.0
2019-05-13,567300.0
2019-04-11,914900.0
2019-02-06,766300.0
2019-09-18,1147800.0
2020-02-03,790900.0
2020-04-22,1370900.0
2019-11-19,692700.0
2020-02-06,554500.0
2019-11-22,472700.0
2019-03-25,561500.0
2019-02-21,681600.0
2018-12-19,542800.0
2018-07-12,639000.0
2018-09-14,580900.0
2018-08-13,638600.0
2018-10-16,759300.0
2019-07-31,461300.0
2019-05-28,543400.0
2019-04-26,709800.0
2020-04-28,1012400.0
2019-11-25,1019200.0
2020-02-12,885900.0
2020-05-01,935700.0
2020-05-04,709400.0
2019-06-12,879300.0
2019-04-09,1212900.0
2019-03-08,577300.0
2019-02-04,1481500.0
2018-07-27,1089800.0
2018-08-28,1054700.0
2019-01-03,1571400.0
2019-08-15,1532300.0
2018-10-31,1114200.0
2019-09-16,1334400.0
2020-02-18,1302100.0
2020-05-07,1275900.0
2018-08-17,988600.0
2019-12-04,1039200.0
2020-02-21,940200.0
2018-12-17,872500.0
2019-08-30,963300.0
