Dates,AJG
2018-06-20,66.44999694824219
2018-06-21,65.75
2018-06-25,67.13999938964844
2018-06-22,66.83000183105469
2018-06-26,66.44999694824219
2018-06-27,66.25
2018-06-28,65.37999725341797
2018-06-29,65.79000091552734
2018-07-02,65.68000030517578
2018-07-03,66.36000061035156
2018-07-05,66.12000274658203
2018-07-16,67.22000122070312
2018-09-18,68.2300033569336
2019-01-24,68.11000061035156
2019-09-05,68.33000183105469
2018-11-21,68.70999908447266
2020-01-13,68.93000030517578
2020-04-01,69.56999969482422
2020-06-19,69.87000274658203
2019-10-29,70.54000091552734
2020-01-16,70.63999938964844
2020-06-22,70.56999969482422
2018-10-03,71.0
2018-07-31,71.0
2019-03-12,71.23999786376953
2019-02-08,71.43000030517578
2019-01-07,73.11000061035156
2018-12-06,71.69999694824219
2019-08-19,71.44999694824219
2019-07-18,71.41999816894531
2019-05-15,71.2300033569336
2019-09-20,71.45999908447266
2019-11-01,71.72000122070312
2020-04-07,71.9000015258789
2020-06-25,71.97000122070312
2020-06-16,71.87999725341797
2019-11-04,71.04000091552734
2020-01-22,71.16000366210938
2019-11-07,70.8499984741211
2020-04-13,71.19999694824219
2019-07-01,72.2300033569336
2019-05-30,72.37999725341797
2018-08-15,72.55999755859375
2018-10-18,72.52999877929688
2019-03-27,72.30999755859375
2019-01-22,71.81999969482422
2018-12-21,72.19000244140625
2019-09-03,72.6500015258789
2018-11-19,72.43000030517578
2019-08-02,72.5
2020-01-28,72.27999877929688
2020-04-16,72.19999694824219
2019-11-13,73.0
2020-01-31,73.66000366210938
2018-12-04,73.9800033569336
2018-11-02,74.0999984741211
2019-07-16,74.55000305175781
2018-08-30,74.30999755859375
2018-10-01,74.13999938964844
2019-06-14,74.83999633789062
2019-05-13,75.19000244140625
2019-04-11,75.22000122070312
2019-02-06,75.2699966430664
2019-09-18,76.05000305175781
2020-02-03,76.22000122070312
2020-04-22,76.48999786376953
2019-11-19,75.83000183105469
2020-02-06,75.47000122070312
2019-11-22,74.61000061035156
2019-03-25,74.75
2019-02-21,74.5999984741211
2018-12-19,75.19000244140625
2018-07-12,75.41000366210938
2018-09-14,75.69999694824219
2018-08-13,75.76000213623047
2018-10-16,75.98999786376953
2019-07-31,75.6500015258789
2019-05-28,75.75
2019-04-26,75.31999969482422
2020-04-28,73.30000305175781
2019-11-25,72.0
2020-02-12,71.58000183105469
2020-05-01,71.93000030517578
2020-05-04,72.58000183105469
2019-06-12,72.62999725341797
2019-04-09,73.04000091552734
2019-03-08,72.94999694824219
2019-02-04,72.52999877929688
2018-07-27,72.38999938964844
2018-08-28,73.54000091552734
2019-01-03,74.5999984741211
2019-08-15,75.55000305175781
2018-10-31,74.41999816894531
2019-09-16,75.33000183105469
2020-02-18,74.77999877929688
2020-05-07,75.69999694824219
2018-08-17,75.56999969482422
2019-12-04,76.25
2020-02-21,76.9800033569336
2018-12-17,77.7699966430664
2019-08-30,78.37000274658203
2018-11-15,78.33000183105469
2019-07-29,78.5
2019-06-27,77.87999725341797
2019-04-24,77.41999816894531
2018-07-10,78.51000213623047
2018-09-12,79.02999877929688
2019-02-19,78.08000183105469
2019-01-18,77.83000183105469
2020-02-24,77.20999908447266
2020-05-13,77.37000274658203
2019-12-10,77.26000213623047
2020-02-27,78.12999725341797
2019-12-13,78.4800033569336
2020-05-19,78.75
2019-03-06,78.33000183105469
2018-11-30,78.33000183105469
2019-08-13,75.19999694824219
2019-07-12,75.93000030517578
2019-06-10,74.87999725341797
2019-05-09,75.48999786376953
2018-07-25,76.05000305175781
2018-09-27,75.77999877929688
2018-10-29,75.16000366210938
2019-10-16,74.23999786376953
2019-12-16,73.18000030517578
2020-03-04,74.76000213623047
2020-05-22,73.3499984741211
2019-10-01,74.2699966430664
2019-12-19,70.88999938964844
2018-09-10,71.30999755859375
2019-05-24,72.29000091552734
2018-08-09,73.2699966430664
2019-04-22,73.69999694824219
2019-03-21,73.06999969482422
2019-01-16,71.98999786376953
2019-08-28,72.37999725341797
2018-11-13,73.16999816894531
2018-10-12,73.05000305175781
2019-06-25,73.41999816894531
2020-03-10,73.7300033569336
2020-05-28,73.3499984741211
2019-10-07,72.91000366210938
2020-03-13,73.08000183105469
2019-10-10,73.9000015258789
2020-03-16,74.11000061035156
2020-06-03,74.55000305175781
2018-11-28,74.72000122070312
2018-09-25,73.9000015258789
2018-07-23,73.80000305175781
2018-08-24,74.22000122070312
2019-07-10,74.0
2019-05-07,72.91999816894531
2019-04-05,73.11000061035156
2019-03-04,74.8499984741211
2019-01-31,76.93000030517578
2019-09-12,77.22000122070312
2019-12-31,78.6500015258789
2020-03-19,78.62000274658203
2020-01-03,78.02999877929688
2020-06-09,78.83999633789062
2019-02-15,79.9800033569336
2019-01-14,80.41000366210938
2018-07-06,80.19000244140625
2018-08-07,79.62999725341797
2018-10-10,80.1500015258789
2018-12-13,80.47000122070312
2019-08-26,80.70999908447266
2019-07-25,80.76000213623047
2019-05-22,81.08999633789062
2019-03-19,81.05000305175781
2020-01-06,80.55000305175781
2020-03-25,80.5199966430664
2020-06-12,80.5199966430664
2019-10-22,80.72000122070312
2020-01-09,80.55999755859375
2020-06-15,80.47000122070312
2019-10-25,80.12000274658203
2020-03-31,78.80000305175781
2020-06-18,77.97000122070312
2019-04-03,79.04000091552734
2018-08-22,79.54000091552734
2018-10-25,79.61000061035156
2019-01-29,79.5999984741211
2018-12-28,80.33000183105469
2018-11-26,80.43000030517578
2019-08-09,79.81999969482422
2019-07-08,79.47000122070312
2019-06-06,79.06999969482422
2019-09-10,79.18000030517578
2020-01-15,79.13999938964844
2020-04-03,79.31999969482422
2019-10-31,78.87000274658203
2020-04-06,78.54000091552734
2020-06-24,78.16999816894531
2018-11-09,79.11000061035156
2019-07-23,79.30999755859375
2019-06-21,78.97000122070312
2019-05-20,78.77999877929688
2019-04-18,78.80000305175781
2018-09-06,78.31999969482422
2018-10-08,78.04000091552734
2019-02-13,78.62000274658203
2018-12-11,79.80000305175781
2019-09-25,80.73999786376953
2020-01-21,80.7300033569336
2020-04-09,81.06999969482422
2019-11-06,81.05000305175781
2020-01-24,80.56999969482422
2020-01-27,80.19999694824219
2020-04-15,81.63999938964844
2018-12-26,82.66000366210938
2019-08-07,82.98999786376953
2019-06-04,84.13999938964844
2018-09-21,83.9000015258789
2018-07-19,83.66999816894531
2018-08-20,83.5
2018-10-23,82.95999908447266
2019-05-03,83.47000122070312
2019-04-01,84.12000274658203
2019-02-28,83.45999908447266
2019-11-12,83.01000213623047
2020-01-30,82.58999633789062
2019-11-15,83.55000305175781
2020-04-21,83.33999633789062
2019-04-16,83.06999969482422
2019-03-15,83.25
2019-02-11,84.11000061035156
2019-01-10,84.0999984741211
2019-08-22,83.5999984741211
2018-11-07,84.1500015258789
2018-08-03,84.80999755859375
2018-09-04,84.5
2019-06-19,84.58000183105469
2019-09-23,84.83999633789062
2019-11-18,84.08999633789062
2020-02-05,84.68000030517578
2020-04-24,84.75
2019-03-29,85.69999694824219
2019-11-21,86.4800033569336
2020-04-27,87.77999877929688
2020-02-11,87.63999938964844
2020-04-30,88.31999969482422
2019-05-01,88.33999633789062
2019-02-26,88.30999755859375
2019-01-25,88.58000183105469
2018-12-24,88.0
2019-09-06,87.9000015258789
2018-07-17,87.98999786376953
2018-09-19,86.61000061035156
2019-08-05,87.06999969482422
2019-10-08,87.87000274658203
2019-12-11,87.62000274658203
2019-11-27,87.31999969482422
2020-02-14,87.08999633789062
2020-05-06,86.3499984741211
2019-01-08,86.08999633789062
2018-12-07,87.62000274658203
2019-08-20,89.45999908447266
2018-11-05,90.4800033569336
2019-07-19,91.44000244140625
2018-10-04,91.20999908447266
2019-06-17,90.5999984741211
2019-05-16,90.79000091552734
2018-08-01,91.30000305175781
2019-03-13,91.44000244140625
2019-12-03,91.87000274658203
2020-02-20,92.22000122070312
2019-12-06,92.37000274658203
2020-05-12,92.19999694824219
2019-12-09,92.62999725341797
2020-02-26,92.33999633789062
2020-05-15,92.41000366210938
2019-03-28,92.18000030517578
2018-09-17,92.43000030517578
2018-08-16,92.55999755859375
2018-10-19,92.73999786376953
2019-04-29,92.31999969482422
2019-01-23,92.16000366210938
2019-09-04,92.41999816894531
2018-11-20,91.51000213623047
2019-07-02,90.45999908447266
2019-05-31,89.19999694824219
2019-12-12,88.68000030517578
2020-05-18,88.98999786376953
2019-09-27,90.41000366210938
2020-03-03,90.9000015258789
2020-05-21,90.55999755859375
2019-05-14,90.45999908447266
2018-08-31,89.5999984741211
2018-07-30,88.97000122070312
2018-10-02,89.86000061035156
2019-04-12,91.0999984741211
2019-03-11,90.37999725341797
2019-02-07,90.66000366210938
2019-07-17,91.0999984741211
2019-09-19,91.44999694824219
2019-10-21,89.01000213623047
2019-12-18,89.30999755859375
2020-03-06,88.37999725341797
2019-10-03,89.26000213623047
2020-03-09,91.11000061035156
2020-05-27,90.30000305175781
2019-12-24,90.55999755859375
2020-03-12,90.93000030517578
2018-12-20,91.0
2019-08-01,90.94999694824219
2018-08-14,90.01000213623047
2018-07-13,88.37000274658203
2018-10-17,89.16000366210938
2019-05-29,88.12000274658203
2019-03-26,87.61000061035156
2019-02-22,89.81999969482422
2019-10-04,90.23999786376953
2019-11-05,90.44999694824219
2019-12-27,89.86000061035156
2020-06-02,88.94999694824219
2019-12-30,89.37000274658203
2020-03-18,89.26000213623047
2020-06-05,90.06999969482422
2019-07-15,90.44000244140625
2018-12-03,89.94000244140625
2019-06-13,90.01000213623047
2019-01-04,87.70999908447266
2018-08-29,87.16999816894531
2019-02-05,89.19999694824219
2018-11-01,89.2300033569336
2019-08-16,88.05000305175781
2019-04-10,87.83000183105469
2019-09-17,88.19999694824219
2019-10-15,88.69000244140625
2020-01-02,88.31999969482422
2020-06-08,88.98999786376953
2019-10-18,88.93000030517578
2020-03-24,89.62000274658203
2020-06-11,89.73999786376953
2020-01-08,90.36000061035156
2019-04-25,90.80000305175781
2019-07-30,90.29000091552734
2019-02-20,91.41000366210938
2018-07-11,92.0
2018-09-13,90.0
2018-10-15,90.05999755859375
2019-06-28,91.30999755859375
2018-12-18,91.80999755859375
2018-11-16,91.76000213623047
2019-10-02,92.08999633789062
2020-03-27,90.83000183105469
2020-01-10,91.7300033569336
2019-10-24,91.88999938964844
2020-03-30,91.44000244140625
2020-06-17,91.69999694824219
2020-01-14,91.83000183105469
2020-04-02,92.2699966430664
2019-01-02,92.37999725341797
2019-08-14,92.5
2018-10-30,92.19999694824219
2019-06-11,92.52999877929688
2019-05-10,93.13999938964844
2019-04-08,93.02999877929688
2018-08-27,92.30000305175781
2018-07-26,92.36000061035156
2018-09-28,92.62000274658203
2019-03-07,93.41000366210938
2019-10-30,93.58999633789062
2020-01-17,93.55999755859375
2020-06-23,91.7300033569336
2020-04-08,92.72000122070312
2020-06-26,93.02999877929688
2019-03-22,94.2300033569336
2019-01-17,94.30999755859375
2019-08-29,94.5199966430664
2018-11-14,94.47000122070312
2019-06-26,95.23999786376953
2018-09-11,94.76000213623047
2018-07-09,95.47000122070312
2018-08-10,95.76000213623047
2019-04-23,95.66999816894531
2019-09-30,95.33999633789062
2020-01-23,96.19999694824219
2019-11-08,95.87000274658203
2020-04-14,94.63999938964844
2019-11-11,94.9800033569336
2020-01-29,94.93000030517578
2020-04-17,94.93000030517578
2018-07-24,95.30999755859375
2018-09-26,95.86000061035156
2019-05-08,95.5199966430664
2019-03-05,95.75
2019-02-01,95.75
2018-12-31,95.77999877929688
2018-11-29,95.94999694824219
2019-08-12,96.18000030517578
2019-07-11,95.75
2019-09-13,95.51000213623047
2019-11-14,95.98999786376953
2020-04-20,96.43000030517578
2020-02-04,96.69999694824219
2020-04-23,96.5
2018-12-14,96.69000244140625
2019-08-27,97.16999816894531
2018-08-08,97.30000305175781
2018-10-11,96.98999786376953
2018-11-12,98.93000030517578
2019-07-26,99.44999694824219
2019-06-24,100.36000061035156
