Dates,ZTS
2018-06-20,87.27999877929688
2018-06-21,86.79000091552734
2018-06-25,87.38999938964844
2018-06-22,86.0
2018-06-26,84.80999755859375
2018-06-27,84.33000183105469
2018-06-28,83.36000061035156
2018-06-29,85.4800033569336
2018-07-02,84.77999877929688
2018-07-03,85.83000183105469
2018-07-05,86.72000122070312
2018-07-16,86.56999969482422
2018-09-18,86.9000015258789
2019-01-24,87.0199966430664
2019-09-05,86.05999755859375
2018-11-21,84.88999938964844
2020-01-13,85.48999786376953
2020-04-01,86.30999755859375
2020-06-19,84.33000183105469
2019-10-29,85.63999938964844
2020-01-16,85.37999725341797
2020-06-22,85.19999694824219
2018-10-03,85.13999938964844
2018-07-31,84.5199966430664
2019-03-12,83.25
2019-02-08,85.79000091552734
2019-01-07,85.62999725341797
2018-12-06,85.2300033569336
2019-08-19,84.81999969482422
2019-07-18,86.05000305175781
2019-05-15,85.77999877929688
2019-09-20,91.43000030517578
2019-11-01,91.93000030517578
2020-04-07,92.94000244140625
2020-06-25,92.5
2020-06-16,93.37000274658203
2019-11-04,92.18000030517578
2020-01-22,91.70999908447266
2019-11-07,91.63999938964844
2020-04-13,91.06999969482422
2019-07-01,91.30999755859375
2019-05-30,91.44000244140625
2018-08-15,91.5999984741211
2018-10-18,92.54000091552734
2019-03-27,89.55999755859375
2019-01-22,89.80000305175781
2018-12-21,89.81999969482422
2019-09-03,89.91999816894531
2018-11-19,89.51000213623047
2019-08-02,89.51000213623047
2020-01-28,89.7699966430664
2020-04-16,89.76000213623047
2019-11-13,90.80999755859375
2020-01-31,89.7699966430664
2018-12-04,89.30999755859375
2018-11-02,89.3499984741211
2019-07-16,89.83000183105469
2018-08-30,88.55999755859375
2018-10-01,88.44999694824219
2019-06-14,89.22000122070312
2019-05-13,89.70999908447266
2019-04-11,89.05999755859375
2019-02-06,88.16999816894531
2019-09-18,89.13999938964844
2020-02-03,89.72000122070312
2020-04-22,90.02999877929688
2019-11-19,89.55999755859375
2020-02-06,90.2699966430664
2019-11-22,90.44999694824219
2019-03-25,90.58999633789062
2019-02-21,91.08000183105469
2018-12-19,92.02999877929688
2018-07-12,91.55999755859375
2018-09-14,92.31999969482422
2018-08-13,93.27999877929688
2018-10-16,91.20999908447266
2019-07-31,91.63999938964844
2019-05-28,91.2300033569336
2019-04-26,92.7699966430664
2020-04-28,89.83999633789062
2019-11-25,88.1500015258789
2020-02-12,90.29000091552734
2020-05-01,90.8499984741211
2020-05-04,91.79000091552734
2019-06-12,92.4800033569336
2019-04-09,91.72000122070312
2019-03-08,91.7300033569336
2019-02-04,91.30000305175781
2018-07-27,91.37999725341797
2018-08-28,88.95999908447266
2019-01-03,89.51000213623047
2019-08-15,89.80000305175781
2018-10-31,89.25
2019-09-16,91.19000244140625
2020-02-18,93.7699966430664
2020-05-07,94.36000061035156
2018-08-17,93.0
2019-12-04,92.79000091552734
2020-02-21,93.48999786376953
2018-12-17,94.86000061035156
2019-08-30,94.66999816894531
2018-11-15,95.18000030517578
2019-07-29,94.95999908447266
2019-06-27,94.70999908447266
2019-04-24,92.19000244140625
2018-07-10,91.19999694824219
2018-09-12,92.27999877929688
2019-02-19,89.3499984741211
2019-01-18,88.76000213623047
2020-02-24,88.2300033569336
2020-05-13,89.80000305175781
2019-12-10,88.98999786376953
2020-02-27,90.69999694824219
2019-12-13,92.44999694824219
2020-05-19,92.7699966430664
2019-03-06,94.63999938964844
2018-11-30,93.3499984741211
2019-08-13,89.55999755859375
2019-07-12,90.44000244140625
2019-06-10,88.19000244140625
2019-05-09,89.91000366210938
2018-07-25,90.68000030517578
2018-09-27,91.2699966430664
2018-10-29,90.08000183105469
2019-10-16,87.58999633789062
2019-12-16,85.88999938964844
2020-03-04,85.54000091552734
2020-05-22,83.13999938964844
2019-10-01,82.23999786376953
2019-12-19,80.91000366210938
2018-09-10,79.61000061035156
2019-05-24,81.83000183105469
2018-08-09,84.83000183105469
2019-04-22,85.2699966430664
2019-03-21,84.51000213623047
2019-01-16,84.06999969482422
2019-08-28,82.94000244140625
2018-11-13,84.83000183105469
2018-10-12,85.97000122070312
2019-06-25,86.54000091552734
2020-03-10,85.94999694824219
2020-05-28,85.48999786376953
2019-10-07,85.33999633789062
2020-03-13,84.5199966430664
2019-10-10,84.76000213623047
2020-03-16,82.66999816894531
2020-06-03,84.62000274658203
2018-11-28,84.04000091552734
2018-09-25,84.08000183105469
2018-07-23,83.69000244140625
2018-08-24,84.30999755859375
2019-07-10,83.91999816894531
2019-05-07,83.6500015258789
2019-04-05,84.3499984741211
2019-03-04,85.05999755859375
2019-01-31,86.55000305175781
2019-09-12,87.25
2019-12-31,87.33000183105469
2020-03-19,87.06999969482422
2020-01-03,87.25
2020-06-09,85.73999786376953
2019-02-15,86.91000366210938
2019-01-14,86.91999816894531
2018-07-06,87.55999755859375
2018-08-07,89.01000213623047
2018-10-10,93.91999816894531
2018-12-13,94.75
2019-08-26,94.91000366210938
2019-07-25,94.2699966430664
2019-05-22,93.76000213623047
2019-03-19,95.0
2020-01-06,94.0199966430664
2020-03-25,93.33999633789062
2020-06-12,93.95999908447266
2019-10-22,94.98999786376953
2020-01-09,97.6500015258789
2020-06-15,96.11000061035156
2019-10-25,95.9000015258789
2020-03-31,93.88999938964844
2020-06-18,92.26000213623047
2019-04-03,92.6500015258789
2018-08-22,95.0
2018-10-25,96.12000274658203
2019-01-29,96.6500015258789
2018-12-28,96.2300033569336
2018-11-26,97.0
2019-08-09,98.08999633789062
2019-07-08,98.75
2019-06-06,98.44999694824219
2019-09-10,99.01000213623047
2020-01-15,97.41999816894531
2020-04-03,98.54000091552734
2019-10-31,98.44000244140625
2020-04-06,98.62999725341797
2020-06-24,99.87999725341797
