Dates,ZTS
2018-06-20,85.94097137451172
2018-06-21,85.96073150634766
2018-06-25,84.77532958984375
2018-06-22,83.66896057128906
2018-06-26,82.98736572265625
2018-06-27,82.34529113769531
2018-06-28,83.79740142822266
2018-06-29,84.15299224853516
2018-07-02,84.60740661621094
2018-07-03,85.02230072021484
2018-07-05,85.10132598876953
2018-07-16,85.80268096923828
2018-09-18,86.42499542236328
2019-01-24,85.17047119140625
2019-09-05,83.47140502929688
2018-11-21,84.42960357666016
2020-01-13,85.0914306640625
2020-04-01,83.5504379272461
2020-06-19,84.72594451904297
2019-10-29,84.90375518798828
2020-01-16,84.50408935546875
2020-06-22,84.37548828125
2018-10-03,83.05973815917969
2018-07-31,82.60467529296875
2019-03-12,84.72172546386719
2019-02-08,84.62279510498047
2019-01-07,84.28644561767578
2018-12-06,83.58406829833984
2019-08-19,85.55271911621094
2019-07-18,85.09764862060547
2019-05-15,90.44964599609375
2019-09-20,90.64749908447266
2019-11-01,91.58731079101562
2020-04-07,91.4982681274414
2020-06-25,92.23035430908203
2020-06-16,91.40923309326172
2019-11-04,90.71675109863281
2020-01-22,90.2814712524414
2019-11-07,90.39028930664062
2020-04-13,89.8758544921875
2019-07-01,90.5584716796875
2019-05-30,90.48921966552734
2018-08-15,91.17182159423828
2018-10-18,91.10255432128906
2019-03-27,88.7085189819336
2019-01-22,88.7085189819336
2018-12-21,88.63926696777344
2019-09-03,88.42162322998047
2018-11-19,88.58979797363281
2019-08-02,88.86680603027344
2020-01-28,88.84700012207031
2020-04-16,89.62853240966797
2019-11-13,89.00529479980469
2020-01-31,88.10505676269531
2018-12-04,88.77775573730469
2018-11-02,88.4710922241211
2019-07-16,87.91709899902344
2018-08-30,87.2938461303711
2018-10-01,87.83794403076172
2019-06-14,88.73818969726562
2019-05-13,88.05559539794922
2019-04-11,87.35320281982422
2019-02-06,88.22377014160156
2019-09-18,88.12483978271484
2020-02-03,89.09432220458984
2020-04-22,88.86680603027344
2019-11-19,88.68873596191406
2020-02-06,89.29219818115234
2019-11-22,89.39112091064453
2019-03-25,90.22210693359375
2019-02-21,90.57823944091797
2018-12-19,90.67718505859375
2018-07-12,90.84534454345703
2018-09-14,92.52711486816406
2018-08-13,90.093505859375
2018-10-16,90.96405029296875
2019-07-31,90.48921966552734
2019-05-28,91.55763244628906
2019-04-26,88.66893768310547
2020-04-28,86.06714630126953
2019-11-25,87.94677734375
2020-02-12,89.11412811279297
2020-05-01,90.82556915283203
2020-05-04,91.79505157470703
2019-06-12,90.84534454345703
2019-04-09,90.48921966552734
2019-03-08,91.8049545288086
2019-02-04,90.48921966552734
2018-07-27,87.81815338134766
2018-08-28,89.49993896484375
2019-01-03,87.89730072021484
2019-08-15,88.68873596191406
2018-10-31,89.21304321289062
2019-09-16,89.1833724975586
2020-02-18,93.2394027709961
2020-05-07,91.77527618408203
2018-08-17,91.7258071899414
2019-12-04,91.76538848876953
2020-02-21,94.16931915283203
2018-12-17,93.88243865966797
2019-08-30,94.24845886230469
2018-11-15,93.41748046875
2019-07-29,93.16027069091797
2019-06-27,91.48838806152344
2019-04-24,90.63760375976562
2018-07-10,91.28062438964844
2018-09-12,89.25579071044922
2019-02-19,87.58162689208984
2019-01-18,87.84907531738281
2020-02-24,88.40383911132812
2020-05-13,88.68122100830078
2019-12-10,89.35485076904297
2020-02-27,91.93048858642578
2019-12-13,91.90076446533203
2020-05-19,92.99046325683594
2019-03-06,92.69326782226562
2018-11-30,89.72138214111328
2019-08-13,89.56288146972656
2019-07-12,87.26461791992188
2019-06-10,88.08684539794922
2019-05-09,88.95860290527344
2018-07-25,89.87989044189453
2018-09-27,90.0879135131836
2018-10-29,87.62124633789062
2019-10-16,84.1441421508789
2019-12-16,84.19366455078125
2020-03-04,82.65819549560547
2020-05-22,81.64775848388672
2019-10-01,80.91468048095703
2019-12-19,78.53717041015625
2018-09-10,82.14305877685547
2019-05-24,83.53984832763672
2018-08-09,83.69835662841797
2019-04-22,84.73851013183594
2019-03-21,83.68844604492188
2019-01-16,80.7957992553711
2019-08-28,83.96582794189453
2018-11-13,84.47103881835938
2018-10-12,85.7291488647461
2019-06-25,85.42205047607422
2020-03-10,85.09513854980469
2020-05-28,85.25363159179688
2019-10-07,83.708251953125
2020-03-13,84.01534271240234
2019-10-10,82.43034362792969
2020-03-16,83.62541198730469
2020-06-03,83.962890625
2018-11-28,83.46659851074219
2018-09-25,83.06956481933594
2018-07-23,83.03978729248047
2018-08-24,84.06214904785156
2019-07-10,83.02986145019531
2019-05-07,83.78423309326172
2019-04-05,84.45918273925781
2019-03-04,85.52125549316406
2019-01-31,86.49398040771484
2019-09-12,86.32524871826172
2019-12-31,86.72229766845703
2020-03-19,86.93072509765625
2020-01-03,85.57088470458984
2020-06-09,86.18628692626953
2019-02-15,85.63043212890625
2019-01-14,86.86125183105469
2018-07-06,87.59575653076172
2018-08-07,92.5686264038086
2018-10-10,94.66297912597656
2018-12-13,94.20638275146484
2019-08-26,93.69023895263672
2019-07-25,92.77706146240234
2019-05-22,93.90861511230469
2019-03-19,93.69023895263672
2020-01-06,92.79691314697266
2020-03-25,93.1046142578125
2020-06-12,93.53142547607422
2019-10-22,95.04016876220703
2020-01-09,95.15927124023438
2020-06-15,95.06993865966797
2019-10-25,93.47187042236328
2020-03-31,91.86388397216797
2020-06-18,91.72492980957031
2019-04-03,94.02771759033203
2018-08-22,95.04016876220703
2018-10-25,96.21141815185547
2019-01-29,95.48682403564453
2018-12-28,96.19155883789062
2018-11-26,97.04518127441406
2019-08-09,97.98814392089844
2019-07-08,97.769775390625
2019-06-06,98.90132141113281
2019-09-10,97.2040023803711
2020-01-15,97.2040023803711
2020-04-03,98.08739471435547
2019-10-31,97.78961944580078
2020-04-06,98.6531753540039
2020-06-24,99.92369079589844
2018-11-09,100.78723907470703
2019-07-23,101.28353118896484
2019-06-21,101.3629379272461
2019-05-20,101.22398376464844
2019-04-18,101.3629379272461
2018-09-06,101.47212219238281
2018-10-08,100.70782470703125
2019-02-13,100.57879638671875
2018-12-11,100.31078338623047
2019-09-25,100.91627502441406
2020-01-21,100.50931549072266
2020-04-09,98.43479919433594
2019-11-06,97.41472625732422
2020-01-24,98.45866394042969
2020-01-27,99.5423812866211
2020-04-15,101.3817138671875
2018-12-26,100.5167236328125
2019-08-07,101.24251556396484
2019-06-04,102.75374603271484
2018-09-21,100.6758041381836
2018-07-19,101.25244903564453
