Dates,ZTS
2018-06-20,86.5999984741211
2018-06-21,86.69999694824219
2018-06-25,85.81999969482422
2018-06-22,83.91999816894531
2018-06-26,83.97000122070312
2018-06-27,83.36000061035156
2018-06-28,83.33999633789062
2018-06-29,85.13999938964844
2018-07-02,84.19999694824219
2018-07-03,85.5199966430664
2018-07-05,85.63999938964844
2018-07-16,86.0999984741211
2018-09-18,86.62000274658203
2019-01-24,86.08999633789062
2019-09-05,84.48999786376953
2018-11-21,84.58000183105469
2020-01-13,85.31999969482422
2020-04-01,84.5
2020-06-19,84.33000183105469
2019-10-29,85.30999755859375
2020-01-16,84.77999877929688
2020-06-22,85.0199966430664
2018-10-03,83.80000305175781
2018-07-31,83.30999755859375
2019-03-12,83.25
2019-02-08,85.1500015258789
2019-01-07,84.4000015258789
2018-12-06,84.20999908447266
2019-08-19,84.81999969482422
2019-07-18,85.97000122070312
2019-05-15,85.0
2019-09-20,89.26000213623047
2019-11-01,91.20999908447266
2020-04-07,91.97000122070312
2020-06-25,92.25
2020-06-16,92.02999877929688
2019-11-04,91.4800033569336
2020-01-22,91.16000366210938
2019-11-07,91.11000061035156
2020-04-13,90.41000366210938
2019-07-01,90.87999725341797
2019-05-30,90.66999816894531
2018-08-15,91.5999984741211
2018-10-18,91.87000274658203
2019-03-27,89.1500015258789
2019-01-22,89.25
2018-12-21,89.30999755859375
2019-09-03,89.29000091552734
2018-11-19,88.66000366210938
2019-08-02,89.02999877929688
2020-01-28,89.30999755859375
2020-04-16,89.68000030517578
2019-11-13,89.69000244140625
2020-01-31,88.8499984741211
2018-12-04,88.95999908447266
2018-11-02,88.91999816894531
2019-07-16,88.58999633789062
2018-08-30,87.93000030517578
2018-10-01,88.0
2019-06-14,88.83999633789062
2019-05-13,88.8499984741211
2019-04-11,88.02999877929688
2019-02-06,88.1500015258789
2019-09-18,88.79000091552734
2020-02-03,89.31999969482422
2020-04-22,89.79000091552734
2019-11-19,88.98999786376953
2020-02-06,90.12999725341797
2019-11-22,90.26000213623047
2019-03-25,90.58999633789062
2019-02-21,90.7699966430664
2018-12-19,91.20999908447266
2018-07-12,91.19999694824219
2018-09-14,92.19999694824219
2018-08-13,90.56999969482422
2018-10-16,91.20999908447266
2019-07-31,90.7300033569336
2019-05-28,91.02999877929688
2019-04-26,89.52999877929688
2020-04-28,86.4000015258789
2019-11-25,87.58999633789062
2020-02-12,89.37000274658203
2020-05-01,90.29000091552734
2020-05-04,91.5199966430664
2019-06-12,91.20999908447266
2019-04-09,91.23999786376953
2019-03-08,91.16000366210938
2019-02-04,89.91000366210938
2018-07-27,88.61000061035156
2018-08-28,88.0
2019-01-03,87.75
2019-08-15,88.44000244140625
2018-10-31,89.04000091552734
2019-09-16,90.06999969482422
2020-02-18,91.95999908447266
2020-05-07,91.63999938964844
2018-08-17,90.5
2019-12-04,91.77999877929688
2020-02-21,93.48999786376953
2018-12-17,94.5199966430664
2019-08-30,94.25
2018-11-15,94.13999938964844
2019-07-29,93.61000061035156
2019-06-27,91.66000366210938
