Dates,PEN
2020-04-21,123.12999725341797
2019-04-16,125.12999725341797
2019-03-15,132.7899932861328
2019-02-11,135.3300018310547
2019-01-10,140.11000061035156
2019-08-22,138.0
2018-11-07,136.58999633789062
2018-08-03,135.80999755859375
2018-09-04,132.25999450683594
2019-06-19,134.50999450683594
2019-09-23,136.9949951171875
2019-11-18,133.5399932861328
2020-02-05,139.4250030517578
2020-04-24,141.73899841308594
2019-03-29,140.0
2019-11-21,144.61000061035156
2020-04-27,151.0
2020-02-11,150.85000610351562
2020-04-30,154.822998046875
2019-05-01,160.0
2019-02-26,162.27999877929688
2019-01-25,160.2100067138672
2018-12-24,161.27000427246094
2019-09-06,162.89999389648438
2018-07-17,165.2100067138672
2018-09-19,166.67999267578125
2019-08-05,165.2310028076172
2019-10-08,164.02000427246094
2019-12-11,161.89999389648438
2019-11-27,163.1999969482422
2020-02-14,163.60000610351562
2020-05-06,161.69000244140625
2019-01-08,159.60000610351562
2018-12-07,159.32000732421875
2019-08-20,158.5500030517578
2018-11-05,158.4499969482422
2019-07-19,159.5
2018-10-04,157.92999267578125
2019-06-17,160.44000244140625
2019-05-16,163.1999969482422
2018-08-01,166.63999938964844
2019-03-13,170.0
2019-12-03,168.28500366210938
2020-02-20,168.97000122070312
2019-12-06,168.86199951171875
2020-05-12,169.13499450683594
2019-12-09,173.82000732421875
2020-02-26,175.3699951171875
2020-05-15,170.5500030517578
2019-03-28,171.61500549316406
2018-09-17,177.19000244140625
2018-08-16,180.22000122070312
2018-10-19,179.2100067138672
2019-04-29,177.61500549316406
2019-01-23,177.44000244140625
2019-09-04,161.02000427246094
2018-11-20,166.14999389648438
2019-07-02,161.02000427246094
2019-05-31,155.85000610351562
2019-12-12,159.02000427246094
2020-05-18,138.38999938964844
2019-09-27,146.6300048828125
2020-03-03,147.5
2020-05-21,146.1199951171875
2019-05-14,148.4499969482422
2018-08-31,147.52999877929688
2018-07-30,144.5800018310547
2018-10-02,144.02000427246094
2019-04-12,142.6199951171875
2019-03-11,142.30999755859375
2019-02-07,144.35000610351562
2019-07-17,142.50999450683594
2019-09-19,139.13999938964844
2019-10-21,139.9250030517578
2019-12-18,140.17999267578125
2020-03-06,138.02000427246094
2019-10-03,142.22999572753906
2020-03-09,144.3000030517578
2020-05-27,144.22999572753906
2019-12-24,139.8699951171875
2020-03-12,133.39999389648438
2018-12-20,131.30499267578125
2019-08-01,133.5800018310547
2018-08-14,134.22999572753906
2018-07-13,140.3800048828125
2018-10-17,146.28500366210938
2019-05-29,148.0500030517578
2019-03-26,146.27999877929688
2019-02-22,149.85499572753906
2019-10-04,148.25
2019-11-05,147.77000427246094
2019-12-27,146.0800018310547
2020-06-02,141.5399932861328
2019-12-30,136.8800048828125
2020-03-18,137.1199951171875
2020-06-05,134.8000030517578
2019-07-15,131.55999755859375
2018-12-03,130.66000366210938
2019-06-13,132.94500732421875
2019-01-04,130.8000030517578
2018-08-29,134.52000427246094
2019-02-05,139.57000732421875
2018-11-01,142.42999267578125
2019-08-16,137.52000427246094
2019-04-10,137.83999633789062
2019-09-17,141.6999969482422
2019-10-15,143.17999267578125
2020-01-02,142.50999450683594
2020-06-08,144.1699981689453
2019-10-18,145.6999969482422
2020-03-24,145.3300018310547
2020-06-11,143.99000549316406
2020-01-08,146.9600067138672
2019-04-25,146.47000122070312
2019-07-30,148.5800018310547
2019-02-20,149.1300048828125
2018-07-11,149.10000610351562
2018-09-13,156.32000732421875
2018-10-15,156.88999938964844
2019-06-28,158.94000244140625
2018-12-18,155.30999755859375
2018-11-16,156.9499969482422
2019-10-02,158.55999755859375
2020-03-27,159.6199951171875
2020-01-10,163.9199981689453
2019-10-24,165.00999450683594
2020-03-30,153.27999877929688
2020-06-17,164.625
2020-01-14,166.24000549316406
2020-04-02,164.41000366210938
2019-01-02,164.77999877929688
2019-08-14,165.66000366210938
2018-10-30,166.22000122070312
2019-06-11,165.02000427246094
2019-05-10,166.75
2019-04-08,166.0050048828125
2018-08-27,165.80999755859375
2018-07-26,167.92999267578125
2018-09-28,170.4499969482422
2019-03-07,176.17999267578125
2019-10-30,175.9499969482422
2020-01-17,173.33999633789062
2020-06-23,169.97999572753906
2020-04-08,171.97500610351562
2020-06-26,169.27000427246094
2019-03-22,167.4499969482422
2019-01-17,161.0050048828125
2019-08-29,156.69000244140625
2018-11-14,155.8800048828125
2019-06-26,155.41000366210938
2018-09-11,158.33999633789062
2018-07-09,157.7550048828125
2018-08-10,157.25999450683594
2019-04-23,157.1999969482422
2019-09-30,158.05499267578125
2020-01-23,159.10000610351562
2019-11-08,159.10000610351562
2020-04-14,162.42999267578125
2019-11-11,162.03199768066406
2020-01-29,162.7899932861328
2020-04-17,162.1999969482422
2018-07-24,162.72000122070312
2018-09-26,162.10000610351562
2019-05-08,159.53500366210938
2019-03-05,158.05499267578125
2019-02-01,157.3000030517578
2018-12-31,156.02999877929688
2018-11-29,155.4499969482422
2019-08-12,157.75999450683594
2019-07-11,159.66000366210938
2019-09-13,157.60000610351562
2019-11-14,155.61000061035156
2020-04-20,159.4199981689453
2020-02-04,159.6300048828125
2020-04-23,160.3000030517578
2018-12-14,169.19000244140625
2019-08-27,168.8979949951172
2018-08-08,170.88999938964844
2018-10-11,168.22999572753906
2018-11-12,172.2100067138672
2019-07-26,174.9250030517578
2019-06-24,174.2899932861328
2019-05-23,173.72999572753906
2019-03-20,175.19000244140625
2019-01-15,179.2100067138672
2019-11-20,177.5500030517578
2020-02-07,175.86000061035156
2020-02-10,175.82000732421875
2020-04-29,176.0449981689453
2019-11-26,183.04600524902344
2020-02-13,182.69000244140625
2019-01-30,183.94000244140625
2018-08-23,188.3699951171875
2018-09-24,189.25
2018-11-27,191.08999633789062
2018-10-26,188.0
2019-07-09,188.5050048828125
2019-06-07,182.88999938964844
2019-05-06,173.88999938964844
2019-04-04,158.0
2019-09-11,165.60400390625
2019-11-29,161.8000030517578
2020-05-05,166.6959991455078
2019-12-02,165.76499938964844
2020-02-19,171.13999938964844
2020-05-08,172.72999572753906
2019-05-21,171.55999755859375
2019-03-18,164.7899932861328
2018-09-07,166.83999633789062
2018-08-06,172.39999389648438
2018-10-09,160.0
2019-02-14,151.4600067138672
2018-12-12,140.8800048828125
2019-07-24,132.9199981689453
2019-09-26,131.9600067138672
2019-10-28,128.39999389648438
2019-12-05,131.5399932861328
2020-05-11,121.80000305175781
2019-07-03,130.3300018310547
2020-02-25,140.2899932861328
2020-05-14,147.8699951171875
2020-02-28,151.82000732421875
2019-08-08,152.3699951171875
2019-06-05,159.32000732421875
2018-07-20,150.5749969482422
2018-08-21,149.22999572753906
2018-10-24,154.7899932861328
2019-04-02,160.2899932861328
2019-03-01,152.97999572753906
2019-01-28,153.64999389648438
2018-12-27,160.0
2019-09-09,153.7899932861328
2020-03-02,162.05999755859375
2020-05-20,163.83999633789062
2019-12-17,171.41000366210938
2020-03-05,171.89999389648438
2019-02-12,171.22000122070312
2019-01-11,175.0800018310547
2018-12-10,179.86000061035156
2019-08-23,180.63999938964844
2018-11-08,186.5800018310547
2019-07-22,188.5399932861328
2019-06-20,178.67999267578125
2018-09-05,178.66000366210938
2019-04-17,174.4759979248047
2019-09-24,169.0
2019-12-20,168.75
2020-05-26,171.8249969482422
2019-04-30,173.85000610351562
2019-12-23,177.9600067138672
2020-03-11,177.0
2020-05-29,176.3249969482422
2019-12-26,179.68499755859375
2020-06-01,162.0
2019-05-02,161.8800048828125
2019-02-27,167.94000244140625
2018-11-23,171.4149932861328
2019-08-06,168.6699981689453
2018-07-18,169.08999633789062
2018-09-20,171.14500427246094
2018-10-22,174.92999267578125
2019-07-05,169.22000122070312
2019-06-03,161.11000061035156
2019-10-09,169.33999633789062
2019-10-11,167.07000732421875
2020-03-17,169.1199951171875
2020-06-04,173.08999633789062
2019-10-14,173.69000244140625
2020-03-20,173.0800018310547
2018-11-06,173.5
2019-06-18,176.7899932861328
2019-05-17,170.47999572753906
2019-04-15,169.72999572753906
2019-03-14,165.4199981689453
2019-01-09,164.5
2018-08-02,163.47999572753906
2018-10-05,169.41000366210938
2019-08-21,169.5749969482422
2019-10-17,170.8000030517578
2020-03-23,173.72999572753906
2020-06-10,175.49000549316406
2019-02-25,179.2899932861328
2020-01-07,172.41000366210938
2020-03-26,168.53500366210938
2019-10-23,169.5
