Dates,PEN
2018-06-20,154.60000610351562
2018-06-21,150.8000030517578
2018-06-25,148.1999969482422
2018-06-22,145.5
2018-06-26,150.1999969482422
2018-06-27,142.6999969482422
2018-06-28,140.3000030517578
2018-06-29,138.14999389648438
2018-07-02,138.5500030517578
2018-07-03,142.6999969482422
2018-07-05,142.0500030517578
2018-07-16,142.4499969482422
2018-09-18,141.10000610351562
2019-01-24,140.10000610351562
2019-09-05,139.0
2018-11-21,140.0
2020-01-13,135.35000610351562
2020-04-01,136.1999969482422
2020-06-19,139.4499969482422
2019-10-29,139.60000610351562
2020-01-16,138.75
2020-06-22,137.25
2018-10-03,143.0500030517578
2018-07-31,138.10000610351562
2019-03-12,145.3000030517578
2019-02-08,144.25
2019-01-07,141.0500030517578
2018-12-06,139.3000030517578
2019-08-19,142.25
2019-07-18,144.89999389648438
2019-05-15,146.8000030517578
2019-09-20,146.0500030517578
2019-11-01,148.0500030517578
2020-04-07,148.5500030517578
2020-06-25,124.6500015258789
2020-06-16,124.0999984741211
2019-11-04,124.3499984741211
2020-01-22,121.55000305175781
2019-11-07,122.6500015258789
2020-04-13,123.8499984741211
2019-07-01,128.3000030517578
2019-05-30,125.69999694824219
2018-08-15,125.0
2018-10-18,127.0
2019-03-27,129.39999389648438
2019-01-22,129.35000610351562
2018-12-21,129.10000610351562
2019-09-03,130.8000030517578
2018-11-19,131.5
2019-08-02,134.75
2020-01-28,135.8000030517578
2020-04-16,138.85000610351562
2019-11-13,140.60000610351562
2020-01-31,138.75
2018-12-04,142.4499969482422
2018-11-02,142.10000610351562
2019-07-16,143.0
2018-08-30,148.10000610351562
2018-10-01,154.0
2019-06-14,155.0500030517578
2019-05-13,156.8000030517578
2019-04-11,152.9499969482422
2019-02-06,152.14999389648438
2019-09-18,150.5
2020-02-03,151.3000030517578
2020-04-22,149.35000610351562
2019-11-19,151.89999389648438
2020-02-06,155.64999389648438
2019-11-22,154.25
2019-03-25,149.14999389648438
2019-02-21,149.6999969482422
2018-12-19,147.64999389648438
2018-07-12,142.57000732421875
2018-09-14,141.1199951171875
2018-08-13,137.50999450683594
2018-10-16,135.32000732421875
2019-07-31,134.5399932861328
2019-05-28,133.5399932861328
2019-04-26,131.0
2020-04-28,133.52000427246094
2019-11-25,136.94000244140625
2020-02-12,136.14999389648438
2020-05-01,142.5399932861328
2020-05-04,142.35000610351562
2019-06-12,140.83999633789062
2019-04-09,136.97000122070312
2019-03-08,136.8000030517578
2019-02-04,138.25
2018-07-27,138.32000732421875
2018-08-28,138.0800018310547
2019-01-03,137.9499969482422
2019-08-15,137.3300018310547
2018-10-31,135.6999969482422
2019-09-16,136.0
2020-02-18,141.16000366210938
2020-05-07,137.75
2018-08-17,140.13999938964844
2019-12-04,147.7100067138672
2020-02-21,156.47999572753906
2018-12-17,155.5800018310547
2019-08-30,150.1999969482422
2018-11-15,137.64999389648438
2019-07-29,134.1699981689453
2019-06-27,129.92999267578125
2019-04-24,134.25999450683594
2018-07-10,136.57000732421875
2018-09-12,123.3499984741211
2019-02-19,122.04000091552734
2019-01-18,125.63999938964844
2020-02-24,125.41999816894531
2020-05-13,129.24000549316406
2019-12-10,129.9600067138672
2020-02-27,135.3300018310547
2019-12-13,137.72999572753906
2020-05-19,139.22000122070312
2019-03-06,145.19000244140625
2018-11-30,139.3300018310547
2019-08-13,136.30999755859375
2019-07-12,131.72000122070312
2019-06-10,132.5800018310547
2019-05-09,127.87000274658203
2018-07-25,130.33999633789062
2018-09-27,126.33000183105469
2018-10-29,125.4000015258789
2019-10-16,118.68000030517578
2019-12-16,120.91999816894531
2020-03-04,118.23999786376953
2020-05-22,116.72000122070312
2019-10-01,116.0
2019-12-19,113.41999816894531
2018-09-10,124.5199966430664
2019-05-24,126.66000366210938
2018-08-09,124.66000366210938
2019-04-22,122.19999694824219
2019-03-21,123.06999969482422
2019-01-16,115.83999633789062
2019-08-28,123.4000015258789
2018-11-13,121.0199966430664
2018-10-12,123.51000213623047
2019-06-25,124.12999725341797
2020-03-10,129.63999938964844
2020-05-28,126.8499984741211
2019-10-07,127.58999633789062
2020-03-13,132.25999450683594
2019-10-10,137.27000427246094
2020-03-16,138.44000244140625
2020-06-03,142.0
2018-11-28,140.72999572753906
2018-09-25,139.22999572753906
2018-07-23,138.6999969482422
2018-08-24,143.75999450683594
2019-07-10,137.02999877929688
2019-05-07,137.22000122070312
2019-04-05,142.92999267578125
2019-03-04,145.50999450683594
2019-01-31,144.7100067138672
2019-09-12,147.0
2019-12-31,149.02999877929688
2020-03-19,150.00999450683594
2020-01-03,148.22999572753906
2020-06-09,147.49000549316406
2019-02-15,150.83999633789062
2019-01-14,153.17999267578125
2018-07-06,154.3300018310547
2018-08-07,153.5399932861328
2018-10-10,155.57000732421875
2018-12-13,151.22999572753906
2019-08-26,149.0
2019-07-25,146.3300018310547
2019-05-22,146.33999633789062
2019-03-19,149.0
2020-01-06,146.75
2020-03-25,132.27000427246094
2020-06-12,133.6699981689453
2019-10-22,140.52000427246094
2020-01-09,141.60000610351562
2020-06-15,141.60000610351562
2019-10-25,140.0
2020-03-31,138.69000244140625
2020-06-18,139.0
2019-04-03,141.02000427246094
2018-08-22,144.75999450683594
2018-10-25,148.7100067138672
2019-01-29,150.4499969482422
2018-12-28,155.3300018310547
2018-11-26,152.2100067138672
2019-08-09,154.69000244140625
2019-07-08,157.75
2019-06-06,160.30999755859375
2019-09-10,157.9600067138672
2020-01-15,157.25
2020-04-03,155.11000061035156
2019-10-31,149.11000061035156
2020-04-06,147.4199981689453
2020-06-24,147.00999450683594
2018-11-09,143.6300048828125
2019-07-23,144.44000244140625
2019-06-21,142.69000244140625
2019-05-20,140.32000732421875
2019-04-18,140.9600067138672
2018-09-06,141.74000549316406
2018-10-08,140.44000244140625
2019-02-13,143.61000061035156
2018-12-11,141.16000366210938
2019-09-25,140.72999572753906
2020-01-21,137.9499969482422
2020-04-09,134.38999938964844
2019-11-06,126.83000183105469
2020-01-24,128.97000122070312
2020-01-27,129.91000366210938
2020-04-15,130.85000610351562
2018-12-26,133.35000610351562
2019-08-07,136.75999450683594
2019-06-04,137.0399932861328
2018-09-21,134.67999267578125
2018-07-19,134.5
2018-08-20,127.38999938964844
2018-10-23,131.57000732421875
2019-05-03,132.08999633789062
2019-04-01,131.30999755859375
2019-02-28,129.6199951171875
2019-11-12,135.25
2020-01-30,132.82000732421875
2019-11-15,131.02999877929688
2020-04-21,124.6500015258789
2019-04-16,133.7899932861328
2019-03-15,135.02999877929688
2019-02-11,143.41000366210938
2019-01-10,142.47000122070312
2019-08-22,139.0500030517578
2018-11-07,137.60000610351562
2018-08-03,137.3000030517578
2018-09-04,134.97999572753906
2019-06-19,138.52999877929688
2019-09-23,137.85000610351562
2019-11-18,137.00999450683594
2020-02-05,146.3000030517578
2020-04-24,142.6999969482422
2019-03-29,144.32000732421875
2019-11-21,150.52000427246094
2020-04-27,152.55999755859375
2020-02-11,154.74000549316406
2020-04-30,160.80999755859375
2019-05-01,165.5800018310547
2019-02-26,165.2100067138672
2019-01-25,163.08999633789062
2018-12-24,163.6300048828125
2019-09-06,166.8300018310547
2018-07-17,166.9499969482422
2018-09-19,167.38999938964844
2019-08-05,166.41000366210938
2019-10-08,165.22000122070312
2019-12-11,164.82000732421875
2019-11-27,164.58999633789062
