Dates,PEN
2019-07-29,381100.0
2019-06-27,320500.0
2019-04-24,209200.0
2018-07-10,257500.0
2018-09-12,534000.0
2019-02-19,335400.0
2019-01-18,214400.0
2020-02-24,72200.0
2020-05-13,223700.0
2019-12-10,341200.0
2020-02-27,225900.0
2019-12-13,245400.0
2020-05-19,280600.0
2019-03-06,298300.0
2018-11-30,423200.0
2019-08-13,566100.0
2019-07-12,238300.0
2019-06-10,173100.0
2019-05-09,409700.0
2018-07-25,284000.0
2018-09-27,203100.0
2018-10-29,303700.0
2019-10-16,202800.0
2019-12-16,372700.0
2020-03-04,285100.0
2020-05-22,685200.0
2019-10-01,349100.0
2019-12-19,119500.0
2018-09-10,564900.0
2019-05-24,294300.0
2018-08-09,189400.0
2019-04-22,405900.0
2019-03-21,394600.0
2019-01-16,321600.0
2019-08-28,689400.0
2018-11-13,328000.0
2018-10-12,271300.0
2019-06-25,278900.0
2020-03-10,343800.0
2020-05-28,282200.0
2019-10-07,211400.0
2020-03-13,229300.0
2019-10-10,444700.0
2020-03-16,363800.0
2020-06-03,327700.0
2018-11-28,334200.0
2018-09-25,261700.0
2018-07-23,311200.0
2018-08-24,322800.0
2019-07-10,214300.0
2019-05-07,198900.0
2019-04-05,376700.0
2019-03-04,319900.0
2019-01-31,277800.0
2019-09-12,207700.0
2019-12-31,322400.0
2020-03-19,182400.0
2020-01-03,176000.0
2020-06-09,259200.0
2019-02-15,229000.0
2019-01-14,208600.0
2018-07-06,160000.0
2018-08-07,136900.0
2018-10-10,163000.0
2018-12-13,244900.0
2019-08-26,450800.0
2019-07-25,206700.0
2019-05-22,283900.0
2019-03-19,484600.0
2020-01-06,300600.0
2020-03-25,2500600.0
2020-06-12,528100.0
2019-10-22,427900.0
2020-01-09,556100.0
2020-06-15,282200.0
2019-10-25,486500.0
2020-03-31,218900.0
2020-06-18,268000.0
2019-04-03,220100.0
2018-08-22,225600.0
2018-10-25,377600.0
2019-01-29,237300.0
2018-12-28,1032400.0
2018-11-26,323400.0
2019-08-09,266300.0
2019-07-08,324300.0
2019-06-06,394400.0
2019-09-10,413600.0
2020-01-15,399600.0
2020-04-03,332300.0
2019-10-31,587700.0
2020-04-06,409800.0
2020-06-24,287300.0
2018-11-09,545600.0
2019-07-23,432800.0
2019-06-21,710500.0
2019-05-20,503400.0
2019-04-18,293700.0
2018-09-06,268400.0
2018-10-08,341400.0
2019-02-13,382300.0
2018-12-11,229700.0
2019-09-25,408900.0
2020-01-21,279400.0
2020-04-09,297900.0
2019-11-06,1042300.0
2020-01-24,694400.0
2020-01-27,517600.0
2020-04-15,282600.0
2018-12-26,437400.0
2019-08-07,481800.0
2019-06-04,607600.0
2018-09-21,578800.0
2018-07-19,312200.0
2018-08-20,610000.0
2018-10-23,578200.0
2019-05-03,475500.0
2019-04-01,592800.0
2019-02-28,752700.0
2019-11-12,1809500.0
2020-01-30,440900.0
2019-11-15,300000.0
2020-04-21,681400.0
2019-04-16,479200.0
2019-03-15,246600.0
2019-02-11,599800.0
2019-01-10,453300.0
2019-08-22,260700.0
2018-11-07,347600.0
2018-08-03,180700.0
2018-09-04,480100.0
2019-06-19,236600.0
2019-09-23,222100.0
2019-11-18,291100.0
2020-02-05,477900.0
2020-04-24,352600.0
2019-03-29,308000.0
2019-11-21,254000.0
2020-04-27,282100.0
2020-02-11,175800.0
2020-04-30,387000.0
2019-05-01,492700.0
2019-02-26,504500.0
2019-01-25,469800.0
2018-12-24,209700.0
2019-09-06,266600.0
2018-07-17,420200.0
2018-09-19,326500.0
2019-08-05,496300.0
2019-10-08,331900.0
2019-12-11,315700.0
2019-11-27,279400.0
2020-02-14,497000.0
2020-05-06,218200.0
2019-01-08,575600.0
2018-12-07,372700.0
2019-08-20,511300.0
2018-11-05,302900.0
2019-07-19,227900.0
2018-10-04,161600.0
2019-06-17,278100.0
2019-05-16,146000.0
2018-08-01,319800.0
2019-03-13,196300.0
2019-12-03,159900.0
2020-02-20,200600.0
2019-12-06,197600.0
2020-05-12,436700.0
2019-12-09,263400.0
2020-02-26,456300.0
2020-05-15,320600.0
2019-03-28,348600.0
2018-09-17,434000.0
2018-08-16,376000.0
2018-10-19,206700.0
2019-04-29,171500.0
2019-01-23,323100.0
2019-09-04,1793100.0
2018-11-20,363900.0
2019-07-02,382300.0
2019-05-31,342200.0
2019-12-12,527500.0
2020-05-18,2441600.0
2019-09-27,458600.0
2020-03-03,308300.0
2020-05-21,355000.0
2019-05-14,276600.0
2018-08-31,292400.0
2018-07-30,304800.0
2018-10-02,198200.0
2019-04-12,456500.0
2019-03-11,197600.0
2019-02-07,264900.0
2019-07-17,181700.0
2019-09-19,262200.0
2019-10-21,306600.0
2019-12-18,255800.0
2020-03-06,306300.0
2019-10-03,255600.0
2020-03-09,429200.0
2020-05-27,467900.0
2019-12-24,309400.0
2020-03-12,735800.0
2018-12-20,614900.0
2019-08-01,1356400.0
2018-08-14,672200.0
2018-07-13,760300.0
2018-10-17,587300.0
2019-05-29,613900.0
2019-03-26,459500.0
2019-02-22,432600.0
2019-10-04,396500.0
2019-11-05,568100.0
2019-12-27,5178200.0
2020-06-02,888600.0
2019-12-30,616200.0
2020-03-18,363700.0
2020-06-05,884600.0
2019-07-15,482300.0
2018-12-03,590700.0
2019-06-13,913700.0
2019-01-04,572400.0
2018-08-29,838500.0
2019-02-05,634400.0
2018-11-01,388600.0
2019-08-16,361300.0
2019-04-10,304600.0
2019-09-17,214300.0
2019-10-15,338900.0
2020-01-02,206500.0
2020-06-08,294400.0
2019-10-18,272900.0
2020-03-24,313000.0
2020-06-11,177800.0
2020-01-08,159600.0
2019-04-25,674600.0
2019-07-30,390000.0
2019-02-20,419100.0
2018-07-11,536100.0
2018-09-13,524400.0
2018-10-15,363600.0
2019-06-28,317300.0
2018-12-18,501700.0
2018-11-16,409800.0
2019-10-02,584400.0
2020-03-27,390100.0
2020-01-10,742000.0
2019-10-24,1002200.0
2020-03-30,1524800.0
2020-06-17,768800.0
2020-01-14,372000.0
2020-04-02,398400.0
2019-01-02,378100.0
2019-08-14,587600.0
2018-10-30,365600.0
2019-06-11,509700.0
2019-05-10,467700.0
2019-04-08,305200.0
2018-08-27,434800.0
2018-07-26,789200.0
2018-09-28,758400.0
2019-03-07,280400.0
2019-10-30,187500.0
2020-01-17,416300.0
2020-06-23,338700.0
2020-04-08,454500.0
2020-06-26,362200.0
2019-03-22,236900.0
2019-01-17,342200.0
2019-08-29,529100.0
2018-11-14,227200.0
2019-06-26,500100.0
2018-09-11,242200.0
2018-07-09,498000.0
2018-08-10,421400.0
2019-04-23,343900.0
2019-09-30,244000.0
2020-01-23,511900.0
2019-11-08,572000.0
2020-04-14,173200.0
2019-11-11,138600.0
2020-01-29,177600.0
2020-04-17,212800.0
2018-07-24,291400.0
2018-09-26,368400.0
2019-05-08,266800.0
2019-03-05,359100.0
2019-02-01,238400.0
2018-12-31,338800.0
2018-11-29,223800.0
2019-08-12,451500.0
2019-07-11,364300.0
2019-09-13,343000.0
2019-11-14,438600.0
2020-04-20,280400.0
2020-02-04,198600.0
2020-04-23,320400.0
2018-12-14,212400.0
2019-08-27,276300.0
2018-08-08,245600.0
2018-10-11,268000.0
2018-11-12,193700.0
2019-07-26,241200.0
2019-06-24,342800.0
2019-05-23,323100.0
2019-03-20,154200.0
2019-01-15,158800.0
2019-11-20,316800.0
2020-02-07,186100.0
2020-02-10,238500.0
2020-04-29,196700.0
2019-11-26,226600.0
2020-02-13,163500.0
2019-01-30,250200.0
2018-08-23,176000.0
2018-09-24,175600.0
2018-11-27,167300.0
2018-10-26,280300.0
2019-07-09,315700.0
2019-06-07,407500.0
2019-05-06,437700.0
2019-04-04,931700.0
2019-09-11,506200.0
2019-11-29,716100.0
2020-05-05,488900.0
2019-12-02,312700.0
2020-02-19,184200.0
2020-05-08,215800.0
2019-05-21,276200.0
2019-03-18,473700.0
2018-09-07,400600.0
2018-08-06,509900.0
2018-10-09,653200.0
2019-02-14,712000.0
2018-12-12,603200.0
2019-07-24,601300.0
2019-09-26,638400.0
2019-10-28,666800.0
2019-12-05,413600.0
2020-05-11,365700.0
2019-07-03,358200.0
2020-02-25,375200.0
2020-05-14,394000.0
2020-02-28,293600.0
2019-08-08,295400.0
2019-06-05,532400.0
2018-07-20,294600.0
2018-08-21,233800.0
2018-10-24,293400.0
2019-04-02,246400.0
2019-03-01,393600.0
2019-01-28,306400.0
2018-12-27,291300.0
2019-09-09,277700.0
2020-03-02,297000.0
2020-05-20,220300.0
2019-12-17,226300.0
2020-03-05,225800.0
2019-02-12,251100.0
2019-01-11,187900.0
2018-12-10,162000.0
2019-08-23,177800.0
2018-11-08,156700.0
2019-07-22,181700.0
2019-06-20,254200.0
2018-09-05,262500.0
2019-04-17,200200.0
2019-09-24,223400.0
2019-12-20,168600.0
2020-05-26,209000.0
2019-04-30,174800.0
2019-12-23,271800.0
2020-03-11,364100.0
2020-05-29,374600.0
2019-12-26,531800.0
2020-06-01,445800.0
2019-05-02,197900.0
2019-02-27,160100.0
2018-11-23,166600.0
2019-08-06,144200.0
2018-07-18,174400.0
2018-09-20,223400.0
2018-10-22,156300.0
2019-07-05,201400.0
2019-06-03,204600.0
2019-10-09,483600.0
2019-10-11,253900.0
2020-03-17,203600.0
2020-06-04,211100.0
2019-10-14,183500.0
2020-03-20,246000.0
2018-11-06,217700.0
2019-06-18,197400.0
2019-05-17,188500.0
2019-04-15,164000.0
2019-03-14,441300.0
2019-01-09,307600.0
2018-08-02,220900.0
2018-10-05,250300.0
2019-08-21,198500.0
2019-10-17,222900.0
2020-03-23,456700.0
2020-06-10,226500.0
2019-02-25,245400.0
2020-01-07,166800.0
2020-03-26,210700.0
2019-10-23,413800.0
