Dates,PEN
2018-06-20,156.0
2018-06-21,155.9499969482422
2018-06-25,152.9499969482422
2018-06-22,149.4499969482422
2018-06-26,152.25
2018-06-27,152.10000610351562
2018-06-28,142.60000610351562
2018-06-29,141.64999389648438
2018-07-02,140.75
2018-07-03,143.35000610351562
2018-07-05,143.39999389648438
2018-07-16,145.14999389648438
2018-09-18,143.4499969482422
2019-01-24,141.64999389648438
2019-09-05,141.3000030517578
2018-11-21,140.85000610351562
2020-01-13,139.6999969482422
2020-04-01,137.5500030517578
2020-06-19,139.85000610351562
2019-10-29,140.5
2020-01-16,140.75
2020-06-22,139.89999389648438
2018-10-03,144.4499969482422
2018-07-31,143.75
2019-03-12,146.4499969482422
2019-02-08,146.64999389648438
2019-01-07,144.125
2018-12-06,140.9499969482422
2019-08-19,143.0
2019-07-18,146.35000610351562
2019-05-15,147.0
2019-09-20,147.85000610351562
2019-11-01,150.9499969482422
2020-04-07,149.60000610351562
2020-06-25,148.5500030517578
2020-06-16,127.05000305175781
2019-11-04,127.0999984741211
2020-01-22,125.80000305175781
2019-11-07,123.80000305175781
2020-04-13,124.1500015258789
2019-07-01,128.77499389648438
2019-05-30,129.0
2018-08-15,126.55000305175781
2018-10-18,127.4000015258789
2019-03-27,129.85000610351562
2019-01-22,131.0
2018-12-21,130.0
2019-09-03,131.5500030517578
2018-11-19,132.0
2019-08-02,135.0
2020-01-28,136.0500030517578
2020-04-16,139.6999969482422
2019-11-13,140.9250030517578
2020-01-31,140.39999389648438
2018-12-04,142.75
2018-11-02,145.3000030517578
2019-07-16,144.5500030517578
2018-08-30,148.9499969482422
2018-10-01,154.25
2019-06-14,156.64999389648438
2019-05-13,157.14999389648438
2019-04-11,158.6999969482422
2019-02-06,155.6999969482422
2019-09-18,153.60000610351562
2020-02-03,152.3000030517578
2020-04-22,152.10000610351562
2019-11-19,152.10000610351562
2020-02-06,156.1999969482422
2019-11-22,156.1999969482422
2019-03-25,154.64999389648438
2019-02-21,151.3249969482422
2018-12-19,150.55499267578125
2018-07-12,149.47999572753906
2018-09-14,143.1300048828125
2018-08-13,140.42999267578125
2018-10-16,139.52999877929688
2019-07-31,137.58999633789062
2019-05-28,136.50999450683594
2019-04-26,134.7550048828125
2020-04-28,136.27999877929688
2019-11-25,139.6999969482422
2020-02-12,138.0
2020-05-01,142.8000030517578
2020-05-04,144.47000122070312
2019-06-12,142.39999389648438
2019-04-09,142.6199951171875
2019-03-08,139.22000122070312
2019-02-04,138.72000122070312
2018-07-27,141.14999389648438
2018-08-28,138.58999633789062
2019-01-03,140.4149932861328
2019-08-15,140.24000549316406
2018-10-31,140.85000610351562
2019-09-16,139.39999389648438
2020-02-18,142.80999755859375
2020-05-07,144.35000610351562
2018-08-17,140.4600067138672
2019-12-04,148.4199981689453
2020-02-21,158.47999572753906
2018-12-17,160.5
2019-08-30,154.2100067138672
2018-11-15,150.52000427246094
2019-07-29,141.74000549316406
2019-06-27,136.60000610351562
2019-04-24,134.52999877929688
2018-07-10,138.42999267578125
2018-09-12,136.83999633789062
2019-02-19,125.62300109863281
2019-01-18,128.10000610351562
2020-02-24,126.80999755859375
2020-05-13,130.25
2019-12-10,132.2100067138672
2020-02-27,135.4199981689453
2019-12-13,138.8699951171875
2020-05-19,140.47500610351562
2019-03-06,145.52999877929688
2018-11-30,147.6999969482422
2019-08-13,141.0399932861328
2019-07-12,136.93499755859375
2019-06-10,133.42999267578125
2019-05-09,136.5330047607422
2018-07-25,131.39999389648438
2018-09-27,131.99000549316406
2018-10-29,129.1999969482422
2019-10-16,124.43000030517578
2019-12-16,121.51000213623047
2020-03-04,123.2300033569336
2020-05-22,119.62999725341797
2019-10-01,118.72000122070312
2019-12-19,115.19999694824219
2018-09-10,124.76000213623047
2019-05-24,126.66000366210938
2018-08-09,127.13999938964844
2019-04-22,126.7300033569336
2019-03-21,124.8499984741211
2019-01-16,122.56500244140625
2019-08-28,125.08999633789062
2018-11-13,124.08000183105469
2018-10-12,124.9000015258789
2019-06-25,125.94000244140625
2020-03-10,130.16000366210938
2020-05-28,130.36000061035156
2019-10-07,129.72000122070312
2020-03-13,133.0
2019-10-10,138.1300048828125
2020-03-16,139.1300048828125
2020-06-03,142.33999633789062
2018-11-28,142.3800048828125
2018-09-25,141.73500061035156
2018-07-23,138.9949951171875
2018-08-24,144.80999755859375
2019-07-10,140.88999938964844
2019-05-07,139.0
2019-04-05,144.60000610351562
2019-03-04,148.0
2019-01-31,146.0500030517578
2019-09-12,147.61500549316406
2019-12-31,150.17999267578125
2020-03-19,150.16000366210938
2020-01-03,151.0399932861328
2020-06-09,147.80999755859375
2019-02-15,151.3800048828125
2019-01-14,153.4199981689453
2018-07-06,155.51499938964844
2018-08-07,155.58999633789062
2018-10-10,155.77499389648438
2018-12-13,155.5500030517578
2019-08-26,151.47000122070312
2019-07-25,148.35000610351562
2019-05-22,147.49000549316406
2019-03-19,149.91000366210938
2020-01-06,149.27000427246094
2020-03-25,135.86000061035156
2020-06-12,137.17999267578125
2019-10-22,141.14999389648438
2020-01-09,144.90499877929688
2020-06-15,142.3699951171875
2019-10-25,141.96499633789062
2020-03-31,140.60000610351562
2020-06-18,139.35000610351562
2019-04-03,141.47999572753906
2018-08-22,145.00999450683594
2018-10-25,149.25
2019-01-29,150.85000610351562
2018-12-28,157.4199981689453
2018-11-26,155.63999938964844
2019-08-09,156.06500244140625
2019-07-08,158.42999267578125
2019-06-06,160.58999633789062
2019-09-10,162.5
2020-01-15,158.33999633789062
