Dates,RTX
2019-05-16,178.4600067138672
2018-08-01,178.75999450683594
2019-03-13,176.00999450683594
2019-12-03,175.7899932861328
2020-02-20,176.3699951171875
2019-12-06,176.16000366210938
2020-05-12,177.13999938964844
2019-12-09,178.08999633789062
2020-02-26,174.1300048828125
2020-05-15,174.0800018310547
2019-03-28,175.24000549316406
2018-09-17,173.33999633789062
2018-08-16,169.55999755859375
2018-10-19,166.8300018310547
2019-04-29,166.22999572753906
2019-01-23,169.5399932861328
2019-09-04,166.6199951171875
2018-11-20,179.2899932861328
2019-07-02,178.38999938964844
2019-05-31,175.55999755859375
2019-12-12,176.94000244140625
2020-05-18,175.64999389648438
2019-09-27,182.94000244140625
2020-03-03,182.97999572753906
2020-05-21,179.83999633789062
2019-05-14,183.91000366210938
2018-08-31,179.52999877929688
2018-07-30,181.1199951171875
2018-10-02,184.94000244140625
2019-04-12,187.08999633789062
2019-03-11,183.72000122070312
2019-02-07,186.39999389648438
2019-07-17,184.2100067138672
2019-09-19,180.17999267578125
2019-10-21,180.63999938964844
2019-12-18,178.25
2020-03-06,178.33999633789062
2019-10-03,178.97999572753906
2020-03-09,180.02000427246094
2020-05-27,178.6999969482422
2019-12-24,176.8300018310547
2020-03-12,179.86000061035156
2018-12-20,181.3300018310547
2019-08-01,174.80999755859375
2018-08-14,171.00999450683594
2018-07-13,173.11000061035156
2018-10-17,172.4499969482422
2019-05-29,174.94000244140625
2019-03-26,177.5500030517578
2019-02-22,176.0
2019-10-04,174.52000427246094
2019-11-05,176.13999938964844
2019-12-27,178.1199951171875
2020-06-02,175.8800048828125
2019-12-30,172.52000427246094
2020-03-18,171.5
2020-06-05,169.5500030517578
2019-07-15,166.74000549316406
2018-12-03,169.4199981689453
2019-06-13,167.5800018310547
2019-01-04,166.7100067138672
2018-08-29,170.5
2019-02-05,172.4199981689453
2018-11-01,172.0500030517578
2019-08-16,169.5500030517578
2019-04-10,168.72999572753906
2019-09-17,170.22000122070312
2019-10-15,172.41000366210938
2020-01-02,173.58999633789062
2020-06-08,176.13999938964844
2019-10-18,176.08999633789062
2020-03-24,177.72000122070312
2020-06-11,176.22999572753906
2020-01-08,183.52999877929688
2019-04-25,191.05999755859375
2019-07-30,190.50999450683594
2019-02-20,194.47000122070312
2018-07-11,194.49000549316406
2018-09-13,194.02000427246094
2018-10-15,197.88999938964844
2019-06-28,199.27999877929688
2018-12-18,195.47999572753906
2018-11-16,200.94000244140625
2019-10-02,199.4199981689453
2020-03-27,197.13999938964844
2020-01-10,195.97000122070312
2019-10-24,195.8300018310547
2020-03-30,201.30999755859375
2020-06-17,201.89999389648438
2020-01-14,203.86000061035156
2020-04-02,207.10000610351562
2019-01-02,205.0
2019-08-14,209.8000030517578
2018-10-30,210.0
2019-06-11,215.0
2019-05-10,215.07000732421875
2019-04-08,215.5
2018-08-27,218.0
2018-07-26,223.27000427246094
2018-09-28,219.0500030517578
2019-03-07,220.05999755859375
2019-10-30,221.75
2020-01-17,220.7899932861328
2020-06-23,221.1300048828125
2020-04-08,223.91000366210938
2020-06-26,223.07000732421875
2019-03-22,223.25
2019-01-17,219.3699951171875
2019-08-29,220.27000427246094
2018-11-14,220.0
2019-06-26,220.5500030517578
2018-09-11,218.97999572753906
2018-07-09,219.5
2018-08-10,217.6199951171875
2019-04-23,219.35000610351562
2019-09-30,217.77999877929688
2020-01-23,220.69000244140625
2019-11-08,219.97999572753906
2020-04-14,220.55999755859375
2019-11-11,220.25
2020-01-29,220.97000122070312
2020-04-17,218.97000122070312
2018-07-24,218.9499969482422
2018-09-26,219.4499969482422
2019-05-08,217.97999572753906
2019-03-05,224.02999877929688
2019-02-01,223.7899932861328
2018-12-31,231.08999633789062
2018-11-29,230.25999450683594
2019-08-12,228.9499969482422
2019-07-11,226.49000549316406
2019-09-13,229.75
2019-11-14,234.14999389648438
2020-04-20,235.5
2020-02-04,235.8300018310547
2020-04-23,233.99000549316406
2018-12-14,234.61000061035156
2019-08-27,233.91000366210938
2018-08-08,229.05999755859375
2018-10-11,227.3699951171875
2018-11-12,231.97000122070312
2019-07-26,232.41000366210938
2019-06-24,230.30999755859375
2019-05-23,227.0500030517578
2019-03-20,230.50999450683594
2019-01-15,239.66000366210938
2019-11-20,240.75999450683594
2020-02-07,239.1199951171875
2020-02-10,240.05999755859375
2020-04-29,244.75
2019-11-26,247.80999755859375
2020-02-13,242.2100067138672
2019-01-30,240.08999633789062
2018-08-23,243.82000732421875
2018-09-24,245.92999267578125
2018-11-27,247.77999877929688
2018-10-26,245.10000610351562
2019-07-09,246.2899932861328
2019-06-07,237.00999450683594
2019-05-06,230.0
2019-04-04,232.0399932861328
2019-09-11,223.3000030517578
2019-11-29,224.02999877929688
2020-05-05,232.2899932861328
2019-12-02,228.25999450683594
2020-02-19,245.32000732421875
2020-05-08,237.30999755859375
2019-05-21,233.5
2019-03-18,219.64999389648438
2018-09-07,230.50999450683594
2018-08-06,220.33999633789062
2018-10-09,204.05999755859375
2019-02-14,220.86000061035156
2018-12-12,199.77000427246094
2019-07-24,210.44000244140625
2019-09-26,212.97999572753906
2019-10-28,215.69000244140625
2019-12-05,206.0
2020-05-11,202.2100067138672
2019-07-03,223.1300048828125
2020-02-25,210.08999633789062
2020-05-14,224.49000549316406
2020-02-28,217.24000549316406
2019-08-08,231.9199981689453
2019-06-05,237.9499969482422
2018-07-20,225.47999572753906
2018-08-21,242.16000366210938
2018-10-24,238.30999755859375
2019-04-02,255.3000030517578
2019-03-01,247.6699981689453
2019-01-28,249.66000366210938
2018-12-27,246.61000061035156
2019-09-09,252.27999877929688
2020-03-02,262.4100036621094
2020-05-20,255.22999572753906
2019-12-17,264.760009765625
2020-03-05,270.4599914550781
2019-02-12,273.260009765625
2019-01-11,262.79998779296875
2018-12-10,269.3699951171875
2019-08-23,267.9100036621094
2018-11-08,269.8599853515625
2019-07-22,268.510009765625
2019-06-20,256.9599914550781
2018-09-05,251.0500030517578
2019-04-17,251.1999969482422
2019-09-24,254.89999389648438
2019-12-20,264.69000244140625
2020-05-26,272.3299865722656
2019-04-30,270.05999755859375
2019-12-23,270.010009765625
2020-03-11,271.6300048828125
2020-05-29,285.2799987792969
2019-12-26,276.4700012207031
2020-06-01,277.0299987792969
2019-05-02,277.0
2019-02-27,288.69000244140625
2018-11-23,284.1300048828125
2019-08-06,282.2799987792969
2018-07-18,284.6199951171875
2018-09-20,284.6300048828125
2018-10-22,284.9599914550781
2019-07-05,266.5
2019-06-03,278.510009765625
2019-10-09,277.3800048828125
2019-10-11,287.9599914550781
2020-03-17,286.6400146484375
2020-06-04,284.2699890136719
2019-10-14,277.010009765625
2020-03-20,272.82000732421875
2018-11-06,265.69000244140625
2019-06-18,265.010009765625
2019-05-17,270.8500061035156
2019-04-15,274.3399963378906
2019-03-14,263.8900146484375
2019-01-09,268.55999755859375
2018-08-02,267.7699890136719
2018-10-05,273.7699890136719
2019-08-21,280.0899963378906
2019-10-17,279.19000244140625
2020-03-23,293.2699890136719
2020-06-10,293.20001220703125
2019-02-25,295.79998779296875
2020-01-07,291.17999267578125
2020-03-26,295.1499938964844
2019-10-23,286.1400146484375
