Dates,RTX
2019-11-15,169.36000061035156
2020-04-21,167.47999572753906
2019-04-16,167.5800018310547
2019-03-15,168.22000122070312
2019-02-11,173.41000366210938
2019-01-10,170.83999633789062
2019-08-22,168.25
2018-11-07,170.14999389648438
2018-08-03,174.2899932861328
2018-09-04,173.32000732421875
2019-06-19,175.94000244140625
2019-09-23,173.7899932861328
2019-11-18,171.8699951171875
2020-02-05,170.5
2020-04-24,169.99000549316406
2019-03-29,168.85000610351562
2019-11-21,172.97000122070312
2020-04-27,174.0
2020-02-11,173.99000549316406
2020-04-30,173.97999572753906
2019-05-01,174.1199951171875
2019-02-26,174.8800048828125
2019-01-25,173.47000122070312
2018-12-24,171.9499969482422
2019-09-06,170.99000549316406
2018-07-17,174.13999938964844
2018-09-19,178.89999389648438
2019-08-05,182.13999938964844
2019-10-08,186.3300018310547
2019-12-11,184.4499969482422
2019-11-27,184.97999572753906
2020-02-14,183.10000610351562
2020-05-06,181.02999877929688
2019-01-08,179.24000549316406
2018-12-07,184.99000549316406
2019-08-20,185.13999938964844
2018-11-05,181.5399932861328
2019-07-19,183.4499969482422
2018-10-04,183.24000549316406
2019-06-17,177.75999450683594
2019-05-16,178.6300048828125
2018-08-01,179.75
2019-03-13,178.86000061035156
2019-12-03,176.27000427246094
2020-02-20,178.0800018310547
2019-12-06,177.92999267578125
2020-05-12,179.24000549316406
2019-12-09,178.5800018310547
2020-02-26,179.14999389648438
2020-05-15,174.57000732421875
2019-03-28,176.36000061035156
2018-09-17,175.0
2018-08-16,172.50999450683594
2018-10-19,171.1300048828125
2019-04-29,167.50999450683594
2019-01-23,171.10000610351562
2019-09-04,170.2100067138672
2018-11-20,181.3000030517578
2019-07-02,180.97000122070312
2019-05-31,177.13999938964844
2019-12-12,177.0500030517578
2020-05-18,176.47000122070312
2019-09-27,183.11000061035156
2020-03-03,184.07000732421875
2020-05-21,183.13999938964844
2019-05-14,185.5399932861328
2018-08-31,183.57000732421875
2018-07-30,182.0399932861328
2018-10-02,185.75
2019-04-12,187.7100067138672
2019-03-11,188.44000244140625
2019-02-07,187.3000030517578
2019-07-17,187.6199951171875
2019-09-19,186.77999877929688
2019-10-21,182.3800048828125
2019-12-18,182.9199981689453
2020-03-06,180.7100067138672
2019-10-03,180.5
2020-03-09,181.1999969482422
2020-05-27,181.57000732421875
2019-12-24,179.75
2020-03-12,180.0500030517578
2018-12-20,182.14999389648438
2019-08-01,181.27999877929688
2018-08-14,174.13999938964844
2018-07-13,173.61000061035156
2018-10-17,175.4499969482422
2019-05-29,175.7899932861328
2019-03-26,178.08999633789062
2019-02-22,177.82000732421875
2019-10-04,176.5
2019-11-05,176.6999969482422
2019-12-27,179.5500030517578
2020-06-02,179.00999450683594
2019-12-30,177.77999877929688
2020-03-18,173.49000549316406
2020-06-05,172.0500030517578
2019-07-15,170.5399932861328
2018-12-03,171.2899932861328
2019-06-13,170.11000061035156
2019-01-04,168.52000427246094
2018-08-29,170.63999938964844
2019-02-05,172.9199981689453
2018-11-01,172.75999450683594
2019-08-16,171.88999938964844
2019-04-10,171.99000549316406
2019-09-17,170.3699951171875
2019-10-15,174.72000122070312
2020-01-02,175.25
2020-06-08,176.97999572753906
2019-10-18,177.1999969482422
2020-03-24,180.0500030517578
2020-06-11,180.25
2020-01-08,184.80999755859375
2019-04-25,194.75
2019-07-30,192.5399932861328
2019-02-20,194.89999389648438
2018-07-11,195.94000244140625
2018-09-13,195.02000427246094
2018-10-15,198.4600067138672
2019-06-28,199.4600067138672
2018-12-18,200.0
2018-11-16,202.94000244140625
2019-10-02,202.25
2020-03-27,199.9499969482422
2020-01-10,198.49000549316406
2019-10-24,197.16000366210938
2020-03-30,202.11000061035156
2020-06-17,202.2100067138672
2020-01-14,204.83999633789062
2020-04-02,207.63999938964844
2019-01-02,207.5
2019-08-14,210.0500030517578
2018-10-30,210.0800018310547
2019-06-11,215.4600067138672
2019-05-10,217.0800018310547
2019-04-08,215.63999938964844
2018-08-27,218.60000610351562
2018-07-26,223.61000061035156
2018-09-28,223.72999572753906
2019-03-07,220.99000549316406
2019-10-30,222.4199981689453
2020-01-17,223.41000366210938
2020-06-23,222.75
2020-04-08,224.0800018310547
2020-06-26,224.30999755859375
2019-03-22,224.66000366210938
2019-01-17,225.66000366210938
2019-08-29,221.8699951171875
2018-11-14,224.27000427246094
2019-06-26,222.5500030517578
2018-09-11,221.6199951171875
2018-07-09,221.86000061035156
2018-08-10,219.72999572753906
2019-04-23,219.9199981689453
2019-09-30,220.67999267578125
2020-01-23,221.02000427246094
2019-11-08,222.8699951171875
2020-04-14,220.63999938964844
2019-11-11,220.89999389648438
2020-01-29,221.47999572753906
2020-04-17,221.9499969482422
2018-07-24,219.80999755859375
2018-09-26,220.64999389648438
2019-05-08,219.88999938964844
2019-03-05,224.35000610351562
2019-02-01,225.9199981689453
2018-12-31,232.6999969482422
2018-11-29,233.25999450683594
2019-08-12,231.69000244140625
2019-07-11,230.0
2019-09-13,229.8000030517578
2019-11-14,234.3300018310547
2020-04-20,235.77999877929688
2020-02-04,236.50999450683594
2020-04-23,237.1999969482422
2018-12-14,237.47000122070312
2019-08-27,235.6300048828125
2018-08-08,235.17999267578125
2018-10-11,228.7899932861328
2018-11-12,232.3000030517578
2019-07-26,233.58999633789062
2019-06-24,231.75
2019-05-23,239.39999389648438
2019-03-20,233.77999877929688
2019-01-15,241.22999572753906
2019-11-20,244.41000366210938
2020-02-07,244.64999389648438
2020-02-10,240.33999633789062
2020-04-29,244.88999938964844
2019-11-26,249.0
2020-02-13,248.8000030517578
2019-01-30,245.38999938964844
2018-08-23,244.4499969482422
2018-09-24,246.0
2018-11-27,249.85000610351562
2018-10-26,247.6999969482422
2019-07-09,247.5
2019-06-07,242.75999450683594
2019-05-06,239.99000549316406
2019-04-04,237.3699951171875
2019-09-11,231.6300048828125
2019-11-29,224.5399932861328
2020-05-05,232.97999572753906
2019-12-02,237.5500030517578
2020-02-19,246.05999755859375
2020-05-08,242.17999267578125
2019-05-21,234.47999572753906
2019-03-18,227.61000061035156
2018-09-07,231.41000366210938
2018-08-06,230.8300018310547
2018-10-09,215.36000061035156
2019-02-14,221.47000122070312
2018-12-12,219.0
2019-07-24,230.05999755859375
2019-09-26,224.99000549316406
2019-10-28,223.92999267578125
2019-12-05,227.42999267578125
2020-05-11,218.10000610351562
2019-07-03,224.97999572753906
2020-02-25,224.0
2020-05-14,225.6199951171875
2020-02-28,224.17999267578125
2019-08-08,233.77000427246094
2019-06-05,240.0
2018-07-20,234.97999572753906
2018-08-21,242.9600067138672
2018-10-24,247.4499969482422
2019-04-02,256.6499938964844
2019-03-01,267.45001220703125
2019-01-28,251.67999267578125
2018-12-27,252.0
2019-09-09,253.8300018310547
2020-03-02,265.6600036621094
2020-05-20,262.82000732421875
2019-12-17,265.2799987792969
2020-03-05,272.6700134277344
2019-02-12,276.260009765625
2019-01-11,277.2200012207031
2018-12-10,271.25
2019-08-23,277.79998779296875
2018-11-08,271.3500061035156
2019-07-22,275.260009765625
2019-06-20,269.95001220703125
2018-09-05,262.0
2019-04-17,258.5
2019-09-24,256.0
2019-12-20,265.0
2020-05-26,274.05999755859375
2019-04-30,275.54998779296875
2019-12-23,273.7200012207031
2020-03-11,274.4100036621094
2020-05-29,286.82000732421875
2019-12-26,288.5199890136719
2020-06-01,284.8599853515625
2019-05-02,282.4800109863281
2019-02-27,288.7300109863281
2018-11-23,295.54998779296875
2019-08-06,288.4100036621094
2018-07-18,285.989990234375
2018-09-20,285.3999938964844
2018-10-22,286.0
2019-07-05,288.5
2019-06-03,278.69000244140625
2019-10-09,283.7300109863281
2019-10-11,289.44000244140625
2020-03-17,288.7300109863281
2020-06-04,286.17999267578125
2019-10-14,283.79998779296875
2020-03-20,279.2900085449219
2018-11-06,271.67999267578125
2019-06-18,265.8399963378906
2019-05-17,275.1400146484375
2019-04-15,277.8999938964844
2019-03-14,276.3599853515625
2019-01-09,271.3900146484375
2018-08-02,268.5199890136719
2018-10-05,275.69000244140625
2019-08-21,282.760009765625
2019-10-17,282.2200012207031
2020-03-23,295.5400085449219
2020-06-10,295.0
2019-02-25,299.2099914550781
2020-01-07,297.7099914550781
2020-03-26,295.3599853515625
2019-10-23,293.0
